t,L,V,Y,S,f_eff,L_eff,f_int
5.33,2.12538035e-314,2.1264614883e-314,2.12911368e-314,2.1253804687e-314,2.1802866203e-314,2.1291145576e-314,2.1253803264e-314
5.34,2.125380445e-314,2.12538054e-314,2.1253753107e-314,2.1253804213e-314,2.1253753107e-314,2.12538054e-314,2.1253753107e-314
5.3500000000000005,2.12538035e-314,2.1253753107e-314,2.1253804213e-314,2.1290666767e-314,2.1802867863e-314,2.1290666767e-314,2.1253804687e-314
5.36,2.1290666767e-314,2.1802876163e-314,2.1291121386e-314,2.1253803264e-314,2.125381536e-314,2.125382129e-314,2.125407662e-314
5.37,2.1253815833e-314,2.125407662e-314,2.125407662e-314,2.1253804213e-314,2.125407662e-314,2.180288541e-314,2.12911368e-314
5.38,2.1253808244e-314,2.12911368e-314,2.12911368e-314,2.12911368e-314,2.1802905333e-314,2.1264614883e-314,2.12538035e-314
5.39,2.1264614883e-314,2.12911368e-314,2.1253804213e-314,2.1290666767e-314,2.12538035e-314,2.125379358e-314,2.129061823e-314
5.4,2.129061823e-314,2.129061823e-314,2.125402354e-314,2.129061823e-314,2.1802906044e-314,2.180290794e-314,2.1290666767e-314
5.41,2.1253804687e-314,2.180290889e-314,2.1291121386e-314,2.1253803264e-314,2.18029096e-314,2.1291143916e-314,2.1253804213e-314
5.42,2.1291143916e-314,2.1291143916e-314,2.1291143916e-314,2.1802910313e-314,2.12911368e-314,2.1253808244e-314,2.12911368e-314
5.43,2.12911368e-314,2.12911368e-314,2.18029115e-314,2.1264614883e-314,2.12538035e-314,2.1264614883e-314,2.12911368e-314
5.44,2.125381536e-314,2.1253807533e-314,2.1253804213e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314
5.45,2.125379358e-314,2.1290666767e-314,2.125379358e-314,2.125379358e-314,2.125379358e-314,2.125375279e-314,2.550638941334e-311
5.46,3.045063960737e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.045063960723e-311,0.0
5.47,0.0,2.121995833e-314,2.550638941334e-311,3.0599179312814e-311,0.0,0.0,1.33685734872e-312
5.48,2.550638941334e-311,3.066283918658e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.0684059144453e-311
5.49,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.0684059144235e-311,0.0,0.0
5.5,2.121995833e-314,2.550638941334e-311,3.0832598849875e-311,0.0,0.0,1.379297264538e-312,2.550638941334e-311
5.51,3.089625872364e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.0917478681513e-311,0.0
5.5200000000000005,0.0,1.0609978977e-313,2.550638941334e-311,3.091747868124e-311,0.0,0.0,2.121995833e-314
5.53,2.550638941334e-311,3.1066018386935e-311,0.0,0.0,1.400517222447e-312,2.550638941334e-311,3.11296782607e-311
5.54,0.0,0.0,2.5e-323,2.550638941334e-311,3.1150898218574e-311,0.0,0.0
5.55,1.0609978977e-313,2.550638941334e-311,3.115089821825e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311
5.5600000000000005,3.1405537713554e-311,0.0,0.0,1.16709768544e-312,2.550638941334e-311,3.149041754524e-311,0.0
5.57,0.0,2.5e-323,2.550638941334e-311,3.15116375031e-311,0.0,0.0,4.243991624e-314
5.58,2.550638941334e-311,3.1723837082273e-311,0.0,0.0,1.18831764335e-312,2.550638941334e-311,3.180871691396e-311
5.59,0.0,0.0,2.5e-323,2.550638941334e-311,3.182993687182e-311,0.0,0.0
5.6000000000000005,1.0609978977e-313,2.550638941334e-311,3.1829936871747e-311,0.0,0.0,2.3341953723e-313,2.550638941334e-311
5.61,3.185115682926e-311,0.0,0.0,2.2e-322,2.550638941334e-311,3.1851156823056e-311,0.0
5.62,0.0,4.243991624e-314,2.550638941334e-311,3.208457636682e-311,0.0,0.0,1.12465776962e-312
5.63,2.550638941334e-311,3.21482362406e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.216945619846e-311
5.64,0.0,0.0,4.243991624e-314,2.550638941334e-311,3.2381655777625e-311,0.0,0.0
5.65,1.18831764335e-312,2.550638941334e-311,3.2466535609313e-311,0.0,0.0,2.5e-323,2.550638941334e-311
5.66,3.2487755567173e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.2487755567104e-311,0.0
5.67,0.0,4.243991624e-314,2.550638941334e-311,3.2699955146344e-311,0.0,0.0,1.464177096176e-312
5.68,2.550638941334e-311,3.278483497803e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.280605493589e-311
5.69,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.280605493575e-311,0.0,0.0
5.7,2.121995833e-314,2.550638941334e-311,3.2954594641334e-311,0.0,0.0,1.2944174329e-312,2.550638941334e-311
5.71,3.3018254515097e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.3039474472972e-311,0.0
5.72,0.0,1.0609978977e-313,2.550638941334e-311,3.3039474472755e-311,0.0,0.0,2.121995833e-314
5.73,2.550638941334e-311,3.3188014178394e-311,0.0,0.0,1.31563739081e-312,2.550638941334e-311,3.325167405216e-311
5.74,0.0,0.0,2.5e-323,2.550638941334e-311,3.3272894010033e-311,0.0,0.0
5.75,1.0609978977e-313,2.550638941334e-311,3.327289400976e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311
5.76,3.3421433715455e-311,0.0,0.0,1.33685734872e-312,2.550638941334e-311,3.348509358922e-311,0.0
5.7700000000000005,0.0,2.5e-323,2.550638941334e-311,3.3506313547094e-311,0.0,0.0,1.0609978977e-313
5.78,2.550638941334e-311,3.3506313546767e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,3.3654853252515e-311
5.79,0.0,0.0,1.35807730663e-312,2.550638941334e-311,3.371851312628e-311,0.0,0.0
5.8,2.5e-323,2.550638941334e-311,3.3739733084154e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
5.8100000000000005,3.3739733083774e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,3.3994372579134e-311,0.0
5.82,0.0,1.20953760126e-312,2.550638941334e-311,3.407925241082e-311,0.0,0.0,2.5e-323
5.83,2.550638941334e-311,3.410047236868e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,3.4312671947853e-311
5.84,0.0,0.0,1.23075755917e-312,2.550638941334e-311,3.439755177954e-311,0.0,0.0
5.8500000000000005,2.5e-323,2.550638941334e-311,3.44187717374e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
5.86,3.4418771737327e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,3.463097131657e-311,0.0
5.87,0.0,1.506617011995e-312,2.550638941334e-311,3.471585114826e-311,0.0,0.0,2.5e-323
5.88,2.550638941334e-311,3.473707110612e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.473707110597e-311
5.89,0.0,0.0,8.487983206e-314,2.550638941334e-311,3.494927068529e-311,0.0,0.0
5.9,1.10343781171e-312,2.550638941334e-311,3.501293055907e-311,0.0,0.0,2.5e-323,2.550638941334e-311
5.91,3.503415051693e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.5034150516707e-311,0.0
5.92,0.0,2.3341953723e-313,2.550638941334e-311,3.5055370474167e-311,0.0,0.0,2.2e-322
5.93,2.550638941334e-311,3.5055370467413e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,3.5288790011924e-311
5.94,0.0,0.0,1.12465776962e-312,2.550638941334e-311,3.5352449885703e-311,0.0,0.0
5.95,2.5e-323,2.550638941334e-311,3.5373669843563e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311
5.96,3.5585869422076e-311,0.0,0.0,1.527836969905e-312,2.550638941334e-311,3.5670749254417e-311,0.0
5.97,0.0,2.5e-323,2.550638941334e-311,3.5691969212277e-311,0.0,0.0,1.0609978977e-313
5.98,2.550638941334e-311,3.569196921221e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,3.590416879145e-311
5.99,0.0,0.0,1.485397054086e-312,2.550638941334e-311,3.5989048623136e-311,0.0,0.0
6.0,2.5e-323,2.550638941334e-311,3.6010268580996e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
6.01,3.6010268580853e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,3.6158808286437e-311,0.0
6.0200000000000005,0.0,1.2944174329e-312,2.550638941334e-311,3.62224681602e-311,0.0,0.0,2.5e-323
6.03,2.550638941334e-311,3.6243688118076e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.624368811786e-311
6.04,0.0,0.0,2.121995833e-314,2.550638941334e-311,3.63922278235e-311,0.0,0.0
6.05,1.31563739081e-312,2.550638941334e-311,3.645588769726e-311,0.0,0.0,2.5e-323,2.550638941334e-311
6.0600000000000005,3.6477107655137e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.6477107654865e-311,0.0
6.07,0.0,2.121995833e-314,2.550638941334e-311,3.662564736056e-311,0.0,0.0,1.33685734872e-312
6.08,2.550638941334e-311,3.668930723432e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.6710527192197e-311
6.09,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.671052719187e-311,0.0,0.0
6.1000000000000005,2.121995833e-314,2.550638941334e-311,3.685906689762e-311,0.0,0.0,1.379297264538e-312,2.550638941334e-311
6.11,3.6922726771383e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.694394672926e-311,0.0
6.12,0.0,1.0609978977e-313,2.550638941334e-311,3.6943946728877e-311,0.0,0.0,4.243991624e-314
6.13,2.550638941334e-311,3.719858622424e-311,0.0,0.0,1.20953760126e-312,2.550638941334e-311,3.7283466055926e-311
6.140000000000001,0.0,0.0,2.5e-323,2.550638941334e-311,3.7304686013786e-311,0.0,0.0
6.15,4.243991624e-314,2.550638941334e-311,3.7516885592957e-311,0.0,0.0,1.23075755917e-312,2.550638941334e-311
6.16,3.7601765424645e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.7622985382505e-311,0.0
6.17,0.0,1.0609978977e-313,2.550638941334e-311,3.762298538243e-311,0.0,0.0,4.243991624e-314
6.18,2.550638941334e-311,3.7835184961676e-311,0.0,0.0,1.506617011995e-312,2.550638941334e-311,3.7920064793364e-311
6.19,0.0,0.0,2.5e-323,2.550638941334e-311,3.7941284751224e-311,0.0,0.0
6.2,1.0609978977e-313,2.550638941334e-311,3.7941284751076e-311,0.0,0.0,8.487983206e-314,2.550638941334e-311
6.21,3.8153484330394e-311,0.0,0.0,1.10343781171e-312,2.550638941334e-311,3.8217144204173e-311,0.0
6.22,0.0,2.5e-323,2.550638941334e-311,3.8238364162033e-311,0.0,0.0,1.0609978977e-313
6.23,2.550638941334e-311,3.823836416181e-311,0.0,0.0,2.3341953723e-313,2.550638941334e-311,3.825958411927e-311
6.24,0.0,0.0,2.2e-322,2.550638941334e-311,3.825958411177e-311,0.0,0.0
6.25,4.243991624e-314,2.550638941334e-311,3.849300365703e-311,0.0,0.0,1.12465776962e-312,2.550638941334e-311
6.26,3.8556663530806e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.8577883488667e-311,0.0
6.2700000000000005,0.0,4.243991624e-314,2.550638941334e-311,3.879008306783e-311,0.0,0.0,1.485397054086e-312
6.28,2.550638941334e-311,3.887496289952e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.889618285738e-311
6.29,0.0,0.0,1.0609978977e-313,2.550638941334e-311,3.889618285731e-311,0.0,0.0
6.3,2.121995833e-314,2.550638941334e-311,3.904472256282e-311,0.0,0.0,1.2944174329e-312,2.550638941334e-311
6.3100000000000005,3.9108382436586e-311,0.0,0.0,2.5e-323,2.550638941334e-311,3.912960239446e-311,0.0
6.32,0.0,1.0609978977e-313,2.550638941334e-311,3.9129602394318e-311,0.0,0.0,2.121995833e-314
6.33,2.550638941334e-311,3.9278142099883e-311,0.0,0.0,1.31563739081e-312,2.550638941334e-311,3.9341801973646e-311
6.34,0.0,0.0,2.5e-323,2.550638941334e-311,3.936302193152e-311,0.0,0.0
6.3500000000000005,1.0609978977e-313,2.550638941334e-311,3.9363021931324e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311
6.36,3.9511561636943e-311,0.0,0.0,1.35807730663e-312,2.550638941334e-311,3.9575221510707e-311,0.0
6.37,0.0,2.5e-323,2.550638941334e-311,3.959644146858e-311,0.0,0.0,1.0609978977e-313
6.38,2.550638941334e-311,3.959644146833e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,3.9744981174004e-311
6.390000000000001,0.0,0.0,1.379297264538e-312,2.550638941334e-311,3.9808641047767e-311,0.0,0.0
6.4,2.5e-323,2.550638941334e-311,3.982986100564e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
6.41,3.9829861005336e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.008450050062e-311,0.0
6.42,0.0,1.20953760126e-312,2.550638941334e-311,4.016938033231e-311,0.0,0.0,2.5e-323
6.43,2.550638941334e-311,4.019060029017e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.040279986934e-311
6.44,0.0,0.0,1.23075755917e-312,2.550638941334e-311,4.048767970103e-311,0.0,0.0
6.45,2.5e-323,2.550638941334e-311,4.050889965889e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
6.46,4.0508899658815e-311,0.0,0.0,8.487983206e-314,2.550638941334e-311,4.072109923806e-311,0.0
6.47,0.0,1.10343781171e-312,2.550638941334e-311,4.078475911184e-311,0.0,0.0,2.5e-323
6.48,2.550638941334e-311,4.08059790697e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.080597906955e-311
6.49,0.0,0.0,2.3341953723e-313,2.550638941334e-311,4.0827199027085e-311,0.0,0.0
6.5,2.2e-322,2.550638941334e-311,4.082719901884e-311,0.0,0.0,8.487983206e-314,2.550638941334e-311
6.51,4.1060618564694e-311,0.0,0.0,1.27319747499e-312,2.550638941334e-311,4.112427843847e-311,0.0
6.5200000000000005,0.0,2.5e-323,2.550638941334e-311,4.114549839633e-311,0.0,0.0,4.243991624e-314
6.53,2.550638941334e-311,4.13576979755e-311,0.0,0.0,1.442957138266e-312,2.550638941334e-311,4.1442577807186e-311
6.54,0.0,0.0,2.5e-323,2.550638941334e-311,4.1463797765046e-311,0.0,0.0
6.55,1.0609978977e-313,2.550638941334e-311,4.1463797764977e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311
6.5600000000000005,4.161233747049e-311,0.0,0.0,1.31563739081e-312,2.550638941334e-311,4.167599734425e-311,0.0
6.57,0.0,2.5e-323,2.550638941334e-311,4.1697217302127e-311,0.0,0.0,1.0609978977e-313
6.58,2.550638941334e-311,4.1697217301983e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,4.184575700755e-311
6.59,0.0,0.0,1.33685734872e-312,2.550638941334e-311,4.190941688131e-311,0.0,0.0
6.6000000000000005,2.5e-323,2.550638941334e-311,4.1930636839187e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
6.61,4.193063683899e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,4.207917654461e-311,0.0
6.62,0.0,1.379297264538e-312,2.550638941334e-311,4.2142836418373e-311,0.0,0.0,2.5e-323
6.63,2.550638941334e-311,4.216405637625e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.2164056375996e-311
6.640000000000001,0.0,0.0,2.121995833e-314,2.550638941334e-311,4.231259608167e-311,0.0,0.0
6.65,1.400517222447e-312,2.550638941334e-311,4.2376255955433e-311,0.0,0.0,2.5e-323,2.550638941334e-311
6.66,4.239747591331e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.2397475913e-311,0.0
6.67,0.0,4.243991624e-314,2.550638941334e-311,4.265211540829e-311,0.0,0.0,1.16709768544e-312
6.68,2.550638941334e-311,4.2736995239976e-311,0.0,0.0,2.5e-323,2.550638941334e-311,4.2758215197836e-311
6.69,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.2970414777007e-311,0.0,0.0
6.7,1.18831764335e-312,2.550638941334e-311,4.3055294608695e-311,0.0,0.0,2.5e-323,2.550638941334e-311
6.71,4.3076514566555e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.307651456648e-311,0.0
6.72,0.0,2.3341953723e-313,2.550638941334e-311,4.3097734524015e-311,0.0,0.0,2.2e-322
6.73,2.550638941334e-311,4.309773451517e-311,0.0,0.0,8.487983206e-314,2.550638941334e-311,4.3331154061555e-311
6.74,0.0,0.0,1.27319747499e-312,2.550638941334e-311,4.3394813935334e-311,0.0,0.0
6.75,2.5e-323,2.550638941334e-311,4.3416033893194e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311
6.76,4.362823347236e-311,0.0,0.0,1.442957138266e-312,2.550638941334e-311,4.371311330405e-311,0.0
6.7700000000000005,0.0,2.5e-323,2.550638941334e-311,4.373433326191e-311,0.0,0.0,1.0609978977e-313
6.78,2.550638941334e-311,4.373433326184e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.394653284108e-311
6.79,0.0,0.0,1.506617011995e-312,2.550638941334e-311,4.4031412672766e-311,0.0,0.0
6.8,2.5e-323,2.550638941334e-311,4.4052632630627e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
6.8100000000000005,4.4052632630483e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,4.420117233607e-311,0.0
6.82,0.0,1.31563739081e-312,2.550638941334e-311,4.426483220983e-311,0.0,0.0,2.5e-323
6.83,2.550638941334e-311,4.4286052167707e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.428605216749e-311
6.84,0.0,0.0,2.121995833e-314,2.550638941334e-311,4.443459187313e-311,0.0,0.0
6.8500000000000005,1.35807730663e-312,2.550638941334e-311,4.449825174689e-311,0.0,0.0,2.5e-323,2.550638941334e-311
6.86,4.4519471704768e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.4519471704496e-311,0.0
6.87,0.0,2.121995833e-314,2.550638941334e-311,4.466801141019e-311,0.0,0.0,1.379297264538e-312
6.88,2.550638941334e-311,4.4731671283953e-311,0.0,0.0,2.5e-323,2.550638941334e-311,4.475289124183e-311
6.890000000000001,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.47528912415e-311,0.0,0.0
6.9,2.121995833e-314,2.550638941334e-311,4.490143094725e-311,0.0,0.0,1.400517222447e-312,2.550638941334e-311
6.91,4.4965090821013e-311,0.0,0.0,2.5e-323,2.550638941334e-311,4.498631077889e-311,0.0
6.92,0.0,1.0609978977e-313,2.550638941334e-311,4.498631077851e-311,0.0,0.0,4.243991624e-314
6.93,2.550638941334e-311,4.524095027387e-311,0.0,0.0,1.527836969905e-312,2.550638941334e-311,4.5325830105557e-311
6.94,0.0,0.0,2.5e-323,2.550638941334e-311,4.5347050063417e-311,0.0,0.0
6.95,4.243991624e-314,2.550638941334e-311,4.5559249642588e-311,0.0,0.0,1.16709768544e-312,2.550638941334e-311
6.96,4.5644129474276e-311,0.0,0.0,2.5e-323,2.550638941334e-311,4.5665349432136e-311,0.0
6.97,0.0,1.0609978977e-313,2.550638941334e-311,4.566534943206e-311,0.0,0.0,4.243991624e-314
6.98,2.550638941334e-311,4.5877549011306e-311,0.0,0.0,1.18831764335e-312,2.550638941334e-311,4.5962428842994e-311
6.99,0.0,0.0,2.5e-323,2.550638941334e-311,4.5983648800855e-311,0.0,0.0
7.0,1.0609978977e-313,2.550638941334e-311,4.5983648800706e-311,0.0,0.0,2.3341953723e-313,2.550638941334e-311
7.01,4.6004868758167e-311,0.0,0.0,2.2e-322,2.550638941334e-311,4.6004868748794e-311,0.0
7.0200000000000005,0.0,8.487983206e-314,2.550638941334e-311,4.6238288295855e-311,0.0,0.0,1.27319747499e-312
7.03,2.550638941334e-311,4.6301948169633e-311,0.0,0.0,2.5e-323,2.550638941334e-311,4.6323168127493e-311
7.04,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.653536770666e-311,0.0,0.0
7.05,1.20953760126e-312,2.550638941334e-311,4.6620247538347e-311,0.0,0.0,2.5e-323,2.550638941334e-311
7.0600000000000005,4.6641467496207e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.664146749614e-311,0.0
7.07,0.0,4.243991624e-314,2.550638941334e-311,4.685366707538e-311,0.0,0.0,1.421737180357e-312
7.08,2.550638941334e-311,4.6938546907066e-311,0.0,0.0,2.5e-323,2.550638941334e-311,4.6959766864926e-311
7.09,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.6959766864783e-311,0.0,0.0
7.1000000000000005,2.121995833e-314,2.550638941334e-311,4.710830657037e-311,0.0,0.0,1.33685734872e-312,2.550638941334e-311
7.11,4.717196644413e-311,0.0,0.0,2.5e-323,2.550638941334e-311,4.7193186402006e-311,0.0
7.12,0.0,1.0609978977e-313,2.550638941334e-311,4.719318640179e-311,0.0,0.0,2.121995833e-314
7.13,2.550638941334e-311,4.734172610743e-311,0.0,0.0,1.35807730663e-312,2.550638941334e-311,4.740538598119e-311
7.140000000000001,0.0,0.0,2.5e-323,2.550638941334e-311,4.7426605939067e-311,0.0,0.0
7.15,1.0609978977e-313,2.550638941334e-311,4.7426605938795e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311
7.16,4.757514564449e-311,0.0,0.0,1.379297264538e-312,2.550638941334e-311,4.763880551825e-311,0.0
7.17,0.0,2.5e-323,2.550638941334e-311,4.7660025476127e-311,0.0,0.0,1.0609978977e-313
7.18,2.550638941334e-311,4.76600254758e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,4.780856518155e-311
7.19,0.0,0.0,1.400517222447e-312,2.550638941334e-311,4.7872225055313e-311,0.0,0.0
7.2,2.5e-323,2.550638941334e-311,4.789344501319e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
7.21,4.7893445012807e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.814808450817e-311,0.0
7.22,0.0,1.527836969905e-312,2.550638941334e-311,4.8232964339856e-311,0.0,0.0,2.5e-323
7.23,2.550638941334e-311,4.8254184297716e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.8466383876887e-311
7.24,0.0,0.0,1.16709768544e-312,2.550638941334e-311,4.8551263708575e-311,0.0,0.0
7.25,2.5e-323,2.550638941334e-311,4.8572483666435e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
7.26,4.857248366636e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,4.8784683245606e-311,0.0
7.2700000000000005,0.0,1.18831764335e-312,2.550638941334e-311,4.8869563077294e-311,0.0,0.0,2.5e-323
7.28,2.550638941334e-311,4.8890783035154e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,4.8890783035006e-311
7.29,0.0,0.0,2.3341953723e-313,2.550638941334e-311,4.8912002992466e-311,0.0,0.0
7.3,2.2e-322,2.550638941334e-311,4.8912002982417e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311
7.3100000000000005,4.9145422530154e-311,0.0,0.0,1.12465776962e-312,2.550638941334e-311,4.920908240393e-311,0.0
7.32,0.0,2.5e-323,2.550638941334e-311,4.923030236179e-311,0.0,0.0,4.243991624e-314
7.33,2.550638941334e-311,4.944250194096e-311,0.0,0.0,1.485397054086e-312,2.550638941334e-311,4.9527381772646e-311
7.34,0.0,0.0,2.5e-323,2.550638941334e-311,4.9548601730506e-311,0.0,0.0
7.3500000000000005,1.0609978977e-313,2.550638941334e-311,4.9548601730437e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311
7.36,4.969714143595e-311,0.0,0.0,1.2944174329e-312,2.550638941334e-311,4.976080130971e-311,0.0
7.37,0.0,2.5e-323,2.550638941334e-311,4.9782021267587e-311,0.0,0.0,1.0609978977e-313
7.38,2.550638941334e-311,4.9782021267443e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,4.993056097301e-311
7.390000000000001,0.0,0.0,1.31563739081e-312,2.550638941334e-311,4.999422084677e-311,0.0,0.0
7.4,2.5e-323,2.550638941334e-311,5.0015440804647e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
7.41,5.001544080445e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,5.016398051007e-311,0.0
7.42,0.0,1.33685734872e-312,2.550638941334e-311,5.0227640383833e-311,0.0,0.0,2.5e-323
7.43,2.550638941334e-311,5.024886034171e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,5.0248860341456e-311
7.44,0.0,0.0,2.121995833e-314,2.550638941334e-311,5.039740004713e-311,0.0,0.0
7.45,1.35807730663e-312,2.550638941334e-311,5.0461059920893e-311,0.0,0.0,2.5e-323,2.550638941334e-311
7.46,5.048227987877e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,5.048227987846e-311,0.0
7.47,0.0,2.121995833e-314,2.550638941334e-311,5.063081958419e-311,0.0,0.0,1.379297264538e-312
7.48,2.550638941334e-311,5.0694479457954e-311,0.0,0.0,2.5e-323,2.550638941334e-311,5.071569941583e-311
7.49,0.0,0.0,1.0609978977e-313,2.550638941334e-311,5.071569941547e-311,0.0,0.0
7.5,4.243991624e-314,2.550638941334e-311,5.097033891081e-311,0.0,0.0,1.20953760126e-312,2.550638941334e-311
7.51,5.1055218742497e-311,0.0,0.0,2.5e-323,2.550638941334e-311,5.1076438700357e-311,0.0
7.5200000000000005,0.0,4.243991624e-314,2.550638941334e-311,5.128863827953e-311,0.0,0.0,1.23075755917e-312
7.53,2.550638941334e-311,5.1373518111216e-311,0.0,0.0,2.5e-323,2.550638941334e-311,5.1394738069076e-311
7.54,0.0,0.0,1.0609978977e-313,2.550638941334e-311,5.1394738069e-311,0.0,0.0
7.55,4.243991624e-314,2.550638941334e-311,5.1606937648247e-311,0.0,0.0,1.506617011995e-312,2.550638941334e-311
7.5600000000000005,5.1691817479935e-311,0.0,0.0,2.5e-323,2.550638941334e-311,5.1713037437795e-311,0.0
7.57,0.0,1.0609978977e-313,2.550638941334e-311,5.1713037437647e-311,0.0,0.0,8.487983206e-314
7.58,2.550638941334e-311,5.1925237016966e-311,0.0,0.0,1.10343781171e-312,2.550638941334e-311,5.1988896890744e-311
7.59,0.0,0.0,2.5e-323,2.550638941334e-311,5.2010116848604e-311,0.0,0.0
7.6000000000000005,1.0609978977e-313,2.550638941334e-311,5.201011684838e-311,0.0,0.0,2.3341953723e-313,2.550638941334e-311
7.61,5.203133680586e-311,0.0,0.0,2.2e-322,2.550638941334e-311,5.2031336795135e-311,0.0
7.62,0.0,8.487983206e-314,2.550638941334e-311,5.22647563436e-311,0.0,0.0,1.27319747499e-312
7.63,2.550638941334e-311,5.2328416217377e-311,0.0,0.0,2.5e-323,2.550638941334e-311,5.234963617524e-311
7.640000000000001,0.0,0.0,4.243991624e-314,2.550638941334e-311,5.2561835754403e-311,0.0,0.0
7.65,1.442957138266e-312,2.550638941334e-311,5.264671558609e-311,0.0,0.0,2.5e-323,2.550638941334e-311
7.66,5.266793554395e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,5.266793554388e-311,0.0
7.67,0.0,2.121995833e-314,2.550638941334e-311,5.2816475249393e-311,0.0,0.0,1.31563739081e-312
7.68,2.550638941334e-311,5.2880135123157e-311,0.0,0.0,2.5e-323,2.550638941334e-311,5.290135508103e-311
7.69,0.0,0.0,1.0609978977e-313,2.550638941334e-311,5.290135508089e-311,0.0,0.0
7.7,2.121995833e-314,2.550638941334e-311,5.3049894786454e-311,0.0,0.0,1.33685734872e-312,2.550638941334e-311
7.71,5.3113554660217e-311,0.0,0.0,2.5e-323,2.550638941334e-311,5.313477461809e-311,0.0
7.72,0.0,1.0609978977e-313,2.550638941334e-311,5.3134774617895e-311,0.0,0.0,2.121995833e-314
7.73,2.550638941334e-311,5.3283314323514e-311,0.0,0.0,1.35807730663e-312,2.550638941334e-311,5.334697419728e-311
