row_index,model_name_raw,file_raw,domain_raw,model_name,domain,output_dir,copied_cellml,generated_py_file,generated_py_size,validate_returncode,export_returncode,underconstrained,undefined_variables,status
348,tran_smith_loiselle_crampin_2009_variant01,models_cellml2/calcium_dynamics/tran_smith_loiselle_crampin_2009_variant01.cellml,calcium_dynamics,tran_smith_loiselle_crampin_2009_variant01,calcium_dynamics,exported_cellml_models/calcium_dynamics/tran_smith_loiselle_crampin_2009_variant01,exported_cellml_models/calcium_dynamics/tran_smith_loiselle_crampin_2009_variant01/tran_smith_loiselle_crampin_2009_variant01.cellml,exported_cellml_models/calcium_dynamics/tran_smith_loiselle_crampin_2009_variant01/tran_smith_loiselle_crampin_2009_variant01.py,6518,0,0.0,False,,success_clean
349,cooling_hunter_crampin_2007,models_cellml2/signal_transduction/cooling_hunter_crampin_2007.cellml,signal_transduction,cooling_hunter_crampin_2007,signal_transduction,exported_cellml_models/signal_transduction/cooling_hunter_crampin_2007,exported_cellml_models/signal_transduction/cooling_hunter_crampin_2007/cooling_hunter_crampin_2007.cellml,exported_cellml_models/signal_transduction/cooling_hunter_crampin_2007/cooling_hunter_crampin_2007.py,11947,0,0.0,False,,success_clean
350,katsnelson_2004c,models_cellml2/calcium_dynamics/katsnelson_2004c.cellml,calcium_dynamics,katsnelson_2004c,calcium_dynamics,exported_cellml_models/calcium_dynamics/katsnelson_2004c,exported_cellml_models/calcium_dynamics/katsnelson_2004c/katsnelson_2004c.cellml,exported_cellml_models/calcium_dynamics/katsnelson_2004c/katsnelson_2004c.py,26585,0,0.0,False,,success_clean
351,hatzimanikatis_lee_bailey_1999,models_cellml2/cell_cycle/hatzimanikatis_lee_bailey_1999.cellml,cell_cycle,hatzimanikatis_lee_bailey_1999,cell_cycle,exported_cellml_models/cell_cycle/hatzimanikatis_lee_bailey_1999,exported_cellml_models/cell_cycle/hatzimanikatis_lee_bailey_1999/hatzimanikatis_lee_bailey_1999.cellml,exported_cellml_models/cell_cycle/hatzimanikatis_lee_bailey_1999/hatzimanikatis_lee_bailey_1999.py,9043,0,0.0,False,,success_clean
352,demir_clark_giles_murphey_1994,models_cellml2/electrophysiology/demir_clark_giles_murphey_1994.cellml,electrophysiology,demir_clark_giles_murphey_1994,electrophysiology,exported_cellml_models/electrophysiology/demir_clark_giles_murphey_1994,exported_cellml_models/electrophysiology/demir_clark_giles_murphey_1994/demir_clark_giles_murphey_1994.cellml,exported_cellml_models/electrophysiology/demir_clark_giles_murphey_1994/demir_clark_giles_murphey_1994.py,31287,0,0.0,False,,success_clean
353,nagerl_novo_mody_vergara_2000,models_cellml2/calcium_dynamics/nagerl_novo_mody_vergara_2000.cellml,calcium_dynamics,nagerl_novo_mody_vergara_2000,calcium_dynamics,exported_cellml_models/calcium_dynamics/nagerl_novo_mody_vergara_2000,exported_cellml_models/calcium_dynamics/nagerl_novo_mody_vergara_2000/nagerl_novo_mody_vergara_2000.cellml,,0,255,,False,,validation_failed
354,thomsen_neubig_1989,models_cellml2/signal_transduction/thomsen_neubig_1989.cellml,signal_transduction,thomsen_neubig_1989,signal_transduction,exported_cellml_models/signal_transduction/thomsen_neubig_1989,exported_cellml_models/signal_transduction/thomsen_neubig_1989/thomsen_neubig_1989.cellml,,0,255,,False,,validation_failed
355,potter_zager_barton_2006,models_cellml2/endocrine/potter_zager_barton_2006.cellml,endocrine,potter_zager_barton_2006,endocrine,exported_cellml_models/endocrine/potter_zager_barton_2006,exported_cellml_models/endocrine/potter_zager_barton_2006/potter_zager_barton_2006.cellml,exported_cellml_models/endocrine/potter_zager_barton_2006/potter_zager_barton_2006.py,25026,0,0.0,False,,success_clean
356,houart_1999,models_cellml2/calcium_dynamics/houart_1999.cellml,calcium_dynamics,houart_1999,calcium_dynamics,exported_cellml_models/calcium_dynamics/houart_1999,exported_cellml_models/calcium_dynamics/houart_1999/houart_1999.cellml,exported_cellml_models/calcium_dynamics/houart_1999/houart_1999.py,6333,0,0.0,False,,success_clean
357,topp_promislow_devries_miura_finegood_2000,models_cellml2/calcium_dynamics/topp_promislow_devries_miura_finegood_2000.cellml,calcium_dynamics,topp_promislow_devries_miura_finegood_2000,calcium_dynamics,exported_cellml_models/calcium_dynamics/topp_promislow_devries_miura_finegood_2000,exported_cellml_models/calcium_dynamics/topp_promislow_devries_miura_finegood_2000/topp_promislow_devries_miura_finegood_2000.cellml,exported_cellml_models/calcium_dynamics/topp_promislow_devries_miura_finegood_2000/topp_promislow_devries_miura_finegood_2000.py,3958,0,0.0,False,,success_clean
358,espinosa_1998_hypertrophic,models_cellml2/electrophysiology/espinosa_1998_hypertrophic.cellml,electrophysiology,espinosa_1998_hypertrophic,electrophysiology,exported_cellml_models/electrophysiology/espinosa_1998_hypertrophic,exported_cellml_models/electrophysiology/espinosa_1998_hypertrophic/espinosa_1998_hypertrophic.cellml,exported_cellml_models/electrophysiology/espinosa_1998_hypertrophic/espinosa_1998_hypertrophic.py,36778,0,0.0,False,,success_clean
359,cloutier_2009_a,models_cellml2/metabolism/cloutier_2009_a.cellml,metabolism,cloutier_2009_a,metabolism,exported_cellml_models/metabolism/cloutier_2009_a,exported_cellml_models/metabolism/cloutier_2009_a/cloutier_2009_a.cellml,exported_cellml_models/metabolism/cloutier_2009_a/cloutier_2009_a.py,13194,0,0.0,False,,success_clean
360,perelson_1993a,models_cellml2/immunology/perelson_1993a.cellml,immunology,perelson_1993a,immunology,exported_cellml_models/immunology/perelson_1993a,exported_cellml_models/immunology/perelson_1993a/perelson_1993a.cellml,exported_cellml_models/immunology/perelson_1993a/perelson_1993a.py,4268,0,0.0,False,,success_clean
361,sedaghat_sherman_quon_2002_feedback,models_cellml2/metabolism/sedaghat_sherman_quon_2002_feedback.cellml,metabolism,sedaghat_sherman_quon_2002_feedback,metabolism,exported_cellml_models/metabolism/sedaghat_sherman_quon_2002_feedback,exported_cellml_models/metabolism/sedaghat_sherman_quon_2002_feedback/sedaghat_sherman_quon_2002_feedback.cellml,exported_cellml_models/metabolism/sedaghat_sherman_quon_2002_feedback/sedaghat_sherman_quon_2002_feedback.py,15035,0,0.0,False,,success_clean
362,bertram_arnot_zamponi_2002_post,models_cellml2/electrophysiology/bertram_arnot_zamponi_2002_post.cellml,electrophysiology,bertram_arnot_zamponi_2002_post,electrophysiology,exported_cellml_models/electrophysiology/bertram_arnot_zamponi_2002_post,exported_cellml_models/electrophysiology/bertram_arnot_zamponi_2002_post/bertram_arnot_zamponi_2002_post.cellml,exported_cellml_models/electrophysiology/bertram_arnot_zamponi_2002_post/bertram_arnot_zamponi_2002_post.py,11785,0,0.0,False,,success_clean
363,colegrove_albrecht_friel_2000,models_cellml2/calcium_dynamics/colegrove_albrecht_friel_2000.cellml,calcium_dynamics,colegrove_albrecht_friel_2000,calcium_dynamics,exported_cellml_models/calcium_dynamics/colegrove_albrecht_friel_2000,exported_cellml_models/calcium_dynamics/colegrove_albrecht_friel_2000/colegrove_albrecht_friel_2000.cellml,,0,0,0.0,True,* J_pm in component Ca_extrusion_across_the_plasma_membrane | * J_leak in component Ca_extrusion_across_the_plasma_membrane | * J_extru in component Ca_extrusion_across_the_plasma_membrane | * Ca_i in component intracellular_calcium | * J_uni in component mitochondrial_Ca_uptake | * J_NaCa in component mitochondrial_Ca_release | * Ca_inhibited_J_NaCa in component mitochondrial_Ca_release | * J_mito in component mitochondrial_Ca_release | * delta_Ca_i in component mitochondrial_Ca_release | * v_m in component mitochondrial_calcium | * k_m in component mitochondrial_calcium | * v_i in component mitochondrial_calcium | * k_i in component mitochondrial_calcium | * d/dt Ca_i in component intracellular_calcium | * d/dt Ca_m in component mitochondrial_calcium,export_failed
364,shorten_ocallaghan_davidson_soboleva_2007,models_cellml2/excitation-contraction_coupling/shorten_ocallaghan_davidson_soboleva_2007.cellml,excitation-contraction_coupling,shorten_ocallaghan_davidson_soboleva_2007,excitation-contraction_coupling,exported_cellml_models/excitation-contraction_coupling/shorten_ocallaghan_davidson_soboleva_2007,exported_cellml_models/excitation-contraction_coupling/shorten_ocallaghan_davidson_soboleva_2007/shorten_ocallaghan_davidson_soboleva_2007.cellml,exported_cellml_models/excitation-contraction_coupling/shorten_ocallaghan_davidson_soboleva_2007/shorten_ocallaghan_davidson_soboleva_2007.py,54942,0,0.0,False,,success_clean
365,devries_sherman_2001,models_cellml2/calcium_dynamics/devries_sherman_2001.cellml,calcium_dynamics,devries_sherman_2001,calcium_dynamics,exported_cellml_models/calcium_dynamics/devries_sherman_2001,exported_cellml_models/calcium_dynamics/devries_sherman_2001/devries_sherman_2001.cellml,,0,0,0.0,True,* V in component membrane | * i_K in component potassium_current | * i_Ca in component calcium_current | * i_s in component slow_current | * m_infinity in component calcium_current_m_gate | * n_infinity in component potassium_current_n_gate | * s_infinity in component slow_current_s_gate | * d/dt V in component membrane | * d/dt n in component potassium_current_n_gate | * d/dt s in component slow_current_s_gate,export_failed
366,iyer_2007_ss,models_cellml2/electrophysiology/iyer_2007_ss.cellml,electrophysiology,iyer_2007_ss,electrophysiology,exported_cellml_models/electrophysiology/iyer_2007_ss,exported_cellml_models/electrophysiology/iyer_2007_ss/iyer_2007_ss.cellml,exported_cellml_models/electrophysiology/iyer_2007_ss/iyer_2007_ss.py,106862,0,0.0,False,,success_clean
367,fall_keizer_2001,models_cellml2/calcium_dynamics/fall_keizer_2001.cellml,calcium_dynamics,fall_keizer_2001,calcium_dynamics,exported_cellml_models/calcium_dynamics/fall_keizer_2001,exported_cellml_models/calcium_dynamics/fall_keizer_2001/fall_keizer_2001.cellml,,0,0,0.0,True,* V in component membrane | * proton_motive_force in component membrane | * pH_i in component membrane | * pH_m in component membrane | * JH_res in component proton_pump | * JH_leak in component proton_leak | * JH_F1 in component F0_F1_ATPase | * J_ant in component ATP_ADP_exchange | * J_uni in component Ca_uniporter | * J_Na_Ca in component Na_Ca_exchanger | * Jo in component proton_pump | * A_res in component proton_pump | * NAD_m in component differential_equations | * Jp_F1 in component F0_F1_ATPase | * A_F1 in component F0_F1_ATPase | * ADP_m_free in component F0_F1_ATPase | * ATP_m in component differential_equations | * ATP_i in component differential_equations | * J_red in component NAD_reduction | * f_PDHa in component NAD_reduction | * J_gly_tot in component glycolytic_phosphorylation_of_ADP | * J_ptca in component TCA_cycle_ADP_phosphorylation | * J_hyd in component hydrolysis_of_ATP | * k_hyd in component hydrolysis_of_ATP | * J_erout in component Ca_release_from_the_ER | * IP3 in component Ca_release_from_the_ER | * J_serca in component pumping_Ca_into_the_ER | * d/dt V in component membrane | * d/dt NADH_m in component differential_equations | * d/dt ADP_m in component differential_equations | * d/dt ADP_i in component differential_equations | * d/dt Ca_m in component differential_equations | * d/dt Ca_ER in component differential_equations | * d/dt Ca_i in component differential_equations | * d/dt h in component differential_equations,export_failed
368,aon_cortassa_2002,models_cellml2/metabolism/aon_cortassa_2002.cellml,metabolism,aon_cortassa_2002,metabolism,exported_cellml_models/metabolism/aon_cortassa_2002,exported_cellml_models/metabolism/aon_cortassa_2002/aon_cortassa_2002.cellml,exported_cellml_models/metabolism/aon_cortassa_2002/aon_cortassa_2002.py,19953,0,0.0,False,,success_clean
369,yates_stark_klein_antia_callard_2007_b,models_cellml2/cell_cycle/yates_stark_klein_antia_callard_2007_b.cellml,cell_cycle,yates_stark_klein_antia_callard_2007_b,cell_cycle,exported_cellml_models/cell_cycle/yates_stark_klein_antia_callard_2007_b,exported_cellml_models/cell_cycle/yates_stark_klein_antia_callard_2007_b/yates_stark_klein_antia_callard_2007_b.cellml,exported_cellml_models/cell_cycle/yates_stark_klein_antia_callard_2007_b/yates_stark_klein_antia_callard_2007_b.py,3867,0,0.0,False,,success_clean
370,wodarz_nowak_1999,models_cellml2/immunology/wodarz_nowak_1999.cellml,immunology,wodarz_nowak_1999,immunology,exported_cellml_models/immunology/wodarz_nowak_1999,exported_cellml_models/immunology/wodarz_nowak_1999/wodarz_nowak_1999.cellml,exported_cellml_models/immunology/wodarz_nowak_1999/wodarz_nowak_1999.py,4641,0,0.0,False,,success_clean
371,enciso_sontag_2004,models_cellml2/endocrine/enciso_sontag_2004.cellml,endocrine,enciso_sontag_2004,endocrine,exported_cellml_models/endocrine/enciso_sontag_2004,exported_cellml_models/endocrine/enciso_sontag_2004/enciso_sontag_2004.cellml,exported_cellml_models/endocrine/enciso_sontag_2004/enciso_sontag_2004.py,3842,0,0.0,False,,success_clean
372,wodarz_hamer_2007_b,models_cellml2/immunology/wodarz_hamer_2007_b.cellml,immunology,wodarz_hamer_2007_b,immunology,exported_cellml_models/immunology/wodarz_hamer_2007_b,exported_cellml_models/immunology/wodarz_hamer_2007_b/wodarz_hamer_2007_b.cellml,exported_cellml_models/immunology/wodarz_hamer_2007_b/wodarz_hamer_2007_b.py,3770,0,0.0,False,,success_clean
373,salem_saidel_stanley_cabrera_2002,models_cellml2/metabolism/salem_saidel_stanley_cabrera_2002.cellml,metabolism,salem_saidel_stanley_cabrera_2002,metabolism,exported_cellml_models/metabolism/salem_saidel_stanley_cabrera_2002,exported_cellml_models/metabolism/salem_saidel_stanley_cabrera_2002/salem_saidel_stanley_cabrera_2002.cellml,exported_cellml_models/metabolism/salem_saidel_stanley_cabrera_2002/salem_saidel_stanley_cabrera_2002.py,19779,0,0.0,False,,success_clean
374,bingzheng_zhenye_liansong_1990,models_cellml2/endocrine/bingzheng_zhenye_liansong_1990.cellml,endocrine,bingzheng_zhenye_liansong_1990,endocrine,exported_cellml_models/endocrine/bingzheng_zhenye_liansong_1990,exported_cellml_models/endocrine/bingzheng_zhenye_liansong_1990/bingzheng_zhenye_liansong_1990.cellml,exported_cellml_models/endocrine/bingzheng_zhenye_liansong_1990/bingzheng_zhenye_liansong_1990.py,3914,0,0.0,False,,success_clean
375,leloup_1998a,models_cellml2/circadian_rhythms/leloup_1998a.cellml,circadian_rhythms,leloup_1998a,circadian_rhythms,exported_cellml_models/circadian_rhythms/leloup_1998a,exported_cellml_models/circadian_rhythms/leloup_1998a/leloup_1998a.cellml,exported_cellml_models/circadian_rhythms/leloup_1998a/leloup_1998a.py,9335,0,0.0,False,,success_clean
376,panerai_1980,models_cellml2/mechanical_constitutive_laws/panerai_1980.cellml,mechanical_constitutive_laws,panerai_1980,mechanical_constitutive_laws,exported_cellml_models/mechanical_constitutive_laws/panerai_1980,exported_cellml_models/mechanical_constitutive_laws/panerai_1980/panerai_1980.cellml,exported_cellml_models/mechanical_constitutive_laws/panerai_1980/panerai_1980.py,7452,0,0.0,False,,success_clean
377,smith_1980,models_cellml2/endocrine/smith_1980.cellml,endocrine,smith_1980,endocrine,exported_cellml_models/endocrine/smith_1980,exported_cellml_models/endocrine/smith_1980/smith_1980.cellml,exported_cellml_models/endocrine/smith_1980/smith_1980.py,4004,0,0.0,False,,success_clean
378,guyton_red_cells_and_viscosity_2008,models_cellml2/cardiovascular_circulation/guyton_red_cells_and_viscosity_2008.cellml,cardiovascular_circulation,guyton_red_cells_and_viscosity_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_red_cells_and_viscosity_2008,exported_cellml_models/cardiovascular_circulation/guyton_red_cells_and_viscosity_2008/guyton_red_cells_and_viscosity_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_red_cells_and_viscosity_2008/guyton_red_cells_and_viscosity_2008.py,6222,0,0.0,False,,success_clean
379,flynn_green_pedley_boxer_dearling_watson_boden_begent_2002,models_cellml2/immunology/flynn_green_pedley_boxer_dearling_watson_boden_begent_2002.cellml,immunology,flynn_green_pedley_boxer_dearling_watson_boden_begent_2002,immunology,exported_cellml_models/immunology/flynn_green_pedley_boxer_dearling_watson_boden_begent_2002,exported_cellml_models/immunology/flynn_green_pedley_boxer_dearling_watson_boden_begent_2002/flynn_green_pedley_boxer_dearling_watson_boden_begent_2002.cellml,,0,255,,False,,validation_failed
380,cortassa_aon_marban_winslow_orourke_2003,models_cellml2/calcium_dynamics/cortassa_aon_marban_winslow_orourke_2003.cellml,calcium_dynamics,cortassa_aon_marban_winslow_orourke_2003,calcium_dynamics,exported_cellml_models/calcium_dynamics/cortassa_aon_marban_winslow_orourke_2003,exported_cellml_models/calcium_dynamics/cortassa_aon_marban_winslow_orourke_2003/cortassa_aon_marban_winslow_orourke_2003.cellml,exported_cellml_models/calcium_dynamics/cortassa_aon_marban_winslow_orourke_2003/cortassa_aon_marban_winslow_orourke_2003.py,32664,0,0.0,False,,success_clean
381,komarova_wodarz_2003_complex,models_cellml2/immunology/komarova_wodarz_2003_complex.cellml,immunology,komarova_wodarz_2003_complex,immunology,exported_cellml_models/immunology/komarova_wodarz_2003_complex,exported_cellml_models/immunology/komarova_wodarz_2003_complex/komarova_wodarz_2003_complex.cellml,exported_cellml_models/immunology/komarova_wodarz_2003_complex/komarova_wodarz_2003_complex.py,13463,0,0.0,False,,success_clean
382,rangamani_2007,models_cellml2/signal_transduction/rangamani_2007.cellml,signal_transduction,rangamani_2007,signal_transduction,exported_cellml_models/signal_transduction/rangamani_2007,exported_cellml_models/signal_transduction/rangamani_2007/rangamani_2007.cellml,exported_cellml_models/signal_transduction/rangamani_2007/rangamani_2007.py,15428,0,0.0,False,,success_clean
383,wolf_passarge_somsen_snoep_heinrich_westerhoff_2000,models_cellml2/metabolism/wolf_passarge_somsen_snoep_heinrich_westerhoff_2000.cellml,metabolism,wolf_passarge_somsen_snoep_heinrich_westerhoff_2000,metabolism,exported_cellml_models/metabolism/wolf_passarge_somsen_snoep_heinrich_westerhoff_2000,exported_cellml_models/metabolism/wolf_passarge_somsen_snoep_heinrich_westerhoff_2000/wolf_passarge_somsen_snoep_heinrich_westerhoff_2000.cellml,exported_cellml_models/metabolism/wolf_passarge_somsen_snoep_heinrich_westerhoff_2000/wolf_passarge_somsen_snoep_heinrich_westerhoff_2000.py,8321,0,0.0,False,,success_clean
384,jelic_cupic_kolaranic_2005_Fig4,models_cellml2/endocrine/jelic_cupic_kolaranic_2005_Fig4.cellml,endocrine,jelic_cupic_kolaranic_2005_Fig4,endocrine,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005_Fig4,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005_Fig4/jelic_cupic_kolaranic_2005_Fig4.cellml,exported_cellml_models/endocrine/jelic_cupic_kolaranic_2005_Fig4/jelic_cupic_kolaranic_2005_Fig4.py,4702,0,0.0,False,,success_clean
385,marwan_2003,models_cellml2/signal_transduction/marwan_2003.cellml,signal_transduction,marwan_2003,signal_transduction,exported_cellml_models/signal_transduction/marwan_2003,exported_cellml_models/signal_transduction/marwan_2003/marwan_2003.cellml,exported_cellml_models/signal_transduction/marwan_2003/marwan_2003.py,5303,0,0.0,False,,success_clean
386,cortassa_aon_winslow_orourke_2004,models_cellml2/metabolism/cortassa_aon_winslow_orourke_2004.cellml,metabolism,cortassa_aon_winslow_orourke_2004,metabolism,exported_cellml_models/metabolism/cortassa_aon_winslow_orourke_2004,exported_cellml_models/metabolism/cortassa_aon_winslow_orourke_2004/cortassa_aon_winslow_orourke_2004.cellml,exported_cellml_models/metabolism/cortassa_aon_winslow_orourke_2004/cortassa_aon_winslow_orourke_2004.py,38771,0,0.0,False,,success_clean
387,reidl_borowski_sensse_starke_zapotocky_eiswirth_2006,models_cellml2/signal_transduction/reidl_borowski_sensse_starke_zapotocky_eiswirth_2006.cellml,signal_transduction,reidl_borowski_sensse_starke_zapotocky_eiswirth_2006,signal_transduction,exported_cellml_models/signal_transduction/reidl_borowski_sensse_starke_zapotocky_eiswirth_2006,exported_cellml_models/signal_transduction/reidl_borowski_sensse_starke_zapotocky_eiswirth_2006/reidl_borowski_sensse_starke_zapotocky_eiswirth_2006.cellml,,0,255,,False,,validation_failed
388,razumova_bukatina_campbell_2000,models_cellml2/myofilament_mechanics/razumova_bukatina_campbell_2000.cellml,myofilament_mechanics,razumova_bukatina_campbell_2000,myofilament_mechanics,exported_cellml_models/myofilament_mechanics/razumova_bukatina_campbell_2000,exported_cellml_models/myofilament_mechanics/razumova_bukatina_campbell_2000/razumova_bukatina_campbell_2000.cellml,exported_cellml_models/myofilament_mechanics/razumova_bukatina_campbell_2000/razumova_bukatina_campbell_2000.py,7724,0,0.0,False,,success_clean
389,wolf_heinrich_2000,models_cellml2/metabolism/wolf_heinrich_2000.cellml,metabolism,wolf_heinrich_2000,metabolism,exported_cellml_models/metabolism/wolf_heinrich_2000,exported_cellml_models/metabolism/wolf_heinrich_2000/wolf_heinrich_2000.cellml,exported_cellml_models/metabolism/wolf_heinrich_2000/wolf_heinrich_2000.py,6792,0,0.0,False,,success_clean
390,cloutier_2009_d,models_cellml2/metabolism/cloutier_2009_d.cellml,metabolism,cloutier_2009_d,metabolism,exported_cellml_models/metabolism/cloutier_2009_d,exported_cellml_models/metabolism/cloutier_2009_d/cloutier_2009_d.cellml,exported_cellml_models/metabolism/cloutier_2009_d/cloutier_2009_d.py,13242,0,0.0,False,,success_clean
391,dupont_1992b,models_cellml2/calcium_dynamics/dupont_1992b.cellml,calcium_dynamics,dupont_1992b,calcium_dynamics,exported_cellml_models/calcium_dynamics/dupont_1992b,exported_cellml_models/calcium_dynamics/dupont_1992b/dupont_1992b.cellml,exported_cellml_models/calcium_dynamics/dupont_1992b/dupont_1992b.py,6137,0,0.0,False,,success_clean
392,hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003,models_cellml2/signal_transduction/hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003.cellml,signal_transduction,hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003,signal_transduction,exported_cellml_models/signal_transduction/hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003,exported_cellml_models/signal_transduction/hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003/hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003.cellml,exported_cellml_models/signal_transduction/hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003/hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003.py,20582,0,0.0,False,,success_clean
393,greenstein_wu_po_tomaselli_winslow_2000,models_cellml2/electrophysiology/greenstein_wu_po_tomaselli_winslow_2000.cellml,electrophysiology,greenstein_wu_po_tomaselli_winslow_2000,electrophysiology,exported_cellml_models/electrophysiology/greenstein_wu_po_tomaselli_winslow_2000,exported_cellml_models/electrophysiology/greenstein_wu_po_tomaselli_winslow_2000/greenstein_wu_po_tomaselli_winslow_2000.cellml,,0,255,,False,,validation_failed
394,wodarz_hamer_2007_c,models_cellml2/immunology/wodarz_hamer_2007_c.cellml,immunology,wodarz_hamer_2007_c,immunology,exported_cellml_models/immunology/wodarz_hamer_2007_c,exported_cellml_models/immunology/wodarz_hamer_2007_c/wodarz_hamer_2007_c.cellml,exported_cellml_models/immunology/wodarz_hamer_2007_c/wodarz_hamer_2007_c.py,4699,0,0.0,False,,success_clean
395,bertram_previte_sherman_kinard_satin_2000_fast,models_cellml2/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_fast.cellml,calcium_dynamics,bertram_previte_sherman_kinard_satin_2000_fast,calcium_dynamics,exported_cellml_models/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_fast,exported_cellml_models/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_fast/bertram_previte_sherman_kinard_satin_2000_fast.cellml,exported_cellml_models/calcium_dynamics/bertram_previte_sherman_kinard_satin_2000_fast/bertram_previte_sherman_kinard_satin_2000_fast.py,7419,0,0.0,False,,success_clean
396,bonhoeffer_rembiszewski_ortiz_nixon_2000_a,models_cellml2/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_a.cellml,immunology,bonhoeffer_rembiszewski_ortiz_nixon_2000_a,immunology,exported_cellml_models/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_a,exported_cellml_models/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_a/bonhoeffer_rembiszewski_ortiz_nixon_2000_a.cellml,exported_cellml_models/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_a/bonhoeffer_rembiszewski_ortiz_nixon_2000_a.py,3707,0,0.0,False,,success_clean
397,hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005,models_cellml2/signal_transduction/hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005.cellml,signal_transduction,hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005,signal_transduction,exported_cellml_models/signal_transduction/hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005,exported_cellml_models/signal_transduction/hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005/hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005.cellml,exported_cellml_models/signal_transduction/hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005/hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005.py,66519,0,0.0,False,,success_clean
398,novak_pataki_ciliberto_tyson_2001,models_cellml2/cell_cycle/novak_pataki_ciliberto_tyson_2001.cellml,cell_cycle,novak_pataki_ciliberto_tyson_2001,cell_cycle,exported_cellml_models/cell_cycle/novak_pataki_ciliberto_tyson_2001,exported_cellml_models/cell_cycle/novak_pataki_ciliberto_tyson_2001/novak_pataki_ciliberto_tyson_2001.cellml,exported_cellml_models/cell_cycle/novak_pataki_ciliberto_tyson_2001/novak_pataki_ciliberto_tyson_2001.py,13281,0,0.0,False,,success_clean
399,chen_popel_2007_c,models_cellml2/signal_transduction/chen_popel_2007_c.cellml,signal_transduction,chen_popel_2007_c,signal_transduction,exported_cellml_models/signal_transduction/chen_popel_2007_c,exported_cellml_models/signal_transduction/chen_popel_2007_c/chen_popel_2007_c.cellml,exported_cellml_models/signal_transduction/chen_popel_2007_c/chen_popel_2007_c.py,8055,0,0.0,False,,success_clean
400,lenbury_pornsawad_2005,models_cellml2/endocrine/lenbury_pornsawad_2005.cellml,endocrine,lenbury_pornsawad_2005,endocrine,exported_cellml_models/endocrine/lenbury_pornsawad_2005,exported_cellml_models/endocrine/lenbury_pornsawad_2005/lenbury_pornsawad_2005.cellml,exported_cellml_models/endocrine/lenbury_pornsawad_2005/lenbury_pornsawad_2005.py,3343,0,0.0,False,,success_clean
401,kyrylov_severyanova_vieira_2005,models_cellml2/endocrine/kyrylov_severyanova_vieira_2005.cellml,endocrine,kyrylov_severyanova_vieira_2005,endocrine,exported_cellml_models/endocrine/kyrylov_severyanova_vieira_2005,exported_cellml_models/endocrine/kyrylov_severyanova_vieira_2005/kyrylov_severyanova_vieira_2005.cellml,exported_cellml_models/endocrine/kyrylov_severyanova_vieira_2005/kyrylov_severyanova_vieira_2005.py,16244,0,0.0,False,,success_clean
402,aslanidi_2009,models_cellml2/electrophysiology/aslanidi_2009.cellml,electrophysiology,aslanidi_2009,electrophysiology,exported_cellml_models/electrophysiology/aslanidi_2009,exported_cellml_models/electrophysiology/aslanidi_2009/aslanidi_2009.cellml,exported_cellml_models/electrophysiology/aslanidi_2009/aslanidi_2009.py,52449,0,0.0,False,,success_clean
