t,M2T2,M2C1,MT1T2,MT1T2M2proMT1,MT1C1,M2,MT1,M2_p,T2,C1_D,C1,MT1_cat,MT1_t,MT1T2M2pro,MT1T2_star,M2T2_star
8.3,2.412592751614779e-12,8.060682121967767e-06,2.004038639236193e-09,4.70937448425819e-10,1.030515482367175e-08,4.400564822903052e-07,2.738279186493366e-06,7.435881382065511e-14,3.928958036387143e-11,3.1489594374793353e-07,3.014116779382284e-06,1.5089075712048227e-07,1.5089075712048227e-07,3.6376083781937526e-12,8.535058438186531e-11,6.544333425573166e-09
8.31,2.4232401182804255e-12,8.060184655574167e-06,2.0032262214645365e-09,4.708393330695294e-10,1.0289020571757791e-08,4.4055319142008344e-07,2.7380862403604656e-06,7.452967871809794e-14,3.925072860695403e-11,3.1525885645331346e-07,3.0142674673220046e-06,1.5110074820969e-07,1.5110074820969e-07,3.641376309090822e-12,8.544476094236034e-11,6.545174218598406e-09
8.32,2.434130014209352e-12,8.059687262355397e-06,2.0024113715558097e-09,4.707412384016694e-10,1.0272842945372746e-08,4.410498247134039e-07,2.737893372512282e-06,7.47007187842154e-14,3.921166705997329e-11,3.1562174692685606e-07,3.014418147693212e-06,1.5131070680026825e-07,1.5131070680026825e-07,3.645142903072353e-12,8.553891797617272e-11,6.546017411196058e-09
8.33,2.445262439401559e-12,8.059189942311452e-06,2.0015940895100123e-09,4.706431644222389e-10,1.0256621944516616e-08,4.4154638217026663e-07,2.737700582948815e-06,7.487193401900745e-14,3.91723957229292e-11,3.159846151685613e-07,3.0145688204959055e-06,1.5152063289221698e-07,1.5152063289221698e-07,3.648908160138346e-12,8.563305548330244e-11,6.5468630033661205e-09
8.34,2.4566373938570466e-12,8.058692695442337e-06,2.0007743753271438e-09,4.705451111312379e-10,1.02403575691894e-08,4.4204286379067166e-07,2.737507871670065e-06,7.504332442247414e-14,3.913291459582177e-11,3.163474611784293e-07,3.014719485730085e-06,1.5173052648553622e-07,1.5173052648553622e-07,3.652672080288802e-12,8.572717346374953e-11,6.547710995108595e-09
8.35,2.4682548775758143e-12,8.058195521748048e-06,1.999952229007205e-09,4.704470785286663e-10,1.02240498193911e-08,4.4253926957461893e-07,2.737315238676032e-06,7.521488999461543e-14,3.909322367865099e-11,3.1671028495645987e-07,3.0148701433957515e-06,1.5194038758022596e-07,1.5194038758022596e-07,3.656434663523719e-12,8.582127191751397e-11,6.54856138642348e-09
8.36,2.4801148905578626e-12,8.057698421228585e-06,1.999127650550196e-09,4.703490666145243e-10,1.0207698695121713e-08,4.4303559952210846e-07,2.7371226839667156e-06,7.538663073543133e-14,3.905332297141687e-11,3.170730865026532e-07,3.0150207934929044e-06,1.5215021617628618e-07,1.5215021617628618e-07,3.660195909843098e-12,8.591535084459575e-11,6.549414177310777e-09
8.370000000000001,2.492217432803193e-12,8.057201393883952e-06,1.9983006399561156e-09,4.702510753888118e-10,1.0191304196381238e-08,4.4353185363314035e-07,2.7369302075421163e-06,7.555854664492188e-14,3.901321247411939e-11,3.1743586581700923e-07,3.015171436021543e-06,1.5236001227371696e-07,1.5236001227371696e-07,3.6639558192469395e-12,8.600941024499493e-11,6.5502693677704855e-09
8.38,2.5045625043118023e-12,8.056704439714145e-06,1.997471197224965e-09,4.701531048515288e-10,1.017486632316968e-08,4.4402803190771443e-07,2.7367378094022337e-06,7.573063772308702e-14,3.8972892186758575e-11,3.177986228995279e-07,3.0153220709816684e-06,1.525697758725182e-07,1.525697758725182e-07,3.667714391735243e-12,8.610345011871142e-11,6.5511269578026055e-09
8.39,2.5171501050836918e-12,8.056207558719166e-06,1.996639322356744e-09,4.700551550026754e-10,1.0158385075487038e-08,4.445241343458308e-07,2.7365454895470682e-06,7.590290396992677e-14,3.8932362109334415e-11,3.1816135775020923e-07,3.0154726983732803e-06,1.5277950697268994e-07,1.5277950697268994e-07,3.671471627308008e-12,8.619747046574528e-11,6.551986947407137e-09
8.4,2.5299802351188615e-12,8.055710750899016e-06,1.9958050153514523e-09,4.699572258422514e-10,1.014186045333331e-08,4.4502016094748946e-07,2.7363532479766193e-06,7.607534538544114e-14,3.8891622241846906e-11,3.185240703690532e-07,3.0156233181963783e-06,1.529892055742322e-07,1.529892055742322e-07,3.675227525965235e-12,8.629147128609649e-11,6.55284933658408e-09
8.41,2.543052894417312e-12,8.055214016253692e-06,1.99496827620909e-09,4.698593173702569e-10,1.0125292456708495e-08,4.4551611171269035e-07,2.7361610846908875e-06,7.624796196963011e-14,3.8850672584296054e-11,3.188867607560599e-07,3.0157739304509625e-06,1.5319887167714493e-07,1.5319887167714493e-07,3.678982087706923e-12,8.638545257976506e-11,6.553714125333434e-09
8.42,2.5563680829790424e-12,8.054717354783195e-06,1.994129104929657e-09,4.697614295866919e-10,1.0108681085612595e-08,4.460119866414335e-07,2.7359689996898724e-06,7.642075372249371e-14,3.8809513136681854e-11,3.1924942891122925e-07,3.015924535137033e-06,1.5340850528142818e-07,1.5340850528142818e-07,3.682735312533074e-12,8.647941434675098e-11,6.5545813136552e-09
8.43,2.5699258008040532e-12,8.054220766487527e-06,1.9932875015131535e-09,4.696635624915565e-10,1.009202634004561e-08,4.4650778573371895e-07,2.7357769929735743e-06,7.659372064403192e-14,3.876814389900431e-11,3.196120748345613e-07,3.01607513225459e-06,1.5361810638708191e-07,1.5361810638708191e-07,3.6864872004436875e-12,8.657335658705426e-11,6.555450901549377e-09
8.44,2.5837260478923443e-12,8.053724251366686e-06,1.9924434659595794e-09,4.695657160848505e-10,1.007532822000754e-08,4.4700350898954665e-07,2.7355850645419932e-06,7.676686273424474e-14,3.8726564871263425e-11,3.19974698526056e-07,3.0162257218036336e-06,1.5382767499410616e-07,1.5382767499410616e-07,3.690237751438762e-12,8.666727930067489e-11,6.556322889015966e-09
8.45,2.597768824243916e-12,8.053227809420671e-06,1.9915969982689346e-09,4.69467890366574e-10,1.0058586725498385e-08,4.4749915640891666e-07,2.735393214395129e-06,7.694017999313218e-14,3.868477605345919e-11,3.2033729998571333e-07,3.0163763037841634e-06,1.540372111025009e-07,1.540372111025009e-07,3.6939869655182984e-12,8.676118248761287e-11,6.5571972760549655e-09
8.46,2.6120541298587708e-12,8.052731440649485e-06,1.9907480984412193e-09,4.693700853367271e-10,1.004180185651814e-08,4.4799472799182897e-07,2.7352014425329815e-06,7.711367242069426e-14,3.86427774455916e-11,3.2069987921353345e-07,3.0165268781961793e-06,1.5424671471226618e-07,1.5424671471226618e-07,3.697734842682298e-12,8.685506614786822e-11,6.558074062666377e-09
8.47,2.6265819647369034e-12,8.052235145053126e-06,1.9898967664764333e-09,4.692723009953096e-10,1.0024973613066814e-08,4.484902237382835e-07,2.735009748955551e-06,7.728734001693093e-14,3.860056904766068e-11,3.210624362095162e-07,3.0166774450396815e-06,1.5445618582340192e-07,1.5445618582340192e-07,3.7014813829307586e-12,8.694893028144092e-11,6.5589532488502e-09
8.48,2.6413523288783163e-12,8.051738922631595e-06,1.9890430023745767e-09,4.691745373423217e-10,1.00081019951444e-08,4.489856436482803e-07,2.7348181336628372e-06,7.746118278184221e-14,3.8558150859666404e-11,3.2142497097366157e-07,3.01682800431467e-06,1.5466562443590817e-07,1.5466562443590817e-07,3.705226586263681e-12,8.704277488833096e-11,6.559834834606434e-09
8.49,2.6563652222830093e-12,8.051242773384891e-06,1.9881868061356496e-09,4.690767943777633e-10,9.991187002750903e-09,4.4948098772181935e-07,2.7346265966548403e-06,7.763520071542811e-14,3.8515522881608786e-11,3.217874835059696e-07,3.0169785560211456e-06,1.548750305497849e-07,1.548750305497849e-07,3.7089704526810656e-12,8.713659996853838e-11,6.56071881993508e-09
8.5,2.671620644950983e-12,8.050746697313016e-06,1.9873281777596518e-09,4.689790721016344e-10,9.97422863588632e-09,4.4997625595890067e-07,2.7344351379315604e-06,7.780939381768861e-14,3.8472685113487826e-11,3.221499738064404e-07,3.0171291001591067e-06,1.5508440416503216e-07,1.5508440416503216e-07,3.7127129821829125e-12,8.723040552206313e-11,6.561605204836137e-09
8.51,2.687118596882237e-12,8.050250694415967e-06,1.9864671172465834e-09,4.68881370513935e-10,9.957226894550652e-09,4.504714483595243e-07,2.734243757492997e-06,7.798376208862374e-14,3.842963755530352e-11,3.225124418750738e-07,3.0172796367285548e-06,1.552937452816499e-07,1.552937452816499e-07,3.716454174769221e-12,8.732419154890524e-11,6.562493989309606e-09
8.52,2.7028590780767717e-12,8.049754764693746e-06,1.9856036245964444e-09,4.687836896146651e-10,9.940181778743898e-09,4.5096656492369017e-07,2.734052455339151e-06,7.815830552823348e-14,3.8386380207055864e-11,3.228748877118699e-07,3.0174301657294887e-06,1.5550305389963816e-07,1.5550305389963816e-07,3.720194030439991e-12,8.741795804906471e-11,6.563385173355486e-09
8.53,2.7011149992160344e-12,8.049258856285777e-06,1.9848720563681366e-09,4.68686000598022e-10,9.929610354160872e-09,4.5146181158017167e-07,2.733854434636331e-06,7.833262779121629e-14,3.83625978569392e-11,3.232373202501749e-07,3.0175742130241066e-06,1.5571247545932594e-07,1.5571247545932597e-07,3.7239350835604465e-12,8.751173169032397e-11,6.564142442360912e-09
8.540000000000001,2.69617393987178e-12,8.048763010990356e-06,1.9841641246193025e-09,4.685883266807445e-10,9.920260032911037e-09,4.5195702235565635e-07,2.7336551734582597e-06,7.850704832172527e-14,3.8342425070271854e-11,3.235997322899408e-07,3.017716996601519e-06,1.5592189273953636e-07,1.5592189273953638e-07,3.7276752914971845e-12,8.760549097913399e-11,6.564875662409543e-09
8.55,2.6912840655167517e-12,8.048267238309984e-06,1.9834552109634814e-09,4.684906731409697e-10,9.910936681688418e-09,4.52452159517456e-07,2.733455917200622e-06,7.868163974280076e-14,3.832225496900395e-11,3.2396212219429487e-07,3.0178597027292777e-06,1.561312790909843e-07,1.5613127909098433e-07,3.731414189874046e-12,8.769923102911047e-11,6.5656098106654794e-09
8.56,2.6864453761509478e-12,8.047771538244662e-06,1.9827453154006734e-09,4.683930399786977e-10,9.901640300493006e-09,4.5294722306557065e-07,2.7332566658634175e-06,7.885640205444278e-14,3.8302087553135503e-11,3.243244899632372e-07,3.0180023314073837e-06,1.5634063451366985e-07,1.5634063451366988e-07,3.735151778691032e-12,8.779295184025347e-11,6.566344887128723e-09
8.57,2.681657871774368e-12,8.04727591079439e-06,1.9820344379308788e-09,4.682954271939286e-10,9.892370889324805e-09,4.534422130000004e-07,2.7330574194466463e-06,7.903133525665135e-14,3.828192282266651e-11,3.2468683559676773e-07,3.0181448826358366e-06,1.56549959007593e-07,1.5654995900759303e-07,3.738888057948143e-12,8.788665341256297e-11,6.567080891799271e-09
8.58,2.676921552387013e-12,8.04678035595917e-06,1.9813225785540972e-09,4.681978347866622e-10,9.883128448183813e-09,4.539371293207452e-07,2.7328581779503082e-06,7.920643934942644e-14,3.826176077759696e-11,3.250491590948865e-07,3.018287356414637e-06,1.5675925257275375e-07,1.5675925257275375e-07,3.742623027645378e-12,8.798033574603895e-11,6.5678178246771265e-09
8.59,2.672236417988883e-12,8.046284873738999e-06,1.980609737270329e-09,4.681002627568987e-10,9.87391297707003e-09,4.54431972027805e-07,2.7326589413744035e-06,7.938171433276808e-14,3.824160141792686e-11,3.2541146045759356e-07,3.018429752743784e-06,1.5696851520915207e-07,1.569685152091521e-07,3.746356687782738e-12,8.807399884068143e-11,6.568555685762288e-09
8.6,2.6676024685799773e-12,8.045789464133879e-06,1.9798959140795737e-09,4.680027111046379e-10,9.864724475983459e-09,4.549267411211799e-07,2.7324597097189323e-06,7.955716020667627e-14,3.8221444743656216e-11,3.2577373968488887e-07,3.018572071623278e-06,1.57177746916788e-07,1.5717774691678803e-07,3.750089038360222e-12,8.816764269649042e-11,6.569294475054756e-09
8.61,2.663019704160296e-12,8.045294127143807e-06,1.979181108981832e-09,4.6790517982988e-10,9.855562944924097e-09,4.554214366008699e-07,2.732260482983894e-06,7.973277697115098e-14,3.820129075478502e-11,3.2613599677677237e-07,3.0187143130531193e-06,1.5738694769566151e-07,1.5738694769566154e-07,3.753820079377831e-12,8.82612673134659e-11,6.5700341925545295e-09
8.620000000000001,2.6584881247298383e-12,8.044798862768786e-06,1.978465321977103e-09,4.678076689326248e-10,9.846428383891942e-09,4.5591605846687494e-07,2.732061261169289e-06,7.990856462619227e-14,3.818113945131327e-11,3.264982317332442e-07,3.018856477033308e-06,1.5759611754577266e-07,1.575961175457727e-07,3.7575498108355646e-12,8.83548726916079e-11,6.570774838261609e-09
8.63,2.6540077302886065e-12,8.044303671008816e-06,1.9777485530653875e-09,4.677101784128724e-10,9.837320792886998e-09,4.56410606719195e-07,2.731862044275117e-06,8.008452317180004e-14,3.8160990833240974e-11,3.2686044455430416e-07,3.018998563563843e-06,1.5780525646712136e-07,1.578052564671214e-07,3.761278232733423e-12,8.844845883091637e-11,6.571516412175995e-09
8.64,2.649578520836599e-12,8.043808551863896e-06,1.977030802246685e-09,4.67612708270623e-10,9.828240171909265e-09,4.569050813578301e-07,2.731662832301379e-06,8.026065260797438e-14,3.8140844900568134e-11,3.2722263523995243e-07,3.0191405726447257e-06,1.5801436445970768e-07,1.5801436445970768e-07,3.765005345071405e-12,8.854202573139135e-11,6.572258914297687e-09
8.65,2.645200496373816e-12,8.043313505334026e-06,1.976312069520996e-09,4.675152585058762e-10,9.819186520958742e-09,4.5739948238278026e-07,2.7314636252480736e-06,8.043695293471524e-14,3.812070165329474e-11,3.275848037901889e-07,3.019282504275955e-06,1.5822344152353157e-07,1.5822344152353157e-07,3.768731147849512e-12,8.863557339303281e-11,6.5730023446266855e-09
8.66,2.6408736569002578e-12,8.042818531419204e-06,1.97559235488832e-09,4.674178291186323e-10,9.810159840035429e-09,4.5789380979404546e-07,2.731264423115202e-06,8.061342415202265e-14,3.81005610914208e-11,3.2794695020501365e-07,3.0194243584575315e-06,1.5843248765859304e-07,1.5843248765859307e-07,3.772455641067744e-12,8.872910181584079e-11,6.57374670316299e-09
8.67,2.636598002415924e-12,8.042323630119435e-06,1.974871658348657e-09,4.673204201088912e-10,9.801160129139324e-09,4.583880635916257e-07,2.731065225902763e-06,8.079006625989658e-14,3.8080423214946305e-11,3.283090744844266e-07,3.019566135189455e-06,1.5864150286489213e-07,1.5864150286489215e-07,3.776178824726099e-12,8.882261099981525e-11,6.5744919899066e-09
8.68,2.6323735329208146e-12,8.041828801434714e-06,1.9741499799020074e-09,4.67223031476653e-10,9.79218738827043e-09,4.5888224377552105e-07,2.7308660336107577e-06,8.096687925833705e-14,3.8060288023871263e-11,3.2867117662842785e-07,3.0197078344717257e-06,1.588504871424288e-07,1.5885048714242882e-07,3.77990069882458e-12,8.891610094495622e-11,6.575238204857516e-09
8.69,2.62820024841493e-12,8.041334045365045e-06,1.973427319548371e-09,4.671256632219175e-10,9.783241617428745e-09,4.593763503457314e-07,2.7306668462391858e-06,8.114386314734408e-14,3.8040155518195674e-11,3.290332566370173e-07,3.0198494563043433e-06,1.5905944049120306e-07,1.590594404912031e-07,3.783621263363185e-12,8.900957165126367e-11,6.575985348015739e-09
8.700000000000001,2.6240781488982693e-12,8.040839361910425e-06,1.972703677287748e-09,4.670283153446847e-10,9.774322816614269e-09,4.598703833022569e-07,2.7304676637880465e-06,8.132101792691766e-14,3.8020025697919525e-11,3.2939531451019507e-07,3.0199910006873082e-06,1.5926836291121497e-07,1.59268362911215e-07,3.787340518341915e-12,8.910302311873766e-11,6.576733419381268e-09
8.71,2.6200072343708338e-12,8.040344751070855e-06,1.9719790531201374e-09,4.669309878449549e-10,9.765430985827003e-09,4.603643426450974e-07,2.730268486257341e-06,8.149834359705775e-14,3.799989856304284e-11,3.29757350247961e-07,3.02013246762062e-06,1.5947725440246444e-07,1.5947725440246446e-07,3.791058463760769e-12,8.919645534737812e-11,6.577482418954103e-09
8.72,2.615987504832623e-12,8.039850212846336e-06,1.971253447045541e-09,4.668336807227278e-10,9.756566125066949e-09,4.608582283742529e-07,2.7300693136470687e-06,8.167584015776436e-14,3.79797741135656e-11,3.3011936385031516e-07,3.0202738571042787e-06,1.5968611496495148e-07,1.596861149649515e-07,3.7947750996197474e-12,8.928986833718507e-11,6.578232346734244e-09
8.73,2.6120189602836364e-12,8.039355747236865e-06,1.970526859063957e-09,4.667363939780036e-10,9.747728234334103e-09,4.6135204048972345e-07,2.7298701459572297e-06,8.185350760903753e-14,3.795965234948781e-11,3.304813553172576e-07,3.0204151691382847e-06,1.5989494459867614e-07,1.5989494459867614e-07,3.798490425918851e-12,8.938326208815852e-11,6.578983202721691e-09
8.74,2.6081016007238746e-12,8.038861354242447e-06,1.9697992891753864e-09,4.666391276107822e-10,9.738917313628468e-09,4.618457789915091e-07,2.729670983187824e-06,8.203134595087724e-14,3.7939533270809474e-11,3.308433246487883e-07,3.0205564037226375e-06,1.6010374330363837e-07,1.601037433036384e-07,3.8022044426580784e-12,8.947663660029847e-11,6.5797349869164445e-09
8.75,2.6042354261533374e-12,8.038367033863077e-06,1.9690707373798294e-09,4.665418816210635e-10,9.730133362950042e-09,4.6233944387960977e-07,2.729471825338851e-06,8.220935518328347e-14,3.791941687753059e-11,3.3120527184490717e-07,3.0206975608573377e-06,1.603125110798382e-07,1.6031251107983822e-07,3.805917149837431e-12,8.956999187360492e-11,6.580487699318504e-09
8.76,2.6004204365720247e-12,8.037872786098757e-06,1.968341203677285e-09,4.664446560088477e-10,9.721376382298825e-09,4.628330351540255e-07,2.729272672410312e-06,8.238753530625624e-14,3.789930316965115e-11,3.315671969056143e-07,3.0208386405423848e-06,1.6052124792727562e-07,1.6052124792727564e-07,3.809628547456907e-12,8.966332790807786e-11,6.5812413399278695e-09
8.77,2.5966566319799366e-12,8.03737861094949e-06,1.967610688067754e-09,4.663474507741346e-10,9.712646371674818e-09,4.6332655281475627e-07,2.7290735244022055e-06,8.256588631979556e-14,3.787919214717116e-11,3.319290998309097e-07,3.0209796427777787e-06,1.6072995384595062e-07,1.6072995384595068e-07,3.8133386355165085e-12,8.975664470371731e-11,6.581995908744541e-09
8.78,2.5929440123770728e-12,8.036884508415269e-06,1.9668791905512365e-09,4.662502659169244e-10,9.703943331078022e-09,4.638199968618021e-07,2.728874381314533e-06,8.274440822390142e-14,3.785908381009063e-11,3.322909806207934e-07,3.02112056756352e-06,1.6093862883586324e-07,1.609386288358633e-07,3.817047414016234e-12,8.984994226052326e-11,6.582751405768519e-09
8.790000000000001,2.5892825777634334e-12,8.0363904784961e-06,1.9661467111277316e-09,4.66153101437217e-10,9.695267260508433e-09,4.643133672951631e-07,2.728675243147293e-06,8.292310101857383e-14,3.783897815840954e-11,3.326528392752653e-07,3.021261414899608e-06,1.611472728970135e-07,1.6114727289701352e-07,3.8207548829560855e-12,8.994322057849571e-11,6.583507830999803e-09
8.8,2.5856723281390187e-12,8.035896521191983e-06,1.96541324979724e-09,4.660559573350124e-10,9.686618159966057e-09,4.6480666411483905e-07,2.728476109900487e-06,8.310196470381276e-14,3.7818875192127905e-11,3.3301467579432543e-07,3.0214021847860435e-06,1.613558860294013e-07,1.6135588602940132e-07,3.82446104233606e-12,9.003647965763464e-11,6.584265184438393e-09
8.81,2.582113263503829e-12,8.035402636502913e-06,1.964678806559762e-09,4.659588336103106e-10,9.677996029450888e-09,4.6529988732083e-07,2.728276981574114e-06,8.328099927961823e-14,3.779877491124572e-11,3.333764901779738e-07,3.0215428772228258e-06,1.6156446823302669e-07,1.615644682330267e-07,3.8281658921561596e-12,9.012971949794009e-11,6.585023466084289e-09
8.82,2.578605383857864e-12,8.034908824428896e-06,1.9639433814152972e-09,4.658617302631116e-10,9.669400868962932e-09,4.65793036913136e-07,2.728077858168174e-06,8.346020474599021e-14,3.7778677315762986e-11,3.337382824262104e-07,3.021683492209955e-06,1.6177301950788968e-07,1.617730195078897e-07,3.831869432416383e-12,9.022294009941202e-11,6.585782675937492e-09
8.83,2.5751486892011232e-12,8.034415084969927e-06,1.9632069743638453e-09,4.657646472934154e-10,9.660832678502184e-09,4.6628611289175714e-07,2.7278787396826673e-06,8.363958110292876e-14,3.77585824056797e-11,3.3410005253903523e-07,3.0218240297474314e-06,1.6198153985399026e-07,1.6198153985399029e-07,3.8355716631167315e-12,9.031614146205044e-11,6.586542813998e-09
8.84,2.571743179533607e-12,8.033921418126009e-06,1.962469585405407e-09,4.656675847012221e-10,9.652291458068644e-09,4.667791152566933e-07,2.727679626117594e-06,8.381912835043383e-14,3.773849018099587e-11,3.3446180051644833e-07,3.021964489835255e-06,1.6219002927132845e-07,1.6219002927132847e-07,3.839272584257204e-12,9.040932358585538e-11,6.587303880265815e-09
8.85,2.5683888548553154e-12,8.03342782389714e-06,1.9617312145399814e-09,4.655705424865315e-10,9.643777207662317e-09,4.672720440079445e-07,2.727480517472954e-06,8.399884648850545e-14,3.771840064171149e-11,3.348235263584497e-07,3.0221048724734255e-06,1.6239848775990422e-07,1.6239848775990422e-07,3.842972195837802e-12,9.05024864708268e-11,6.588065874740935e-09
8.86,2.565085715166248e-12,8.032934302283323e-06,1.960991861767569e-09,4.654735206493437e-10,9.635289927283197e-09,4.6776489914551077e-07,2.7272814137487474e-06,8.417873551714359e-14,3.769831378782656e-11,3.3518523006503925e-07,3.022245177661943e-06,1.6260691531971757e-07,1.626069153197176e-07,3.846670497858524e-12,9.059563011696472e-11,6.588828797423362e-09
8.870000000000001,2.561833760466405e-12,8.032440853284554e-06,1.9602515270881697e-09,4.653765191896587e-10,9.626829616931288e-09,4.682576806693922e-07,2.727082314944974e-06,8.435879543634831e-14,3.767822961934108e-11,3.355469116362171e-07,3.022385405400808e-06,1.6281531195076855e-07,1.6281531195076858e-07,3.850367490319371e-12,9.068875452426916e-11,6.589592648313095e-09
8.88,2.5586329907557874e-12,8.031947476900837e-06,1.9595102105017838e-09,4.652795381074766e-10,9.618396276606589e-09,4.6875038857958853e-07,2.7268832210616336e-06,8.453902624611953e-14,3.7658148136255045e-11,3.359085710719832e-07,3.0225255556900192e-06,1.6302367765305712e-07,1.6302367765305715e-07,3.854063173220342e-12,9.078185969274007e-11,6.590357427410134e-09
8.89,2.555483406034394e-12,8.031454173132169e-06,1.9587679120084113e-09,4.651825774027972e-10,9.609989906309098e-09,4.6924302287609993e-07,2.7266841320987265e-06,8.471942794645729e-14,3.7638069338568465e-11,3.3627020837233747e-07,3.0226656285295783e-06,1.6323201242658327e-07,1.632320124265833e-07,3.857757546561437e-12,9.087494562237749e-11,6.5911231347144795e-09
8.9,2.5523850063022254e-12,8.030960941978551e-06,1.9580246316080515e-09,4.650856370756207e-10,9.60161050603882e-09,4.697355835589264e-07,2.7264850480562528e-06,8.49000005373616e-14,3.761799322628134e-11,3.3663182353728e-07,3.0228056239194838e-06,1.63440316271347e-07,1.6344031627134703e-07,3.861450610342658e-12,9.096801231318141e-11,6.591889770226131e-09
8.91,2.549337791559281e-12,8.030467783439984e-06,1.9572803693007055e-09,4.64988717125947e-10,9.593258075795749e-09,4.7022807062806787e-07,2.726285968934212e-06,8.508074401883244e-14,3.759791979939366e-11,3.369934165668108e-07,3.0229455418597366e-06,1.636485891873483e-07,1.6364858918734837e-07,3.865142364564003e-12,9.106105976515182e-11,6.592657333945088e-09
8.92,2.5463417618055613e-12,8.029974697516467e-06,1.956535125086372e-09,4.6489181755377606e-10,9.584932615579888e-09,4.7072048408352447e-07,2.726086894732605e-06,8.526165839086981e-14,3.7577849057905435e-11,3.3735498746092984e-07,3.0230853823503367e-06,1.6385683117458726e-07,1.6385683117458729e-07,3.868832809225471e-12,9.115408797828873e-11,6.593425825871352e-09
8.93,2.5433969170410665e-12,8.029481684208e-06,1.9557888989650523e-09,4.6479493835910795e-10,9.576634125391238e-09,4.712128239252961e-07,2.725887825451431e-06,8.544274365347372e-14,3.755778100181666e-11,3.377165362196371e-07,3.0232251453912837e-06,1.6406504223306376e-07,1.640650422330638e-07,3.872521944327065e-12,9.124709695259214e-11,6.5941952460049215e-09
8.94,2.540503257265796e-12,8.028988743514582e-06,1.9550416909367454e-09,4.646980795419426e-10,9.568362605229798e-09,4.7170509015338275e-07,2.7256887610906903e-06,8.562399980664416e-14,3.753771563112733e-11,3.380780628429326e-07,3.0233648309825775e-06,1.6427322236277787e-07,1.642732223627779e-07,3.876209769868784e-12,9.134008668806205e-11,6.594965594345797e-09
8.950000000000001,2.5376607824797495e-12,8.028495875436214e-06,1.9542935010014516e-09,4.646012411022801e-10,9.560118055095565e-09,4.7219728276778454e-07,2.7254897016503826e-06,8.58054268503812e-14,3.7517652945837453e-11,3.384395673308164e-07,3.0235044391242187e-06,1.6448137156372962e-07,1.6448137156372965e-07,3.879896285850627e-12,9.143305718469846e-11,6.59573687089398e-09
8.96,2.534869492682928e-12,8.028003079972899e-06,1.9535443291591712e-09,4.6450442304012046e-10,9.551900474988545e-09,4.726894017685013e-07,2.7252906471305083e-06,8.598702478468471e-14,3.749759294594703e-11,3.3880104968328844e-07,3.0236439698162068e-06,1.6468948983591892e-07,1.6468948983591895e-07,3.883581492272594e-12,9.152600844250137e-11,6.596509075649467e-09
8.97,2.5321293878753313e-12,8.027510357124632e-06,1.9527941754099043e-09,4.6440762535546357e-10,9.543709864908733e-09,4.7318144715553316e-07,2.7250915975310675e-06,8.616879360955477e-14,3.747753563145605e-11,3.3916250990034867e-07,3.023783423058542e-06,1.6489757717934583e-07,1.6489757717934586e-07,3.887265389134686e-12,9.161894046147076e-11,6.597282208612261e-09
8.98,2.529440468056959e-12,8.027017706891415e-06,1.9520430397536504e-09,4.6431084804830946e-10,9.535546224856132e-09,4.7367341892888004e-07,2.7248925528520597e-06,8.635073332499138e-14,3.745748100236453e-11,3.3952394798199715e-07,3.023922798851224e-06,1.6510563359401032e-07,1.6510563359401035e-07,3.8909479764369025e-12,9.171185324160665e-11,6.598056269782362e-09
8.99,2.5268027332278113e-12,8.026525129273249e-06,1.951290922190409e-09,4.642140911186582e-10,9.527409554830739e-09,4.7416531708854196e-07,2.7246935130934853e-06,8.653284393099452e-14,3.7437429058672455e-11,3.398853639282339e-07,3.0240620971942535e-06,1.653136590799124e-07,1.6531365907991242e-07,3.894629254179243e-12,9.180474678290905e-11,6.598831259159769e-09
9.0,2.5242161833878882e-12,8.026032624270131e-06,1.9505378227201818e-09,4.6411735456650974e-10,9.519299854832557e-09,4.7465714163451894e-07,2.724494478255344e-06,8.671512542756418e-14,3.7417379800379836e-11,3.4024675773905883e-07,3.02420131808763e-06,1.6552165363705208e-07,1.6552165363705208e-07,3.898309222361709e-12,9.189762108537794e-11,6.599607176744481e-09
9.01,2.52168081853719e-12,8.025540191882066e-06,1.9497837413429674e-09,4.640206383918641e-10,9.511217124861585e-09,4.75148892566811e-07,2.724295448337636e-06,8.689757781470039e-14,3.739733322748666e-11,3.4060812941447203e-07,3.024340461531353e-06,1.6572961726542934e-07,1.6572961726542937e-07,3.901987880984298e-12,9.199047614901333e-11,6.6003840225365e-09
9.02,2.519196638675716e-12,8.025047832109049e-06,1.949028678058766e-09,4.6392394259472125e-10,9.503161364917822e-09,4.756405698854181e-07,2.7240964233403617e-06,8.708020109240314e-14,3.737728933999294e-11,3.409694789544735e-07,3.0244795275254234e-06,1.6593754996504422e-07,1.6593754996504424e-07,3.905665230047013e-12,9.208331197381522e-11,6.601161796535825e-09
9.03,2.516763643803467e-12,8.024555544951082e-06,1.9482726328675778e-09,4.638272671750812e-10,9.49513257500127e-09,4.7613217359034026e-07,2.7238974032635203e-06,8.726299526067243e-14,3.735724813789867e-11,3.4133080635906315e-07,3.024618516069841e-06,1.6614545173589667e-07,1.6614545173589667e-07,3.909341269549852e-12,9.21761285597836e-11,6.601940498742456e-09
