t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103
0.1,5e-08,43034.747495468444,6908.117467126304,26.823900060282416,0.6913764137501781,2.3202557255722804,1.6305222292459294e-10,7.051852709388212e-06,1.3907584357989597e-12,3.3966100885786997e-12,1.1738210102007771e-09,80999.99999999952,3.5371339273415615e-21,11999.999719756845,0.00026227977792498027,4.711393284699834e-16,4.347385945253989e-09,1.7114273564607428e-11,2.8214184734687164e-11,8.457163275506111e-13,1.2621854324543824e-14,10791.953395408047,7.974146245971145e-07,26091.953396208486,1.3184710045414686e-06,71999.99999996481,3.3826899772485154e-08,2.1843893033998807e-10,5.038673595181568e-10,40208.04660240636,100999.99998418686,1.4531580429693282e-05,1.2416232129652263e-06,2.8262355954947647e-09,3.1323212323841756e-08,6.292638380935059e-10,9.341408169453064e-12,1.1064069730975312e-10,1.894385531019154e-11,4.695181941259459e-09,40000.0,1.615412076809201e-13,2.601388851944253e-12,40000.0,3.288040662939633e-16,1.5181691576226132e-17,21000000.0,1.2902831784669484e-15,4.0685178470219116e-17,1.249472064927377e-39,1.775014891088744e-42,7.788332126646697e-45,40000.0,6.022657359411877e-21,22100000.0,1.5092808492869374e-41,7.91538925921043e-43,3.3147960588158045e-91,3.23342081317136e-93,10000000.0,2.142635263047235e-93,2.8485433769878143e-43,3.071691154681862e-10,3.074569788267617e-11,7.815545699380672e-14,8.65328212829585e-13,1.8823806439285177e-14,2.796832966457778e-16,4.862498860736757e-15,3.2355194108837463e-18,5.800761112435354e-17,6.436923067715044e-21,2.7051429818219666e-22,2.302950412477293e-20,6.659053226774241e-22,3.700410899847333e-49,5.190145857980743e-52,2.1155632423925633e-54,9.109946703709269e-26,4.117088245629289e-51,2.049090631894519e-52,2.3365758107594415e-110,2.2350823318025693e-112,1.4357866303390904e-112,6.900168317816037e-53,0.0006541379621320746,6.562537869083268e-10,2.6937196859015394e-10,6.035412816314544e-12,8.972479918899282e-14,4.5066746369908224e-13,4.988740908009532e-12,9.000930503805086e-14,1.3344669300291164e-15,1.478795342067649e-108,1.956407697775456e-132,3.292929210311802e-110,5.616976582201991e-134,4.158091654564962e-115,5.3918073181769285e-139,3.9382765073538006e-98,2.639454908364194e-117,1.1019867771712314e-104
0.11,5e-08,42394.1285010415,7531.285472240897,35.14492963265832,0.9997975039113665,2.5335690463757885,3.1306072671407816e-10,1.1241540796481316e-05,-1.3960626286097062e-12,6.560143234801866e-12,2.0582638993031424e-09,80999.9999999991,8.27910616733511e-21,11999.999553362159,0.00041527911632385084,1.0016964733373608e-15,7.568856217618934e-09,3.2796578580515426e-11,5.4088211796720176e-11,1.7831896924692516e-12,2.6664697474904905e-14,10771.466272674614,1.3888358130684237e-06,26071.466274069753,2.297864794065877e-06,71999.99999993228,6.483677604829294e-08,4.627603449004561e-10,9.67455092425387e-10,40228.53372349861,100999.99997239215,2.5160037546747425e-05,2.3639730214575926e-06,5.917463652044012e-09,6.566121572065721e-08,1.4515342524344146e-09,2.1578244819815893e-11,2.557434256424797e-10,4.3651494076184274e-11,9.841319442960132e-09,40000.0,3.764111010435346e-13,5.520566893786237e-12,40000.0,7.817818146757128e-16,3.974233330336105e-17,21000000.0,3.370726346185816e-15,1.1715107859507984e-16,9.329605470511483e-39,1.3449052983796554e-41,6.456889515446659e-44,40000.0,1.910191169979078e-20,22100000.0,1.2437280931534748e-40,6.970351725624048e-42,2.278789154742184e-89,2.2572203061530677e-91,10000000.0,1.5465277474051677e-91,2.7544493616996885e-42,5.842885617835954e-10,6.43331622475225e-11,1.7991872195766576e-13,1.9942064005559944e-12,4.774425549789758e-14,7.104415294788552e-16,1.1336531637274498e-14,8.295752509122194e-18,1.3549568268716898e-16,1.6860179818566877e-20,7.800032134303826e-22,6.627808077435244e-20,2.1118001209264537e-21,3.3393410007225556e-48,4.7509384374716696e-51,2.1126267386561357e-53,3.181518474485154e-25,4.088871215628648e-50,2.172914481706638e-51,2.331030391250509e-108,2.247592475513034e-110,1.4746215428620778e-110,8.014685043411882e-52,0.0007876329268172615,1.152619705628109e-09,5.174904743604375e-10,1.2748548910046574e-11,1.8981668534467984e-13,1.0403704378707809e-12,1.1528797644257037e-11,2.288256261622661e-13,3.3968474374670126e-15,1.5623482709588988e-106,3.1018739808219165e-130,4.157641857256781e-108,1.0696737080664106e-131,4.4376456235656935e-113,8.533430933473573e-137,2.841295895554224e-96,2.7098777395427367e-115,8.271568091289808e-103
0.12,5e-08,41763.07375673014,8141.827012380086,44.90834027945,1.3984682215873627,2.7436810134244283,5.671425613187428e-10,1.7190944433306337e-05,2.2488815741584106e-13,1.1954626539069038e-11,3.4336345000390326e-09,80999.99999999837,1.7982816689580666e-20,11999.999317145086,0.00063077285340799,1.992817273730723e-15,1.2537149261261275e-08,5.930128463539615e-11,9.783768351592406e-11,3.5183100880359793e-12,5.271263963886053e-14,10751.035988384814,2.3013282844366366e-06,26051.035990698452,3.8101420308833274e-06,71999.9999998769,1.1725794276402236e-07,9.175940283551452e-10,1.7527010019784968e-09,40248.96400523882,100999.99995414271,4.1445791863528105e-05,4.246810044827689e-06,1.159389887806536e-08,1.2880087122629144e-07,3.1073067464136984e-09,4.6257602848908536e-11,5.485997202726263e-10,9.334551508993147e-11,1.93027601642115e-08,40000.0,8.141181215894211e-13,1.096566698400802e-11,40000.0,1.7208395856773947e-15,9.549478675101372e-17,21000000.0,8.08272370375858e-15,3.0699991606826767e-16,5.840978940309029e-38,8.533444570415719e-41,4.443372654208843e-43,40000.0,5.466726097981824e-20,22100000.0,8.509576881189075e-40,5.050818863225476e-41,1.129400685298901e-87,1.1523667704420848e-89,10000000.0,8.268390785779354e-90,2.1653008441171706e-41,1.0487073109609754e-09,1.2596663756605432e-10,3.843791543301988e-13,4.265074342755193e-12,1.1145313267904955e-13,1.6609194340894893e-15,2.4535169697913533e-14,1.9580642181971485e-17,2.938035336542147e-16,4.053918819347038e-20,2.046977584244875e-21,1.7360756196736802e-19,6.043415242740255e-21,2.4893050335138635e-47,3.588261225215389e-50,1.726049729462413e-52,9.940458045866774e-25,3.323345690447867e-49,1.8687821130796368e-50,1.6404754160188496e-106,1.6253396482020247e-108,1.1115391483832432e-108,7.45521908891348e-51,0.0009327718661983594,1.9259941795846857e-09,9.380271488264756e-10,2.5198527260924974e-11,3.757657599136794e-13,2.2288636649299246e-12,2.472526113891537e-11,5.353978769318114e-13,7.957916421767797e-15,1.4007114139036203e-104,4.3255654834020575e-128,4.515285704497673e-106,1.814516840705751e-129,4.102467838809871e-111,1.2229844279409507e-134,1.5179818505952624e-94,2.041313933495449e-113,4.6133701146852924e-101
0.13,5e-08,41141.440340167865,8739.706190078814,56.188723926605675,1.9021629620032738,2.9506394233966127,9.785022797175063e-10,2.5387141837029734e-05,1.494737102572601e-14,2.074713482250484e-11,5.493223448268217e-09,80999.99999999724,3.668444176282985e-20,11999.998991809367,0.0009252354376288744,3.749449865539797e-15,1.9915905241606127e-08,1.0211963793701074e-10,1.6854746399370866e-10,6.565349070931044e-12,9.855553049653591e-14,10730.662322286735,3.6570715106477696e-06,26030.662325966554,6.05880398651197e-06,71999.99999978692,2.0196163137392704e-07,1.7212119312672089e-09,3.0240671665033387e-09,40269.33766752138,100999.99992695142,6.547664038832786e-05,7.265987450757791e-06,2.1483896847043094e-08,2.3895653198407306e-07,6.247534923830918e-09,9.313629458315239e-11,1.1052839287788507e-09,1.8748077222435787e-10,3.580747169313561e-08,40000.0,1.6541052056827358e-12,2.060536971897062e-11,40000.0,3.551027440313313e-15,2.1358016407371862e-16,21000000.0,1.8040524333948138e-14,7.435208006147665e-16,3.151354417549379e-37,4.662009696092605e-40,2.6193240421126853e-42,40000.0,1.4356720104104462e-19,22100000.0,4.987490283636063e-39,3.11921620337376e-40,4.0653443193617855e-86,4.276352855213166e-88,10000000.0,3.229576511317817e-88,1.4412923505986617e-40,1.792677270374413e-09,2.3327550129200887e-10,7.712851576788021e-13,8.56752940245538e-12,2.4266931689089393e-13,3.621775482491885e-15,4.9887218619506856e-14,4.311727577736351e-17,5.985259447654711e-16,9.073557496165003e-20,4.965018855037241e-21,4.2030117421742156e-19,1.58714345687669e-20,1.577518238846077e-46,2.3020546625072176e-49,1.1927826004626277e-51,2.830099187088973e-24,2.2846202704191528e-48,1.3533524208067158e-49,8.141099130583274e-105,8.298228393573052e-107,5.946784461350802e-107,5.8055485603933105e-50,0.0010893800235250086,3.0863488286796367e-09,1.6193312963051424e-09,4.710572751777328e-11,7.0353316914281e-13,4.484852755342687e-12,4.980434210858473e-11,1.1684170370042921e-12,1.7388921145469205e-14,9.050648227925803e-103,4.213081182861873e-126,3.4524032264920734e-104,2.092088814980964e-127,2.774604502477599e-109,1.2428921272857392e-132,5.924203924075612e-93,1.0912701165516536e-111,1.891874169292991e-99
0.14,5e-08,40529.08745642113,9324.900516313533,69.05220307878763,2.526354905800279,3.154491358709266,1.6194994059902123e-09,3.639265689533191e-05,-3.461922974795735e-15,3.4540066413712125e-11,8.480377707257087e-09,80999.99999999545,7.094124717351781e-20,11999.998555079808,0.0013174175543054327,6.727121240971628e-15,3.053011535437968e-08,1.686970163140028e-10,2.7854423101966376e-10,1.1683181954476264e-11,1.7572270482750434e-13,10710.345055226839,5.6080255475339306e-06,26010.345060874974,9.297284340635017e-06,71999.99999964604,3.3369105830855096e-07,3.0796208652880183e-09,5.0052409620396004e-09,40289.654929048935,100999.99988771093,9.982134158227572e-05,1.1925625188510367e-05,3.7964575031798685e-08,4.227674319469097e-07,1.1908109664416876e-08,1.7777288613639404e-10,2.111063165330392e-09,3.569692418433556e-10,6.334441708722419e-08,40000.0,3.1866171771729275e-12,3.693256903291483e-11,40000.0,6.9366017108275715e-15,4.494513029427352e-16,21000000.0,3.7886386762973896e-14,1.684082081270021e-15,1.4977837858486153e-36,2.242046282529118e-39,1.3529512172161144e-41,40000.0,3.504963487401736e-19,22100000.0,2.561278740334048e-38,1.68081000623157e-39,1.1167658703445015e-84,1.2099813511085607e-86,10000000.0,9.617016379057936e-87,8.333915138989299e-40,2.939774602107104e-09,4.119722148663457e-10,1.4671807475963782e-12,1.6315443753574092e-11,4.979451045758144e-13,7.442861280857508e-15,9.618770198934295e-14,8.949932593539506e-17,1.1562240425083368e-15,1.9109712612873344e-19,1.12634500275268e-20,9.516937086425702e-19,3.87504030270828e-20,8.704540734692761e-46,1.2850063224682134e-48,7.141878965964576e-51,7.445929097167693e-24,1.360723893163896e-47,8.45935078900396e-49,3.0083772972831384e-103,3.1532647826388946e-105,2.3687630359239464e-105,3.887284421116615e-49,0.0012572852511738538,4.772552542806568e-09,2.68167815491408e-09,8.397479265090038e-11,1.2561140111440588e-12,8.555077695970972e-12,9.510534171176034e-11,2.403040916750316e-12,3.5808715888991814e-14,4.319001587076174e-101,2.9364413004112403e-124,1.9119148206898277e-102,1.6901486617495888e-125,1.3902502389909877e-107,9.069618063481227e-131,1.762523487568011e-91,4.343148272966617e-110,5.916495766472666e-98
0.15,5e-08,39925.87640681014,9897.40056681424,83.5567016585193,3.2871324787020466,3.3552831981512656,2.5860747925251466e-09,5.084871223145119e-05,-4.352640324255232e-14,5.547831187360532e-11,1.2695622085916417e-08,80999.99999999274,1.3101297428182837e-19,11999.99798157604,0.0018283813480025235,1.1585138908782217e-14,4.538580012555059e-08,2.6887501952644205e-10,4.441339227494035e-10,1.995686155239998e-11,3.007486150830264e-13,10690.083969138801,8.339580464106424e-06,25990.08397754629,1.3835180232072758e-05,71999.99999943259,5.319383590539096e-07,5.290355807935905e-09,7.992828166064729e-09,40309.91600732967,100999.99983261316,0.00014757994989272993,1.8884876799392257e-05,6.439822521123719e-08,7.179837381694528e-07,2.167660561449848e-08,3.2406166590968235e-10,3.850725570885963e-09,6.491130940435e-10,1.0756511001782112e-07,40000.0,5.863962325258279e-12,6.355766572607693e-11,40000.0,1.2925777359855069e-14,8.97537426678437e-16,21000000.0,7.550355189696783e-14,3.601037718648545e-15,6.390571696448026e-36,9.6734162734843e-39,6.243613579892278e-41,40000.0,8.036482304389877e-19,22100000.0,1.175097101228208e-37,8.062040363406042e-39,2.4780521732602267e-83,2.757667998948993e-85,10000000.0,2.2999078062910083e-85,4.273965959691296e-39,4.651380049954265e-09,6.983929077230917e-10,2.6654493525714377e-12,2.967298002183745e-11,9.708560933357513e-13,1.45333828695089e-14,1.7716651854449694e-13,1.7656055800553496e-16,2.133712418754208e-15,3.819542007717942e-19,2.4123652241538258e-20,2.0344943387242425e-18,8.886193813761092e-20,4.27163211446931e-45,6.375059065446498e-48,3.785738378173613e-50,1.8305924244252064e-23,7.17445710743864e-47,4.664759683045651e-48,8.824537187578562e-102,9.484961296601088e-104,7.446086528610109e-104,2.288857660959979e-48,0.0014363179716574044,7.1566248658855755e-09,4.284698065493451e-09,1.4369745151805806e-10,2.1527764565479896e-12,1.5585316555546347e-11,1.7344383128941498e-10,4.696015702734491e-12,7.006657457543601e-14,1.5662983301430874e-99,1.506134304373285e-122,7.944254855135315e-101,9.921729264040674e-124,5.318338571503265e-106,4.893394324378126e-129,4.2115294526017704e-90,1.3641906279679473e-108,1.482759525183148e-96
0.16,5e-08,39331.670558178565,10457.20961368902,99.75222521315828,4.201118579395791,3.5530606273616048,4.002684155687564e-09,6.947807254633817e-05,-4.518934808024256e-14,8.637080221905921e-11,1.850400438895428e-08,80999.99999998872,2.3243813647360947e-19,11999.997242702637,0.002481518424749865,1.9252102255079398e-14,6.568961499437735e-08,4.1538139299757113e-10,6.864203613799615e-10,3.289619770560281e-11,4.967098809214553e-13,10669.878847032347,1.207419377496689e-05,25969.878859217526,2.0044491355520426e-05,71999.99999911811,8.219164906590515e-07,8.771802583568007e-09,1.2371617675998912e-08,40330.12111867386,100999.9997570676,0.00021243210364140668,2.8986928962872484e-05,1.0541290390388206e-07,1.1766648443231774e-06,3.790822268086008e-08,5.675246009162193e-10,6.748032666017583e-09,1.1339787132707593e-09,1.7626152505090794e-07,40000.0,1.0368688749903614e-11,1.0557161627813483e-10,40000.0,2.311865026011801e-14,1.7125351165612625e-15,21000000.0,1.4377083295913635e-13,7.323871654234182e-15,2.4767885589772473e-35,3.7894950394398246e-38,2.6065585031541042e-40,40000.0,1.7447619838212577e-18,22100000.0,4.87716511269432e-37,3.4861552556053446e-38,4.338966862116631e-82,4.963696765747941e-84,10000000.0,4.347298116670267e-84,1.968519360129103e-38,7.133686892152078e-09,1.1425085337030546e-09,4.6521627676170594e-12,5.184678517375942e-11,1.810493456065904e-12,2.714336563544224e-14,3.1358168037032757e-13,3.332201445077703e-16,3.78389902521765e-15,7.294850363857793e-19,4.914607511872245e-20,4.137060533774956e-18,1.9296010102432333e-19,1.886167040542722e-44,2.844626426798894e-47,1.798928790685381e-49,4.242520150588616e-23,3.3910078253438178e-46,2.298279917781241e-47,1.9813828243604775e-100,2.1858283102645415e-102,1.7949742100952715e-102,1.1997613631963708e-47,0.001626311139211201,1.0448157597616665e-08,6.6356736015341405e-09,2.372840983071273e-10,3.5603174098878473e-12,2.727737421464012e-11,3.0388436906943765e-10,8.777377180240803e-12,1.3112959425685104e-13,4.278503473694593e-98,5.577781771734206e-121,2.440747423475338e-99,4.119036557322509e-122,1.518391952338737e-104,1.8865677899386063e-127,7.95408722866793e-89,3.286036265516496e-107,2.934771617034533e-95
0.17,5e-08,38746.33531260792,11004.343234784557,117.68114917340087,5.285392681990543,3.747868649153477,6.027739234349042e-09,9.308748910153173e-05,1.0873103341973794e-13,1.3082695901826062e-10,2.6342623876027043e-08,80999.99999998295,3.980959140910693e-19,11999.996306555073,0.0033025517518164233,3.1005365609098103e-14,9.286822926765974e-08,6.243672119409768e-10,1.0322044634204376e-09,5.2553096247617646e-11,7.950640615426778e-13,10649.729472982146,1.7074986662559874e-05,25949.72949023297,2.8365819245857534e-05,71999.9999986661,1.2356249104979006e-06,1.4098827184739594e-08,1.8631419957368062e-08,40350.270478189566,100999.99965561963,0.00029868280603882047,4.329006178685559e-05,1.6723032755390628e-07,1.8689293232632093e-06,6.399987839479791e-08,9.595032715518119e-10,1.1416024147776237e-08,1.9124685930248124e-09,2.7992615509543554e-07,39999.999999999985,1.770253148237904e-11,1.6998904545496173e-10,40000.0,3.988877953327136e-14,3.1395570065552217e-15,21000000.0,2.630380216033223e-13,1.4254895614111887e-14,8.830265454581057e-35,1.3649470238875053e-37,9.972336012829279e-40,40000.0,3.6106957784871375e-18,22100000.0,1.8549747482497298e-36,1.377572751823242e-37,6.642962395796025e-81,7.80887845550137e-83,10000000.0,7.194308167879638e-83,8.262359521821197e-38,1.0645193960492417e-08,1.8114388701913643e-09,7.83875243640366e-12,8.745624131705997e-11,3.2467547856905473e-12,4.874976614781757e-14,5.359599726439287e-13,6.048822234289919e-16,6.479753800360718e-15,1.3387301913985722e-18,9.58228985133926e-20,8.051263247824645e-18,3.994178629844043e-19,7.604831249803789e-44,1.158448137560186e-46,7.777734324032246e-49,9.335696370350725e-23,1.4581815749954882e-45,1.0275735068690343e-46,3.913030563281233e-99,4.43369590914999e-101,3.8195170459082334e-101,5.6936995840891385e-47,0.001827100201954707,1.4898884093221873e-08,9.998709545703152e-09,3.7973830930923744e-10,5.7065699860490186e-12,4.608871833207737e-11,5.140001565360538e-10,1.5776420378037467e-11,2.3599338675426707e-13,1.0553234819266763e-96,1.9122435037277615e-119,6.800639902965679e-98,1.5951918844726706e-120,3.9392704648214793e-103,6.792442585742836e-126,1.3149599353438139e-87,6.985349054149402e-106,5.100376680871339e-94
0.18,5e-08,38169.73807757019,11538.82890332481,137.37851381288664,6.557415894909248,3.939751593686055,8.859550811356732e-09,0.00012256975862047313,5.1346429787021e-13,1.9340842379049622e-10,3.672830293914747e-08,80999.99999997483,6.608530922590912e-19,11999.995137841028,0.004319522630514581,4.856607691968667e-14,1.2858733762297904e-07,9.159901478945582e-10,1.514962448289764e-09,8.165927918546066e-11,1.2378188277411196e-12,10629.635632116748,2.364927208636659e-05,25929.63565603704,3.931448240489323e-05,71999.99999803031,1.81300661543988e-06,2.2045498563049498e-08,2.738546217302969e-08,40370.36429977785,100999.99952186883,0.0004113053089982055,6.310056669714608e-05,2.580436112212992e-07,2.887289590689736e-06,1.0473165507608486e-07,1.5723979503744407e-09,1.871997158010066e-08,3.1263537046190886e-09,4.323990423932533e-07,39999.99999999998,2.930037119255025e-11,2.6628198346777963e-10,40000.0,6.667013520677529e-14,5.555816000475293e-15,21000000.0,4.645359590305604e-13,2.6687209098231518e-14,2.9229048861602026e-34,4.562513683607516e-37,3.5281262019457276e-39,40000.0,7.161921834196456e-18,22100000.0,6.524351407399193e-36,5.01915960666022e-37,8.614254128405564e-80,1.0381063748703146e-81,10000000.0,1.0036998514803023e-81,3.1874589349651788e-37,1.5504634182173392e-08,2.7934952099884735e-09,1.2802538092127349e-11,1.4299393439558483e-10,5.6241311682590896e-12,8.457386787295031e-14,8.881212502832423e-13,1.0608456527051763e-15,1.0758166441058397e-14,2.371638833648452e-18,1.7971685887021128e-19,1.507222847493999e-17,7.924909152553648e-19,2.8269216798601877e-43,4.347350572536019e-46,3.0877788584388045e-48,1.9622236801695475e-22,5.757835017991665e-45,4.2062386957832645e-46,6.432885704545625e-98,7.468575913106064e-100,6.73592530476634e-100,2.466186596810559e-46,0.0020385230646191846,2.0807375414816866e-08,1.4704770245877241e-08,5.910876502768115e-10,8.896387925368675e-12,7.548164345920348e-11,8.427000714237738e-10,2.7390730543857808e-11,4.102524228923437e-13,2.1160366920998704e-95,5.189334668570921e-118,1.5251519688380824e-96,4.8417456055438293e-119,8.336037800309569e-102,1.943911842197672e-124,1.8326706801466748e-86,1.2306893808318212e-104,7.456917898367019e-93
0.19,5e-08,37601.74823650769,12060.705560715285,158.8723244322965,8.03495901385286,4.128753128487507,1.2742757206168475e-08,0.00015890541591023476,6.95956830370466e-12,2.7979619000107786e-10,5.026535928948533e-08,80999.99999996362,1.0669059166796648e-18,11999.993697816204,0.005562764142062258,7.421134986962323e-14,1.7477017369945364e-07,1.3150416083700904e-09,2.175899734582552e-09,1.237857764517557e-10,1.8800571463382232e-12,10609.59711060763,3.215198970366935e-05,25909.597143167222,5.348650529205769e-05,71999.9999971531,2.603192036193337e-06,3.363568640920296e-08,3.939029009522592e-08,40390.402796127055,100999.99934838821,0.0005559807873107593,9.000726403440378e-05,3.884464688309632e-07,4.35159422285159e-06,1.6668495583007229e-07,2.506105124233923e-09,2.9854835258551045e-08,4.970531169694888e-09,6.516050808377508e-07,39999.999999999956,4.717390954715069e-11,4.0701490045719263e-10,40000.0,1.08322624527149e-13,9.527119030958718e-15,21000000.0,7.949811407256862e-13,4.8262597407457096e-14,9.058895852054646e-34,1.4274150969360463e-36,1.1645114592753728e-38,40000.0,1.3679625308964305e-17,22100000.0,2.1409720752661445e-35,1.701544154373161e-36,9.426290235122165e-79,1.1615284404644143e-80,10000000.0,1.171338920701471e-80,1.1405552709772662e-36,2.2099276567808662e-08,4.2027675679182044e-09,2.0336150823115968e-11,2.2738863969235994e-10,9.445938360416123e-12,1.422607262039667e-13,1.4316390015556474e-12,1.804277667486676e-15,1.7375683275718443e-14,4.0716016411457026e-18,3.256110189474704e-19,2.7257362239772917e-17,1.5142206281884814e-18,9.777990989850258e-43,1.5174412273910673e-45,1.1364139329347616e-47,3.9593172752771974e-22,2.1078047856868004e-44,1.5917610984629665e-45,8.666834734889587e-97,1.028251508589201e-98,9.64451720333014e-99,9.843616206928997e-46,0.0022604200518291945,2.852384025096768e-08,2.1162561092614554e-08,8.975826010643973e-10,1.3530311879121499e-11,1.2022900666786882e-10,1.3437060700827224e-09,4.610845694024444e-11,6.914887640343976e-13,3.3126994412919327e-94,1.0431314465631568e-116,2.6259403726172673e-95,1.0673545353127205e-117,1.3709675399091707e-100,4.095071432490042e-123,2.1370101419811143e-85,1.7607757136128413e-103,9.063226256670282e-92
0.2,5e-08,37042.23711982895,12570.023175093354,182.18385547146698,9.736033579879818,4.314916268332838,1.7975218826892086e-08,0.00020316407859650822,-7.37060516307486e-12,3.9697313079910704e-10,6.76534424966836e-08,80999.9999999484,1.679927468261556e-18,11999.991944233927,0.007064862302599693,1.1090495168162624e-13,2.3361542639172815e-07,1.8516153273226878e-09,3.065076831479199e-09,1.8352529090071285e-10,2.792839697194605e-12,10589.613695658349,4.2989028334506465e-05,25889.613739247034,7.156444854541086e-05,71999.9999959635,3.665824846057278e-06,5.020225711646343e-08,5.5567117490761e-08,40410.386178706445,100999.9991266445,0.000739134599777146,0.00012591737226009956,5.719146783377092e-07,6.414591585151333e-06,2.587459647284054e-07,3.895794317339075e-09,4.6438958448091715e-08,7.70774825490134e-09,9.603834897391265e-07,39999.99999999993,7.40898318750367e-11,6.085910783026824e-10,40000.0,1.7158982948622032e-13,1.5882823748228015e-14,21000000.0,1.3226628507366671e-12,8.461463692992249e-14,2.6471522502326733e-33,4.210208541991245e-36,3.618444432451965e-38,40000.0,2.5259522659462084e-17,22100000.0,6.613458301047783e-35,5.420771913833573e-36,9.585891572958982e-78,1.224029591701917e-79,10000000.0,1.320968900596022e-79,3.828302126801883e-36,3.089354259235412e-08,6.1842636762544875e-09,3.150678715159713e-11,3.5268207278612327e-10,1.543101318822822e-11,2.327528309468912e-13,2.2513936079017052e-12,2.985365280362692e-15,2.7378182049028732e-14,6.796105141077713e-18,5.71949975836094e-19,4.7790435596372525e-17,2.797124137293037e-18,3.172372045959318e-42,4.968387851238409e-45,3.9207998308100444e-47,7.702040683507692e-22,7.23251798300089e-44,5.638832955092773e-45,1.1071208682934651e-95,1.3667215007946636e-97,1.3789617685505563e-97,3.6733306980715836e-45,0.002492633871924163,3.845500871470861e-08,2.9870225345227406e-08,1.3330732980080404e-09,2.0126090586916857e-11,1.867830592887533e-10,2.0897585387355896e-09,7.54945045494472e-11,1.1336466300655696e-12,6.026090256084538e-93,2.714465283862977e-115,5.307128149379475e-94,3.086297689217267e-116,2.6335860430048688e-99,1.1369583685295514e-121,2.4044635411957726e-84,2.51076040964056e-102,1.086683960567061e-90
0.21,5e-08,36491.07797632503,13066.84228758504,207.3279574634287,11.678826046138992,4.49828338497486,2.4915374872294327e-08,0.00025650544915260175,3.9554178843906045e-13,5.534223889885893e-10,8.969540516737136e-08,80999.99999992804,2.586157243379733e-18,11999.989831308298,0.008860605616389575,1.624484037566764e-13,3.0761445611397157e-07,2.56181639541235e-09,4.242606010304338e-09,2.6669914918134163e-10,4.066515936171946e-12,10569.6851754938,5.662041603076742e-05,25869.68523297904,9.43230476484115e-05,71999.99999437509,5.072467575047482e-06,7.34558423493489e-08,7.702461177235752e-08,40430.314657759256,100999.99884692016,0.0009679688703029841,0.00017309354262891826,8.253419622970289e-07,9.268144871880688e-06,3.9270528391328587e-07,5.921201629318468e-09,7.062617975211268e-08,1.1686098504925177e-08,1.3874137797546138e-06,39999.99999999988,1.1378837565510876e-10,8.921236757293254e-10,40000.0,2.656658111032612e-13,2.5813754384417535e-14,21000000.0,2.1453666525576964e-12,1.4425375290437387e-13,7.327300687130963e-33,1.175796357670074e-35,1.0614613299004397e-37,40000.0,4.523881442392566e-17,22100000.0,1.9286911091013436e-34,1.6269863920803956e-35,8.231419942118915e-77,1.0776220833839444e-78,10000000.0,1.2291521273096696e-78,1.2075722420624352e-35,4.2437892779693905e-08,8.919621615263532e-09,4.7726486234836925e-11,5.34833676686144e-10,2.4585326575309802e-11,3.713970456078718e-13,3.462412221873748e-12,4.818399714717329e-15,4.218703550527713e-14,1.1059524030563144e-17,9.769756817150566e-19,8.148307985130521e-17,5.011755202053862e-18,9.695166500286881e-42,1.5315169807992627e-44,1.2694768724819162e-46,1.4495546087259485e-21,2.3290066330739043e-43,1.8706327502795113e-44,1.1462469053774808e-94,1.453508245683741e-96,1.5527028752417703e-96,1.2805439489892376e-44,0.002735009581326205,5.106908516432778e-08,4.1427854351334475e-08,1.940578571834289e-09,2.934330744275456e-11,2.8371560556357707e-10,3.177647189715252e-09,1.205536080922698e-10,1.8125963616615665e-12,7.205504410128324e-92,4.022224283466808e-114,6.8386594783197855e-93,4.9061291185912485e-115,3.464950509364172e-98,1.867277599179439e-120,2.234754950166287e-83,2.82395128506095e-101,1.0679090723043071e-89
