t,Rs,RL,Ri,L,R2L2,R2_CPP,Li,R2i,Shc,ShcP,ShcGS,GS,GSP,RasGDP,Ras_ShcGS,RasGTP,GAP,Ras_GAP,Raf,Ras_Raf,Rafa,MEK,MEKP,MEKPP,ERK,ERKP,ERKPP,t,X
7.16,8906.596653481967,7.187740250327785e-08,1706.5966536100525,1.4999746721010197e-20,3.6314265946271087e-17,2.487846434499531e-17,2.8122597420911533e-08,1.4605274603920972e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,4.019867379641426e-17,14999.99999999998,-4.728253095390156e-16,9976.580302654185,-5.514154409835203e-19,2.150700302026209e-15,359999.9995490025,0.0004504281371921425,5.685456082749058e-07,749986.380855653,13.617992846172877,0.0011515005162174483,7.16,0.0
7.17,8897.83096722995,7.180001709753643e-08,1697.8309673581123,1.477805955722681e-20,3.629356478880683e-17,2.4883980023086272e-17,2.81999828266212e-08,1.465243797738139e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,8.564538230247085e-17,14999.99999999998,-1.002426963424413e-15,9976.580302654185,-1.276318106261668e-18,2.3814981528724497e-15,359999.99955585605,0.00044358324083632863,5.598949166993144e-07,749986.426139268,13.572716876623547,0.0011438549743055125,7.17,0.0
7.18,8889.05440769344,7.172258535642732e-08,1689.0544078216808,1.4553520685048026e-20,3.627272984562511e-17,2.48893270523969e-17,2.827741456769889e-08,1.469955677663336e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.3048113519165925e-16,14999.99999999998,-1.5247496872635386e-15,9976.580302654185,-1.993981128449761e-18,2.536119979120726e-15,359999.99956260546,0.0004368423645187848,5.513758523844173e-07,749986.4712727243,13.527591015142029,0.0011362601298848776,7.18,0.0
7.19,8880.26705853366,7.164510797647711e-08,1680.2670586619777,1.4336935708286068e-20,3.625176166029292e-17,2.4894505891214765e-17,2.8354891947618037e-08,1.4746629959047173e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.717240544716898e-16,14999.99999999998,-2.0050621287557036e-15,9976.580302654185,-2.6568517356916884e-18,2.61037491664118e-15,359999.9995692523,0.0004302039220349565,5.429864055905786e-07,749986.5162565138,13.48261477024659,0.0011287156479421032,7.19,0.0
7.2,8871.46900346813,7.156758565398391e-08,1671.4690035965264,1.414090614248345e-20,3.6230660777255366e-17,2.4899517001463702e-17,2.84324142700805e-08,1.4793656485268015e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.0590848220794644e-16,14999.99999999998,-2.4030016515414826e-15,9976.580302654185,-3.2096163423504247e-18,2.6010900814067273e-15,359999.9995757981,0.0004236663499485735,5.347245954574018e-07,749986.5610911264,13.437787651976667,0.0011212211956385003,7.2,0.0
7.21,8862.660326266738,7.149001908498585e-08,1662.6603263952109,1.3979923392655506e-20,3.620942774181892e-17,2.4904360848663636e-17,2.8509980839048125e-08,1.4840635319287317e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.290598242806288e-16,14999.99999999998,-2.6722815923150352e-15,9976.580302654185,-3.588796065449038e-18,2.506202622977569e-15,359999.9995822445,0.00041722810708626044,5.265884693615313e-07,749986.6057770513,13.393109171890039,0.0011137764422944325,7.21,0.0
7.22,8853.841110747791,7.141240896522961e-08,1653.8411108763428,1.3870462731033053e-20,3.618806310013463e-17,2.4909037901890437e-17,2.8587590958774234e-08,1.488756542851403e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.3666939414185844e-16,14999.99999999998,-2.7603985179359864e-15,9976.580302654185,-3.7223422411111465e-18,2.3248517779856397e-15,359999.99958859297,0.00041088767403215466,5.185761022744623e-07,749986.6503147755,13.348578843060046,0.0011063810593736228,7.22,0.0
7.23,8845.011440774093,7.133475599013883e-08,1645.0114409027226,1.3831077274805e-20,3.616656739918139e-17,2.4913548633735754e-17,2.866524393383516e-08,1.493444578384597e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.236692565728007e-16,14999.99999999998,-2.6083394825415026e-15,9976.580302654185,-3.529231941001599e-18,2.057470923619066e-15,359999.99959484494,0.0004046435526225195,5.106855961203459e-07,749986.6947047848,13.304196180072774,0.0010990347204674572,7.23,0.0
7.24,8836.171400248999,7.125706085478267e-08,1636.1714003777056,1.3882491963860963e-20,3.614494118674912e-17,2.4917893520266852e-17,2.874293906916172e-08,1.498127535974109e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.8440707144079248e-16,14999.99999999998,-2.1502892846584175e-15,9976.580302654185,-2.9190634887672507e-18,1.705879631106747e-15,359999.999601002,0.0003984942654403613,5.029150791337983e-07,749986.7389475635,13.259960699024266,0.0010917371012792916,7.24,0.0
7.25,8827.321073112476,7.117932425384422e-08,1627.3210732412608,1.4047697538533846e-20,3.6123185011422036e-17,2.4922073040986464e-17,2.8820675670070803e-08,1.5028053134288825e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.1262093745645663e-16,14999.99999999998,-1.3133377243152299e-15,9976.580302654185,-1.7916519764775435e-18,1.273375719202691e-15,359999.9996070656,0.0003924383553100409,4.952627052177036e-07,749986.7830435942,13.215871917517696,0.0010844878796087525,7.25,0.0
7.26,8818.460543355734,7.110154688194042e-08,1618.4605434845969,1.4306403705057323e-20,3.6101299422317724e-17,2.4926087677988172e-17,2.889845304194549e-08,1.507477808726885e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.562934841284936e-17,14999.99999999998,-1.8274536040240175e-16,9976.580302654185,-2.6323193184802764e-19,7.760636437107709e-16,359999.99961303704,0.0003864744195080834,4.877266974648126e-07,749986.8269933583,13.171929354540817,0.0010772867357549082,7.26,0.0
7.2700000000000005,8809.589895141466,7.102372943594144e-08,1609.589895270406,1.4289779375085633e-20,3.607928496743693e-17,2.4929937910534106e-17,2.8976270487915983e-08,1.5121449186757845e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,9.410342022063615e-18,14999.99999999998,-1.0929772703430752e-16,9976.580302654185,-1.82137609141359e-19,3.181217514534727e-16,359999.9996189175,0.00038060134152183067,4.803056429874659e-07,749986.8707973367,13.128132529661851,0.0010701333553029264,7.2700000000000005,0.0
7.28,8800.709212386253,7.094587260710808e-08,1600.7092125152726,1.4297704707092704e-20,3.605714219908791e-17,2.4933624232943114e-17,2.905412731672118e-08,1.516806543405233e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.7761912882226727e-18,14999.99999999998,-1.935074848798171e-17,9976.580302654185,-7.819718007493997e-20,-1.5852035513722846e-16,359999.99962470867,0.0003748175168537124,4.7299750803448533e-07,749986.9144560065,13.084480965695883,0.001063027419773513,7.28,0.0
7.29,8791.818579149396,7.086797708849576e-08,1591.818579278494,1.4333083177060392e-20,3.603487166870338e-17,2.4937147137527834e-17,2.913202283530565e-08,1.52146258211539e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-6.853020194322693e-18,14999.99999999998,8.216317763019961e-17,9976.580302654185,4.2553624588409666e-20,-6.363233991736684e-16,359999.9996304118,0.0003691215871274819,4.658005718763663e-07,749986.9579698449,13.04097418616767,0.0010559686154705805,7.29,0.0
7.3,8782.918079508258,7.079004357263775e-08,1582.9180796374317,1.439876958884257e-20,3.601247392841159e-17,2.4940507119786493e-17,2.9209956351136133e-08,1.5261129343929376e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.5925344707398133e-17,14999.99999999998,1.887703124393046e-16,9976.580302654185,1.7206033809499878e-19,-1.0951241054235451e-15,359999.99963602825,0.00036351221379921745,4.5871313893516197e-07,749987.001339327,12.997611716087794,0.001048956630741391,7.3,0.0
7.3100000000000005,8774.007797554365,7.071207275151443e-08,1574.0077976836171,1.4497553750097916e-20,3.598994953101899e-17,2.4943704678360815e-17,2.9287927172232232e-08,1.530757500217728e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.474777247291157e-17,14999.99999999998,2.923482074271403e-16,9976.580302654185,3.0010659152242614e-19,-1.512015991563843e-15,359999.9996415594,0.000357988077735836,4.5173353824902044e-07,749987.0445649265,12.954393081949565,0.0010419911559618714,7.3100000000000005,0.0
7.32,8765.08781738953,7.063406531652269e-08,1565.087817518862,1.4632144148222627e-20,3.596729902999286e-17,2.4946740314993915e-17,2.936593460719706e-08,1.535396179969426e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.247703371675537e-17,14999.99999999998,3.8301833609349144e-16,9976.580302654185,4.1417094760167643e-19,-1.8612301594345165e-15,359999.99964700645,0.00035254787879360964,4.448601229367262e-07,749987.087647116,12.91131781172594,0.0010350718835219327,7.32,0.0
7.33,8756.158223121955,7.055602195844521e-08,1556.1582232513629,1.480515162628328e-20,3.594452297944396e-17,2.494961453448819e-17,2.9443977965247944e-08,1.5400288744341564e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.811040073271598e-17,14999.99999999998,4.490387255934571e-16,9976.580302654185,4.992837345393341e-19,-2.1140160862925552e-15,359999.99965237075,0.00034719033539667754,4.3809126966223516e-07,749987.1305863663,12.868385434866408,0.0010281985078107834,7.33,0.0
7.34,8747.219098862324,7.04779433674198e-08,1547.2190989918106,1.501907305894955e-20,3.592162193410916e-17,2.4952327844663225e-17,2.9522056556247065e-08,1.5446554848111462e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-4.04764899463758e-17,14999.99999999998,4.766965883806888e-16,9976.580302654185,5.378838798396794e-19,-2.2385224160656646e-15,359999.99965765356,0.0003419141841155624,4.3142537809921584e-07,749987.1733831466,12.825595482293915,0.0010213707252022485,7.34,0.0
7.3500000000000005,8738.270528719933,7.039983023290874e-08,1538.2705288494976,1.5276275028427042e-20,3.589859644933408e-17,2.4954880756313685e-17,2.9600169690732136e-08,1.5492759127193718e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.8226063979018475e-17,14999.99999999998,4.502009538506745e-16,9976.580302654185,5.096757441268382e-19,-2.1996777506061314e-15,359999.9996628561,0.000336718179245684,4.248608703955873e-07,749987.216037925,12.782947486401758,0.0010145882340400847,7.3500000000000005,0.0
7.36,8729.312596798785,7.032168324366814e-08,1529.3125969284285,1.5578977500389947e-20,3.587544708105574e-17,2.4957273783167217e-17,2.967831667994705e-08,1.5538900602041996e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.982283371153514e-17,14999.99999999998,3.5157529998402955e-16,9976.580302654185,3.914859549669404e-19,-1.95907144094469e-15,359999.99966797966,0.0003316010923858763,4.1839619063806006e-07,749987.2585511679,12.740440981050515,0.001007850734623301,7.36,0.0
7.37,8720.345387193702,7.02435030877172e-08,1520.345387323423,1.5929237499913968e-20,3.585217438578522e-17,2.495950744184234e-17,2.9756496835872598e-08,1.5584978297440355e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.3534260348328387e-17,14999.99999999998,1.6055018498976313e-16,9976.580302654185,1.571202406902512e-19,-1.4748343785443384e-15,359999.9996730254,0.0003265617120168985,4.1202980431667147e-07,749987.3009233401,12.698075501564926,0.0010011579291914709,7.37,0.0
7.38,8711.36898418977,7.016529045486479e-08,1511.3689843195698,1.6238887892280535e-20,3.582877891996529e-17,2.496158224961749e-17,2.98347094687e-08,1.5630991230167366e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-5.6432439483335445e-18,14999.99999999998,6.772057309990959e-17,9976.580302654185,5.0454245300113456e-20,-1.1610236281408842e-15,359999.9996779944,0.0003215989776830489,4.057603689667846e-07,749987.3431549058,12.655850584341357,0.000994509523878078,7.38,0.0
7.390000000000001,8702.383471922109,7.008704603244894e-08,1502.383472051986,1.64784635963556e-20,3.580526124098683e-17,2.496349872800949e-17,2.9912953891091266e-08,1.5676938429577106e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.0299903603724432e-17,14999.99999999998,1.216790493771903e-16,9976.580302654185,1.333362298429278e-19,-1.1274416071257858e-15,359999.9996828878,0.00031671175692477813,3.99586450490369e-07,749987.3852463269,12.613765767488902,0.0009879052254405363,7.390000000000001,0.0
7.4,8693.3889343191,7.000877050464131e-08,1493.3889344490574,1.6700597299044972e-20,3.578162190733399e-17,2.4965257403300557e-17,2.999122941887467e-08,1.5722818940890266e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.4774875003693565e-17,14999.99999999998,1.7345876453414442e-16,9976.580302654185,2.1440196118976676e-19,-1.0600440113457766e-15,359999.9996877068,0.0003118988098598526,3.935064781137066e-07,749987.4271980639,12.571820590927562,0.000981344740733812,7.4,0.0
7.41,8684.38545542659,6.993046455654241e-08,1484.3854555566259,1.6894719490616785e-20,3.5757861477558426e-17,2.496685880296458e-17,3.0069535366949725e-08,1.5768631805250008e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.8848744339896335e-17,14999.99999999998,2.2051965606610207e-16,9976.580302654185,2.8978305059000457e-19,-9.622106749991046e-16,359999.9996924526,0.0003071590059382873,3.8751902003953633e-07,749987.4690105761,12.530014595756757,0.0009748277798710663,7.41,0.0
7.42,8675.373119264194,6.98521288723929e-08,1475.3731193943065,1.7048946864638727e-20,3.573398051069163e-17,2.4968303457129808e-17,3.014787105107578e-08,1.5814376068314822e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.2276221889573454e-17,14999.99999999998,2.600243059782704e-16,9976.580302654185,3.551188889712673e-19,-8.387232954037336e-16,359999.9996971263,0.00030249123098293883,3.8162266522926273e-07,749987.510684321,12.488347324520003,0.0009683540548559813,7.42,0.0
7.43,8666.352009821496,6.97737641355441e-08,1466.352009951687,1.7150024354120448e-20,3.570997956622727e-17,2.4969591898535756e-17,3.0226235787901505e-08,1.586005078031925e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.4785370030675016e-17,14999.99999999998,2.888291932020968e-16,9976.580302654185,4.055398333515141e-19,-6.958587142944559e-16,359999.9997017289,0.00029789438683026464,3.7581602294665234e-07,749987.5522197551,12.446818321201622,0.0009619232795689859,7.43,0.0
7.44,8657.322211054261,6.969537102842854e-08,1457.32221118453,1.7183267167655882e-20,3.568585920410355e-17,2.4970724662490075e-17,3.0304628894994414e-08,1.5905654996134596e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.607683125698428e-17,14999.99999999998,3.034759460116268e-16,9976.580302654185,4.356503932511108e-19,-5.414821991199987e-16,359999.9997062617,0.00029336739097108266,3.700977223015304e-07,749987.5936173332,12.405427131223478,0.0009555351697534822,7.44,0.0
7.45,8648.28380688063,6.961695023253046e-08,1448.2838070109779,1.713250282556561e-20,3.566161998468557e-17,2.4971702286825446e-17,3.038304969087028e-08,1.5951187775329627e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.582305619324099e-17,14999.99999999998,3.0018259443985847e-16,9976.580302654185,4.395124171048932e-19,-3.851407243401965e-16,359999.9997107255,0.000288909176191332,3.644664117934797e-07,749987.6348775087,12.364173301441712,0.000949189443002075,7.45,0.0
7.46,8639.236881177321,6.953850242835627e-08,1439.2368813077487,1.698001319603923e-20,3.5637262468747646e-17,2.4972525311856472e-17,3.0461497495022704e-08,1.5996648182231302e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.3667531610265807e-17,14999.99999999998,2.748348226951087e-16,9976.580302654185,4.1062827867425717e-19,-2.3815625272302433e-16,359999.9997151215,0.0002845186902128307,3.5892075885553476e-07,749987.6760007336,12.323056380143452,0.0009428858187427951,7.46,0.0
7.47,8630.181517775838,6.946002829540512e-08,1430.1815179063433,1.6706476531277674e-20,3.561278721745569e-17,2.497319428033654e-17,3.0539971627952536e-08,1.6042035285985468e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.922400844008345e-17,14999.99999999998,2.2297722157736434e-16,9976.580302654185,3.4192406345921773e-19,-1.1371901664177136e-16,359999.9997194508,0.0002801948953340367,3.5345944939788076e-07,749987.7169874585,12.28207591704355,0.0009366240182253283,7.47,0.0
7.48,8621.11780045866,6.938152851213943e-08,1421.1178005892434,1.6290909503635543e-20,3.5588194792349575e-17,2.497370973741473e-17,3.061847141119741e-08,1.608734816061759e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.2075729791045733e-17,14999.99999999998,1.3980454089463295e-16,9976.580302654185,2.257327551104729e-19,-2.6980799372138377e-17,359999.9997237143,0.00027593676807080694,3.480811873515498e-07,749987.7578381326,12.241231463281306,0.0009304037645072417,7.48,0.0
7.49,8612.045812955457,6.930300375595535e-08,1412.0458130861189,1.5710609241763604e-20,3.556348575532545e-17,2.4974072230592685e-17,3.069699616736117e-08,1.6132585885093433e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.7746589629581116e-18,14999.99999999998,2.0152941879333292e-17,9976.580302654185,5.3777421841521567e-20,4.851783610616282e-18,359999.99972791306,0.00027174329879715815,3.427846942121196e-07,749987.7985532035,12.200522571417208,0.0009242247824402121,7.49,0.0
7.5,8602.96563948769,6.922445470921256e-08,1402.9656396184314,1.547571435764566e-20,3.55386606682526e-17,2.4974282308053047e-17,3.0775545214083654e-08,1.617774751645355e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.3610574176247634e-18,14999.99999999998,-1.6698007189272944e-17,9976.580302654185,9.630481384087635e-21,2.1901269147368692e-16,359999.99973204784,0.00026761372042611236,3.3756899983202225e-07,749987.8391331179,12.159948794844453,0.0009180868023049022,7.5,0.0
7.51,8593.877363328353,6.914588204333353e-08,1393.877363459172,1.522879780753295e-20,3.551372009391319e-17,2.4974340522881823e-17,3.0854117879942725e-08,1.622283216040301e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,4.532115966896398e-18,14999.99999999998,-5.39559131509061e-17,9976.580302654185,-3.546350051353837e-20,4.349900339065943e-16,359999.99973611976,0.0002635469081164801,3.3243267908495195e-07,749987.8795783207,12.11950968931849,0.0009119895502401281,7.51,0.0
7.5200000000000005,8584.78106805354,6.906728643264446e-08,1384.7810681844392,1.4968621064187932e-20,3.548866459514797e-17,2.497424742929753e-17,3.093271349061221e-08,1.626783890973442e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,7.740269304971064e-18,14999.99999999998,-9.161634370417152e-17,9976.580302654185,-8.200194243329229e-20,6.417975409442157e-16,359999.99974012986,0.0002595419032160543,3.273745181153734e-07,749987.9198892552,12.079204811614169,0.0009059327565813212,7.5200000000000005,0.0
7.53,8575.676837182345,6.898866855040883e-08,1375.6768373133227,1.4702714559755346e-20,3.546349473507603e-17,2.4974003583666126e-17,3.101133137282858e-08,1.6312766861883617e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.0805107983814084e-17,14999.99999999998,-1.275656987602911e-16,9976.580302654185,-1.2729983815058707e-19,8.311661872838786e-16,359999.99974407896,0.00025559776408661504,3.2239332464729983e-07,749987.9600663636,12.039033719902706,0.0008999161534760951,7.53,0.0
7.54,8566.564754165474,6.891002906871436e-08,1366.5647542965296,1.443993905952062e-20,3.543821107708223e-17,2.4973609544480405e-17,3.108997085450415e-08,1.6357615119362112e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.3513907101192595e-17,14999.99999999998,-1.593130280507734e-16,9976.580302654185,-1.6816379148990228e-19,9.939085854987755e-16,359999.99974796805,0.0002517135625826824,3.1748792350716516e-07,749988.0001100863,11.998995973756468,0.0008939394748200974,7.54,0.0
7.55,8557.444902381587,6.883136865844486e-08,1357.444902512721,1.4190555590449805e-20,3.5412814184799495e-17,2.497306587231647e-17,3.116863126475507e-08,1.6402382789811357e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.5619815114728477e-17,14999.99999999998,-1.8396892128836404e-16,9976.580302654185,-2.0086278548186165e-19,1.1198870862911064e-15,359999.99975179805,0.00024788838374706915,3.126571562371963e-07,749988.040020863,11.959091134145565,0.0008880024562441118,7.55,0.0
7.5600000000000005,8548.31736513363,6.875268798925225e-08,1348.3173652648427,1.3966295369729408e-20,3.538730462209103e-17,2.4972373129790247e-17,3.124731193392942e-08,1.644706898605702e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.6840042655952696e-17,14999.99999999998,-1.9822439832801473e-16,9976.580302654185,-2.210989515203389e-19,1.1979818787453164e-15,359999.9997555699,0.0002441213255064307,3.0789988070878154e-07,749988.0797991313,11.919318763434442,0.0008821048351011567,7.5600000000000005,0.0
7.57,8539.18222564517,6.867398772952856e-08,1339.1822257764625,1.3780429733306294e-20,3.536168295303264e-17,2.4971531881513955e-17,3.1326012193635156e-08,1.6491672826163242e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.6854051344359064e-17,14999.99999999998,-1.9832979932784293e-16,9976.580302654185,-2.2397833851954723e-19,1.2160590905812856e-15,359999.99975928443,0.0002404114983668178,3.032149707358429e-07,749988.1194453278,11.879678425378472,0.0008762463504535872,7.57,0.0
7.58,8530.039567056727,6.85952685463778e-08,1330.0395671880974,1.3647840064427438e-20,3.5335949741894937e-17,2.497054269405263e-17,3.140473137676825e-08,1.653619343348692e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.53017426014589e-17,14999.99999999998,-1.8007367491010532e-16,9976.580302654185,-2.03981682071149e-19,1.1609388884075853e-15,359999.9997629425,0.00023675802510922524,2.9860131568820325e-07,749988.1589598877,11.840169685120529,0.0008704267430601917,7.58,0.0
7.59,8520.8894724221,6.851653110558801e-08,1320.8894725535506,1.3585087722179857e-20,3.531010555312566e-17,2.496940613588061e-17,3.1483468817540645e-08,1.658062993673198e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,1.1781646464834589e-17,14999.99999999998,-1.3876167632215546e-16,9976.580302654185,-1.5493517360134463e-19,1.0183635779746611e-15,359999.999766545,0.00023316004048514431,2.9405782010495814e-07,749988.1983432446,11.800792109187581,0.0008646457553632937,7.59,0.0
7.6000000000000005,8511.732024704716,6.843777607160318e-08,1311.7320248362428,1.3610483970030444e-20,3.52841509513319e-17,2.4968122777338018e-17,3.1562223851508335e-08,1.6624981470003642e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,5.849110402193104e-18,14999.99999999998,-6.919544559740284e-17,9976.580302654185,-6.998122952796272e-20,7.72965704428028e-16,359999.99977009284,0.00022961669091211312,2.895834033078448e-07,749988.2375958309,11.761545265487284,0.0008589031314758501,7.6000000000000005,0.0
7.61,8502.567307037329,6.835900411021865e-08,1302.5673071689353,1.3632293580020436e-20,3.5258086501380793e-17,2.4966693190753476e-17,3.164099581287606e-08,1.6669247161489338e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,8.824501970462478e-19,14999.99999999998,-1.0901228382946604e-17,9976.580302654185,-3.182258672144499e-22,5.467183785694967e-16,359999.9997735867,0.00022612721701220116,2.8517710435158855e-07,749988.2767180777,11.722428723115925,0.000853198618564302,7.61,0.0
7.62,8493.395402460426,6.828021588588592e-08,1293.395402592113,1.3558360258505205e-20,3.523191276826583e-17,2.4965117950237816e-17,3.171978403719244e-08,1.6713426144651395e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,2.9307733867411884e-19,14999.99999999998,-3.793766768535636e-18,9976.580302654185,2.3837051842072164e-21,4.632817839951745e-16,359999.99977702735,0.00022269087217591612,2.808379784762459e-07,749988.315710415,11.683442052539755,0.0008475319654687541,7.62,0.0
7.63,8484.216393380875,6.820141205612497e-08,1284.2163935126405,1.3524540394428084e-20,3.5205630316847364e-17,2.4963397631301326e-17,3.179858786693733e-08,1.675751758149884e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.723666594977539e-19,14999.99999999998,4.217556063920958e-18,9976.580302654185,5.98282236575011e-21,3.65273778512544e-16,359999.9997804158,0.0002193067531422635,2.765648816857652e-07,749988.3545732707,11.64458482597665,0.0008419029198407994,7.63,0.0
7.640000000000001,8475.030362409667,6.812259328019653e-08,1275.0303625415106,1.3537405008090739e-20,3.517923971221319e-17,2.4961532811341152e-17,3.1877406642850016e-08,1.6801520626308416e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.077236035085091e-18,14999.99999999998,1.2695134451822205e-17,9976.580302654185,1.0151763725253168e-20,2.566330907914158e-16,359999.99978375266,0.00021597406434419617,2.7235680687068554e-07,749988.3933070715,11.605856616790089,0.000836311232589471,7.640000000000001,0.0
7.65,8465.83739205325,6.804376021592023e-08,1265.8373921851728,1.3603853485922468e-20,3.5152741519523666e-17,2.4959524069405352e-17,3.1956239707110845e-08,1.684543443884941e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-1.7758820321018863e-18,14999.99999999998,2.1094481700972802e-17,9976.580302654185,1.446260674793787e-20,1.4222178102749167e-16,359999.99978703883,0.000212692021670123,2.6821276143884105e-07,749988.4319122431,11.567256999704187,0.0008307566562520353,7.65,0.0
7.66,8456.637564710023,6.796491351964823e-08,1256.6375648420244,1.3731114182621643e-20,3.512613630399406e-17,2.495737198614949e-17,3.203508640336765e-08,1.6889258184430925e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.413067012709302e-18,14999.99999999998,2.875729752383499e-17,9976.580302654185,1.8379678580889024e-20,2.787916214324754e-17,359999.9997902751,0.00020945985221079827,2.641317669940087e-07,749988.4703892098,11.528785550800155,0.0008252389449819543,7.66,0.0
7.67,8447.43096266683,6.78860538462389e-08,1247.4309627989094,1.3926745023297127e-20,3.509942463087688e-17,2.4955077143793225e-17,3.2113946076762045e-08,1.6932991033949067e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.9233785689639035e-18,14999.99999999998,3.4904535477773066e-17,9976.580302654185,2.125236625753154e-20,-7.95242790110832e-17,359999.99979346216,0.0002062767940062134,2.6011285901455945e-07,749988.5087383941,11.490441847512786,0.0008197578545368518,7.67,0.0
7.68,8438.217668095456,6.78071818490305e-08,1238.2176682276147,1.4198634105609717e-20,3.5072607065444225e-17,2.495264012607693e-17,3.2192818073955794e-08,1.6976632163934182e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.2306436345662674e-18,14999.99999999998,3.8629470403301306e-17,9976.580302654185,2.2307926922109144e-20,-1.7203296045657565e-16,359999.99979660084,0.0002031420957924878,2.561550865321084e-07,749988.5469602178,11.452225468626908,0.000814313142266478,7.68,0.0
7.69,8428.997763049127,6.772829817981472e-08,1228.997763181365,1.4555000301913615e-20,3.50456841729701e-17,2.4950061518218262e-17,3.227170174315717e-08,1.702018075659808e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-3.247342596609449e-18,14999.99999999998,3.889076586233118e-17,9976.580302654185,2.0644298054162197e-20,-2.4055228388467514e-16,359999.9997996918,0.0002000550167487592,2.522575118101637e-07,749988.5850551006,11.414135994273868,0.0008089045671006734,7.69,0.0
7.7,8419.771329459007,6.764940348881049e-08,1219.7713295913231,1.5004393861397718e-20,3.501865651871279e-17,2.4947341906868793e-17,3.2350596434147247e-08,1.7063635999881236e-17,30000.0,0.0,0.0,20000.0,0.0,19999.999999999953,0.0,-2.8740234073275255e-18,14999.99999999998,3.45055415764189e-17,9976.580302654185,1.522290769300694e-20,-2.747947134562312e-16,359999.9998027358,0.0001970148262440758,2.4841921002277877e-07,749988.6230234617,11.376173005928008,0.0008035318895373363,7.7,0.0
