t,V,K_i,Na_i,Ca_i,xr1,xr2,xs,m,h,Ca_ds,d,f,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
7.4,-93.05523905430616,138.49723325684062,5.689295753128801,5.608638565082757e-06,9.886744902320538e-06,2.151106320500889e-07,6.721711489112095e-07,0.0015753676077469776,0.9946542489629345,2.1561180095805162e-07,2.276305266240802e-08,4.030575857339247e-09,0.9998700222703127,1.8397559623959464e-08,0.18746974239830624,0.18560871687558397,0.00018302789432595161,0.010992981416337724,0.00022185691563425552,0.00013982385395919743
7.41,-93.05523936919731,138.49723489863877,5.689295760038336,5.608638519876709e-06,9.886744348870836e-06,2.151105946007606e-07,6.721711206899842e-07,0.0015753675397239615,0.994654249339569,2.1561178446692093e-07,2.2763050870895026e-08,4.030575516523824e-09,0.9998700222778352,1.83975584653251e-08,0.1874697409555596,0.18560871544731328,0.00018302789139639097,0.010992981240199736,0.00022185691386590774,0.0001398238528353582
7.42,-93.05523968408846,138.49723654043692,5.689295766947872,5.608638474670662e-06,9.886743795421137e-06,2.1511055715143227e-07,6.721710924687589e-07,0.0015753674717009455,0.9946542497162034,2.1561176797579025e-07,2.276304907938203e-08,4.0305751757084004e-09,0.9998700222853577,1.8397557306690733e-08,0.18746973951281293,0.18560871401904258,0.00018302788846683035,0.01099298106406175,0.00022185691209755998,0.00013982385171151899
7.43,-93.05523999897962,138.49723818223507,5.689295773857407,5.608638429464614e-06,9.886743241971435e-06,2.1511051970210394e-07,6.721710642475336e-07,0.0015753674036779295,0.9946542500928378,2.1561175148465956e-07,2.2763047287869036e-08,4.030574834892978e-09,0.9998700222928801,1.839755614805637e-08,0.18746973807006628,0.1856087125907719,0.0001830278855372697,0.010992980887923763,0.0002218569103292122,0.00013982385058767976
7.44,-93.05524031387077,138.49723982403324,5.689295780766942,5.608638384258566e-06,9.886742688521735e-06,2.1511048225277562e-07,6.721710360263083e-07,0.0015753673356549134,0.9946542504694722,2.1561173499352888e-07,2.2763045496356037e-08,4.0305744940775546e-09,0.9998700223004027,1.8397554989422005e-08,0.18746973662731964,0.18560871116250122,0.00018302788260770905,0.010992980711785776,0.00022185690856086444,0.00013982384946384054
7.45,-93.05524062876192,138.4972414658314,5.689295787676478,5.608638339052518e-06,9.886742135072036e-06,2.151104448034473e-07,6.72171007805083e-07,0.0015753672676318974,0.9946542508461067,2.1561171850239819e-07,2.2763043704843042e-08,4.030574153262131e-09,0.9998700223079251,1.8397553830787643e-08,0.18746973518457297,0.18560870973423052,0.0001830278796781484,0.01099298053564779,0.00022185690679251666,0.00013982384834000132
7.46,-93.05524094365306,138.49724310762954,5.689295794586013,5.60863829384647e-06,9.886741581622334e-06,2.1511040735411898e-07,6.721709795838577e-07,0.0015753671996088813,0.9946542512227411,2.1561170201126749e-07,2.2763041913330047e-08,4.030573812446708e-09,0.9998700223154476,1.8397552672153277e-08,0.18746973374182632,0.18560870830595982,0.0001830278767485878,0.010992980359509803,0.0002218569050241689,0.0001398238472161621
7.47,-93.05524125854421,138.4972447494277,5.6892958014955495,5.608638248640423e-06,9.886741028172635e-06,2.1511036990479066e-07,6.721709513626324e-07,0.0015753671315858653,0.9946542515993755,2.1561168552013681e-07,2.2763040121817052e-08,4.0305734716312846e-09,0.9998700223229701,1.8397551513518915e-08,0.18746973229907968,0.18560870687768916,0.00018302787381902714,0.010992980183371817,0.00022185690325582112,0.00013982384609232288
7.48,-93.05524157343537,138.49724639122584,5.689295808405085,5.608638203434375e-06,9.886740474722935e-06,2.1511033245546233e-07,6.72170923141407e-07,0.0015753670635628493,0.9946542519760099,2.1561166902900612e-07,2.2763038330304057e-08,4.030573130815861e-09,0.9998700223304926,1.839755035488455e-08,0.18746973085633303,0.18560870544941846,0.0001830278708894665,0.01099298000723383,0.00022185690148747336,0.00013982384496848366
7.49,-93.05524188832652,138.497248033024,5.68929581531462,5.608638158228328e-06,9.886739921273233e-06,2.15110295006134e-07,6.721708949201817e-07,0.0015753669955398332,0.9946542523526443,2.1561165253787544e-07,2.2763036538791062e-08,4.030572790000438e-09,0.999870022338015,1.8397549196250184e-08,0.18746972941358636,0.18560870402114776,0.00018302786795990587,0.010992979831095843,0.00022185689971912558,0.00013982384384464444
7.5,-93.05524220321767,138.49724967482214,5.689295822224156,5.60863811302228e-06,9.886739367823534e-06,2.151102575568057e-07,6.721708666989564e-07,0.0015753669275168172,0.9946542527292788,2.1561163604674475e-07,2.2763034747278063e-08,4.0305724491850145e-09,0.9998700223455376,1.8397548037615822e-08,0.18746972797083972,0.18560870259287707,0.00018302786503034523,0.010992979654957857,0.00022185689795077782,0.00013982384272080524
7.51,-93.05524251810883,138.4972513166203,5.689295829133691,5.608638067816232e-06,9.886738814373832e-06,2.1511022010747737e-07,6.721708384777311e-07,0.0015753668594938011,0.9946542531059132,2.1561161955561407e-07,2.2763032955765068e-08,4.030572108369591e-09,0.99987002235306,1.8397546878981456e-08,0.18746972652809307,0.1856087011646064,0.00018302786210078458,0.010992979478819869,0.00022185689618243004,0.00013982384159696602
7.5200000000000005,-93.05524283299998,138.49725295841844,5.689295836043226,5.608638022610185e-06,9.886738260924132e-06,2.1511018265814904e-07,6.721708102565058e-07,0.001575366791470785,0.9946542534825475,2.1561160306448338e-07,2.2763031164252073e-08,4.030571767554168e-09,0.9998700223605825,1.8397545720347094e-08,0.1874697250853464,0.1856086997363357,0.00018302785917122396,0.010992979302681883,0.00022185689441408228,0.0001398238404731268
7.53,-93.05524314789112,138.4972546002166,5.689295842952762,5.608637977404136e-06,9.886737707474433e-06,2.151101452088207e-07,6.721707820352805e-07,0.001575366723447769,0.9946542538591819,2.1561158657335268e-07,2.2763029372739078e-08,4.030571426738745e-09,0.999870022368105,1.839754456171273e-08,0.18746972364259976,0.185608698308065,0.00018302785624166331,0.010992979126543897,0.0002218568926457345,0.00013982383934928758
7.54,-93.05524346278227,138.49725624201474,5.689295849862297,5.608637932198089e-06,9.886737154024731e-06,2.1511010775949237e-07,6.721707538140552e-07,0.001575366655424753,0.9946542542358163,2.15611570082222e-07,2.2763027581226083e-08,4.030571085923322e-09,0.9998700223756274,1.8397543403078366e-08,0.1874697221998531,0.18560869687979434,0.00018302785331210267,0.010992978950405909,0.00022185689087738674,0.00013982383822544835
7.55,-93.05524377767343,138.4972578838129,5.689295856771833,5.608637886992041e-06,9.886736600575032e-06,2.1511007031016405e-07,6.721707255928299e-07,0.0015753665874017368,0.9946542546124508,2.156115535910913e-07,2.2763025789713088e-08,4.030570745107899e-09,0.9998700223831499,1.8397542244444e-08,0.18746972075710644,0.18560869545152364,0.00018302785038254202,0.010992978774267923,0.00022185688910903895,0.00013982383710160913
7.5600000000000005,-93.05524409256458,138.49725952561104,5.689295863681369,5.6086378417859935e-06,9.886736047125332e-06,2.1511003286083573e-07,6.721706973716046e-07,0.0015753665193787207,0.9946542549890852,2.1561153709996063e-07,2.276302399820009e-08,4.030570404292475e-09,0.9998700223906724,1.8397541085809635e-08,0.1874697193143598,0.18560869402325295,0.0001830278474529814,0.010992978598129937,0.00022185688734069117,0.0001398238359777699
7.57,-93.05524440745573,138.49726116740922,5.689295870590904,5.608637796579946e-06,9.88673549367563e-06,2.151099954115074e-07,6.721706691503793e-07,0.0015753664513557047,0.9946542553657196,2.1561152060882994e-07,2.2763022206687094e-08,4.030570063477052e-09,0.9998700223981949,1.8397539927175273e-08,0.18746971787161315,0.18560869259498225,0.00018302784452342075,0.010992978421991949,0.00022185688557234341,0.0001398238348539307
7.58,-93.05524472234688,138.49726280920737,5.689295877500439,5.608637751373898e-06,9.88673494022593e-06,2.1510995796217908e-07,6.72170640929154e-07,0.0015753663833326886,0.994654255742354,2.1561150411769924e-07,2.27630204151741e-08,4.030569722661629e-09,0.9998700224057173,1.8397538768540907e-08,0.1874697164288665,0.18560869116671158,0.0001830278415938601,0.010992978245853963,0.00022185688380399563,0.00013982383373009147
7.59,-93.05524503723804,138.49726445100552,5.689295884409975,5.608637706167851e-06,9.88673438677623e-06,2.1510992051285076e-07,6.721706127079287e-07,0.0015753663153096726,0.9946542561189884,2.1561148762656857e-07,2.2763018623661104e-08,4.030569381846205e-09,0.9998700224132399,1.8397537609906545e-08,0.18746971498611983,0.18560868973844089,0.0001830278386642995,0.010992978069715977,0.00022185688203564787,0.00013982383260625225
7.6000000000000005,-93.05524535212918,138.49726609280367,5.68929589131951,5.608637660961803e-06,9.88673383332653e-06,2.1510988306352244e-07,6.721705844867033e-07,0.0015753662472866566,0.9946542564956229,2.1561147113543787e-07,2.276301683214811e-08,4.030569041030782e-09,0.9998700224207623,1.839753645127218e-08,0.1874697135433732,0.1856086883101702,0.00018302783573473884,0.01099297789357799,0.0002218568802673001,0.00013982383148241303
7.61,-93.05524566702033,138.49726773460182,5.689295898229045,5.6086376157557556e-06,9.88673327987683e-06,2.1510984561419412e-07,6.72170556265478e-07,0.0015753661792636405,0.9946542568722573,2.156114546443072e-07,2.276301504063511e-08,4.030568700215359e-09,0.9998700224282848,1.8397535292637814e-08,0.18746971210062655,0.18560868688189952,0.0001830278328051782,0.010992977717440003,0.00022185687849895233,0.0001398238303585738
7.62,-93.05524598191148,138.49726937639997,5.689295905138581,5.608637570549707e-06,9.886732726427128e-06,2.151098081648658e-07,6.721705280442527e-07,0.0015753661112406245,0.9946542572488917,2.156114381531765e-07,2.2763013249122115e-08,4.030568359399935e-09,0.9998700224358072,1.8397534134003452e-08,0.18746971065787987,0.18560868545362882,0.00018302782987561757,0.010992977541302016,0.00022185687673060455,0.00013982382923473458
7.63,-93.05524629680264,138.49727101819812,5.689295912048117,5.6086375253436595e-06,9.886732172977429e-06,2.1510977071553747e-07,6.721704998230274e-07,0.0015753660432176084,0.9946542576255261,2.1561142166204582e-07,2.276301145760912e-08,4.030568018584512e-09,0.9998700224433298,1.8397532975369086e-08,0.18746970921513323,0.18560868402535813,0.00018302782694605693,0.01099297736516403,0.0002218568749622568,0.0001398238281108954
7.640000000000001,-93.05524661169379,138.49727265999627,5.689295918957652,5.608637480137612e-06,9.886731619527729e-06,2.1510973326620915e-07,6.721704716018021e-07,0.0015753659751945924,0.9946542580021606,2.1561140517091513e-07,2.2763009666096125e-08,4.0305676777690894e-09,0.9998700224508522,1.8397531816734724e-08,0.18746970777238658,0.18560868259708743,0.00018302782401649628,0.010992977189026042,0.000221856873193909,0.00013982382698705617
7.65,-93.05524692658494,138.49727430179442,5.689295925867188,5.608637434931564e-06,9.886731066078027e-06,2.1510969581688083e-07,6.721704433805768e-07,0.0015753659071715764,0.994654258378795,2.1561138867978443e-07,2.276300787458313e-08,4.030567336953666e-09,0.9998700224583748,1.839753065810036e-08,0.1874697063296399,0.18560868116881676,0.00018302782108693563,0.010992977012888056,0.00022185687142556125,0.00013982382586321694
7.66,-93.0552472414761,138.49727594359257,5.689295932776723,5.608637389725517e-06,9.886730512628328e-06,2.151096583675525e-07,6.721704151593515e-07,0.0015753658391485603,0.9946542587554293,2.1561137218865376e-07,2.2763006083070134e-08,4.030566996138243e-09,0.9998700224658972,1.8397529499465996e-08,0.18746970488689327,0.18560867974054607,0.00018302781815737501,0.01099297683675007,0.00022185686965721347,0.00013982382473937772
7.67,-93.05524755636725,138.49727758539072,5.689295939686258,5.608637344519469e-06,9.886729959178626e-06,2.1510962091822418e-07,6.721703869381262e-07,0.0015753657711255443,0.9946542591320637,2.1561135569752306e-07,2.2763004291557136e-08,4.030566655322819e-09,0.9998700224734197,1.839752834083163e-08,0.18746970344414662,0.18560867831227537,0.00018302781522781437,0.010992976660612082,0.0002218568678888657,0.0001398238236155385
7.68,-93.05524787125839,138.49727922718887,5.689295946595794,5.6086372993134215e-06,9.886729405728926e-06,2.1510958346889586e-07,6.721703587169009e-07,0.0015753657031025283,0.9946542595086981,2.1561133920639239e-07,2.276300250004414e-08,4.030566314507396e-09,0.9998700224809421,1.8397527182197265e-08,0.18746970200139998,0.18560867688400468,0.00018302781229825372,0.010992976484474096,0.00022185686612051793,0.00013982382249169928
7.69,-93.05524818614954,138.49728086898705,5.689295953505329,5.608637254107374e-06,9.886728852279227e-06,2.151095460195675e-07,6.721703304956756e-07,0.001575365635079512,0.9946542598853326,2.156113227152617e-07,2.2763000708531146e-08,4.030565973691973e-09,0.9998700224884647,1.8397526023562903e-08,0.1874697005586533,0.185608675455734,0.0001830278093686931,0.01099297630833611,0.00022185686435217017,0.00013982382136786006
7.7,-93.0552485010407,138.4972825107852,5.6892959604148645,5.6086372089013255e-06,9.886728298829525e-06,2.151095085702392e-07,6.721703022744503e-07,0.001575365567056496,0.994654260261967,2.1561130622413101e-07,2.276299891701815e-08,4.030565632876549e-09,0.9998700224959871,1.8397524864928537e-08,0.18746969911590666,0.1856086740274633,0.00018302780643913245,0.010992976132198122,0.0002218568625838224,0.00013982382024402084
7.71,-93.05524881593185,138.49728415258335,5.689295967324401,5.608637163695278e-06,9.886727745379826e-06,2.1510947112091087e-07,6.72170274053225e-07,0.00157536549903348,0.9946542606386014,2.1561128973300032e-07,2.2762997125505155e-08,4.030565292061126e-09,0.9998700225035096,1.8397523706294175e-08,0.18746969767316002,0.18560867259919261,0.0001830278035095718,0.010992975956060136,0.00022185686081547463,0.00013982381912018162
7.72,-93.055249130823,138.4972857943815,5.689295974233936,5.60863711848923e-06,9.886727191930126e-06,2.1510943367158255e-07,6.721702458319997e-07,0.0015753654310104639,0.9946542610152358,2.1561127324186962e-07,2.276299533399216e-08,4.030564951245703e-09,0.9998700225110321,1.839752254765981e-08,0.18746969623041335,0.18560867117092195,0.00018302780058001116,0.01099297577992215,0.00022185685904712685,0.0001398238179963424
7.73,-93.05524944571415,138.49728743617965,5.689295981143471,5.608637073283183e-06,9.886726638480424e-06,2.1510939622225422e-07,6.721702176107743e-07,0.0015753653629874478,0.9946542613918702,2.1561125675073895e-07,2.2762993542479162e-08,4.030564610430279e-09,0.9998700225185546,1.8397521389025447e-08,0.1874696947876667,0.18560866974265125,0.00018302779765045054,0.010992975603784164,0.0002218568572787791,0.00013982381687250317
7.74,-93.0552497606053,138.4972890779778,5.689295988053007,5.608637028077135e-06,9.886726085030725e-06,2.151093587729259e-07,6.72170189389549e-07,0.0015753652949644318,0.9946542617685047,2.1561124025960825e-07,2.2762991750966167e-08,4.030564269614857e-09,0.999870022526077,1.8397520230391082e-08,0.18746969334492006,0.18560866831438055,0.0001830277947208899,0.010992975427646176,0.0002218568555104313,0.00013982381574866395
7.75,-93.05525007549645,138.49729071977595,5.689295994962542,5.6086369828710875e-06,9.886725531581023e-06,2.1510932132359758e-07,6.721701611683237e-07,0.0015753652269414158,0.9946542621451391,2.1561122376847758e-07,2.276298995945317e-08,4.0305639287994335e-09,0.9998700225335996,1.8397519071756716e-08,0.18746969190217339,0.18560866688610986,0.00018302779179132925,0.01099297525150819,0.00022185685374208355,0.00013982381462482473
7.76,-93.0552503903876,138.4972923615741,5.689296001872078,5.60863693766504e-06,9.886724978131323e-06,2.1510928387426926e-07,6.721701329470984e-07,0.0015753651589183997,0.9946542625217735,2.1561120727734688e-07,2.2762988167940176e-08,4.03056358798401e-09,0.999870022541122,1.8397517913122354e-08,0.18746969045942674,0.1856086654578392,0.00018302778886176863,0.010992975075370203,0.00022185685197373577,0.00013982381350098553
7.7700000000000005,-93.05525070527875,138.49729400337225,5.689296008781613,5.608636892458992e-06,9.886724424681624e-06,2.1510924642494093e-07,6.721701047258731e-07,0.0015753650908953837,0.9946542628984079,2.156111907862162e-07,2.276298637642718e-08,4.030563247168587e-09,0.9998700225486445,1.839751675448799e-08,0.1874696890166801,0.1856086640295685,0.00018302778593220798,0.010992974899232216,0.000221856850205388,0.0001398238123771463
7.78,-93.0552510201699,138.4972956451704,5.6892960156911485,5.608636847252945e-06,9.886723871231922e-06,2.151092089756126e-07,6.721700765046478e-07,0.0015753650228723676,0.9946542632750422,2.156111742950855e-07,2.2762984584914183e-08,4.0305629063531635e-09,0.999870022556167,1.8397515595853626e-08,0.18746968757393345,0.1856086626012978,0.00018302778300264733,0.01099297472309423,0.00022185684843704023,0.0001398238112533071
7.79,-93.05525133506106,138.49729728696855,5.689296022600685,5.608636802046896e-06,9.886723317782223e-06,2.151091715262843e-07,6.721700482834225e-07,0.0015753649548493516,0.9946542636516768,2.156111578039548e-07,2.2762982793401188e-08,4.03056256553774e-09,0.9998700225636895,1.839751443721926e-08,0.18746968613118678,0.18560866117302713,0.00018302778007308671,0.010992974546956243,0.00022185684666869247,0.00013982381012946787
7.8,-93.05525164995221,138.4972989287667,5.68929602951022,5.608636756840849e-06,9.886722764332523e-06,2.1510913407695597e-07,6.721700200621972e-07,0.0015753648868263356,0.9946542640283111,2.1561114131282414e-07,2.2762981001888193e-08,4.030562224722317e-09,0.9998700225712119,1.83975132785849e-08,0.18746968468844014,0.18560865974475643,0.00018302777714352607,0.010992974370818255,0.00022185684490034469,0.00013982380900562865
7.8100000000000005,-93.05525196484336,138.49730057056487,5.689296036419755,5.608636711634801e-06,9.886722210882821e-06,2.1510909662762765e-07,6.721699918409719e-07,0.0015753648188033195,0.9946542644049455,2.1561112482169344e-07,2.2762979210375197e-08,4.0305618839068934e-09,0.9998700225787345,1.8397512119950533e-08,0.1874696832456935,0.18560865831648574,0.00018302777421396542,0.01099297419468027,0.00022185684313199693,0.00013982380788178943
7.82,-93.0552522797345,138.49730221236302,5.689296043329291,5.6086366664287535e-06,9.886721657433122e-06,2.1510905917829932e-07,6.721699636197466e-07,0.0015753647507803035,0.9946542647815799,2.1561110833056277e-07,2.2762977418862202e-08,4.03056154309147e-09,0.9998700225862569,1.8397510961316167e-08,0.18746968180294682,0.18560865688821504,0.00018302777128440477,0.010992974018542283,0.00022185684136364915,0.0001398238067579502
7.83,-93.05525259462566,138.49730385416117,5.689296050238826,5.608636621222706e-06,9.886721103983422e-06,2.15109021728971e-07,6.721699353985213e-07,0.0015753646827572874,0.9946542651582144,2.1561109183943207e-07,2.2762975627349207e-08,4.030561202276047e-09,0.9998700225937794,1.8397509802681805e-08,0.18746968036020017,0.18560865545994437,0.00018302776835484415,0.010992973842404295,0.0002218568395953014,0.00013982380563411098
7.84,-93.05525290951681,138.49730549595932,5.689296057148361,5.608636576016658e-06,9.88672055053372e-06,2.1510898427964265e-07,6.72169907177296e-07,0.0015753646147342712,0.9946542655348488,2.156110753483014e-07,2.276297383583621e-08,4.0305608614606234e-09,0.9998700226013019,1.839750864404744e-08,0.18746967891745353,0.18560865403167368,0.0001830277654252835,0.010992973666266309,0.0002218568378269536,0.00013982380451027176
7.8500000000000005,-93.05525322440796,138.49730713775747,5.689296064057897,5.608636530810611e-06,9.88671999708402e-06,2.1510894683031433e-07,6.721698789560706e-07,0.0015753645467112551,0.9946542659114832,2.156110588571707e-07,2.2762972044323214e-08,4.030560520645201e-09,0.9998700226088244,1.8397507485413077e-08,0.18746967747470686,0.18560865260340298,0.00018302776249572286,0.010992973490128323,0.00022185683605860585,0.00013982380338643254
7.86,-93.05525353929912,138.49730877955562,5.6892960709674325,5.608636485604563e-06,9.88671944363432e-06,2.15108909380986e-07,6.721698507348453e-07,0.0015753644786882391,0.9946542662881176,2.1561104236604e-07,2.276297025281022e-08,4.0305601798297776e-09,0.9998700226163468,1.8397506326778712e-08,0.18746967603196021,0.1856086511751323,0.00018302775956616224,0.010992973313990335,0.00022185683429025807,0.00013982380226259332
7.87,-93.05525385419027,138.49731042135377,5.689296077876968,5.608636440398515e-06,9.88671889018462e-06,2.1510887193165769e-07,6.7216982251362e-07,0.001575364410665223,0.994654266664752,2.1561102587490933e-07,2.2762968461297223e-08,4.030559839014354e-09,0.9998700226238694,1.8397505168144346e-08,0.18746967458921357,0.18560864974686161,0.0001830277566366016,0.010992973137852349,0.00022185683252191028,0.0001398238011387541
7.88,-93.05525416908142,138.49731206315192,5.689296084786504,5.608636395192467e-06,9.88671833673492e-06,2.1510883448232936e-07,6.721697942923947e-07,0.001575364342642207,0.9946542670413865,2.1561100938377863e-07,2.2762966669784228e-08,4.030559498198931e-09,0.9998700226313918,1.8397504009509984e-08,0.18746967314646693,0.18560864831859092,0.00018302775370704095,0.010992972961714363,0.00022185683075356252,0.00013982380001491488
7.890000000000001,-93.05525448397258,138.49731370495007,5.689296091696039,5.6086363499864194e-06,9.886717783285218e-06,2.1510879703300104e-07,6.721697660711694e-07,0.001575364274619191,0.9946542674180209,2.1561099289264796e-07,2.2762964878271233e-08,4.0305591573835075e-09,0.9998700226389143,1.839750285087562e-08,0.18746967170372025,0.18560864689032022,0.0001830277507774803,0.010992972785576377,0.00022185682898521474,0.00013982379889107568
7.9,-93.05525479886371,138.49731534674822,5.689296098605574,5.608636304780372e-06,9.886717229835519e-06,2.1510875958367272e-07,6.721697378499441e-07,0.001575364206596175,0.9946542677946553,2.1561097640151726e-07,2.2762963086758235e-08,4.030558816568084e-09,0.9998700226464368,1.8397501692241256e-08,0.1874696702609736,0.18560864546204955,0.00018302774784791968,0.010992972609438389,0.00022185682721686698,0.00013982379776723646
7.91,-93.05525511375487,138.49731698854637,5.68929610551511,5.608636259574324e-06,9.886716676385819e-06,2.151087221343444e-07,6.721697096287188e-07,0.001575364138573159,0.9946542681712897,2.1561095991038656e-07,2.276296129524524e-08,4.030558475752661e-09,0.9998700226539593,1.839750053360689e-08,0.18746966881822696,0.18560864403377886,0.00018302774491835903,0.010992972433300403,0.0002218568254485192,0.00013982379664339724
7.92,-93.05525542864602,138.49731863034452,5.689296112424645,5.608636214368277e-06,9.886716122936117e-06,2.1510868468501607e-07,6.721696814074935e-07,0.0015753640705501429,0.994654268547924,2.156109434192559e-07,2.2762959503732244e-08,4.0305581349372375e-09,0.9998700226614817,1.839749937497253e-08,0.1874696673754803,0.18560864260550816,0.0001830277419887984,0.010992972257162417,0.00022185682368017144,0.00013982379551955802
7.930000000000001,-93.05525574353717,138.49732027214267,5.6892961193341804,5.608636169162229e-06,9.886715569486418e-06,2.1510864723568775e-07,6.721696531862682e-07,0.0015753640025271268,0.9946542689245585,2.156109269281252e-07,2.276295771221925e-08,4.030557794121814e-09,0.9998700226690043,1.8397498216338163e-08,0.18746966593273365,0.18560864117723747,0.00018302773905923777,0.010992972081024429,0.00022185682191182366,0.0001398237943957188
7.94,-93.05525605842833,138.49732191394085,5.6892961262437165,5.6086361239561814e-06,9.886715016036716e-06,2.1510860978635943e-07,6.721696249650429e-07,0.0015753639345041108,0.9946542693011929,2.1561091043699452e-07,2.2762955920706254e-08,4.030557453306391e-09,0.9998700226765267,1.8397497057703797e-08,0.187469664489987,0.1856086397489668,0.00018302773612967712,0.010992971904886443,0.0002218568201434759,0.00013982379327187957
7.95,-93.05525637331948,138.497323555739,5.689296133153252,5.608636078750134e-06,9.886714462587017e-06,2.151085723370311e-07,6.721695967438176e-07,0.0015753638664810948,0.9946542696778273,2.1561089394586382e-07,2.2762954129193256e-08,4.030557112490968e-09,0.9998700226840492,1.8397495899069435e-08,0.18746966304724033,0.1856086383206961,0.00018302773320011647,0.010992971728748456,0.00022185681837512812,0.00013982379214804035
7.96,-93.05525668821063,138.49732519753715,5.689296140062787,5.608636033544085e-06,9.886713909137317e-06,2.1510853488770279e-07,6.721695685225923e-07,0.0015753637984580787,0.9946542700544617,2.1561087745473315e-07,2.276295233768026e-08,4.030556771675545e-09,0.9998700226915717,1.839749474043507e-08,0.1874696616044937,0.1856086368924254,0.00018302773027055585,0.010992971552610468,0.00022185681660678036,0.00013982379102420113
7.97,-93.05525700310177,138.4973268393353,5.689296146972323,5.608635988338038e-06,9.886713355687615e-06,2.1510849743837446e-07,6.72169540301367e-07,0.0015753637304350627,0.9946542704310961,2.1561086096360245e-07,2.2762950546167265e-08,4.030556430860122e-09,0.9998700226990942,1.8397493581800707e-08,0.18746966016174704,0.18560863546415474,0.0001830277273409952,0.010992971376472482,0.00022185681483843258,0.0001398237899003619
7.98,-93.05525731799293,138.49732848113345,5.689296153881858,5.60863594313199e-06,9.886712802237916e-06,2.1510845998904614e-07,6.721695120801416e-07,0.0015753636624120464,0.9946542708077306,2.1561084447247175e-07,2.276294875465427e-08,4.030556090044698e-09,0.9998700227066166,1.8397492423166342e-08,0.1874696587190004,0.18560863403588404,0.00018302772441143456,0.010992971200334496,0.00022185681307008482,0.0001398237887765227
7.99,-93.05525763288408,138.4973301229316,5.689296160791393,5.608635897925943e-06,9.886712248788216e-06,2.1510842253971782e-07,6.721694838589163e-07,0.0015753635943890304,0.994654271184365,2.1561082798134108e-07,2.2762946963141275e-08,4.030555749229275e-09,0.999870022714139,1.839749126453198e-08,0.18746965727625373,0.18560863260761334,0.0001830277214818739,0.010992971024196508,0.00022185681130173704,0.00013982378765268347
8.0,-93.05525794777523,138.49733176472975,5.689296167700929,5.608635852719895e-06,9.886711695338514e-06,2.1510838509038947e-07,6.72169455637691e-07,0.0015753635263660143,0.9946542715609994,2.1561081149021038e-07,2.276294517162828e-08,4.030555408413852e-09,0.9998700227216616,1.8397490105897614e-08,0.18746965583350708,0.18560863117934265,0.0001830277185523133,0.010992970848058522,0.00022185680953338928,0.00013982378652884424
8.01,-93.05525826266638,138.4973334065279,5.689296174610464,5.608635807513847e-06,9.886711141888815e-06,2.1510834764106115e-07,6.721694274164657e-07,0.0015753634583429983,0.9946542719376338,2.156107949990797e-07,2.276294338011528e-08,4.030555067598428e-09,0.999870022729184,1.839748894726325e-08,0.18746965439076044,0.18560862975107198,0.00018302771562275265,0.010992970671920536,0.0002218568077650415,0.00013982378540500505
8.02,-93.05525857755754,138.49733504832605,5.68929618152,5.6086357623078e-06,9.886710588439113e-06,2.1510831019173283e-07,6.721693991952404e-07,0.0015753633903199823,0.9946542723142683,2.15610778507949e-07,2.2762941588602286e-08,4.030554726783005e-09,0.9998700227367066,1.8397487788628886e-08,0.18746965294801377,0.18560862832280128,0.000183027712693192,0.01099297049578255,0.00022185680599669374,0.00013982378428116583
8.03,-93.05525889244869,138.4973366901242,5.689296188429536,5.608635717101752e-06,9.886710034989414e-06,2.151082727424045e-07,6.721693709740151e-07,0.0015753633222969662,0.9946542726909027,2.1561076201681834e-07,2.276293979708929e-08,4.030554385967582e-09,0.999870022744229,1.839748662999452e-08,0.18746965150526712,0.1856086268945306,0.00018302770976363138,0.010992970319644562,0.00022185680422834596,0.0001398237831573266
8.040000000000001,-93.05525920733983,138.49733833192235,5.689296195339071,5.608635671895704e-06,9.886709481539714e-06,2.1510823529307618e-07,6.721693427527898e-07,0.0015753632542739502,0.9946542730675371,2.1561074552568764e-07,2.2762938005576296e-08,4.030554045152158e-09,0.9998700227517515,1.839748547136016e-08,0.18746965006252048,0.18560862546625992,0.00018302770683407073,0.010992970143506576,0.0002218568024599982,0.00013982378203348739
8.05,-93.05525952223098,138.4973399737205,5.689296202248607,5.608635626689656e-06,9.886708928090012e-06,2.1510819784374786e-07,6.721693145315645e-07,0.0015753631862509341,0.9946542734441715,2.1561072903455694e-07,2.27629362140633e-08,4.030553704336735e-09,0.999870022759274,1.8397484312725793e-08,0.1874696486197738,0.18560862403798922,0.0001830277039045101,0.01099296996736859,0.00022185680069165042,0.00013982378090964816
8.06,-93.05525983712214,138.49734161551868,5.689296209158142,5.6086355814836086e-06,9.886708374640313e-06,2.1510816039441954e-07,6.721692863103392e-07,0.001575363118227918,0.9946542738208058,2.1561071254342627e-07,2.2762934422550306e-08,4.030553363521312e-09,0.9998700227667965,1.839748315409143e-08,0.18746964717702716,0.18560862260971853,0.00018302770097494947,0.010992969791230602,0.00022185679892330266,0.00013982377978580894
