t,T2,LT2,T2R,T3,Bp,T2p,Yp,LT3,T3R,T4,T3p,LT4,T4p,LT2p,T2pR,LT3p,T3pR,LT4p,LT2R,LT3R,LT2pR,LT3pR
8.11,0.840551822640046,0.010274148115409795,0.9999060139698439,0.9308887304425716,0.7535766075959773,1.8321155549030956e-08,0.005543384984721419,0.04795693116033359,2.498554140617159e-05,9.467344046773634e-06,0.16458348203868345,0.12204126594824741,0.048941031097679825,0.0035652544687120157,3.359811258987991e-07,0.026192168892902032,1.7357092416155866e-06,0.03003191820650944,2.9962429040177116e-05,0.8405938512818854,0.010135524099685166,0.9999058475844873
8.120000000000001,0.929092056751125,0.7541384218300198,1.8314047691860713e-08,0.00554073486632448,0.04795792185227027,2.4995530849076228e-05,9.45603092929695e-06,0.164206448111878,0.12283551094118797,0.04895520483565403,0.0035688476680114443,3.359354535315292e-07,0.026187717637883516,1.7336331110013664e-06,0.03004983475402643,2.993404117416881e-05,0.8406358820252092,0.009998603518558986,0.9999056803747739,0.9272935314061106,0.7546998783328072,1.8307173622490398e-08
8.13,0.005538111004958827,0.04795892572425939,2.5005604508460394e-05,9.444786099701422e-06,0.1638294638476223,0.1236326095153474,0.04896938577889917,0.0035724405235628143,3.3589115861336037e-07,0.026183267128864603,1.7315688725439508e-06,0.03006773439073627,2.9905963163476583e-05,0.8406779148701229,0.009863369611395327,0.9999055124579779,0.9254931556045098,0.7552609777354506,1.8300418428550254e-08,0.005535512851937984,0.047959942770349505,2.501576273548109e-05
8.14,9.433609766393324e-06,0.16345252945529953,0.12443255947231707,0.04898357393256385,0.003576033035833523,3.358480541178711e-07,0.02617881736527725,1.7295169622749814e-06,0.03008561714671178,2.9876144877767914e-05,0.8407199498167313,0.009729805669688401,0.9999053435363867,0.9236909305608622,0.7558217181394116,1.8294234809557566e-08,0.005532942363581978,0.047960972984576834,2.5026005309155263e-05,9.422508390559828e-06,0.1630756451463537,0.12523535859713214
8.15,0.04899776928983577,0.0035796252044723404,3.3580677117105473e-07,0.026174368344627167,1.7274797395279697e-06,0.0301034830519898,2.9844902764773812e-05,0.8407619868651396,0.009597895060088504,0.9999051737553062,0.9218868575036422,0.7563821000365456,1.8288542267002492e-08,0.005530399128766718,0.04796201636099912,2.503633253708598e-05,9.411481104666914e-06,0.16269881113269183,0.12604100466189214,0.04901197185760342,0.003583217029877807,3.35767191481735e-07
8.16,0.02616992006696716,1.7254570179118696e-06,0.030121332136571186,2.981453001363024e-05,0.8408040260154528,0.00946762120820963,0.9999050033016428,0.920080937675201,0.7569421259153108,1.8282658022921727e-08,0.005527880758869892,0.04796307289366054,2.504674532411164e-05,9.400515211665013e-06,0.16232202762628886,0.12684949542581872,0.04902618166384705,0.003586808512981032,3.357286636618175e-07,0.026165472537217897,1.7234437405874815e-06,0.030139164430420886
8.17,2.9784754191871937e-05,0.8408460672677762,0.009338967624192947,0.9999048320639516,0.9182731723334696,0.757501795674077,1.827666995773452e-08,0.005525387430202067,0.04796414257663547,2.5057243800108032e-05,9.389609942825874e-06,0.16194529484171377,0.12766082863355224,0.04904039871498171,0.0035903996539674,3.3569128262549423e-07,0.026161025755575336,1.721439577332735e-06,0.030156979963467962,2.9755931773393362e-05,0.8408881106222147,0.009211917903019605
8.18,0.9999046599772897,0.916463562749691,0.75806110984695,1.8270591933061055e-08,0.005522918689361147,0.04796522540402235,2.5067828164281783e-05,9.378763099466802e-06,0.16156861299466965,0.12847500201741704,0.04905462302020008,0.00359399045323188,3.3565493411498093e-07,0.026156579722601273,1.7194438336379618e-06,0.030174778765605627,2.972823633454687e-05,0.8409301560788734,0.009086455712114845,0.999904487046029,0.9146521102100573,0.7586200687837101
8.19,1.8264373663977097e-08,0.005520474265205827,0.047966321369925215,2.5078498675410426e-05,9.367972488927437e-06,0.16119198230222842,0.12929201329578452,0.04906885458860581,0.0035975809111022565,3.356195710230953e-07,0.026152134438954762,1.7174557170098335e-06,0.030192560866691327,2.9700307307022115e-05,0.8409722036378576,0.008962564809168364,0.9999043132523182,0.9128388160155045,0.7591786712854649,1.8258376813698678e-08,0.005518055420070932,0.047967430468480315
8.2,2.508925517601311e-05,9.357244663460782e-06,0.16081540298373337,0.13011186017327747,0.049083093413702816,0.003601171027487135,3.3558556604816564e-07,0.026147689901700643,1.715478031353765e-06,0.03021032629654677,2.9672066267306207e-05,0.8410142532992723,0.008840229027263278,0.9999041386020294,0.9110236814807195,0.7597369174484779,1.82526276081187e-08,0.005515662133481602,0.04796855269382677,2.5100097839324628e-05,9.346580182739987e-06,0.16043887525925793
8.21,0.1309345403417614,0.04909733949982473,0.003604760802667355,3.355529195461203e-07,0.026143246110280547,1.7135112029095706e-06,0.030228075084957992,2.9643753027666702e-05,0.8410563050632226,0.0087194322752839,0.9999039631513811,0.9092067079352132,0.7602948076906648,1.8246991382806543e-08,0.005513294066153448,0.04796968804010872,2.5111026994997316e-05,9.335978385226759e-06,0.16006239935014888,0.13176005147927108,0.04911159285354661,0.003608350237018877
8.22,3.3552153670070175e-07,0.026138803064663842,1.7115551293693737e-06,0.030245807261675424,2.961512027996278e-05,0.8410983589298137,0.00860015855088735,0.9999037868936107,0.907387896722025,0.7608523419385831,1.824152274856901e-08,0.005510951365280721,0.04797083650148787,2.5122042778831297e-05,9.325440754589484e-06,0.15968597547936184,0.13258839125130442,0.0491258534775571,0.003611939330774079,3.3549146653637114e-07,0.026134360763955214,1.7096105737918445e-06
8.23,0.030263522856413896,2.9586804427498454e-05,0.8411404148991506,0.008482391929190604,0.9999036097786014,0.9055672491977581,0.7614095210116028,1.8236080560420964e-08,0.005508633293758366,0.047971998072123115,2.5133145517668947e-05,9.314963333609209e-06,0.15930960387069396,0.13341955731078717,0.049140121384212844,0.003615528084398748,3.354625244177302e-07,0.026129919209536136,1.7076760209084035e-06,0.030281221898852732,2.9558478332575108e-05,0.8411824729713385
8.24,0.008366116580714948,0.9999034318210256,0.9037447667324133,0.7619663447564945,1.8230732226285547e-08,0.005506340077417231,0.04797317274619915,2.5144335325331757e-05,9.304547995446608e-06,0.15893328474996257,0.13425354729823644,0.04915439657552437,0.0036191164981028002,3.35434782050638e-07,0.026125478400368562,1.7057523765188474e-06,0.030298904418635742,2.953001496587249e-05,0.8412245331464827,0.008251316762844742,0.9999032530055462,0.9019204507090295
8.25,0.7625228132225391,1.8225528532320885e-08,0.005504071741402393,0.047974360517907176,2.515561232759373e-05,9.294194930202152e-06,0.158557018344237,0.13509035884212137,0.04916867905645908,0.003622704572141645,3.354082656264411e-07,0.026121038336139754,1.7038398205813351e-06,0.0303165704453713,2.9502634169281392e-05,0.8412665954246883,0.008137976809527011,0.9999030732573715,0.9000943025241666,0.7630789278194265,1.8220196537394372e-08,0.005501826963487565
8.26,0.04797556138142673,2.5166976969260085e-05,9.283896328067726e-06,0.15818080488120645,0.13592998955837712,0.04918296884621391,0.0036262923071300134,3.353826415467008e-07,0.02611659901989728,1.7019351702151596e-06,0.030334220008632434,2.947597859062109e-05,0.8413086598060603,0.008026081159810372,0.9999028925970596,0.898266323587055,0.7636346883645586,1.8214815881761432e-08,0.005499605998052475,0.047976775330975524,2.5178429338142493e-05,9.273653464125434e-06
8.27,0.1578046445909432,0.13677243705125594,0.049197265947814595,0.003629879703256914,3.3535800271347863e-07,0.026112160450891073,1.70003904310529e-06,0.030351853137956766,2.9449076174347356e-05,0.841350726290704,0.007915614350491094,0.999902711086907,0.8964365153195808,0.764190094054955,1.8209601719105125e-08,0.005497409713639415,0.04797800236079242,2.518996938201533e-05,9.263470932674737e-06,0.15742853770532259,0.13761769891334008,0.049211570358362496
8.28,0.003633466760541786,3.35334611951727e-07,0.02610772262699441,1.6981534346889291e-06,0.03036946986284661,2.942229905088934e-05,0.8413927948787244,0.007806561000849186,0.9999025286920741,0.8946048791560516,0.7647451454453891,1.8204504485735974e-08,0.005495237634125377,0.04797924246510059,2.5201597308529767e-05,9.253344551806848e-06,0.1570524844567911,0.1384657727257755,0.04922588209050219,0.003637053479350177,3.3531238540140926e-07,0.026103285549801136
8.290000000000001,1.6962766168804942e-06,0.030387070212769065,2.9395612590922513e-05,0.8414348655702268,0.007698905829854692,0.9999023454098832,0.8927714165434993,0.7652998426801306,1.8199523401355227e-08,0.00549308968964168,0.047980495638151384,2.521331327218848e-05,9.243274079067557e-06,0.1566764850796827,0.1393166560579679,0.04924020115002292,0.0036406398599652078,3.352913221613293e-07,0.02609884921916225,1.6944086062785192e-06,0.030404654217156005,2.936911331190527e-05
8.3,0.8414769383653165,0.007592633653042246,0.9999021612312059,0.8909361289414651,0.7658541860361301,1.8194598500808938e-08,0.00549096567869496,0.04798176187421391,2.5225117482218686e-05,9.233259811577459e-06,0.15630053980988076,0.14017034646779666,0.04925452754188609,0.003644225902727908,3.3527136368739564e-07,0.02609441363462157,1.6925497273697942e-06,0.03042222190540413,2.9342440194504706e-05,0.8415190132640985,0.007487729387754819,0.9999019761710222
8.31,0.8890990178210176,0.7664081753286849,1.818981369884587e-08,0.005488865856849677,0.0479830411675665,2.5237009999243474e-05,9.223302686272698e-06,0.1559246488848431,0.14102684150259576,0.04926886126973327,0.0036478116078225236,3.352526082729813e-07,0.02608997879555938,1.6907004679795219e-06,0.03043977330687503,2.931561840314799e-05,0.8415610902666779,0.0073841780454095285,0.9999017902199405,0.8872600846656453,0.766961810763298,1.8185160828766508e-08
8.32,0.005486790093054787,0.047984333512497486,2.5248990971526293e-05,9.21340233623289e-06,0.15554881254342193,0.14188613869826075,0.04928320233962488,0.0036513969755524065,3.3523503517945655e-07,0.026085544701859465,1.6888608122282288e-06,0.03045730845089524,2.9289014213516303e-05,0.8416031693731602,0.007281964731973456,0.9999016033449486,0.8854193309709893,0.7675150928901863,1.8180573668268485e-08,0.005484737914733121,0.04798563890330072,2.5261060600893682e-05
8.33,9.203556497615704e-06,0.15517303102581853,0.1427482355795144,0.049297550761015045,0.0036549820063129625,3.352185315815158e-07,0.026081111354211397,1.6870299377534809e-06,0.0304748273667563,2.92626191959193e-05,0.8416452505836503,0.007181074662951,0.9999014155372303,0.8835767582439953,0.7680680218814004,1.81760376993936e-08,0.005482709223571825,0.04798695733429515,2.527321903292873e-05,9.19376578588439e-06,0.15479730457405985,0.14361312966075412
8.34,0.04931190653831024,0.003658566700412838,3.3520307186088565e-07,0.026076678752025156,1.685208303366163e-06,0.03049233008371475,2.923647845591688e-05,0.8416873338982536,0.007081493150684983,0.9999012267874344,0.8817323680034115,0.7686205979632901,1.8171543938328453e-08,0.005480703867335963,0.04798828879980428,2.5285466403188117e-05,9.184029763186001e-06,0.15442163343164236,0.14448081844555294,0.04932626967772711,0.003662151058161065,3.3518862995409265e-07
8.35,0.02607224689522104,1.6833958567632998e-06,0.030509816630992222,2.921037857040408e-05,0.8417294193170751,0.006983205607085837,0.9999010371095375,0.8798861617795151,0.7691728211013706,1.816715239626316e-08,0.005478721951940589,0.04798963329415771,2.529780277372976e-05,9.174348155491675e-06,0.1540460178436734,0.1453512994269322,0.04934064018506692,0.003665735079773191,3.351752732602971e-07,0.02606781578375635,1.6815925080200915e-06,0.030527287037775484
8.36,2.9184507270451542e-05,0.8417715068402203,0.006886197550415419,0.9999008464848042,0.8780381411138743,0.769724691666406,1.8162826317879748e-08,0.0054767631817782235,0.04799099081170214,2.5310228298918554e-05,9.164720055536625e-06,0.15367045805676285,0.14622457008759815,0.04935501806743394,0.0036693187656021854,3.351629320101582e-07,0.026063385417734262,1.6797980219585905e-06,0.030544741333216475,2.9158868452128934e-05,0.8418135964677943,0.006790454601221631
8.370000000000001,0.999900654909259,0.8761883075592691,0.7702762098437075,1.8158567911834258e-08,0.005474827444721043,0.047992361346793924,2.532274308968618e-05,9.155144963119897e-06,0.15329495431917678,0.14710062790002112,0.049369403331147255,0.0036729021159403056,3.3515159721269665e-07,0.02605895579713906,1.678012282123408e-06,0.03056217954643235,2.9133352862296183e-05,0.8418556881999022,0.006695962484158599,0.9999004623844044,0.8743366626794999,0.7708273757044818
8.38,1.8154384872179792e-08,0.005472914741439628,0.047993744893803765,2.533534724703851e-05,9.145623186769371e-06,0.15291950688088507,0.14797947032662434,0.04938379598110132,0.0036764851310535102,3.3514128635897143e-07,0.026054526921601047,1.6762355264345112e-06,0.03057960170650551,2.910792463119298e-05,0.8418977820366493,0.00660270702977226,0.9999002689119498,0.8724832080493476,0.7713781893941946,1.8150292510605924e-08,0.005471024998917861,0.04799514144710822
8.39,2.5348040859895083e-05,9.136154056144537e-06,0.1525441159933876,0.14886109481982476,0.04939819602389188,0.0036800678112157473,3.3513200892326405e-07,0.02605009879122069,1.6744675219365116e-06,0.03059700784248369,2.908261947106162e-05,0.841939877978141,0.006510674172699622,0.9999000744803189,0.8706279452544867,0.7719286511307288,1.8146283635869893e-08,0.005469158072232736,0.047996551001100896,2.5360824035326236e-05,9.126737110239115e-06,0.15216878190984953
8.4,0.14974549882211768,0.049412603465815205,0.0036836501567322783,3.3512374332222274e-07,0.02604567140594242,1.6727081924070592e-06,0.030614397983379966,2.905767836227306e-05,0.8419819760244822,0.006419849951404127,0.9998998790516942,0.8687708758914526,0.7724787613393739,1.8142309491336222e-08,0.0054673136108816765,0.047997973550194,2.5373696917669484e-05,9.11737161826923e-06,0.1517935048850629,0.15063267976610897,0.04942701831375862,0.0036872321679804394
8.41,3.3511639618884044e-07,0.02604124476572206,1.6709574511027388e-06,0.030631772158172796,2.9032833382878727e-05,0.8420240761757785,0.0063302205180037424,0.9998996826472277,0.866912001566913,0.773028519931611,1.8138420710114215e-08,0.005465491773023952,0.047999409088795804,2.5386659547235773e-05,9.108057597893013e-06,0.15141828517557948,0.15152263507524225,0.04944144057303688,0.0036908138451609168,3.351100505316361e-07,0.026036818870441937,1.669215282970425e-06
8.42,0.030649130395806128,2.9007975353418835e-05,0.8420661784321348,0.006241772130582728,0.9998994852667625,0.8650513238980916,0.7735779269793147,1.8134635062095105e-08,0.0054636925577981115,0.04800085761133187,2.539971199290606e-05,9.098794877154825e-06,0.15104312303961387,0.15241536216337465,0.04945587024939157,0.003694395188530594,3.351047334231018e-07,0.02603239371998186,1.6674816761943546e-06,0.03066647272518939,2.898295469906757e-05,0.8421082827936568
8.43,0.006154491156491038,0.9998992869123622,0.8631888445124691,0.77412698251364,1.813097657848972e-08,0.005461916004490282,0.04800231911223887,2.5412854312922458e-05,9.089583383558494e-06,0.15066801873709093,0.1533108584350747,0.049470307348379136,0.0036979761983333176,3.3510048507699327e-07,0.026027969314192337,1.6657566482516282e-06,0.030683799175197566,2.8957836204849735e-05,0.8421503892604493,0.006068364066218647,0.9998990875730956,0.8613245650480983
8.44,0.7746756867822776,1.812743369306533e-08,0.005460161937778578,0.04800379358596877,2.5426086596930473e-05,9.080422493024116e-06,0.15029297252960314,0.15420912128530656,0.049484751876625356,0.0037015568748825513,3.3509727630303413e-07,0.02602354565308902,1.6640400519016371e-06,0.0307011097746712,2.8933180700899135e-05,0.8421924978326178,0.005983377426547756,0.9998988872082161,0.8594584871539663,0.7752240405339063,1.8123912967284904e-08,0.005458429686045871
8.45,0.0480052810269934,2.543940901245521e-05,9.07131030986166e-06,0.14991798468036208,0.15511014809906679,0.04949920384321272,0.003705137218652757,3.3509491724085373e-07,0.02601912273706787,1.6623313605481519e-06,0.03071840455241645,2.8908617189413843e-05,0.8422346085102677,0.005899517939547689,0.9998986858322764,0.8575906124873791,0.7757720435762081,1.8120473155760222e-08,0.005456719509353082,0.04800678142978125,2.545282156990531e-05,9.062247325896483e-06
8.46,0.14954305545452876,0.15601393625399776,0.049513663252631956,0.0037087172298164643,3.350935197008654e-07,0.02601470056580782,1.6606307630551634e-06,0.030735683537205204,2.888415250206025e-05,0.842276721293504,0.005816772408161511,0.9998984834370127,0.8557209427161151,0.7763196960984404,1.8117110360343586e-08,0.005455031289718331,0.048008294788818844,2.5466324338300815e-05,9.053233067221177e-06,0.14916818511893742,0.1569204831182348,0.04952813011124196
8.47,0.003712296908668966,3.3509307300957867e-07,0.026010279139275092,1.6589381617231384e-06,0.030752946757775047,2.8859799182521575e-05,0.8423188361824321,0.005735127746890212,0.9998982800135084,0.8538494795176463,0.7768669982956306,1.8113818968490845e-08,0.0054533649032715015,0.04800982109860465,2.5479917384103237e-05,9.044267048930065e-06,0.1487933739421917,0.1578297860511824,0.049542604425430924,0.0037158762555077147,3.3509356446472667e-07,0.02600585845743643
8.48,1.657253458438011e-06,0.030770194242829344,2.883556295858311e-05,0.8423609531771573,0.00565457097356553,0.9998980755547462,0.8519762245795588,0.7774139503559281,1.8110598798525164e-08,0.005451720232780034,0.048011360353649245,2.5493600764261788e-05,9.035348860919904e-06,0.14841862219472,0.15874184240309427,0.04955708620146709,0.0037194552706282984,3.350949833606626e-07,0.0260014385202316,1.6555765821001333e-06,0.030787426021037283,2.8811421687120642e-05
8.49,0.842403072277785,0.005575089195422668,0.9998978700598398,0.8501011796003195,0.7779605524393586,1.8107466952600894e-08,0.005450097188690982,0.048012912548475374,2.5507374514664562e-05,9.026478308909433e-06,0.14804393014885775,0.15965664951430553,0.049571575445252966,0.003723033954317649,3.3509732778550884e-07,0.025997019327528674,1.6539075332737952e-06,0.030804642121033895,2.8787414752042786e-05,0.8424451934844203,0.005496669669007049,0.9998976635165147
8.5,0.8482243462855232,0.7785068047679634,1.8104408690017105e-08,0.005448495619860468,0.048014477677617656,2.552123869811001e-05,9.017654840199749e-06,0.14766929807858417,0.1605742047189829,0.04958607216332811,0.003726612306883131,3.3510057551531245e-07,0.025992600879302795,1.6522462057757342e-06,0.030821842571420142,2.876356445765438e-05,0.8424873167971685,0.005419299747775711,0.9998974559166731,0.8463457263510156,0.7790527075465156,1.8101421053690864e-08
8.51,0.005446915392074226,0.048016055735622946,2.5535193361745014e-05,9.008878057380373e-06,0.14729472625978401,0.1614945053420024,0.04960057636197288,0.003730190328627056,3.351047095184859e-07,0.025988183175474983,1.6505925475508235e-06,0.030839027400762935,2.8739898758999417e-05,0.842529442216135,0.005342966897439043,0.9998972472520035,0.8444653215218686,0.7795982609854282,1.8098500549791975e-08,0.005445356365359943,0.048017646717050284,2.5549238549110894e-05
8.52,9.000147575808377e-06,0.14692021497019295,0.16241754869997255,0.04961508804745768,0.003733768019854114,3.351097105204236e-07,0.02598376621595602,1.6489465168965657e-06,0.030856196637595184,2.8716411589509803e-05,0.8425715697414252,0.0052676586887076115,0.9998970375154752,0.8425831335326798,0.7801434652606966,1.8095647940148578e-08,0.005443818433654628,0.048019250616468986,2.5563374295490017e-05,8.991463059113256e-06,0.14654576448945056,0.16334333210093407
8.53,0.0496296072259568,0.003737345380856936,3.351155713948884e-07,0.025979350000658322,1.6473080703383873e-06,0.030873350310415854,2.8692970517212256e-05,0.8426136993731443,0.005193362779914796,0.999896826704807,0.8406991641284153,0.7806883204206757,1.8092879364806006e-08,0.005442301617117998,0.04802086742845426,2.557760061707875e-05,8.982824299170857e-06,0.1461713750992046,0.16427185284351728,0.0496441339033525,0.003740922411882441,3.35122330700335e-07
8.540000000000001,0.025974934529524988,1.6456771330572617e-06,0.030890488447689986,2.8669642700667645e-05,0.8426558311113976,0.005120066980043055,0.9998966148102718,0.8388134150609445,0.7812328267150754,1.8090187192534333e-08,0.005440805736348058,0.04802249714760284,2.5591917549189462e-05,8.974230942918325e-06,0.1457970470828131,0.1652031082204032,0.04965866808591144,0.003744499113250747,3.3512995417327637e-07,0.025970519802422723,1.6440537078811895e-06,0.03090761107784878
8.55,2.8646411215588012e-05,0.8426979649562906,0.00504775919456999,0.9998964018253285,0.8369258880918524,0.7817769843086161,1.8087574137738472e-08,0.005439330695931714,0.04802413976851941,2.5606325112997706e-05,8.965682733862346e-06,0.1454227807256318,0.16613709551551326,0.04967320977968971,0.0037480754852517407,3.3513843780879806e-07,0.02596610581923313,1.6424377823339434e-06,0.030924718229289622,2.862325316544055e-05,0.8427401009079284,0.004976427440854923
8.56,0.9998961877437069,0.8350365849915262,0.7823207933598565,1.8085043897485892e-08,0.0054378764063860476,0.04802579528582035,2.5620823324694183e-05,8.9571794481431e-06,0.14504857631495457,0.16707381200492022,0.049687758990692346,0.0037516515281735955,3.351477794403738e-07,0.02596169257982626,1.640829355526552e-06,0.03094180993037612,2.8600163937724e-05,0.8427822389664165,0.00490605984309192,0.9998959725579272,0.8331455075393217,0.7828642540456971
8.57,1.808259679147126e-08,0.00543644275989552,0.04802746369413293,2.5635412199943043e-05,8.948720771787254e-06,0.1446744341400429,0.1680132549566817,0.049702315725091456,0.0037552272423098682,3.3515797162320866e-07,0.025957280084112407,1.6392283863167346e-06,0.030958886209438163,2.8577235804122824e-05,0.8428243791318601,0.00483664461572212,0.9998957562545128,0.8312526575243138,0.783407366640808,1.8080215666431536e-08,0.005435029551660888,0.048029144988092715
8.58,2.5650091768239685e-05,8.940305904670289e-06,0.14430035449218587,0.1689554216300887,0.049716879989930456,0.003758802627982531,3.3516897853454084e-07,0.025952868332208487,1.6376346266763673e-06,0.030975947094771906,2.8554408160618054e-05,0.8428665214043648,0.004768170116578135,0.9998955388291777,0.8293580367425157,0.7839501312651829,1.80779106253192e-08,0.00543363672987653,0.04803083916235162,2.5664862027453197e-05,8.931934815773062e-06,0.14392633766457763
8.59,0.16990030927844413,0.04973145179089133,0.0037623776854687047,3.3518080944769364e-07,0.02594845732391179,1.6360481486622813e-06,0.030992992614639954,2.8531679329423777e-05,0.8429086657840358,0.004700624802008988,0.999895320273937,0.8274616469990619,0.784492548098195,1.807568106900085e-08,0.00543226418376871,0.048032546211571,2.5679722982448712e-05,8.923607177283906e-06,0.14355238395245123,0.17084791514688016,0.04974603113419022,0.0037659524150627593
8.6,3.351934564564914e-07,0.025944047059147365,1.6344688964181944e-06,0.03101002279727129,2.8509048400374475e-05,0.8429508122709783,0.00463399723933522,0.9998951005806397,0.8255634901074891,0.7850346173198026,1.807352610061236e-08,0.0054309118018150354,0.048034266130423525,2.569467463453267e-05,8.915322656308955e-06,0.14317849365306273,0.1717982364730765,0.04976061802605841,0.0037695268170592367,3.3520691159758975e-07,0.025939637537845943,1.6328968084212254e-06
8.61,0.031027037670861353,2.8486517708940253e-05,0.842992960865298,0.004568276101948486,0.9998948797404826,0.8236635678879479,0.7855763391127871,1.8071445067879162e-08,0.00542957946953836,0.04803599891359337,2.570971698161577e-05,8.907080840541182e-06,0.14280466706610562,0.17275127048902508,0.04977521247287141,0.0037731008917526723,3.3522116704216287e-07,0.0259352287599683,1.631331793179009e-06,0.031044037263573094,2.8464076572372555e-05,0.8430351115671
8.620000000000001,0.004503450160982863,0.9998946577455411,0.821761882176884,0.7861177136476718,1.8069442182116464e-08,0.005428267084402855,0.04803774455578073,2.5724850010968102e-05,8.898881392523701e-06,0.1424309044920316,0.17370701441145012,0.04978981448089282,0.0037766746394346084,3.352362181633187e-07,0.025930820725409733,1.6297738252202492e-06,0.03106102160353222,2.844173406921936e-05,0.8430772643764898,0.004439508316927306,0.9998944345862908,0.819858434808277
8.63,0.7866587411132617,1.8067514214137503e-08,0.005426974525638587,0.04803950305169054,2.574007371608224e-05,8.890723860881208e-06,0.1420572062350537,0.17466546546038406,0.04980442405657415,0.003780248060401139,3.352520557699602e-07,0.025926413434169005,1.6282227748841202e-06,0.031077990718835987,0.0,2.510321020712e-311,1.8e-322,1.5320809614336e-311,8.70018274335e-313,2.1219957905e-314,0.0,5.85e-321
8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.790000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.870000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
