t,mos,mosstar,mose1,mosstare2,mekstarmosstar,mekmosstar,mekstar,mekstarstar,mekstarmekpase,mekstarstarmekpase,mapkmekstarstar,mapkstarmekstarstar,mek,mapkstar,mapkstarstar,mapkstarmapkpase,mapkstarstarmapkpase,mapk
7.51,0.001166024508176374,0.0004342268271268007,1.161869926105204e-06,4.334225731652696e-07,0.0005816563519262015,0.0008164970211312707,0.402091200044436,0.1392877638502313,0.00014342168577069223,4.9595739991218626e-05,0.01590092342105957,0.0771306309770023,0.5639983109061258,0.16618130202288822,0.8147053098734401,0.015595304543216462,0.07629852536736928,0.03418800379502362
7.5200000000000005,0.0011649341304236591,0.00043475950851724145,1.1607871781808238e-06,4.339535483861774e-07,0.0005826746162005095,0.000816037004991942,0.40230093593479854,0.14009091589139416,0.0001433240083967237,4.9822098775077064e-05,0.01581824308106683,0.07720861788503822,0.5629894294770124,0.1653950802813201,0.8158606196700301,0.015516942452106167,0.07638499387652582,0.033815502753912347
7.53,0.001163846169447324,0.00043529269671690194,1.1597068214626252e-06,4.3448502619600663e-07,0.0005836917964033171,0.0008155751464447194,0.40250894136614307,0.1408951700382621,0.0001432260569621411,5.0048342891372684e-05,0.01573634233971387,0.07728591033536009,0.5619810945754936,0.16461506248010221,0.8170041306241046,0.015439276903090984,0.0764706383846797,0.03344863893294809
7.54,0.0011627606224212242,0.00043582639435446824,1.1586288531955858e-06,4.3501700920980746e-07,0.0005847078866033472,0.0008151114516184757,0.4027152154550372,0.14170052703456254,0.00014312783204145134,5.0274473420013566e-05,0.01565521042721218,0.07736251689352357,0.5609733085436556,0.16384118223365077,0.8181360219178667,0.015362298625404518,0.07655547086175911,0.03308729904058264
7.55,0.0011616774865272606,0.0004363606040600713,1.157553270632473e-06,4.3554950004426736e-07,0.0005857228808820486,0.0008146459266198619,0.4029197573371053,0.14250698744079715,0.00014302933408364684,5.050049155508021e-05,0.015574835534403458,0.07743844733699402,0.5599660737152338,0.16307337108621414,0.8192564697899184,0.01528599833456664,0.07663950314512681,0.032731374772776003
7.5600000000000005,0.0011605967589553665,0.0004368953284653359,1.156480071033834e-06,4.360825013175923e-07,0.0005867367733336896,0.0008141785775331747,0.4031225661668871,0.14331455168771617,0.00014293056350066737,5.0726398497570623e-05,0.015495205609595435,0.07751371180498151,0.5589593924156291,0.1623115603571421,0.8203656471773517,0.015210366841998633,0.07672274686809975,0.03238076134083039
7.57,0.0011595184369034962,0.0004374305702034561,1.1554092516679873e-06,4.366160156495391e-07,0.0005877495580652205,0.0008137094104204265,0.4033236411176334,0.14412322004961683,0.00014283152074627287,5.095219547132048e-05,0.015416308241419374,0.07758832094235231,0.5579532669619494,0.16155568332450856,0.8214637226290769,0.01513539529313073,0.07680521333383998,0.032035356235671664
7.58,0.0011584425175776244,0.0004379663319091285,1.1543408098110104e-06,4.371500456608113e-07,0.0005887612291972498,0.0008132384313204416,0.40352298138158343,0.14493299325436781,0.00014273220648089988,5.117788326409318e-05,0.01533813573225838,0.0776622802163722,0.55694769966283,0.1608056764945891,0.8225508622810906,0.015061074895598506,0.07688691372837243,0.0316950566517183
7.59,0.0011573689981917259,0.0004385026162186539,1.1532747427467346e-06,4.376845939740342e-07,0.0005897717808621677,0.0008127656462506491,0.40372058616929735,0.14574387164457386,0.0001426326211979435,5.140346289174264e-05,0.015260677716399492,0.0777355981373117,0.5559426928188895,0.16006147405531734,0.8236272292328817,0.014987396916863257,0.07696785904741446,0.03135976489381171
7.6000000000000005,0.001156297875967773,0.0004390394257699318,1.1522110477667384e-06,4.3821966321327687e-07,0.0005907812072050871,0.0008122910612061485,0.4039164547099688,0.14655585560875478,0.0001425327654609172,5.1628935350645794e-05,0.015183924722759135,0.07780828226447217,0.5549382487224966,0.15932301329335663,0.8246929823430513,0.014914352920117486,0.07704806000276336,0.03102938445347944
7.61,0.0011552291481357261,0.0004395767632024975,1.1511497221703413e-06,4.3875525600426115e-07,0.0005917895023834739,0.0008118146821600506,0.4041105862513093,0.1473689454131221,0.00014243263984330278,5.1854301814519546e-05,0.015107866521540728,0.07788034102764578,0.553934369657855,0.15859023480341244,0.8257482752564744,0.014841934880767666,0.07712752694028827,0.030703820569870206
7.62,0.001154162811933521,0.00044011463115753755,1.1500907632645856e-06,4.392913749741493e-07,0.0005927966605670721,0.0008113365150635534,0.40430298005916304,0.1481831414866148,0.00014233224496321836,5.2079563236191486e-05,0.015032494886638716,0.077951780680291,0.5529310579011367,0.15786307901550428,0.8267932602492896,0.01477013470706653,0.07720627016206398,0.030382980299145452
7.63,0.0011530988646070623,0.00044065303227782613,1.1490341683642403e-06,4.3982802275190984e-07,0.0005938026759376633,0.0008108565658462553,0.40449363541783745,0.1489984435310032,0.00014223158131210985,5.2304720582466627e-05,0.014957798378916951,0.07802261140577058,0.5519283157204676,0.15714148357886595,0.8278280863869781,0.014698944473164914,0.07728429958203159,0.030066776194271266
7.640000000000001,0.0011520373034102128,0.00044119196920786914,1.1479799347917845e-06,4.4036520196810336e-07,0.0005948075426890587,0.0008103748404160227,0.40468255162967,0.14981485141445147,0.00014213064944199605,5.2529774878545665e-05,0.014883766594008604,0.078092842176129,0.5509261453759896,0.15642538970600792,0.8288528988298829,0.01462835652890026,0.07736162489889406,0.02975512126617661
7.65,0.0011509781256047852,0.00044173144459387094,1.1469280598774006e-06,4.409029152549322e-07,0.0005958112550269938,0.0008098913446591403,0.40486972801498783,0.15063236489697435,0.000142029449925203,5.275472706212564e-05,0.014810389446937574,0.07816248174219162,0.5499245491199095,0.15571473886164705,0.8298678402109091,0.014558363316527495,0.07743825564934047,0.029447930772445965
7.66,0.001149921328460534,0.0004422714610837631,1.1458785409589586e-06,4.414411652460601e-07,0.0005968138071692026,0.0008094060844402168,0.405055163911801,0.15145098402247306,0.00014192798349264962,5.297957770446814e-05,0.014737660490137944,0.07823153492390948,0.5489235291965463,0.15500947273223942,0.8308730526055756,0.014488957097670447,0.0775142015255904,0.029145120624875922
7.67,0.0011488669092551433,0.00044281202132721484,1.1448313753820201e-06,4.4197995457703477e-07,0.0005978151933449295,0.0008089190656026741,0.40523885867609105,0.15227070833297437,0.00014182625076501933,5.320432754632091e-05,0.014665570371249088,0.07830000993771852,0.5479230878423823,0.1543095331434711,0.8318686739675385,0.014420130472999284,0.07758947177195748,0.0288466103350653
7.68,0.0011478148652742204,0.00044335312797576514,1.1437865604998269e-06,4.4251928588514283e-07,0.0005988154077947588,0.0008084302939687885,0.4054208116814426,0.1530915378669497,0.00014172425235525226,5.342897755258915e-05,0.01459411050476256,0.07836791372669873,0.5469232272861494,0.153614864473577,0.8328548391095938,0.01435187620973959,0.07766407549951242,0.028552320476115185
7.69,0.0011467651938112911,0.000443894783682753,1.1427440936732962e-06,4.4305916180939215e-07,0.0005998144447707609,0.0008079397753396208,0.40560102231906464,0.15391347271491365,0.00014162198889296302,5.3653528672421734e-05,0.014523272777379024,0.07843525269982929,0.5459239497488118,0.1529254118561443,0.8338316804325324,0.014284187169171982,0.07773802168708874,0.028262173377853278
7.7,0.0011457178921677775,0.00044443699110334337,1.141703972270996e-06,4.43599584990546e-07,0.000600812298536271,0.0008074475154952384,0.4057794899975426,0.1547365128507816,0.00014151946103819246,5.3877981726338026e-05,0.01445304966814854,0.07850203278072519,0.5449252574436798,0.15224112059610387,0.8347993284372147,0.01421705626540635,0.0778113192035072,0.027976093048892873
7.71,0.001144672957653001,0.00044497975289433295,1.1406661936691446e-06,4.4414055807116487e-07,0.000601808963366336,0.0008069535201944726,0.4059562141434813,0.15556065699596688,0.00014141666937532609,5.4102337319425625e-05,0.014383431507806677,0.07856826328393983,0.5439271525762231,0.15156193632163745,0.8357579094049177,0.01415047680905486,0.07788397637471887,0.027694006297923176
7.72,0.0011436303875841725,0.000445523071714645,1.1396307552516174e-06,4.446820836956276e-07,0.0006028044335465099,0.0008064577951756046,0.4061311942002079,0.1563859053914801,0.0001413136145474365,5.432659643701664e-05,0.014314411221150639,0.07863394940064358,0.5429296373444845,0.1508878069075132,0.8367075485802267,0.014084441987864639,0.07795600176145936,0.027415840141140364
7.73,0.0011425901792863772,0.00044606695022497364,1.1385976544099213e-06,4.4522416451012536e-07,0.0006037987033736351,0.0008059603461559747,0.406304429628556,0.15721225759132879,0.00014121029719308287,5.4550759853769415e-05,0.014245980918467956,0.0786990978138966,0.5419327139388475,0.15021868018489606,0.837648368413007,0.014018945194161032,0.07802740361258076,0.027141523862989007
7.74,0.0011415523300925463,0.0004466113910877702,1.1375668885431767e-06,4.457668031626511e-07,0.000604791767155829,0.0008054611788320261,0.40647591990673454,0.1580397121934355,0.00014110671801158416,5.477482788376352e-05,0.014178131879216373,0.07876371698431492,0.5409363845420887,0.14955450247585253,0.838580489343306,0.013953979949156646,0.07809818988799233,0.026870989480159552
7.75,0.0011405168373435374,0.000447156396967489,1.1365384550581813e-06,4.4631000230302946e-07,0.0006057836192120538,0.0008049602988794277,0.4066456645301937,0.15886826882800473,0.00014100287763603334,5.499880136121061e-05,0.014110856617021437,0.07882781309598025,0.5399406513293843,0.148895223646733,0.8395040288669656,0.013889539899297346,0.07816836852543027,0.026604169348570225
7.76,0.0011394836983880162,0.00044770197053060933,1.1355123513693074e-06,4.4685376458301146e-07,0.0006067742538716953,0.0008044577119535833,0.40681366301107713,0.1596979271997677,0.00014089877675612592,5.5222681083615003e-05,0.014044148095118454,0.07889139179944624,0.5389455164685985,0.14824079385733627,0.8404191029145869,0.01382561871935227,0.07823794740995407,0.026340997204203607
7.7700000000000005,0.0011384529105824515,0.0004482481144457486,1.1344885748984948e-06,4.473980926563192e-07,0.0006077636654742369,0.0008039534236898551,0.40697991487798035,0.16052868761656566,0.00014079441610518475,5.544646804402094e-05,0.013978000346121051,0.07895445706330932,0.5379509821203832,0.14759116462902622,0.8413258259162018,0.013762210078187303,0.0783069344778912,0.02608140748926069
7.78,0.00113742447129128,0.0004487948313830944,1.1334671230754055e-06,4.4794298917831983e-07,0.0006087518483713209,0.0008034474397018893,0.4071444196777564,0.1613605495764207,0.00014068979637805613,5.567016297015425e-05,0.013912406417405883,0.07901701464130913,0.5369570504373593,0.1469462875364748,0.8422243088690945,0.013699307917134399,0.07837533725338834,0.025825337365190354
7.79,0.0011363983778866446,0.00044934212401495936,1.1324479933371795e-06,4.484884568065592e-07,0.0006097387969239526,0.0008029397655841312,0.40730717697319185,0.16219351178813285,0.0001405849182285018,5.589376632704168e-05,0.013847358786213822,0.07907907163779399,0.5359637235652767,0.14630611331831378,0.8431146615308893,0.013636906275639515,0.07844316305483565,0.025572725396311134
7.8,0.0011353746277485092,0.0004498899950156083,1.1314311831285428e-06,4.490344982005249e-07,0.0006107245055036284,0.0008024304069107526,0.4074681863439155,0.16302757261080852,0.00014047978229717422,5.611727846299566e-05,0.013782849752343986,0.07914063567489597,0.5349710036425341,0.14567059286537734,0.8439969916353264,0.013574999313635507,0.07851041901127181,0.02532351174714603
7.8100000000000005,0.001134353218264781,0.00045043844706118056,1.1304166899019189e-06,4.4958111602138637e-07,0.0006117089684934006,0.0008019193692345436,0.4076274473872041,0.16386273122410563,0.00014037438928342946,5.634069999542169e-05,0.013718872754057313,0.0792017124055911,0.5339788927997078,0.1450396792142321,0.8448714043239306,0.013513581251572008,0.0785771122462199,0.025077637804394048
7.82,0.0011333341468309902,0.00045098748283035667,1.1294045111171359e-06,4.501283129327166e-07,0.0006126921802843497,0.0008014066580900869,0.40778495971508155,0.16469898732147908,0.00014026873995225272,5.656403162817678e-05,0.013655421328570517,0.07926230686160686,0.5329873931609801,0.14441332640580157,0.8457380039619947,0.013452646350817572,0.0786432498873239,0.02483504520388205
7.83,0.0011323174108505483,0.00045153710500362256,1.1283946442416629e-06,4.506760915998906e-07,0.0006136741352787535,0.0008008922789910733,0.40794072295700184,0.16553634019005944,0.0001401628350460426,5.6787273948732565e-05,0.013592488933873948,0.07932242455057273,0.5319965068429005,0.1437914886809772,0.8465968925298734,0.013392189004361796,0.07870883885050187,0.024595677449836477
7.84,0.0011313030077347323,0.0004520873162633254,1.1273870867505942e-06,4.5122445469012623e-07,0.0006146548278898634,0.000800376237430485,0.4080947367596569,0.16637478881520856,0.00014005667529355464,5.701042745464594e-05,0.013530068998137074,0.07938207130212946,0.5310062359544725,0.14317412059800122,0.8474481697358028,0.013332203727991298,0.07877388586204566,0.024359479775890088
7.8500000000000005,0.0011302909349023326,0.00045263811929436193,1.1263818361263255e-06,4.517734048732166e-07,0.0006156342525378771,0.0007998585388842837,0.4082470007840986,0.1672143322162355,0.0001399502612532702,5.7233492850324956e-05,0.013468155286945747,0.07944125256617264,0.530016582598695,0.14256117707666163,0.8482919346908258,0.013272685059298938,0.07883839759812994,0.02412639772196322
7.86,0.0011292811897801753,0.00045318951678330327,1.1253788898590367e-06,4.523229448204729e-07,0.0006166124036557597,0.0007993391888059441,0.4083975147096897,0.16805496952165458,0.00013984359365493653,5.745647068320279e-05,0.01340674156171458,0.07949997367747919,0.5290275488703354,0.14195261408431104,0.8491282836167091,0.013213627682696209,0.07890238057678306,0.0238963788003049
7.87,0.001128273769802838,0.0004537415114188437,1.1243782454464287e-06,4.52873077205293e-07,0.0006175892756861125,0.0007988181926294205,0.4085462782320181,0.16889669982313865,0.00013973667319414654,5.767936152719715e-05,0.01334582172781112,0.07955823985454136,0.5280391368571272,0.14134838812558528,0.8499573110547232,0.01315502636610907,0.0789658411983711,0.023669371672857056
7.88,0.0011272686724124864,0.00045429410589218635,1.1233799003935811e-06,4.534238047034453e-07,0.000618564863079683,0.0007982955557704161,0.4086932910614766,0.1697395221599959,0.0001396295006508506,5.790216594276623e-05,0.013285390132025366,0.07961605591830061,0.5270513486404312,0.14074845667004113,0.8507791106634229,0.013096875899976846,0.07902878587658652,0.02344532483964476
7.890000000000001,0.0011262658950590438,0.0004548473028966765,1.1223838522131011e-06,4.539751299927674e-07,0.0006195391602969655,0.0007977712836249801,0.40883855292467036,0.17058343555078395,0.00013952207682188346,5.81248844846084e-05,0.013225441305802185,0.07967342651663861,0.52606418629455,0.14015277787827174,0.8515937744231558,0.013039171154243087,0.07909122092864038,0.02322418779324645
7.9,0.001125265435200377,0.00045540110512737726,1.1213900984252892e-06,4.545270557528309e-07,0.0006205121618099731,0.0007972453815679677,0.4089820635660173,0.17142843902292085,0.0001394144024246413,5.8347517722903165e-05,0.01316596965824638,0.07973035640100211,0.5250776518859613,0.13956131023164267,0.852401391732989,0.012981907144545826,0.07915315244251052,0.023005912389061783
7.91,0.0011242672903019667,0.00045595551528176617,1.1203986365578413e-06,4.550795846655594e-07,0.0006214838620990252,0.0007967178549558921,0.40912382274501713,0.1722745314770174,0.0001393064781933908,5.857006616805081e-05,0.013106969581347301,0.07978685045820282,0.5240917474746725,0.13897401257819147,0.8532020510211111,0.012925078946050357,0.07921458642969825,0.022790450985396976
7.92,0.0011232714578367766,0.0004565105360598993,1.119409464145721e-06,4.5563271941553364e-07,0.0006224542556512718,0.0007961887091283641,0.4092638302353643,0.17312171144860827,0.00013919830475528935,5.879253015723611e-05,0.013048434529162677,0.07984291487008366,0.5231064751147618,0.13839084281093472,0.8539958404260151,0.012868681726562185,0.07927552870653944,0.022577756930700132
7.930000000000001,0.0011222779352858651,0.00045706617016341575,1.1184225787317385e-06,4.561864626886854e-07,0.0006234233369671871,0.000795657949401984,0.40940208582949517,0.17396997784859045,0.00013908988288135462,5.901491021552722e-05,0.012990359372741032,0.07989855401552604,0.5221218368518531,0.13781176133260709,0.8547828446958815,0.01281271072813734,0.07933598508573297,0.02236778476937101
7.94,0.0011212867201379109,0.0004576224202963099,1.1174379778661023e-06,4.567408171733106e-07,0.0006243911005555329,0.000795125581075079,0.40953858933506126,0.17481932938891337,0.0001389812132918039,5.9237206775794765e-05,0.01293273857356209,0.07995377287336056,0.5211378347250745,0.1372367283682895,0.8555631475935248,0.012757161281346064,0.07939596122778465,0.022160490082127855
7.95,0.0011202978098889527,0.0004581792891655334,1.1164556591061855e-06,4.572957855605193e-07,0.0006253575409306833,0.0007945916094300353,0.4096733405728491,0.17566976520172772,0.00013887229675390718,5.945942043755895e-05,0.012875567145966708,0.08000857544148056,0.5201544707680922,0.13666570456125138,0.8563368331107929,0.012702028644794486,0.07945546292998563,0.021955828165722852
7.96,0.0011193112020430975,0.0004587367794795111,1.115475620017171e-06,4.5785137054292e-07,0.0006263226526199793,0.0007940560397267225,0.40980633938231426,0.17652128396116962,0.0001387631339923854,5.9681551618765476e-05,0.012818839734205263,0.08006296653575722,0.5191717470062632,0.13609865113859812,0.8571039820738592,0.01264730829648283,0.07951449565993574,0.021753756561155472
7.97,0.0011183268941120854,0.000459294893949053,1.1144978581716554e-06,4.584075748154281e-07,0.0006272864301592107,0.000793518877206534,0.40993758561818133,0.17737388442293694,0.0001386537257444619,5.99036007697346e-05,0.012762551179499568,0.08011695068478517,0.5181896654583843,0.13553552980949726,0.857864674228933,0.012592995754794804,0.0795730648421469,0.02155423350033696
7.98,0.0011173448836151497,0.0004598536352876029,1.113522371149523e-06,4.5896440107552204e-07,0.0006282488680912694,0.0007929801270936227,0.4100670791494025,0.1782275653226232,0.0001385440727528023,6.012556832524516e-05,0.012706696475985048,0.08017053227614666,0.5172082281372469,0.13497630272268907,0.8586189886231309,0.012539086570793542,0.07963117586543535,0.021357217465813164
7.99,0.0011163651680792203,0.00046041300621085443,1.11254915653813e-06,4.595218520228703e-07,0.0006292099609681562,0.0007924397945930778,0.4101948198606933,0.1790823253756358,0.00013843417576248312,6.034745471144192e-05,0.012651270713322053,0.08022371561315095,0.51622743704883,0.1344209325227811,0.8593670028978986,0.012485576366062567,0.07968883402684722,0.02116266785993126
8.0,0.0011153877450390773,0.0004609730094364581,1.1115782119324426e-06,4.6007993035904476e-07,0.0006301697033525172,0.0007918978848895254,0.41032080765371054,0.17993816329146364,0.0001383240355199494,6.056926035722601e-05,0.012596269044353419,0.08027650493234129,0.5152472941916793,0.13386938239404855,0.8601087927607249,0.012432460859209944,0.0797460444929507,0.020970545516364927
8.01,0.001114412612036998,0.0004615336476846861,1.1106095349347174e-06,4.606386387881773e-07,0.0006311280898140957,0.000791354403150367,0.4104450424443995,0.1807950776997734,0.00013821365276924492,6.079098568323663e-05,0.012541686670118268,0.08032890449364163,0.5142678015583177,0.1333216159360329,0.8608444331739534,0.01237973581294801,0.07980281237742529,0.020780811535874466
8.02,0.00111343976662265,0.000462094923678623,1.1096431231544043e-06,4.611979800171563e-07,0.0006320851149286368,0.0007908093545267889,0.4105675241622565,0.18165306707732629,0.000138103028243273,6.101263111718332e-05,0.012487518725265032,0.08038091876834988,0.5132889611356543,0.1327775970965367,0.8615739986844388,0.012327397027877052,0.07985914275060403,0.020593426946922705
8.03,0.001112469206353838,0.00046265684014278947,1.108678974208826e-06,4.617579567542398e-07,0.0006330407732854984,0.0007902627441467818,0.4106882527557369,0.1825121300800814,0.00013799216269804457,6.123419705277391e-05,0.01243376068996457,0.08043255169265094,0.5123107749020511,0.1322372905371877,0.8622975610030613,0.012275440421020672,0.07991504052284983,0.02040835513325946
8.040000000000001,0.0011115009287958563,0.0004632193998043365,1.107717085722588e-06,4.623185717102591e-07,0.0006339950594810482,0.0007897145771211971,0.41080722818756327,0.18337226525507552,0.00013788105688296586,6.145568388534708e-05,0.012380408032549865,0.08048380731524069,0.5113332448298682,0.13170066131628916,0.863015191104649,0.01222386195769145,0.07997051054573376,0.020225559727840667
8.05,0.001110534931521567,0.0004637826053928872,1.1067574553276466e-06,4.6287982759845735e-07,0.00063494796811951,0.0007891648585429807,0.4109244504353165,0.18423347120478434,0.000137769711547305,6.167709200408912e-05,0.012327456242511985,0.08053468959969333,0.5103563728851478,0.13116767482229005,0.8637269590345316,0.012172657653279533,0.08002555760727734,0.020045005040410496
8.06,0.0011095712121109384,0.0004643464596413137,1.1058000806628737e-06,4.6344172713526824e-07,0.000635899493808553,0.0007886135934912682,0.4110399194882513,0.1850957469789578,0.00013765812743251276,6.18984218011157e-05,0.01227490053271882,0.08058520233184291,0.5093801610293635,0.1306382960700015,0.8644329356604065,0.012121823495824214,0.08008018653729156,0.01986665537190884
8.07,0.0011086097681523442,0.0004649109652835444,1.1048449593752834e-06,4.6400427303812063e-07,0.0006368496311717489,0.0007880607870198207,0.4111536353562882,0.18595909096825686,0.00013754630529390558,6.211967364582953e-05,0.012222736680214605,0.08063534938129643,0.5084046112144801,0.13011249168776187,0.8651331877258632,0.012071355664636633,0.08013440190994733,0.01969047695027405
8.08,0.0011076505972415207,0.00046547612505632655,1.1038920891190457e-06,4.6456746802720263e-07,0.0006377983748385582,0.0007875064441663201,0.41126559806278573,0.18682350179355778,0.00013743424588323665,6.23408479055318e-05,0.012170960350377739,0.08068513449122718,0.507429725386925,0.12959022832013595,0.8658277818264046,0.012021250354568915,0.080188208282852,0.01951643637442741
8.09,0.0011066936969817978,0.000466041941698843,1.1029414675557102e-06,4.651313148250761e-07,0.0006387457194465358,0.0007869505699503147,0.4113758076461594,0.18768897802116208,0.00013732194995163226,6.256194494277707e-05,0.012119567292925366,0.08073456136642729,0.5064555054867009,0.1290714730453297,0.8665167834541763,0.011971503817012563,0.08024161014080718,0.019344500883314915
8.1,0.0011057390649833773,0.00046660841795409156,1.101993092353568e-06,4.656958161580178e-07,0.0006396916596339929,0.0007863931693798989,0.4114842641550352,0.18855551735273968,0.00013720941822199594,6.278296516161011e-05,0.012068553621802973,0.08078363420559813,0.5054819534500921,0.12855619328348547,0.8672002586029679,0.011922112268871249,0.08029461201200445,0.01917463600526265
8.11,0.0011047866988650227,0.00046717555656566005,1.1010469611891413e-06,4.6626097475288315e-07,0.0006406361900571576,0.0007858342474360901,0.4115909676595843,0.18942311851977026,0.0001370966514535458,6.300390889943406e-05,0.012017915160619964,0.08083235645650827,0.5045090712033359,0.1280443570111476,0.8678782700146738,0.011873072105441789,0.08034721819628407,0.01900681105531678
8.120000000000001,0.00110383659625277,0.00046774336028018477,1.1001030717460479e-06,4.668267933394969e-07,0.0006415793053770932,0.000785273809084739,0.41169591824288204,0.19029177983932694,0.0001369836503926147,6.322477650944415e-05,0.011967647941653036,0.08088073176499153,0.5035368606674467,0.12753593259776577,0.8685508800407822,0.01182437973812557,0.08039943297229529,0.018840994944378364
8.13,0.0011028887547802617,0.0004683118318467158,1.0991614217152953e-06,4.6739327465003645e-07,0.0006425210002630722,0.0007847118592734576,0.4117991160031372,0.19116149958666828,0.00013687041578534356,6.344556833936052e-05,0.01191774807710865,0.08092876373011561,0.5025653237569726,0.12703088884787567,0.8692181499041406,0.011776031636297299,0.08045126054405129,0.018677157260402106
8.14,0.0011019431720879454,0.000468880974018178,1.0982220087945626e-06,4.679604214204747e-07,0.000643461269384193,0.0007841484029393411,0.41190056104756756,0.1920322763484208,0.00013675694848372342,6.366628453911953e-05,0.011868211402697924,0.08097645591041952,0.5015944623832106,0.1265291939632843,0.8698801431732098,0.011728024184192066,0.08050270525964086,0.018515266106546226
8.15,0.0011009998458247508,0.00046945078954830987,1.0972848306897026e-06,4.6852823638755594e-07,0.0006444001074269542,0.0007835834449927804,0.4120002535052374,0.19290410828228025,0.0001366432492233219,6.388692546396922e-05,0.011819034224733347,0.08102381181083937,0.5006242784474647,0.12603081771841557,0.8705369184797389,0.011680353980881946,0.08055377115279033,0.01835529263259071
8.16,0.0011000587736469108,0.00047002128119381714,1.0963498851136858e-06,4.6909672229092353e-07,0.0006453375090828865,0.0007830169903288534,0.4120981935180236,0.19377699363795908,0.00013652931877969714,6.410749139081103e-05,0.011770212794397071,0.08107083489190867,0.4996547738457909,0.1255357299295205,0.8711885346433349,0.011633017629182583,0.08060446226546633,0.01819720784617971
8.17,0.001099119953218213,0.00047059245171391186,1.0954171697868265e-06,4.696658818726647e-07,0.0006462734690512023,0.0007824490438248855,0.41219438124255076,0.19465093064560854,0.0001364151579348966,6.432798257895464e-05,0.011721743420343718,0.08111752856778781,0.4986859504679804,0.1250439007825463,0.8718350495738668,0.0115860117808658,0.08065478257877969,0.01804098329579931
8.18,0.0010981833822093744,0.0004711643038712683,1.0944866824361697e-06,4.702357178783041e-07,0.0006472079820326745,0.0007818796103462404,0.4122888168461102,0.19552591831408736,0.0001363007673604538,6.454839951373567e-05,0.011673621845838138,0.08116389603244385,0.49771781019992795,0.12455529976174062,0.8724765222433366,0.011539333027735457,0.08070473613854907,0.01788659095034522
8.19,0.00109724905829926,0.00047173684043015065,1.0935584207966814e-06,4.708062330548606e-07,0.0006481410427415829,0.0007813086947350269,0.41238150051464784,0.19640195490509524,0.0001361861478341893,6.476874245386857e-05,0.01162584444284587,0.08120994058829518,0.49675035491901115,0.12406989772205489,0.8731130088038163,0.01149297811395123,0.08075432680821071,0.01773400352081424
8.2,0.0010963169791742202,0.0004723100641574316,1.092632382610602e-06,4.7137743015190453e-07,0.0006490726458992136,0.0007807363018162443,0.4124724324484171,0.197279038763539,0.000136071300122229,6.498901167777413e-05,0.011578407562216973,0.08125566546736525,0.4957835864966053,0.12358766576135603,0.8737445647000409,0.01144694382048342,0.08080355840328324,0.017583194285241913
8.21,0.001095387142528078,0.00047288397782261097,1.0917085656274326e-06,4.7194931192157717e-07,0.0006500027862337411,0.000780162436397893,0.4125616128619011,0.19815716833245645,0.0001359562249768838,6.520920748800656e-05,0.011531307522007537,0.08130107382806834,0.49481750679812814,0.12310857520015786,0.8743712447073763,0.011401226963036352,0.08085243469378436,0.01743413708555625
8.22,0.001094459546061552,0.0004734585841987347,1.0907869676034147e-06,4.7252188111942645e-07,0.0006509314584753031,0.0007795871032755596,0.41264904198106794,0.19903634153145686,0.00013584092311468303,6.542933019386734e-05,0.01148454134949027,0.08134616863576415,0.49385211768481857,0.12263259822183677,0.8749931026495876,0.011355824400484002,0.08090095939896982,0.017286805343853632
8.23,0.0010935341874833999,0.00047403388606058103,1.0898675863025723e-06,4.7309514050273255e-07,0.0006518586573659168,0.0007790103072231695,0.4127347200490311,0.19991655669957373,0.00013572539527722123,6.564938009609633e-05,0.01143810559179074,0.0813909529071734,0.49288742101012517,0.12215970695238977,0.8756101915027062,0.011310733041555825,0.08094913617150477,0.017141173832865023
8.24,0.001092611064510017,0.00047460988618529845,1.0889504194963466e-06,4.7366909283109715e-07,0.0006527843776559899,0.0007784320529962398,0.412818647324058,0.200797812263569,0.00013560964220975241,6.586935749225745e-05,0.011391996734305744,0.08143542962439249,0.4919234186209765,0.12168987378417585,0.8762225633584886,0.011265949842484685,0.08099696860303235,0.01699721805310567
8.25,0.0010916901748651675,0.00047518658735283087,1.0880354649633493e-06,4.742437408668355e-07,0.0006537086141019978,0.0007778523453340463,0.41290082407824386,0.20168010651699814,0.00013549366464693182,6.608926268032597e-05,0.011346211479402304,0.0814796016776204,0.49096011235862763,0.12122307159155259,0.8768302694000784,0.011221471805440184,0.08104446022788267,0.0168549138180086
8.26,0.0010907715162801238,0.00047576399234569664,1.0871227204894912e-06,4.7481908737477426e-07,0.0006546313614676714,0.0007772711889585166,0.4129812505981794,0.2025634377349737,0.00013537746332233097,6.630909595446358e-05,0.011300746588184519,0.08152347190838714,0.4899975040582277,0.12075927359872453,0.8774333599448109,0.011177295977826253,0.08109161452309054,0.016714237458961154
8.27,0.0010898550864924816,0.00047634210395075587,1.0862121838669582e-06,4.7539513512404656e-07,0.0006555526145121932,0.0007766885885854511,0.4130599271770096,0.20344780324185346,0.00013526103914335755,6.652885735688239e-05,0.011255598555468437,0.08156704437050896,0.4890355955532168,0.12029845204433681,0.8780318877041529,0.011133419276634722,0.08113843514081025,0.016575162908072733
