t,NatP,MisP,MCom,Hsp90,HCom,HSF1,DiH,TriH,HSE_TriH,HSE,AggP,ROS,ATP,ADP
7.8,5920858.236876042,0.001082417084214897,79219.76199424424,220505.51389055478,5999.9999455644165,5.442040723551963e-05,6.97351843900023e-09,2.308043027383025e-10,1.7190939643774506e-10,0.9999999998280901,6.866147640888794e-13,100.77216988498425,10700.499286374585,299.50071362540575
7.8100000000000005,5920772.931050345,0.0010828325298430541,79305.16781945572,220419.91887128618,5999.9999455433535,5.4441540162067604e-05,6.939785704985826e-09,2.300535477534126e-10,1.7188706019733683e-10,0.9999999998281124,6.877868405959923e-13,100.77315980771776,10700.202469460957,299.7975305390333
7.82,5920687.661376733,0.001083248126416743,79390.53749258244,220334.36008278662,5999.999945522282,5.446268055312938e-05,6.906219998019268e-09,2.2930520061394348e-10,1.7186436814432516e-10,0.999999999828135,6.889598169809123e-13,100.77414973035229,10699.905794778033,300.09420522195757
7.83,5920602.427837476,0.0010836638739915964,79475.87103135428,220248.8375072885,5999.999945501204,5.4483828411390186e-05,6.872820614380649e-09,2.285592525129092e-10,1.7184132197238664e-10,0.9999999998281581,6.901336939158487e-13,100.77513965288783,10699.609262241762,300.3907377582292
7.84,5920517.230414854,0.0010840797726232754,79561.1684534905,220163.351127035,5999.999945480117,5.450498373953657e-05,6.839586857556956e-09,2.2781569456746516e-10,1.7181792337605068e-10,0.9999999998281814,6.913084720735006e-13,100.77612957532438,10699.312871768154,300.6871282318376
7.8500000000000005,5920432.06909116,0.001084495822367468,79646.4297766997,220077.90092427994,5999.999945459023,5.452614654025645e-05,6.806518038243777e-09,2.270745178184676e-10,1.7179417405074353e-10,0.9999999998282052,6.924841521270563e-13,100.77711949766191,10699.016623273279,300.983376726711
7.86,5920346.943848694,0.0010849120232798892,79731.65501867984,219992.48688128768,5999.999945437921,5.454731681623905e-05,6.773613474347027e-09,2.2633571323003365e-10,1.7177007569283236e-10,0.9999999998282293,6.936607347501951e-13,100.77810941990047,10698.720516673275,301.2794833267166
7.87,5920261.854669769,0.0010853283754162833,79816.84419711828,219907.10898033337,5999.999945416811,5.456849457017499e-05,6.740872490984649e-09,2.2559927168910067e-10,1.7174562999966915e-10,0.9999999998282538,6.94838220617086e-13,100.77909934204004,10698.424551884329,301.5754481156607
7.88,5920176.80153671,0.001085744878832421,79901.99732969177,219821.76720370274,5999.999945395693,5.4589679804756204e-05,6.70829442048834e-09,2.248651840049863e-10,1.7172083866963482e-10,0.9999999998282786,6.960166104023893e-13,100.78008926408062,10698.128728822701,301.8712711772889
7.890000000000001,5920091.784431849,0.0010861615335841011,79987.11443406645,219736.46153369208,5999.999945374568,5.461087252267601e-05,6.675878602405258e-09,2.2413344090894793e-10,1.716957034021831e-10,0.9999999998283037,6.971959047812563e-13,100.7810791860222,10697.833047404705,302.166952595286
7.9,5920006.803337531,0.0010865783397271504,80072.19552789781,219651.19195260847,5999.999945353435,5.463207272662905e-05,6.643624383499756e-09,2.2340403305374285e-10,1.716702258978846e-10,0.9999999998283292,6.983761044293292e-13,100.78206910786479,10697.537507546715,302.462492453276
7.91,5919921.858236111,0.0010869952973174238,80157.24062883081,219565.95844276945,5999.9999453322935,5.465328041931134e-05,6.611531117755072e-09,2.226769510131875e-10,1.7164440785847084e-10,0.999999999828355,6.995572100227423e-13,100.78305902960838,10697.242109165169,302.75789083482266
7.92,5919836.949109955,0.0010874124064108035,80242.24975449976,219480.76098650327,5999.999945311144,5.4674495603420274e-05,6.579598166375064e-09,2.2195218528171756e-10,1.716182509868782e-10,0.9999999998283812,7.007392222381215e-13,100.78404895125298,10696.946852176561,303.05314782342913
7.930000000000001,5919752.07594144,0.0010878296670632,80327.22292252841,219395.59956614874,5999.999945289987,5.469571828165458e-05,6.547824897785912e-09,2.212297262739474e-10,1.715917569872919e-10,0.9999999998284077,7.019221417525853e-13,100.7850388727986,10696.651736497452,303.3482635025384
7.94,5919667.238712315,0.001088247079275244,80412.16015116523,219310.47416341866,5999.999945268823,5.471694845360951e-05,6.516202375267566e-09,2.2050976032296418e-10,1.715649140380495e-10,0.9999999998284346,7.031059692610186e-13,100.78602879424521,10696.356762032297,303.64323796769355
7.95,5919582.437404378,0.0010886646430504584,80497.06145861518,219225.38476006937,5999.9999452476495,5.47381861190425e-05,6.484722099806243e-09,2.1979246353078283e-10,1.715377110193681e-10,0.9999999998284618,7.042907054579047e-13,100.78701871559284,10696.061928686242,303.93807131374814
7.96,5919497.67200108,0.0010890823585357314,80581.92686142624,219140.33133951778,5999.99994522647,5.4759431285758926e-05,6.4533971221593795e-09,2.190775039631262e-10,1.7151017187011683e-10,0.9999999998284893,7.054763509934512e-13,100.78800863684148,10695.76723639601,304.23276360397966
7.97,5919412.942484829,0.0010895002257862076,80666.75637718996,219055.31388413502,5999.999945205282,5.47806839564137e-05,6.4222267076962405e-09,2.1836487482250791e-10,1.7148229808516575e-10,0.9999999998285172,7.066629065470225e-13,100.78899855799112,10695.472685078206,304.5273149217837
7.98,5919328.248838043,0.0010899182448570355,80751.55002348757,218970.33237630248,5999.999945184086,5.480194413366174e-05,6.3912101252964784e-09,2.1765456931714576e-10,1.7145409115479928e-10,0.9999999998285454,7.07850372798484e-13,100.78998847904178,10695.178274649488,304.82172535050165
7.99,5919243.591043152,0.0010903364158033663,80836.30781789009,218885.38679841187,5999.999945162882,5.482321182015791e-05,6.360346647306239e-09,2.169465806615974e-10,1.7142555256468587e-10,0.9999999998285739,7.090387504282031e-13,100.79097839999343,10694.88400502657,305.11599497342036
8.0,5919158.969082596,0.0010907547386803538,80921.02977795826,218800.47713286514,5999.999945141671,5.4844487018557046e-05,6.329635549494229e-09,2.162409020773956e-10,1.7139668379584781e-10,0.9999999998286028,7.102280401170491e-13,100.79196832084611,10694.589876126218,305.41012387377276
8.01,5919074.382938823,0.0010911732135431554,81005.71592124258,218715.60336207456,5999.999945120451,5.486576973151392e-05,6.299076111007818e-09,2.1553752679368408e-10,1.7136748632463097e-10,0.999999999828632,7.114182425463944e-13,100.79295824159978,10694.295887865252,305.70411213473795
8.02,5918989.832594293,0.0010915918404469302,81090.3662652833,218630.7654684626,5999.999945099224,5.488705996168322e-05,6.2686676143291245e-09,2.1483644804785296e-10,1.713379616226745e-10,0.9999999998286615,7.126093583981136e-13,100.79394816225447,10694.002040160549,305.9979598394413
8.03,5918905.318031478,0.0010920106194468396,81174.98082761046,218545.963434462,5999.999945077989,5.4908357711719556e-05,6.238409345231108e-09,2.1413765908617448e-10,1.7130811115688067e-10,0.9999999998286914,7.138013883545852e-13,100.79493808281016,10693.708332929036,306.2916670709544
8.040000000000001,5918820.839232855,0.001092429550598047,81259.55962574389,218461.19724251574,5999.999945056746,5.492966298427743e-05,6.208300592733645e-09,2.1344115316443826e-10,1.712779363893845e-10,0.9999999998287215,7.149943330986912e-13,100.79592800326685,10693.414766087695,306.5852339122958
8.05,5918736.396180917,0.0010928486339557171,81344.10267719318,218376.46687507708,5999.999945035495,5.495097578201122e-05,6.178340649059647e-09,2.1274692354858753e-10,1.7124743877752365e-10,0.999999999828752,7.161881933138174e-13,100.79691792362456,10693.12133955356,306.8786604464304
8.06,5918651.988858162,0.0010932678695750164,81428.60999945772,218291.77231460944,5999.999945014237,5.4972296107575174e-05,6.148528809591116e-09,2.120549635153539e-10,1.7121661977380807e-10,0.9999999998287828,7.173829696838543e-13,100.79790784388328,10692.82805324372,307.17194675627036
8.07,5918567.617247104,0.001093687257511112,81513.08161002675,218207.11354358643,5999.99994499297,5.49936239636234e-05,6.11886437282525e-09,2.113652663528934e-10,1.711854808258898e-10,0.9999999998288139,7.185786628931974e-13,100.798897764043,10692.534907075315,307.46509292467476
8.08,5918483.281330261,0.0010941067978191723,81597.5175263793,218122.49054449194,5999.999944971696,5.5014959352809825e-05,6.0893466403305296e-09,2.10677825361422e-10,1.7115402337653274e-10,0.9999999998288455,7.197752736267473e-13,100.79988768410374,10692.24190096554,307.75809903444997
8.09,5918398.981090167,0.0010945264905543664,81681.91776598424,218037.90329982003,5999.999944950414,5.503630227778821e-05,6.05997491670281e-09,2.0999263385385117e-10,1.711222488635823e-10,0.9999999998288772,7.209728025699101e-13,100.80087760406548,10691.94903483164,308.0509651683499
8.1,5918314.716509361,0.001094946335771863,81766.28234630026,217953.3517920749,5999.9999449291245,5.505765274121211e-05,6.030748509521407e-09,2.0930968515642336e-10,1.7109015871993528e-10,0.9999999998289093,7.22171250408598e-13,100.80186752392822,10691.656308590915,308.34369140907586
8.11,5918230.487570395,0.0010953663335268315,81850.61128477589,217868.83600377094,5999.999944907826,5.507901074573491e-05,6.001666729305183e-09,2.0862897260934778e-10,1.7105775437350954e-10,0.9999999998289417,7.233706178292296e-13,100.80285744369198,10691.363722160713,308.6362778392771
8.120000000000001,5918146.29425583,0.001095786483874441,81934.90459884958,217784.35591743275,5999.999944886521,5.5100376294009716e-05,5.972728889468636e-09,2.0795048956743565e-10,1.7102503724721376e-10,0.9999999998289744,7.245709055187305e-13,100.80384736335674,10691.07127545844,308.92872454155065
8.13,5918062.13654824,0.00109620678686986,82019.16230594955,217699.91151559507,5999.999944865207,5.5121749388689445e-05,5.943934306278008e-09,2.0727422940073634e-10,1.7099200875891724e-10,0.9999999998290074,7.257721141645326e-13,100.80483728292252,10690.778968401548,309.22103159844164
8.14,5917978.014430205,0.0010966272425682565,82103.38442349396,217615.50278080275,5999.999944843886,5.514313003242673e-05,5.9152822988073406e-09,2.0660018549517225e-10,1.7095867032141963e-10,0.9999999998290408,7.269742444545764e-13,100.8058272023893,10690.486800907547,309.51319909244353
8.15,5917893.927884317,0.0010970478510247972,82187.57096889084,217531.1296956108,5999.999944822557,5.516451822787396e-05,5.886772188894587e-09,2.0592835125317485e-10,1.7092502334242064e-10,0.9999999998290744,7.281772970773098e-13,100.80681712175708,10690.194772893992,309.80522710599814
8.16,5917809.876893179,0.001097468612294648,82271.7219595381,217446.79224258443,5999.99994480122,5.518591397768323e-05,5.858403301097694e-09,2.0525872009432013e-10,1.7089106922448982e-10,0.9999999998291084,7.293812727216889e-13,100.80780704102588,10689.902884278494,310.09711572149587
8.17,5917725.861439402,0.001097889526432973,82355.83741282359,217362.4904042988,5999.9999447798755,5.520731728450634e-05,5.830174962650693e-09,2.0459128545596413e-10,1.7085680936503633e-10,0.9999999998291427,7.305861720771789e-13,100.80879696019568,10689.611134978713,310.3888650212759
8.18,5917641.881505609,0.001098310593494935,82439.91734612502,217278.22416333933,5999.999944758522,5.522872815099478e-05,5.802086503419787e-09,2.0392604079387863e-10,1.708222451562787e-10,0.9999999998291772,7.317919958337538e-13,100.8097868792665,10689.319524912364,310.68047508762623
8.19,5917557.937074432,0.001098731813535694,82523.96177681006,217193.99350230148,5999.999944737162,5.525014657979972e-05,5.77413725585944e-09,2.0326297958288662e-10,1.7078737798521447e-10,0.9999999998292121,7.32998744681897e-13,100.81077679823832,10689.028053997206,310.9719460027841
8.2,5917474.028128514,0.0010991531866104088,82607.97072223628,217109.7984037908,5999.999944715793,5.527157257357197e-05,5.7463265549684675e-09,2.0260209531749788e-10,1.7075220923359015e-10,0.9999999998292473,7.342064193126019e-13,100.81176671711114,10688.736722151054,311.2632778489358
8.21,5917390.1546505075,0.0010995747127742347,82691.94419975123,217025.63885042293,5999.9999446944175,5.529300613496202e-05,5.718653738246118e-09,2.0194338151254454e-10,1.7071674027787074e-10,0.9999999998292827,7.354150204173724e-13,100.81275663588498,10688.445529291774,311.55447070821725
8.22,5917306.316623074,0.001099996392082325,82775.88222669237,216941.51482482362,5999.9999446730335,5.531444726661995e-05,5.6911181456481845e-09,2.0128683170381704e-10,1.706809724892097e-10,0.9999999998293184,7.366245486882222e-13,100.81374655455983,10688.154475337276,311.8455246627137
8.23,5917222.514028886,0.001100418224589829,82859.78482038711,216857.42630962864,5999.999944651641,5.533589597119549e-05,5.663719119543061e-09,2.00632439448699e-10,1.7064490723341852e-10,0.9999999998293545,7.378350048176767e-13,100.81473647313568,10687.86356020553,312.1364397944602
8.24,5917138.746850628,0.0011008402103518942,82943.6519981529,216773.37328748382,5999.999944630242,5.535735225133793e-05,5.636456004667854e-09,1.999801983268033e-10,1.7060854587093655e-10,0.9999999998293909,7.390463894987727e-13,100.81572639161254,10687.572783814549,312.4272161854419
8.25,5917055.015070992,0.0011012623494236634,83027.48377729706,216689.355741045,5999.999944608834,5.53788161096962e-05,5.6093281480844635e-09,1.9933010194060755e-10,1.705718897568008e-10,0.9999999998294276,7.402587034250583e-13,100.81671630999041,10687.282146082396,312.7178539175938
8.26,5916971.318672678,0.0011016846418602756,83111.28017511702,216605.37365297813,5999.999944587418,5.540028754891875e-05,5.582334899135675e-09,1.986821439160896e-10,1.7053494024061556e-10,0.9999999998294645,7.414719472905942e-13,100.81770622826929,10686.991646927188,313.0083530728011
8.27,5916887.657638403,0.0011021070877168663,83195.04120890009,216521.42700595912,5999.999944565995,5.542176657165362e-05,5.555475609401246e-09,1.9803631790336318e-10,1.7049769866652232e-10,0.9999999998295017,7.426861217899534e-13,100.81869614644917,10686.70128626709,313.29871373289967
8.28,5916804.031950885,0.0011025296870485664,83278.76689592365,216437.51578267396,5999.999944544564,5.544325318054836e-05,5.528749632653997e-09,1.9739261757731347e-10,1.7046016637316935e-10,0.9999999998295392,7.43901227618222e-13,100.81968606453006,10686.411064020314,313.5889359796756
8.290000000000001,5916720.441592861,0.0011029524399105025,83362.4572534551,216353.63996581858,5999.999944523125,5.546474737825009e-05,5.502156324815892e-09,1.9675103663823252e-10,1.7042234469368162e-10,0.9999999998295771,7.451172654709993e-13,100.82067598251196,10686.120980105125,313.8790198948661
8.3,5916636.88654707,0.0011033753463577955,83446.1122987518,216269.79953809897,5999.999944501678,5.5486249167405394e-05,5.475695043914153e-09,1.9611156881245533e-10,1.7038423495563043e-10,0.9999999998296152,7.463342360443981e-13,100.82166590039488,10685.83103443983,314.16896556015877
8.31,5916553.366796267,0.0011037984064455623,83529.73204906122,216185.99448223104,5999.999944480223,5.550775855066039e-05,5.449365150037314e-09,1.954742078529947e-10,1.7034583848100315e-10,0.9999999998296536,7.475521400350456e-13,100.82265581817879,10685.541226942798,314.4587730571927
8.32,5916469.882323214,0.001104221620228914,83613.3165216208,216102.22478094074,5999.99994445876,5.5529275530660655e-05,5.423166005291332e-09,1.9483894754017734e-10,1.703071565861731e-10,0.9999999998296923,7.487709781400833e-13,100.8236457358637,10685.251557532432,314.74844246755794
8.33,5916386.433110682,0.001104644987762956,83696.86573365811,216018.490416964,5999.99994443729,5.555080011005124e-05,5.3970969737556716e-09,1.942057816822792e-10,1.7026819058186916e-10,0.9999999998297312,7.499907510571678e-13,100.82463565344965,10684.962026127194,315.0379738727961
8.34,5916303.019141319,0.0011050685092098896,83780.3797025263,215934.79137291072,5999.999944415811,5.557233229777474e-05,5.37115523851504e-09,1.935747846414106e-10,1.70228936561165e-10,0.9999999998297706,7.512114594877722e-13,100.82562557093658,10684.672632721222,315.3273672787692
8.35,5916219.640397998,0.001105492184561871,83863.85844535341,215851.1276316166,5999.999944394325,5.55938720927741e-05,5.3453414502350795e-09,1.9294590296389732e-10,1.7018939888617178e-10,0.9999999998298101,7.52433104128644e-13,100.82661548832452,10684.383377188626,315.61662281136586
8.36,5916136.296863556,0.0011059160138451522,83947.30197930061,215767.49917588398,5999.999944372831,5.5615419495997044e-05,5.319655566365567e-09,1.923191088656966e-10,1.7014958025373607e-10,0.99999999982985,7.536556856780971e-13,100.82760540561348,10684.094259427646,315.90574057234505
8.370000000000001,5916052.988520805,0.0011063399971156047,84030.71032155676,215683.9059884875,5999.999944351329,5.5636974510132855e-05,5.294096942321554e-09,1.9169439686785835e-10,1.7010948191322006e-10,0.9999999998298901,7.548792048358758e-13,100.82859532280345,10683.805279357493,316.19472064249703
8.38,5915969.715352566,0.0011067641344291146,84114.08348930077,215600.3480522118,5999.999944329819,5.565853713787151e-05,5.268664934820517e-09,1.9107176153921678e-10,1.7006910510711227e-10,0.9999999998299305,7.561036623022412e-13,100.82958523989443,10683.516436897442,316.4835631025486
8.39,5915886.47734167,0.0011071884258415843,84197.42149970177,215516.8253498513,5999.999944308302,5.568010738190368e-05,5.243358901832908e-09,1.904511974972285e-10,1.70028451070984e-10,0.9999999998299711,7.573290587779727e-13,100.83057515688641,10683.227731966828,316.77226803316313
8.4,5915803.274470957,0.0011076128714089303,84280.72436991897,215433.33786421036,5999.999944286776,5.5701685244920744e-05,5.2181782025327515e-09,1.898326994088118e-10,1.6998752103344608e-10,0.999999999830012,7.585553949643681e-13,100.8315650737794,10682.939164485051,317.0608355149405
8.41,5915720.106723278,0.0011080374711870853,84363.99211710178,215349.88557810316,5999.999944265242,5.572327072961478e-05,5.193122197248224e-09,1.892162619911855e-10,1.6994631621610537e-10,0.9999999998300533,7.597826715632434e-13,100.8325549905734,10682.650734371575,317.34926562841713
8.42,5915636.974081495,0.0011084622252319968,84447.22475838973,215266.4684743538,5999.999944243701,5.574486383867856e-05,5.1681902474122265e-09,1.8860188001270756e-10,1.699048378335214e-10,0.9999999998300947,7.610108892769338e-13,100.83354490726842,10682.362441545925,317.63755845406587
8.43,5915553.876528475,0.0011088871335996281,84530.42231091255,215183.08653579614,5999.9999442221515,5.576646457480557e-05,5.1433817155129686e-09,1.87989548293714e-10,1.6986308709316297e-10,0.9999999998301364,7.622400488082942e-13,100.83453482386443,10682.074285927696,317.925714072296
8.44,5915470.814047102,0.0011093121963459574,84613.58479179017,215099.73974527395,5999.999944200594,5.578807294068998e-05,5.118695965044545e-09,1.8737926170735782e-10,1.6982106519536476e-10,0.9999999998301785,7.634701508606988e-13,100.83552474036145,10681.786267436539,318.2137325634532
8.45,5915387.786620263,0.0011097374135269785,84696.71221813267,215016.4280856408,5999.999944179029,5.5809688939026684e-05,5.0941323604575176e-09,1.8677101518044766e-10,1.6977877333328385e-10,0.9999999998302208,7.647011961380424e-13,100.83651465675949,10681.498385992172,318.5016140078196
8.46,5915304.794230859,0.0011101627851987002,84779.80460704038,214933.15153976006,5999.999944157456,5.583131257251127e-05,5.069690267109487e-09,1.8616480369428654e-10,1.697362126928564e-10,0.9999999998302633,7.659331853447405e-13,100.83750457305854,10681.210641514377,318.78935848561366
8.47,5915221.836861799,0.0011105883114171469,84862.8619756038,214849.91009050497,5999.999944135875,5.585294384384003e-05,5.045369051215692e-09,1.855606222855113e-10,1.696933844527542e-10,0.9999999998303062,7.671661191857288e-13,100.83849448925858,10680.923033923002,319.0769660769901
8.48,5915138.914496002,0.0011110139922383584,84945.88434090368,214766.70372075852,5999.999944114286,5.587458275570998e-05,5.0211680797995585e-09,1.8495846604693054e-10,1.6965028978434133e-10,0.9999999998303493,7.683999983664653e-13,100.83948440535964,10680.635563137952,319.36443686204007
8.49,5915056.027116397,0.0011114398277183898,85028.87172001098,214683.53241341346,5999.99994409269,5.589622931081883e-05,4.9970867206433025e-09,1.8435833012836396e-10,1.6960692985163062e-10,0.9999999998303927,7.696348235929294e-13,100.84047432136171,10680.3482290792,319.65177092079097
8.5,5914973.1747059245,0.0011118658179133118,85111.82412998694,214600.39615137238,5999.999944071085,5.5917883511865e-05,4.9731243422385e-09,1.8376020973748118e-10,1.6956330581124045e-10,0.9999999998304362,7.708705955716226e-13,100.84146423726479,10680.061031666784,319.9389683332064
8.51,5914890.357247531,0.00111229196287921,85194.741587883,214517.2949175476,5999.999944049473,5.593954536154763e-05,4.949280313736668e-09,1.8316410014064038e-10,1.6951941881235114e-10,0.9999999998304802,7.721073150095692e-13,100.84245415306887,10679.773970820805,320.22602917918624
8.52,5914807.574724176,0.0011127182626721863,85277.62411074092,214434.22869486126,5999.9999440278525,5.596121486256656e-05,4.9255540048998414e-09,1.8256999666372726e-10,1.6947526999666164e-10,0.9999999998305242,7.733449826143163e-13,100.84344406877396,10679.487046461425,320.51295353856665
8.53,5914724.827118826,0.0011131447173483569,85360.47171559266,214351.19746624518,5999.999944006225,5.598289201762237e-05,4.901944786051158e-09,1.8197789469299384e-10,1.6943086049834621e-10,0.9999999998305686,7.745835990939344e-13,100.84443398438006,10679.200258508872,320.7997414911198
8.540000000000001,5914642.11441446,0.0011135713269638545,85443.28441946053,214268.20121464093,5999.999943984589,5.600457682941632e-05,4.878452028025427e-09,1.813877896758971e-10,1.6938619144401083e-10,0.9999999998306134,7.758231651570179e-13,100.84542389988718,10678.913606883438,321.0863931165543
8.55,5914559.436594065,0.0011139980915748267,85526.06223935707,214185.23992299984,5999.999943962945,5.6026269300650405e-05,4.855075102119729e-09,1.8079967712193834e-10,1.6934126395264997e-10,0.9999999998306582,7.770636815126846e-13,100.84641381529529,10678.627091505477,321.37290849451443
8.56,5914476.79364064,0.0011144250112374364,85608.80519228514,214102.31357428295,5999.999943941293,5.604796943402733e-05,4.831813380043967e-09,1.8021355260350128e-10,1.6929607913560312e-10,0.9999999998307034,7.783051488705777e-13,100.84740373060441,10678.34071229541,321.65928770458106
8.57,5914394.185537188,0.0011148520860078625,85691.51329523795,214019.422151461,5999.999943919634,5.6069677232250525e-05,4.8086662338714675e-09,1.7962941175669134e-10,1.692506380965113e-10,0.9999999998307489,7.795475679408651e-13,100.84839364581455,10678.05446917372,321.94553082627084
8.58,5914311.612266729,0.001115279315942299,85774.18656519896,213936.5656375145,5999.999943897966,5.609139269802413e-05,4.7856330359895484e-09,1.7904725028217436e-10,1.6920494193127382e-10,0.9999999998307946,7.807909394342399e-13,100.8493835609257,10677.768362060955,322.2316379390366
8.59,5914229.073812286,0.0011157067010969558,85856.82501914202,213853.7440154335,5999.99994387629,5.6113115834053025e-05,4.762713159050104e-09,1.7846706394601544e-10,1.6915899172800477e-10,0.9999999998308405,7.820352640619208e-13,100.85037347593784,10677.482390877723,322.5176091222672
8.6,5914146.570156898,0.001116134241528058,85939.42867403128,213770.95726821793,5999.9999438546065,5.613484664304278e-05,4.739905975920183e-09,1.7788884858051773e-10,1.6911278856698964e-10,0.9999999998308867,7.832805425356529e-13,100.851363390851,10677.196555544704,322.8034444552874
8.61,5914064.101283609,0.0011165619372918462,86021.99754682124,213688.2053788772,5999.999943832915,5.6156585127699706e-05,4.7172108596325666e-09,1.7731260008506126e-10,1.690663335206419e-10,0.9999999998309332,7.845267755677075e-13,100.85235330566518,10676.910855982633,323.08914401735797
8.620000000000001,5913981.667175474,0.0011169897884445766,86104.53165445676,213605.48833043055,5999.999943811216,5.617833129073085e-05,4.694627183336341e-09,1.767383144269417e-10,1.6901962765345963e-10,0.9999999998309799,7.857739638708832e-13,100.85334322038035,10676.625292112316,323.37470788767575
8.63,5913899.267815558,0.001117417795042521,86187.03101387309,213522.80610590675,5999.9999437895085,5.620008513484395e-05,4.672154320247501e-09,1.7616598764220947e-10,1.6897267202198212e-10,0.9999999998310268,7.870221081585052e-13,100.85433313499654,10676.339863854619,323.6601361453734
8.64,5913816.903186936,0.0011178459571419672,86269.49564199582,213440.1586883443,5999.999943767793,5.62218466627475e-05,4.649791643599496e-09,1.755956158365082e-10,1.6892546767474646e-10,0.9999999998310741,7.882712091444271e-13,100.85532304951374,10676.054571130471,323.94542886951945
8.65,5913734.57327269,0.0011182742747992175,86351.92555574093,213357.54606079127,5999.999943746071,5.624361587715071e-05,4.62753852659383e-09,1.7502719518591363e-10,1.6887801565224408e-10,0.9999999998311215,7.895212675430299e-13,100.85631296393194,10675.769413860873,324.2305861391183
8.66,5913652.278055917,0.0011187027480705906,86434.32077201485,213274.96820630538,5999.99994372434,5.626539278076351e-05,4.605394342350635e-09,1.7446072193777263e-10,1.6883031698687737e-10,0.9999999998311693,7.907722840692238e-13,100.85730287825115,10675.48439196688,324.51560803311037
8.67,5913570.017519717,0.0011191313770124208,86516.68130771435,213192.42510795398,5999.999943702601,5.628717737629658e-05,4.583358463859256e-09,1.7389619241154183e-10,1.6878237270291638e-10,0.9999999998312171,7.920242594384472e-13,100.85829279247137,10675.19950536962,324.8004946303717
8.68,5913487.791647204,0.001119560161681058,86599.00717972664,213109.91674881402,5999.999943680855,5.630896966646131e-05,4.561430263928819e-09,1.7333360299962656e-10,1.6873418381645527e-10,0.9999999998312654,7.93277194366668e-13,100.8592827065926,10674.914753990277,325.0852460097142
8.69,5913405.6004215,0.001119989102132867,86681.29840492936,213027.44311197204,5999.9999436591,5.6330769653969833e-05,4.5396091151388204e-09,1.727729501682196e-10,1.6868575133536903e-10,0.9999999998313138,7.94531089570384e-13,100.86027262061484,10674.630137750106,325.36986224988556
8.700000000000001,5913323.4438257385,0.0011204181984242297,86763.55500019058,212945.00418052415,5999.999943637337,5.635257734153501e-05,4.517894389789697e-09,1.7221423045813992e-10,1.686370762592699e-10,0.9999999998313625,7.957859457666228e-13,100.86126253453808,10674.345656570422,325.6543434295693
8.71,5913241.321843059,0.001120847450611542,86845.7769823688,212862.59993757604,5999.999943615567,5.6374392731870434e-05,4.496285459853422e-09,1.716574404856719e-10,1.6858815957946428e-10,0.9999999998314114,7.97041763672942e-13,100.86225244836234,10674.061310372606,325.93868962738435
8.72,5913159.234456614,0.0011212768587512164,86927.964368313,212780.23036624302,5999.999943593789,5.6396215827690437e-05,4.474781696924064e-09,1.7110257694340365e-10,1.6853900227890894e-10,0.9999999998314606,7.982985440074307e-13,100.8632423620876,10673.777099078106,326.22290092188575
8.73,5913077.181649752,0.0011217064229615853,87010.11717467359,212697.89544983933,5999.999943572002,5.641804663516426e-05,4.4533852826288976e-09,1.705495742635136e-10,1.6848960974481762e-10,0.99999999983151,7.995562874882589e-13,100.86423227571387,10673.493022606217,326.5069773937744
8.74,5912995.163406352,0.001122136143530982,87092.23541757246,212615.59517220885,5999.999943550208,5.643988516994674e-05,4.432106115412916e-09,1.699981957823468e-10,1.6843999947274266e-10,0.9999999998315596,8.008149948328938e-13,100.86522218924115,10673.209080870234,326.7909191297573
8.75,5912913.179708809,0.0011225660202591737,87174.31911461374,212533.32951571007,5999.999943528405,5.646173142043145e-05,4.410931911652796e-09,1.6944869691381423e-10,1.683901541229462e-10,0.9999999998316095,8.020746667628838e-13,100.86621210266944,10672.925273800962,327.07472619902984
8.76,5912831.2305403175,0.0011229960532045764,87256.36828260239,212451.09846350236,5999.999943506595,5.6483585389443945e-05,4.389862129038424e-09,1.6890107270996605e-10,1.6834007478287993e-10,0.9999999998316595,8.03335303998431e-13,100.86720201599874,10672.641601320034,327.35839867995855
8.77,5912749.315884084,0.0011234262424256762,87338.38293833367,212368.9019987548,5999.999943484777,5.6505447079813595e-05,4.3688962271256024e-09,1.683553182481008e-10,1.6828976253534002e-10,0.9999999998317098,8.045969072602697e-13,100.86819192922904,10672.358063349144,327.64193665084764
8.78,5912667.435723322,0.0011238565879810307,87420.36309859323,212286.74010464613,5999.999943462951,5.652731649437359e-05,4.348033667317242e-09,1.6781142863092502e-10,1.6823921845847181e-10,0.9999999998317604,8.058594772696669e-13,100.86918184236036,10672.074659810054,327.9253401899388
8.790000000000001,5912585.5900412565,0.0011242870899292696,87502.30878015704,212204.61276436475,5999.9999434411175,5.6549193635961036e-05,4.327273912844548e-09,1.6726939898671295e-10,1.6818844362577436e-10,0.9999999998318112,8.071230147484232e-13,100.87017175539269,10671.791390624581,328.20860937541136
8.8,5912503.778821119,0.0011247177483290946,87584.21999979141,212122.51996110877,5999.999943419275,5.6571078507416914e-05,4.306616428748233e-09,1.6672922446946669e-10,1.6813743910610533e-10,0.9999999998318622,8.083875204188719e-13,100.87116166832601,10671.50825571461,328.49174428538186
8.81,5912422.002046155,0.0011251485632392815,87666.09677425308,212040.4616780859,5999.999943397425,5.659297111158619e-05,4.286060681859687e-09,1.6619090025907537e-10,1.680862059636854e-10,0.9999999998319133,8.096529950038808e-13,100.87215158116035,10671.225255002088,328.7747449979046
