t,bLR,aG,cAMP,aCaMK,Ca,CaCaM,V
5.76,6.416236869541296e-20,3.6155091017570095e-10,1.694183519181434e-09,0.08738406117811834,0.0020512791656108766,7.499315341414322e-05,-69.9933923429887
5.7700000000000005,6.182271934010171e-20,3.4400607280812836e-10,1.6121752763526035e-09,0.08661074522690193,0.002012080684133114,7.356008775231371e-05,-69.9935186398778
5.78,5.800599928703853e-20,3.2727779780080055e-10,1.5339840275551416e-09,0.08584417423973342,0.001973630939601749,7.215439532452739e-05,-69.9936425232598
5.79,5.532457071168472e-20,3.114000116283822e-10,1.4597514828283632e-09,0.08508429125109503,0.0019359163428197968,7.077557932042731e-05,-69.99376403694625
5.8,5.404477974059207e-20,2.963405426493948e-10,1.3893261679795782e-09,0.08433103977698085,0.0018989229249458,6.942312905015316e-05,-69.99388322600052
5.8100000000000005,5.257363354665155e-20,2.8201489448097863e-10,1.3223245179703245e-09,0.0835843638043134,0.0018626364639825498,6.809652456866958e-05,-69.99400013632389
5.82,5.083035323182925e-20,2.6838285634628593e-10,1.2585596175204093e-09,0.08284420773324613,0.001827043401818068,6.67952702020631e-05,-69.99411481165664
5.83,4.8742851339608894e-20,2.554051294105145e-10,1.1978486643924302e-09,0.08211051639908291,0.001792130425333229,6.551887923316635e-05,-69.99422729494779
5.84,4.624837179280927e-20,2.430431439753561e-10,1.1400121224306053e-09,0.08138323506963287,0.0017578844597001112,6.426687365655099e-05,-69.9943376283768
5.8500000000000005,4.329412983140079e-20,2.312588766734377e-10,1.0848728745995646e-09,0.08066230944256471,0.0017242926616803276,6.303878393351998e-05,-69.9944458533754
5.86,3.983795195032354e-20,2.2001466766276943e-10,1.0322553760231745e-09,0.07994768564276161,0.001691342412923376,6.18341487471005e-05,-69.99455201064933
5.87,3.6324414862257455e-20,2.093362332023082e-10,9.822789359919165e-10,0.07923931019538313,0.001659022166729101,6.065254595901381e-05,-69.99465613741832
5.88,3.2761540563714007e-20,1.991896875403292e-10,9.347853473225766e-10,0.07853713007042237,0.0016273197829749955,5.949353173592658e-05,-69.99475827284324
5.89,2.908549085008665e-20,1.8952974415710186e-10,8.895632322821918e-10,0.0778410926614615,0.001596223174849155,5.835666419349918e-05,-69.99485845591802
5.9,2.5407589302778044e-20,1.8033227794237663e-10,8.464995999310566e-10,0.07715114577043933,0.0015657207443750655,5.724151931882951e-05,-69.99495672404998
5.91,2.186615260889552e-20,1.7157436523605461e-10,8.054869507596075e-10,0.07646723761260835,0.001535801108616196,5.614768096070818e-05,-69.9950531139523
5.92,1.862784149582469e-20,1.632341955164293e-10,7.664228695277765e-10,0.07578931681385252,0.0015064530942504749,5.507474063126557e-05,-69.99514766166148
5.93,1.588901166580643e-20,1.5529098308843622e-10,7.292096181043822e-10,0.0751173324080058,0.0014776657321447925,5.4022297307619996e-05,-69.99524040255508
5.94,1.3877064730512005e-20,1.4772487877189798e-10,6.937537283065001e-10,0.0744512338341702,0.0014494282519294888,5.2989957233525196e-05,-69.99533137136933
5.95,1.1250668615852148e-20,1.4052683327626566e-10,6.600202306003128e-10,0.07379097093931096,0.0014217306018237768,5.197735292377934e-05,-69.99542060049909
5.96,8.525253987183552e-21,1.3367722641264048e-10,6.279154037879757e-10,0.07313649396428977,0.0013945623199191834,5.0984101899234586e-05,-69.99550812368871
5.97,6.0730066536176675e-21,1.2715821805057733e-10,5.973546608096062e-10,0.07248775354777881,0.0013679131852997778,5.000983049124097e-05,-69.9955939739027
5.98,3.9476477235630165e-21,1.2095475726653407e-10,5.682681667607705e-10,0.0718447007241609,0.0013417732705407121,4.9054175760951795e-05,-69.99567818315394
5.99,2.2017055858816315e-21,1.1505253045254086e-10,5.405896514624193e-10,0.0712072869198067,0.001316132832644812,4.811678151205112e-05,-69.99576078286022
6.0,8.857732994211764e-22,1.0943788601668893e-10,5.142560737389203e-10,0.07057546395039951,0.0012909823083038434,4.719729811750937e-05,-69.99584180385956
6.01,4.7765982548994377e-23,1.0409775908362512e-10,4.892072856961149e-10,0.06994918401826068,0.0012663123091598005,4.629538234633976e-05,-69.99592127642565
6.0200000000000005,-2.678217973148365e-22,9.901959619504303e-11,4.6538569699936113e-10,0.06932839970967446,0.001242113617066182,4.541069719035427e-05,-69.99599923028316
6.03,-5.322131691609508e-22,9.419086797710227e-11,4.4272669170338245e-10,0.06871306401387155,0.001218377581880848,4.454292640715751e-05,-69.99607569329496
6.04,-5.582612782418767e-22,8.959994011136226e-11,4.2117953011402314e-10,0.06810313027061415,0.0011950951922778937,4.369174054975991e-05,-69.99615069452773
6.05,-3.4097673242154327e-22,8.52353216281589e-11,4.0069183214961786e-10,0.06749855220307588,0.0011722577318180644,4.285682095199593e-05,-69.99622426208705
6.0600000000000005,5.410002845710982e-23,8.108568011603108e-11,3.812112729527731e-10,0.06689928391040928,0.0011498566857882418,4.203785632264892e-05,-69.99629642342443
6.07,5.432228819878848e-22,7.713980916498895e-11,3.62686206464214e-10,0.06630527986282446,0.0011278836947056067,4.12345410455999e-05,-69.99636720549047
6.08,1.0231056578401692e-21,7.338655259037317e-11,3.450653190035788e-10,0.06571649489893891,0.0011063305500445453,4.044657502360664e-05,-69.99643663474875
6.09,1.369587772397423e-21,6.981472865671799e-11,3.2829728285023126e-10,0.06513288422312788,0.001085189189963577,3.9673663522083493e-05,-69.99650473718958
6.1000000000000005,1.4362998633958177e-21,6.641305430161209e-11,3.123304098240618e-10,0.06455440340287447,0.0010644516950322714,3.8915517012880786e-05,-69.99657153834394
6.11,2.5773944528479993e-21,6.320028678375382e-11,2.9724064461707036e-10,0.06398100840807285,0.0010441109716025105,3.817187615780088e-05,-69.99663706106773
6.12,3.85334799257426e-21,6.0149947330819e-11,2.8291182572443865e-10,0.06341265550397213,0.0010241590362296982,3.744244908838659e-05,-69.99670133110409
6.13,5.16652321866756e-21,5.7252440175927664e-11,2.692994934647805e-10,0.06284930133487597,0.0010045884267390751,3.6726962993396065e-05,-69.99676437250832
6.140000000000001,6.454480152883e-21,5.449900912781173e-11,2.563627255800883e-10,0.062290902899323666,0.0009853918345839189,3.602515067810771e-05,-69.99682620883996
6.15,7.646636844692313e-21,5.188082896954605e-11,2.4406025363319e-10,0.06173741754628424,0.0009665620816202435,3.533674971522141e-05,-69.99688686323795
6.16,8.663930127164806e-21,4.938894941253815e-11,2.3235020038655452e-10,0.061188802972533735,0.0009480921162826974,3.46615023050524e-05,-69.99694635843305
6.17,9.418476372847113e-21,4.701423905052046e-11,2.2118981718110836e-10,0.060645017220032967,0.0009299750097604798,3.399915513572579e-05,-69.99700471676026
6.18,9.813232249643555e-21,4.4747329313541315e-11,2.105352213150468e-10,0.060106018673305,0.0009122039521732478,3.3349459243370676e-05,-69.99706196017112
6.19,9.769758629998082e-21,4.2579663391084534e-11,2.003463394856635e-10,0.05957176605886738,0.0008947722724139979,3.271217073756039e-05,-69.99711811016941
6.2,1.0350363318632454e-20,4.0547574305568596e-11,1.9079458311093033e-10,0.05904221852467679,0.0008776743796193658,3.208708522072653e-05,-69.99717318475601
6.21,1.0794496270908345e-20,3.8615718206350325e-11,1.8171364563159682e-10,0.05851733542085599,0.0008609032638415111,3.1473946414687676e-05,-69.99722720653901
6.22,1.1093714617985869e-20,3.677827499352263e-11,1.730763107785992e-10,0.05799707648535731,0.0008444526610077809,3.087252530987296e-05,-69.9972801957086
6.23,1.1243922791125684e-20,3.502950493892086e-11,1.6485573150674143e-10,0.05748140178669461,0.0008283164196588686,3.02825970137669e-05,-69.99733217209189
6.24,1.1245797140286077e-20,3.3363722673923075e-11,1.5702530887782462e-10,0.05697027172137691,0.0008124884977680126,2.9703940634621832e-05,-69.99738315516322
6.25,1.110521055272017e-20,3.177527117724865e-11,1.4955857094376928e-10,0.05646364701134156,0.0007969629595601814,2.9136339165169793e-05,-69.99743316405446
6.26,1.083365707157299e-20,3.0258495762758544e-11,1.4242905162974495e-10,0.05596148870138776,0.0007817339723312727,2.857957936633494e-05,-69.99748221756525
6.2700000000000005,1.0448676514478574e-20,2.8807718067254572e-11,1.3561016961729537e-10,0.05546375815660992,0.0007667958032673041,2.803345165094568e-05,-69.99753033417339
6.28,9.960992478556559e-21,2.7419220031732338e-11,1.2908441940994444e-10,0.05497041706953923,0.0007521428886929973,2.749775261540845e-05,-69.99757753180917
6.29,9.243075391268687e-21,2.6111165853033646e-11,1.2293566796981424e-10,0.05448142755392282,0.0007377705497086176,2.697231120282781e-05,-69.99762382552528
6.3,8.420138349262833e-21,2.4864490517733004e-11,1.170752941376688e-10,0.0539967518567825,0.0007236728598862389,2.6456910747658664e-05,-69.99766923443953
6.3100000000000005,7.519236687616586e-21,2.3676022099223898e-11,1.1148830053422648e-10,0.05351635261254728,0.0007098445572690112,2.595135887689596e-05,-69.99771377550927
6.32,6.573368234625918e-21,2.2542771737822967e-11,1.0616052935006828e-10,0.053040192764735296,0.0006962804760228221,2.5455466731706332e-05,-69.99775746538191
6.33,5.6217864213653246e-21,2.1461924497610222e-11,1.0107861938204616e-10,0.052568235563468464,0.0006829755438633526,2.4969048873363314e-05,-69.99780032040319
6.34,4.71031339124874e-21,2.0430830223270376e-11,9.622996306969643e-11,0.052100444562987534,0.0006699247794831446,2.4491923189182957e-05,-69.9978423566255
6.3500000000000005,3.891653109590018e-21,1.9446994396933504e-11,9.160266353165014e-11,0.05163678361916684,0.0006571232899786627,2.402391079845919e-05,-69.99788358981624
6.36,3.2257044731638287e-21,1.8508068995016278e-11,8.71854916020461e-11,0.0511772168870294,0.0006445662682773612,2.3564835958399458e-05,-69.99792403546608
6.37,2.690696031210628e-21,1.761209892746985e-11,8.29694354596853e-11,0.050721708838213024,0.0006322490760690305,2.3114529096029514e-05,-69.99796370852208
6.38,1.7957647336864804e-21,1.675862412889175e-11,7.895458202068207e-11,0.050270224345231665,0.0006201676129927938,2.2672840305379745e-05,-69.99800262219945
6.390000000000001,9.42807831526741e-22,1.594476828876663e-11,7.512575892684352e-11,0.04982272837437861,0.0006083170086199938,2.2239591527407963e-05,-69.9980407921916
6.4,1.4891931381216874e-22,1.5168892061953768e-11,7.14753125497103e-11,0.049379186269135705,0.0005966928451101468,2.181462124933975e-05,-69.9980782327349
6.41,-5.688057206716015e-22,1.4429481985875773e-11,6.799619858763499e-11,0.04893956366166734,0.000585290785987557,2.1397770933033353e-05,-69.99811495780351
6.42,-1.1933952960337177e-21,1.372514259076838e-11,6.468194691247224e-11,0.048503826470433324,0.0005741065739877077,2.098888493624546e-05,-69.9981509811164
6.43,-1.7081247918781497e-21,1.3054588509929882e-11,6.152662641626716e-11,0.048071940897801584,0.0005631360289036479,2.0587810433896758e-05,-69.99818631614424
6.44,-2.096641175903685e-21,1.2416636589970596e-11,5.852480985794382e-11,0.04764387342766083,0.0005523750454323778,2.0194397339337495e-05,-69.99822097611647
6.45,-2.3430872365037645e-21,1.18101980010626e-11,5.567153870999499e-11,0.04721959082303346,0.0005418195910212401,1.980849822561325e-05,-69.99825497402814
6.46,-2.468402598552201e-21,1.1233617927302775e-11,5.295875837884803e-11,0.04679906015391231,0.0005314657878576782,1.942997132294599e-05,-69.9982883223683
6.47,-2.6027149016675192e-21,1.0683364399326857e-11,5.036823225015391e-11,0.04638224885524975,0.0005213100788009137,1.9058686585065673e-05,-69.99832103257037
6.48,-2.648552691439426e-21,1.0160096336126208e-11,4.7904377648761384e-11,0.04596912444309418,0.0005113484416081255,1.869449696193744e-05,-69.998353117614
6.49,-2.6146685626129362e-21,9.662637657397653e-12,4.5561672996346536e-11,0.045559654790995205,0.0005015771629292708,1.8337266696403454e-05,-69.99838458946182
6.5,-2.5134290014506486e-21,9.18982212787451e-12,4.333464604812949e-11,0.04515380804178557,0.0004919925972041233,1.7986862509648267e-05,-69.99841545985772
6.51,-2.361062895652341e-21,8.740483226332372e-12,4.1217826614315226e-11,0.044751552605297895,0.0004825911647977195,1.7643153533032205e-05,-69.9984457403329
6.5200000000000005,-2.1779100442745797e-21,8.313444014594645e-12,3.920569928153303e-11,0.04435285715608115,0.0004733693501358002,1.7306011239924576e-05,-69.99847544221171
6.53,-1.988669667650409e-21,7.907507006538304e-12,3.729265613427715e-11,0.04395769063111735,0.0004643236998402569,1.697530937753704e-05,-69.99850457661785
6.54,-1.8226489173088676e-21,7.521444037099272e-12,3.5472949476345544e-11,0.04356602222753791,0.00045545082086456966,1.6650923898756712e-05,-69.99853315448026
6.55,-1.6357070336620006e-21,7.15491566121264e-12,3.374503414666287e-11,0.043177821440652735,0.0004467474798842884,1.6332736595784017e-05,-69.99856118623117
6.5600000000000005,-1.255559224358412e-21,6.809113255782601e-12,3.211460033319511e-11,0.04279305808995322,0.00043821067248115206,1.6020637629449717e-05,-69.99858868159598
6.57,-8.541450334007113e-22,6.481144480640986e-12,3.056806014502966e-11,0.04241170207377346,0.00042983701078228915,1.5714503141785385e-05,-69.99861565145622
6.58,-4.460478416788555e-22,6.1699802249425e-12,2.9100631922132433e-11,0.042033723625356824,0.0004216233705086809,1.541421891160665e-05,-69.99864210588179
6.59,-4.755663780884749e-23,5.8745592466039615e-12,2.7707390184744337e-11,0.04165909322881284,0.00041356668374983375,1.5119672778518114e-05,-69.99866805476155
6.6000000000000005,3.2329112999837645e-22,5.593780482621337e-12,2.638322988362358e-11,0.04128778161693957,0.00040566393736515686,1.4830754584468942e-05,-69.99869350780858
6.61,6.466667020678746e-22,5.326495359386933e-12,2.5122830650288673e-11,0.0409197597690462,0.00039791217138534314,1.4547356115308637e-05,-69.99871847456532
6.62,9.009071553919517e-22,5.071500103006345e-12,2.392062104726029e-11,0.04055499890877523,0.00039030847741374397,1.4269371042342538e-05,-69.99874296440882
6.63,1.0624725517610774e-21,4.827528049615646e-12,2.2770742818304265e-11,0.04019347050192506,0.0003828499970277505,1.399669486388759e-05,-69.99876698655585
6.640000000000001,1.205665196647092e-21,4.596223044251018e-12,2.1680507438649638e-11,0.039835146317979714,0.0003755340785122543,1.3729230635324407e-05,-69.99879054948876
6.65,1.4799210645043787e-21,4.3814544546817775e-12,2.0667294945612042e-11,0.039479998413457236,0.00036835823928834256,1.3466887595519918e-05,-69.9988136610922
6.66,1.7267103459136103e-21,4.177862995284894e-12,1.9706711801328165e-11,0.039127998885114784,0.0003613195563669326,1.320955888229157e-05,-69.99883633088338
6.67,1.9434848498339537e-21,3.9847179809228225e-12,1.8795307380769157e-11,0.03877912016407197,0.0003544154011474001,1.295714839606735e-05,-69.99885856732213
6.68,2.1286268918863874e-21,3.8012776848539595e-12,1.7929574171354964e-11,0.038433334914646136,0.0003476431918059107,1.2709561747397916e-05,-69.99888037871655
6.69,2.281541555613482e-21,3.6267856864963844e-12,1.710593029653573e-11,0.038090616032261014,0.00034100039191123593,1.2466706206351892e-05,-69.99890177322729
6.7,2.4027489537391136e-21,3.4604672191916796e-12,1.63207020393736e-11,0.03775093664135558,0.00033448450904057127,1.2228490651911292e-05,-69.99892275887207
6.71,2.493976489428313e-21,3.3015255179685962e-12,1.5570106366123737e-11,0.03741427009329259,0.00032809309339534913,1.1994825521366713e-05,-69.99894334353003
6.72,2.5582511175469763e-21,3.149138167306875e-12,1.4850233449816136e-11,0.03708058996426739,0.0003218237364170574,1.1765622759712747e-05,-69.9989635349462
6.73,2.599991605921648e-21,3.0024534489009754e-12,1.4157029193836965e-11,0.03674987005321663,0.0003156740694030541,1.1540795769043272e-05,-69.99898334073583
6.74,2.6012401856161672e-21,2.86262456730794e-12,1.3496233923793578e-11,0.03642208446427655,0.00030964193957871435,1.1320265845610701e-05,-69.99900276798911
6.75,2.5243067097628256e-21,2.7325880462249765e-12,1.2882300096716821e-11,0.036097207595649,0.0003037253897342498,1.1103961435364122e-05,-69.99902182331822
6.76,2.410892385314752e-21,2.6086020345172307e-12,1.2297052580788096e-11,0.035775213786594456,0.00029792192032287724,1.0891791156838462e-05,-69.99904051452114
6.7700000000000005,2.2647461268576877e-21,2.490272574789151e-12,1.1738672927362115e-11,0.03545607773147218,0.00029222936147191026,1.0683675681194434e-05,-69.99905884861838
6.78,2.090721603030624e-21,2.3772220617663936e-12,1.1205423301738138e-11,0.03513977433957817,0.00028664558180936347,1.0479537087148118e-05,-69.9990768325102
6.79,1.8948360193921925e-21,2.2690884493692557e-12,1.0695642976061469e-11,0.03482627873317243,0.0002811684873287515,1.0279298819468887e-05,-69.99909447298052
6.8,1.6843289012871825e-21,2.165524457786209e-12,1.0207744822225453e-11,0.03451556624550631,0.00027579602025389283,1.008288564747754e-05,-69.99911177670072
6.8100000000000005,1.46772087671298e-21,2.06619678054738e-12,9.740211804773176e-12,0.034207612418849884,0.00027052615790371077,9.890223623544316e-06,-69.99912875023354
6.82,1.2548724591861133e-21,1.970785291598074e-12,9.291593473799432e-12,0.03390239300251938,0.00026535691155703733,9.701240041587014e-06,-69.99914540003688
6.83,1.0570428306086066e-21,1.878982252372221e-12,8.860502457852262e-12,0.03359988395090434,0.00026028632531741237,9.515863395568944e-06,-69.99916173246773
6.84,8.503070365443727e-22,1.7909254686200223e-12,8.447180231948941e-12,0.033300061511616116,0.0002553126301429706,9.334029010710432e-06,-69.99917775271294
6.8500000000000005,5.748212277084528e-22,1.707206895466294e-12,8.05352759603393e-12,0.03300290222546692,0.0002504342460716296,9.155679124839948e-06,-69.99919346476995
6.86,2.9913576207412923e-22,1.6269265651951994e-12,7.676066532306648e-12,0.032708382520509054,0.0002456490855228247,8.98073741765355e-06,-69.99920887626034
6.87,2.930196949192032e-23,1.549953256962653e-12,7.314114734881726e-12,0.032416479179714075,0.00024095536078135943,8.809138531689304e-06,-69.99922399284223
6.88,-2.281275703036128e-22,1.4761782818470446e-12,6.967086462887677e-12,0.03212716918419381,0.00023635131632566012,8.6408182864588e-06,-69.99923882005707
6.890000000000001,-4.66093566126749e-22,1.4055153214118638e-12,6.634491316997513e-12,0.03184042971135879,0.00023183522791837466,8.475713645200176e-06,-69.99925336333204
6.9,-6.770245537733643e-22,1.337900266268361e-12,6.31593301595955e-12,0.03155623813307688,0.00022740540169697443,8.313762681631232e-06,-69.99926762798232
6.91,-8.528314344538997e-22,1.2732910546381474e-12,6.011108173127922e-12,0.03127457201383159,0.0002230601732643521,8.154904546702398e-06,-69.99928161921332
6.92,-9.849020132261136e-22,1.211667510915857e-12,5.7198050729933814e-12,0.03099540910888066,0.0002187979067794232,7.99907943534985e-06,-69.99929534212303
6.93,-1.064095537427945e-21,1.1530311842317767e-12,5.4419024477139594e-12,0.030718727362414537,0.00021461699404772593,7.846228553248547e-06,-69.99930880170433
6.94,-1.1178848181535843e-21,1.0969650815040892e-12,5.176028463403382e-12,0.030444504988008145,0.00021051596090194776,7.6962980060007e-06,-69.99932200432025
6.95,-1.216276839895239e-21,1.0425632969494102e-12,4.919345762907729e-12,0.03017272047990752,0.00020649348340825012,7.549239391626263e-06,-69.99933495794133
6.96,-1.2920510635128426e-21,9.905605103237153e-13,4.67403345417713e-12,0.02990335221297295,0.00020254786778356432,7.4049907867479365e-06,-69.99934766501977
6.97,-1.3458754651850163e-21,9.409016511564986e-13,4.43988783388557e-12,0.02963637889524462,0.00019867764191964317,7.263498372245702e-06,-69.99936013062569
6.98,-1.379115709936809e-21,8.935377150564983e-13,4.216744317473745e-12,0.029371779417264855,0.0001948813604283876,7.1247093058671414e-06,-69.9993723597852
6.99,-1.393885824267573e-21,8.484249372251993e-13,4.004474191105401e-12,0.029109532850361063,0.0001911576038945754,6.988571694907797e-06,-69.99938435748494
7.0,-1.3930988687788703e-21,8.055239659702939e-13,3.80298136362347e-12,0.02884961844492844,0.00018750497812858639,6.855034568891389e-06,-69.99939612867661
7.01,-1.3805176108023463e-21,7.64799036219185e-13,3.6121991185064074e-12,0.028592015628712893,0.00018392211341913123,6.724047852250164e-06,-69.99940767828143
7.0200000000000005,-1.3608051970276186e-21,7.262171430324641e-13,3.4320868658244078e-12,0.028336704005093864,0.00018040766378597806,6.595562337005174e-06,-69.9994190111947
7.03,-1.3395758261301732e-21,6.897472151174116e-13,3.2626268941957334e-12,0.028083663351367253,0.000176960306232681,6.469529655446614e-06,-69.99943013229031
7.04,-1.3020619779292287e-21,6.552191203778323e-13,3.102357392677585e-12,0.027832873689452302,0.00017357881462518772,6.345904981077549e-06,-69.99944104044076
7.05,-1.206585354948026e-21,6.222797094468181e-13,2.9479188098659834e-12,0.027584315306459613,0.00017026208190711072,6.224647840786739e-06,-69.99945172668015
7.0600000000000005,-1.0962684734836968e-21,5.911239238662659e-13,2.8016939699186685e-12,0.02733796837478647,0.00016700872966804526,6.105707840973746e-06,-69.99946220545897
7.07,-9.738757437258233e-22,5.616732236978971e-13,2.6632340325678823e-12,0.027093813374475622,0.00016381754436409923,5.989040615428048e-06,-69.99947247960651
7.08,-8.426260799847515e-22,5.338419545687248e-13,2.532045463296952e-12,0.026851830953440268,0.00016068733431590887,5.874602597289089e-06,-69.99948255174341
7.09,-7.062099755188839e-22,5.075363009517677e-13,2.407584485474727e-12,0.026612001925860777,0.00015761692907861994,5.762350996013279e-06,-69.99949242427668
7.1000000000000005,-5.688065773619112e-22,4.826532394467456e-13,2.2892515324899474e-12,0.026374307270581276,0.00015460517881186705,5.652243774340942e-06,-69.99950209939483
7.11,-4.351007611501148e-22,4.5907949206079e-13,2.1763856998856707e-12,0.026138728129506378,0.00015165095364975492,5.54423962526332e-06,-69.999511579063
7.12,-3.1030020594954757e-22,4.366904794891327e-13,2.0682591974935974e-12,0.025905245805997703,0.0001487531430708365,5.43829794898947e-06,-69.99952086501807
7.13,-2.0015246908333545e-22,4.1534927439581623e-13,1.9640718015685024e-12,0.02567384176327058,0.0001459106552680942,5.334378829913272e-06,-69.99952995876376
7.140000000000001,-9.451670678645142e-23,3.9521747879574014e-13,1.8653733950028324e-12,0.025444497689503017,0.00014312247913534346,5.232445302787741e-06,-69.99953887951531
7.15,4.0305498522356824e-23,3.7689996476179585e-13,1.777193261914212e-12,0.025217195527412483,0.00014038771290294638,5.1324643996242545e-06,-69.99954767258389
7.16,1.6889292487417058e-22,3.5968631429832675e-13,1.6943536560760843e-12,0.02499191709676663,0.00013770521070015335,5.034394228288935e-06,-69.99955630823618
7.17,2.8889534287234234e-22,3.434883777018459e-13,1.616554795484347e-12,0.024768644507396544,0.00013507397108551624,4.938198176869864e-06,-69.99956479324592
7.18,3.9793748115265644e-22,3.282118080173239e-13,1.543485343800541e-12,0.024547360023405046,0.00013249301046724406,4.843840286024559e-06,-69.99957313478431
7.19,4.9362885584848115e-22,3.1375552462089527e-13,1.4748208347930006e-12,0.0243280460616724,0.00012996136257562203,4.751285229692028e-06,-69.99958134044459
7.2,5.7357360005588035e-22,3.000111768025718e-13,1.4102220967780322e-12,0.0241106851903622,0.00012747807793543175,4.660498295804863e-06,-69.99958941826645
7.21,6.353802932988077e-22,2.8686260734894215e-13,1.3493336770610346e-12,0.023895260127427032,0.00012504222333836927,4.5714453670012594e-06,-69.99959737676053
7.22,6.766717909942165e-22,2.7418531612588557e-13,1.2917822663776794e-12,0.02368175373911432,0.00012265288131546508,4.484092901337108e-06,-69.9996052249329
7.23,6.950950539172128e-22,2.618459236612768e-13,1.2371751233350557e-12,0.02347014903847207,0.00012030914960950309,4.398407912998047e-06,-69.99961297230955
7.24,6.945268692126698e-22,2.4991389419145744e-13,1.1852358892808705e-12,0.023260429223243815,0.00011801017559693439,4.314359230737439e-06,-69.99962059047287
7.25,6.909910624455533e-22,2.3886337493924325e-13,1.1359340056478328e-12,0.02305257771192934,0.00011575518908238155,4.231918696817547e-06,-69.99962797639039
7.26,6.732935688172582e-22,2.2822375534463745e-13,1.088610025163464e-12,0.02284657789197344,0.00011354327966777301,4.151053027800922e-06,-69.99963519702936
7.2700000000000005,6.431627734367866e-22,2.1795392564518744e-13,1.0428639079126685e-12,0.022642413373393257,0.00011137362259106101,4.071732071035561e-06,-69.99964224009655
7.28,6.02914474436376e-22,2.0801882880960183e-13,9.98279705275383e-13,0.022440067908804158,0.00010924540856429987,3.993926239590456e-06,-69.99964909074703
7.29,5.554906293495643e-22,1.9838991475890833e-13,9.544246255840704e-13,0.022239525392109213,0.00010715784340917722,3.917606498930907e-06,-69.99965573142921
7.3,5.044981014892786e-22,1.8904559458762106e-13,9.108480997812566e-13,0.022040769857188905,0.00010511014769254725,3.842744353593901e-06,-69.99966214172959
7.3100000000000005,4.5424740632590875e-22,1.7997169478490241e-13,8.670808470770405e-13,0.0218437854765907,0.00010310155636196278,3.769311833863454e-06,-69.99966829821759
7.32,4.0877540373970847e-22,1.7119004097644402e-13,8.231904560556196e-13,0.021648556565630982,0.00010113132395316545,3.6972816861524354e-06,-69.99967429135832
7.33,3.6912539476594034e-22,1.62813290979131e-13,7.80975233554215e-13,0.021455067592810243,9.919873606860037e-05,3.6266277926482175e-06,-69.99968051961736
7.34,3.341983653415638e-22,1.5485175577866214e-13,7.410559748137336e-13,0.02126330315106035,9.730307899913605e-05,3.55732406070621e-06,-69.99968664089417
7.3500000000000005,3.030363684997173e-22,1.472979765915934e-13,7.036043760365648e-13,0.021073247964937952,9.544364966671086e-05,3.4893447863453157e-06,-69.99969263914089
7.36,2.745437035648542e-22,1.4012347451236882e-13,6.684425418050238e-13,0.02088488688997593,9.361975536311972e-05,3.4226646446981893e-06,-69.99969848805293
7.37,2.4846419121237894e-22,1.332970138652713e-13,6.351842691292746e-13,0.020698204911216444,9.183071498997918e-05,3.357258735343416e-06,-69.99970425435541
7.38,2.245983864191344e-22,1.2680239824945716e-13,6.037101573332313e-13,0.02051318717361099,9.007586496382885e-05,3.2931027981914354e-06,-69.99970990775095
7.390000000000001,2.0255912693106436e-22,1.2062843167028996e-13,5.740256188127923e-13,0.020329818990041375,8.835455870459926e-05,3.23017319478331e-06,-69.99971544865964
7.4,1.8286816341421057e-22,1.147508194118215e-13,5.457275710758797e-13,0.020148085637700607,8.666614406448503e-05,3.168446083108005e-06,-69.99972088918497
7.41,1.649780894780366e-22,1.0916058909874032e-13,5.189011119913179e-13,0.019967972854824764,8.501001515893613e-05,3.107899312502784e-06,-69.99972622436862
7.42,1.488888134389295e-22,1.0384194311313827e-13,4.93398686432046e-13,0.019789466093462427,8.338553781697635e-05,3.0485096981753815e-06,-69.99973145631915
7.43,1.345546165272703e-22,9.878031319612743e-14,4.69100376184198e-13,0.019612551010594455,8.179209715903279e-05,2.9902547606120747e-06,-69.99973658811187
7.44,1.2159673680431617e-22,9.39666671770826e-14,4.460450925225452e-13,0.01943721381654075,8.022913097845586e-05,2.9331139459798164e-06,-69.99974162178017
7.45,1.0997281749001732e-22,8.93858442548766e-14,4.2410461617389257e-13,0.019263440015544572,7.869601010293304e-05,2.8770642522335595e-06,-69.99974655914546
7.46,9.952036969883418e-23,8.502931103406553e-14,4.0326402838040125e-13,0.019091216253775932,7.719221137981058e-05,2.8220865533236317e-06,-69.99975140213064
7.47,9.008707305436829e-23,8.088449976692859e-14,3.8345686474082897e-13,0.018920528384494283,7.571713843484583e-05,2.768159046276637e-06,-69.99975615262984
7.48,8.15851948481396e-23,7.6941650251156e-14,3.6463190132302033e-13,0.0187513629307081,7.427025496382793e-05,2.7152621242323114e-06,-69.99976081235093
7.49,7.399384784374735e-23,7.319248178906123e-14,3.4673650035141014e-13,0.018583706822368855,7.28510604906999e-05,2.6633774901795253e-06,-69.99976538280917
7.5,6.713367157395541e-23,6.962534329092266e-14,3.297230284551155e-13,0.018417546052192153,7.145897213294839e-05,2.612483834391899e-06,-69.99976986597643
7.51,6.089837744020116e-23,6.623111735487663e-14,3.1355335001826697e-13,0.018252867241647108,7.009346309896017e-05,2.5625618977822608e-06,-69.9997742636139
7.5200000000000005,5.518587711873229e-23,6.300146413649851e-14,2.9819749066198255e-13,0.0180896571751629,6.875402149287825e-05,2.5135929658405736e-06,-69.99977857747061
