t,GLY,G1P,G6P,F6P,FBP,DHAP,GAP,Thirteen_BPG,three_PG,two_PG,PEP,PYR,LAC,Pi,ADP,ATP,AMP,PCr,Cr,NADH,NAD
7.76,2.181415074e-314,2.1814149476e-314,2.1814122283e-314,2.1814141888e-314,2.181415169e-314,2.1750145446e-314,2.17501641e-314,2.175011446e-314,2.1750112245e-314,2.175011604e-314,2.175016157e-314,2.175012742e-314,2.1750110347e-314,2.175012679e-314,2.1750158726e-314,2.175008663e-314,2.1750094854e-314,2.175014323e-314,2.175010118e-314,2.175013248e-314,2.175009169e-314
7.7700000000000005,2.175016442e-314,2.175016505e-314,2.175015683e-314,2.1750164734e-314,2.175011825e-314,2.1750110664e-314,2.1750112877e-314,2.175016189e-314,2.175014829e-314,2.175012331e-314,2.1750122995e-314,2.175012363e-314,2.1750122047e-314,2.175012173e-314,2.1750121414e-314,2.17501211e-314,2.175015936e-314,2.175010687e-314,2.1750106553e-314,2.1750106237e-314,2.175010592e-314
7.78,2.1750109715e-314,2.175010497e-314,2.1750117936e-314,2.1750092324e-314,2.1750160307e-314,2.1750119833e-314,2.1750163786e-314,2.1750132165e-314,2.175013185e-314,2.175011003e-314,2.175010529e-314,2.1750126158e-314,2.1750114774e-314,2.175013027e-314,2.1750109083e-314,2.1750108766e-314,2.175011256e-314,2.175016252e-314,2.1750139754e-314,2.1750099913e-314,2.1750157145e-314
7.79,2.1750115407e-314,2.1750127106e-314,2.1750098964e-314,2.175013501e-314,2.175014576e-314,2.1750113193e-314,2.1750134063e-314,2.1750162205e-314,2.17501094e-314,2.175011762e-314,2.181773584e-314,2.181774754e-314,2.1817751017e-314,2.181774248e-314,2.1817735207e-314,2.181773679e-314,2.1817699476e-314,2.1817737104e-314,2.181773742e-314,2.1817738053e-314,2.1817737737e-314
7.8,2.1817733626e-314,2.1817732994e-314,2.181773236e-314,2.181773173e-314,2.1817729516e-314,2.1817728883e-314,2.1817728567e-314,2.181772825e-314,2.1817727935e-314,2.18177273e-314,2.181772667e-314,2.1817726037e-314,2.1817723824e-314,2.1817724456e-314,2.181772509e-314,2.1817725405e-314,2.181772572e-314,2.1817734575e-314,2.1817696947e-314,2.181769568e-314,2.18176941e-314
7.8100000000000005,2.1817697895e-314,2.181769758e-314,2.1817731413e-314,2.1817722875e-314,2.181772256e-314,2.181772161e-314,2.1817719713e-314,2.181772098e-314,2.1817720346e-314,2.1817753547e-314,2.1817754496e-314,2.181775481e-314,2.181775513e-314,2.1817755444e-314,2.181775576e-314,2.1817714654e-314,2.181767671e-314,2.181769252e-314,2.1817756393e-314,2.1817756077e-314,2.181775323e-314
7.82,2.1817752915e-314,2.1817749436e-314,2.18177526e-314,2.181771181e-314,2.181770264e-314,2.1817694417e-314,2.181771402e-314,2.1817715286e-314,2.1817718765e-314,2.18177175e-314,2.1817719397e-314,2.181771813e-314,2.1817745326e-314,2.181773647e-314,2.1817716867e-314,2.181771149e-314,2.181771434e-314,2.1817696e-314,2.1817743745e-314,2.1817742164e-314,2.181769853e-314
7.83,2.181775007e-314,2.1817749752e-314,2.181775228e-314,2.181769663e-314,2.1817750385e-314,2.1817695366e-314,2.1817700425e-314,2.181770074e-314,2.181773394e-314,2.181773426e-314,2.2559277624e-314,2.255927794e-314,2.2559278256e-314,2.255927857e-314,2.2559279205e-314,2.255927952e-314,2.255927889e-314,2.2559279837e-314,2.2559280153e-314,2.255928047e-314,2.2559280786e-314
7.84,2.25592811e-314,2.255928142e-314,2.2559281734e-314,2.255928205e-314,2.2559282367e-314,2.2559282683e-314,2.2559283e-314,2.2559283315e-314,2.255928363e-314,2.255928395e-314,2.2559284264e-314,2.255928458e-314,2.2559284896e-314,2.255928521e-314,2.255928553e-314,2.2559285845e-314,2.255928616e-314,2.2559286477e-314,2.2559286793e-314,2.255928711e-314,2.2559287426e-314
7.8500000000000005,2.255928774e-314,2.255928806e-314,2.2559288374e-314,2.255928869e-314,2.2559289007e-314,2.2559289323e-314,2.255928964e-314,2.2559289955e-314,2.255929027e-314,2.255929059e-314,2.2559290904e-314,2.255929122e-314,2.2559291536e-314,2.2559291853e-314,2.255929217e-314,2.2559292485e-314,2.25592928e-314,2.2559293117e-314,2.2559293434e-314,2.255929375e-314,2.2559294066e-314
7.86,2.255929438e-314,2.25592947e-314,2.2559295015e-314,2.255929533e-314,2.2559295647e-314,2.2559298493e-314,2.255929881e-314,2.2559299125e-314,2.255929944e-314,2.255929976e-314,2.2559300074e-314,2.255930039e-314,2.2559300706e-314,2.2559301023e-314,2.255930134e-314,2.2559301655e-314,2.255930197e-314,2.2559302287e-314,2.2559302604e-314,2.255930292e-314,2.2559303236e-314
7.87,2.255930355e-314,2.255930387e-314,2.2559304185e-314,2.25593045e-314,2.2559304817e-314,2.2559305133e-314,2.255930545e-314,2.2559305766e-314,2.255930608e-314,2.25593064e-314,2.2559306714e-314,2.255930703e-314,2.2559307347e-314,2.2559307663e-314,2.255930798e-314,2.2559308295e-314,2.255930861e-314,2.255930893e-314,2.2559309244e-314,2.255930956e-314,2.2559309876e-314
7.88,2.255931019e-314,2.255931051e-314,2.2559310825e-314,2.255931114e-314,2.2559311457e-314,2.2559311773e-314,2.255931209e-314,2.2559312406e-314,2.255931272e-314,2.255931304e-314,2.2559313354e-314,2.255931367e-314,2.2559313987e-314,2.2559314303e-314,2.255931462e-314,2.2559314935e-314,2.255931525e-314,2.255931557e-314,2.2559315884e-314,2.25593162e-314,2.2559316516e-314
7.890000000000001,2.2559316833e-314,2.255931715e-314,2.2559317465e-314,2.255931778e-314,2.2559318097e-314,2.2559298177e-314,2.255929786e-314,2.2559297544e-314,2.255929723e-314,2.255929691e-314,2.2559295963e-314,2.2559296596e-314,2.255929628e-314,2.2559277307e-314,2.255963778e-314,2.255963746e-314,2.2559637145e-314,2.255963683e-314,2.2559636513e-314,2.2559636197e-314,2.255963588e-314
7.9,2.2559635564e-314,2.255963525e-314,2.255963493e-314,2.2559634616e-314,2.25596343e-314,2.2559633983e-314,2.2559633667e-314,2.255963335e-314,2.2559633035e-314,2.255963272e-314,2.25596324e-314,2.2559632086e-314,2.255963177e-314,2.2559631454e-314,2.2559631137e-314,2.255963082e-314,2.2559630505e-314,2.255963019e-314,2.2559629873e-314,2.2559629556e-314,2.255962924e-314
7.91,2.2559628924e-314,2.255962861e-314,2.255962829e-314,2.2559627975e-314,2.255962766e-314,2.2559627343e-314,2.2559627027e-314,2.255962671e-314,2.2559626394e-314,2.255962608e-314,2.255962576e-314,2.2559625446e-314,2.255962513e-314,2.2559624813e-314,2.2559624497e-314,2.255962418e-314,2.2559623865e-314,2.255962355e-314,2.255962323e-314,2.2559622916e-314,2.25596226e-314
7.92,2.2559622284e-314,2.255962197e-314,2.255962165e-314,2.2559621335e-314,2.255962102e-314,2.2559620703e-314,2.2559620387e-314,2.255962007e-314,2.2559619754e-314,2.2559615327e-314,2.255961501e-314,2.2559614695e-314,2.255961438e-314,2.2559614063e-314,2.2559613746e-314,2.255961343e-314,2.2559613114e-314,2.25596128e-314,2.255961248e-314,2.2559612165e-314,2.255961185e-314
7.930000000000001,2.2559611533e-314,2.2559611217e-314,2.25596109e-314,2.2559610584e-314,2.255961027e-314,2.255960995e-314,2.2559609636e-314,2.255960932e-314,2.2559615644e-314,2.255961596e-314,2.2559616276e-314,2.255961659e-314,2.255961691e-314,2.2559617225e-314,2.255961754e-314,2.2559617857e-314,2.2559618173e-314,2.255961849e-314,2.2559618806e-314,2.255961912e-314,2.255961944e-314
7.94,2.2559638094e-314,2.255963841e-314,2.2559638726e-314,2.2559640307e-314,2.2559642205e-314,2.255964189e-314,2.2559609003e-314,2.2559235253e-314,2.255923557e-314,2.2559235885e-314,2.25592362e-314,2.2559236834e-314,2.2559236517e-314,2.2559234936e-314,2.255923462e-314,2.2559234304e-314,2.255923399e-314,2.255923367e-314,2.2559233355e-314,2.255923304e-314,2.2559232723e-314
7.95,2.2559232407e-314,2.255923209e-314,2.2559231774e-314,2.255923146e-314,2.255923114e-314,2.2559230826e-314,2.255923051e-314,2.2559230193e-314,2.2559229877e-314,2.255922956e-314,2.2559229245e-314,2.255922893e-314,2.255922861e-314,2.2559228296e-314,2.255922798e-314,2.2559227664e-314,2.2559227347e-314,2.255922703e-314,2.2559226715e-314,2.25592264e-314,2.2559226083e-314
7.96,2.2559225766e-314,2.255922545e-314,2.2559225134e-314,2.255922482e-314,2.25592245e-314,2.2559224185e-314,2.255922387e-314,2.2559223553e-314,2.2559223237e-314,2.255922292e-314,2.2559222604e-314,2.255922229e-314,2.255922197e-314,2.2559221656e-314,2.255922134e-314,2.2559221023e-314,2.2559220707e-314,2.255922039e-314,2.2559220075e-314,2.255921976e-314,2.255921944e-314
7.97,2.2559219126e-314,2.255921881e-314,2.2559218494e-314,2.255921818e-314,2.255921786e-314,2.2559217545e-314,2.255921723e-314,2.2559216913e-314,2.2559216597e-314,2.255921628e-314,2.2559215964e-314,2.255921565e-314,2.255921533e-314,2.2559215016e-314,2.25592147e-314,2.2559214383e-314,2.2559214067e-314,2.255921375e-314,2.2559213435e-314,2.255921312e-314,2.25592128e-314
7.98,2.2559212486e-314,2.255921217e-314,2.2559211854e-314,2.2559211537e-314,2.255921122e-314,2.2559210905e-314,2.255921059e-314,2.2559210273e-314,2.2559209956e-314,2.255920964e-314,2.2559209324e-314,2.255920901e-314,2.255920869e-314,2.2559208375e-314,2.255920806e-314,2.2559207743e-314,2.2559207427e-314,2.255920711e-314,2.2559206794e-314,2.255920648e-314,2.255920616e-314
7.99,2.2559205846e-314,2.255920553e-314,2.2559205213e-314,2.2559204897e-314,2.255920458e-314,2.2559204265e-314,2.255920395e-314,2.255920363e-314,2.2559203316e-314,2.2559203e-314,2.2559202684e-314,2.2559202368e-314,2.255920205e-314,2.2559201735e-314,2.255920142e-314,2.2559201103e-314,2.2559200787e-314,2.255920047e-314,2.2559200154e-314,2.255919984e-314,2.255919952e-314
8.0,2.2559199205e-314,2.255919889e-314,2.2559198573e-314,2.2559198257e-314,2.255919794e-314,2.2559197624e-314,2.255919731e-314,2.255919699e-314,2.2559196676e-314,2.255919636e-314,2.2559196043e-314,2.2559195727e-314,2.255919541e-314,2.2559195095e-314,2.255919478e-314,2.255919446e-314,2.2559194146e-314,2.255919383e-314,2.2559193514e-314,2.25591932e-314,2.255919288e-314
8.01,2.2559192565e-314,2.255919225e-314,2.2559191933e-314,2.2559191617e-314,2.25591913e-314,2.2559190984e-314,2.255919067e-314,2.255919035e-314,2.2559190036e-314,2.255918972e-314,2.2559189403e-314,2.2559189087e-314,2.255918877e-314,2.2559188455e-314,2.255918814e-314,2.255918782e-314,2.2559187506e-314,2.255918719e-314,2.2559186874e-314,2.2559186557e-314,2.255918624e-314
8.02,2.2559185925e-314,2.255918561e-314,2.2559185293e-314,2.2559184976e-314,2.255918371e-314,2.2559183395e-314,2.255918308e-314,2.2559182763e-314,2.2559182447e-314,2.255918213e-314,2.2559181814e-314,2.25591815e-314,2.255918118e-314,2.2559180866e-314,2.255918055e-314,2.2559180233e-314,2.2559179917e-314,2.25591796e-314,2.2559179285e-314,2.255917897e-314,2.255917865e-314
8.03,2.2559178336e-314,2.255917802e-314,2.2559177704e-314,2.255917739e-314,2.255917707e-314,2.2559176755e-314,2.255917644e-314,2.2559176123e-314,2.2559175807e-314,2.255917549e-314,2.2559175174e-314,2.255917486e-314,2.255917454e-314,2.2559174226e-314,2.255917391e-314,2.2559173593e-314,2.2559173277e-314,2.255917296e-314,2.2559172645e-314,2.255917233e-314,2.255917201e-314
8.040000000000001,2.2559171696e-314,2.255917138e-314,2.2559171064e-314,2.2559170747e-314,2.255917043e-314,2.2559170115e-314,2.25591698e-314,2.2559169483e-314,2.2559169166e-314,2.255916885e-314,2.2559168534e-314,2.255916822e-314,2.25591679e-314,2.2559167585e-314,2.255916727e-314,2.2559166953e-314,2.2559166637e-314,2.255916632e-314,2.2559166004e-314,2.255916569e-314,2.255916537e-314
8.05,2.2559165056e-314,2.255916474e-314,2.2559164423e-314,2.2559164107e-314,2.255916379e-314,2.2559163475e-314,2.255916316e-314,2.255916284e-314,2.2559162526e-314,2.25591581e-314,2.2559157783e-314,2.2559157467e-314,2.255915715e-314,2.2559158415e-314,2.255915873e-314,2.255915905e-314,2.2559159364e-314,2.255915968e-314,2.2559159996e-314,2.2559160313e-314,2.255916063e-314
8.06,2.2559160945e-314,2.255916126e-314,2.2559161577e-314,2.2559161894e-314,2.255916221e-314,2.255918403e-314,2.2559184344e-314,2.255918466e-314,2.1736845357e-314,2.1736852313e-314,2.173684852e-314,2.173686591e-314,2.173684757e-314,2.1736851997e-314,2.1736825436e-314,2.173686275e-314,2.1736848203e-314,2.173685168e-314,2.1736833025e-314,2.173683271e-314,2.1736832392e-314
8.07,2.1736832076e-314,2.173683176e-314,2.1736831444e-314,2.173683113e-314,2.173683081e-314,2.1736829863e-314,2.1736829547e-314,2.173686338e-314,2.1736864013e-314,2.1736863696e-314,2.1736855475e-314,2.1736818163e-314,2.1736815634e-314,2.1736862115e-314,2.173683935e-314,2.1736879507e-314,2.173688014e-314,2.1736819744e-314,2.173685358e-314,2.173685326e-314,2.1736852946e-314
8.08,2.17368618e-314,2.173687192e-314,2.173688741e-314,2.1736887095e-314,2.173688836e-314,2.173686844e-314,2.1736867807e-314,2.1736889625e-314,2.173688773e-314,2.1736877293e-314,2.1736876977e-314,2.1736888993e-314,2.1736868756e-314,2.1736820693e-314,2.173683334e-314,2.1736833657e-314,2.173682765e-314,2.1736827966e-314,2.173682828e-314,2.173682512e-314,2.1736828914e-314
8.09,2.173682923e-314,2.1736861483e-314,2.1736876345e-314,2.173687603e-314,2.1736860534e-314,2.17368716e-314,2.173686907e-314,2.1736868123e-314,2.1736888676e-314,2.173683524e-314,2.173683587e-314,2.1736836187e-314,2.1736836503e-314,2.1736835554e-314,2.1736839665e-314,2.173682259e-314,2.173686433e-314,2.1736865277e-314,2.1736822274e-314,2.1736864645e-314,2.1736888044e-314
8.1,2.173683429e-314,2.1736827017e-314,2.1736827333e-314,2.173685832e-314,2.1736871285e-314,2.173687097e-314,2.1736870653e-314,2.1736870337e-314,2.173687002e-314,2.1736869704e-314,2.173688172e-314,2.1736882036e-314,2.1736847254e-314,2.1736842195e-314,2.173684188e-314,2.173681658e-314,2.173682006e-314,2.173681437e-314,2.173687571e-314,2.1736880455e-314,2.1736886463e-314
8.11,2.1736861167e-314,2.1736813737e-314,2.173682575e-314,2.173682607e-314,2.1736826385e-314,2.173687824e-314,2.173687856e-314,2.1736878874e-314,2.173687919e-314,2.1736879823e-314,2.1736824487e-314,2.173682417e-314,2.1736874764e-314,2.1736874447e-314,2.173687508e-314,2.1736875396e-314,2.173684915e-314,2.1736849467e-314,2.1736849784e-314,2.17368501e-314,2.173686243e-314
8.120000000000001,2.1736865594e-314,2.1736851365e-314,2.1736886147e-314,2.173688583e-314,2.1736885514e-314,2.17368852e-314,2.173688488e-314,2.173688077e-314,2.1736884566e-314,2.1736881404e-314,2.1736843143e-314,2.173681943e-314,2.1736817215e-314,2.173681026e-314,2.1736873183e-314,2.1736842827e-314,2.1736823855e-314,2.173682101e-314,2.1736824804e-314,2.1736823223e-314,2.173682354e-314
8.13,2.173682164e-314,2.1736820377e-314,2.17368735e-314,2.173688109e-314,2.173685263e-314,2.173686085e-314,2.173688267e-314,2.173686022e-314,2.1736847886e-314,2.1736866226e-314,2.173686686e-314,2.173684599e-314,2.1736845673e-314,2.17368833e-314,2.173684156e-314,2.173686654e-314,2.173684441e-314,2.1736846305e-314,2.1736872234e-314,2.173684504e-314,2.1740870925e-314
8.14,2.174087061e-314,2.174087029e-314,2.1740865865e-314,2.174086555e-314,2.1740865233e-314,2.1740864917e-314,2.17408646e-314,2.1740864284e-314,2.1740909817e-314,2.17409095e-314,2.174090539e-314,2.1740905707e-314,2.1740906023e-314,2.174090634e-314,2.1740906655e-314,2.174090729e-314,2.174090697e-314,2.1740907604e-314,2.174090792e-314,2.1740908236e-314,2.174090128e-314
8.15,2.1740900015e-314,2.17408997e-314,2.1740899383e-314,2.1740899067e-314,2.174089875e-314,2.1740898434e-314,2.1740860806e-314,2.174086112e-314,2.174086144e-314,2.1740861755e-314,2.174086207e-314,2.174092563e-314,2.1740925944e-314,2.174093227e-314,2.17409329e-314,2.1740933216e-314,2.1740933533e-314,2.174093385e-314,2.1740935746e-314,2.1740934165e-314,2.1740936695e-314
8.16,2.174093638e-314,2.1740862703e-314,2.1740900964e-314,2.174090033e-314,2.174090065e-314,2.1740932584e-314,2.174092531e-314,2.1740924995e-314,2.174092468e-314,2.1740924363e-314,2.1740924047e-314,2.174092373e-314,2.174086302e-314,2.174088294e-314,2.174088231e-314,2.1740882624e-314,2.174088547e-314,2.174088642e-314,2.174088705e-314,2.1740883256e-314,2.1740926576e-314
8.17,2.174088199e-314,2.1740884837e-314,2.174088389e-314,2.174091646e-314,2.174092721e-314,2.174090444e-314,2.1740860174e-314,2.1740922466e-314,2.174092215e-314,2.1740921833e-314,2.1740921517e-314,2.17409212e-314,2.1740920885e-314,2.174091962e-314,2.1740919303e-314,2.1740918987e-314,2.174091867e-314,2.1740918355e-314,2.174086049e-314,2.1740859858e-314,2.174085954e-314
8.18,2.174085891e-314,2.1740866814e-314,2.174086713e-314,2.1740867446e-314,2.1740867763e-314,2.174086808e-314,2.1740868395e-314,2.1740919936e-314,2.174092025e-314,2.174092057e-314,2.1740869976e-314,2.174086966e-314,2.1740869344e-314,2.1740869027e-314,2.174086871e-314,2.174093132e-314,2.1740863336e-314,2.174090381e-314,2.1740901596e-314,2.174087788e-314,2.174085796e-314
8.19,2.1740915193e-314,2.1740910134e-314,2.174091045e-314,2.174091709e-314,2.1740911715e-314,2.174092942e-314,2.1740912347e-314,2.174087314e-314,2.1740897486e-314,2.17408978e-314,2.174089812e-314,2.174093448e-314,2.1740934797e-314,2.1740895905e-314,2.174093037e-314,2.1740875035e-314,2.1740903177e-314,2.1740904126e-314,2.1740923414e-314,2.1740887683e-314,2.1740885786e-314
8.2,2.1740883573e-314,2.174088863e-314,2.1740886735e-314,2.1740887367e-314,2.174088452e-314,2.1740890213e-314,2.1740890845e-314,2.174089148e-314,2.174089211e-314,2.1740892426e-314,2.1740892743e-314,2.1740893375e-314,2.174089369e-314,2.1740871873e-314,2.1740871557e-314,2.174087124e-314,2.174086365e-314,2.174086397e-314,2.174086618e-314,2.17408665e-314,2.174090191e-314
8.21,2.1740902545e-314,2.174090286e-314,2.1740884205e-314,2.1740909185e-314,2.174090887e-314,2.1740905074e-314,2.1740908553e-314,2.174090476e-314,2.174087472e-314,2.1740912663e-314,2.1740862387e-314,2.17409231e-314,2.174092278e-314,2.174087219e-314,2.1740872506e-314,2.174087282e-314,2.1740873454e-314,2.174087377e-314,2.1740874087e-314,2.1740874403e-314,2.174087535e-314
8.22,2.174087567e-314,2.1740875984e-314,2.17408763e-314,2.1740876616e-314,2.174087693e-314,2.174087725e-314,2.1740877565e-314,2.1740917406e-314,2.174091551e-314,2.1740931635e-314,2.1740928473e-314,2.174092879e-314,2.174093606e-314,2.174093543e-314,2.174093701e-314,2.1740859225e-314,2.174089622e-314,2.1740896537e-314,2.1739021143e-314,2.1739020827e-314,2.173902051e-314
8.23,2.1739020194e-314,2.173901988e-314,2.173901893e-314,2.1739018613e-314,2.173901545e-314,2.1739015135e-314,2.1739014503e-314,2.173900818e-314,2.173900786e-314,2.1739007546e-314,2.173900723e-314,2.1739006914e-314,2.1739006598e-314,2.173900628e-314,2.1739005965e-314,2.173900565e-314,2.173900154e-314,2.173900122e-314,2.1739000906e-314,2.1738999957e-314,2.173899964e-314
8.24,2.1738999325e-314,2.173899901e-314,2.173899869e-314,2.1738998376e-314,2.173899806e-314,2.1738997744e-314,2.173899743e-314,2.173901735e-314,2.1739017665e-314,2.173901798e-314,2.1739041696e-314,2.173904201e-314,2.1739071103e-314,2.173906794e-314,2.1739062565e-314,2.1739063514e-314,2.173906699e-314,2.1739065727e-314,2.173906383e-314,2.173904296e-314,2.1739001854e-314
8.25,2.173900217e-314,2.173900312e-314,2.1739003435e-314,2.1739005333e-314,2.17390047e-314,2.1739005017e-314,2.1739031577e-314,2.1739031894e-314,2.173905814e-314,2.173905972e-314,2.173905561e-314,2.1739056874e-314,2.1739024937e-314,2.1739057506e-314,2.1739038534e-314,2.1739041064e-314,2.1739040115e-314,2.1739039166e-314,2.1739036637e-314,2.173904043e-314,2.1739008495e-314
8.26,2.173901039e-314,2.1739010076e-314,2.173900976e-314,2.173900881e-314,2.17390496e-314,2.1739045807e-314,2.1739046123e-314,2.1739043593e-314,2.173904707e-314,2.173902304e-314,2.1739023356e-314,2.173902367e-314,2.173907458e-314,2.173899553e-314,2.1738995214e-314,2.1739059403e-314,2.173902557e-314,2.173901134e-314,2.1739011657e-314,2.1739011973e-314,2.1739016716e-314
8.27,2.17390164e-314,2.1739016084e-314,2.1739015767e-314,2.173905308e-314,2.173907142e-314,2.173906731e-314,2.173907047e-314,2.173906952e-314,2.1739070787e-314,2.1739069206e-314,2.1739066676e-314,2.1739027467e-314,2.173902715e-314,2.17390281e-314,2.1739026834e-314,2.173902652e-314,2.17390262e-314,2.1739025886e-314,2.173905466e-314,2.173906035e-314,2.173904486e-314
8.28,2.1739061933e-314,2.1739009127e-314,2.1739009443e-314,2.1739036004e-314,2.173903537e-314,2.17390398e-314,2.173904391e-314,2.173900059e-314,2.1739000273e-314,2.1739052763e-314,2.1739028415e-314,2.1739025253e-314,2.173902873e-314,2.173902905e-314,2.173902968e-314,2.1739029364e-314,2.1739029996e-314,2.1739030313e-314,2.173903063e-314,2.173901482e-314,2.1739053395e-314
8.290000000000001,2.173905624e-314,2.173902462e-314,2.173901703e-314,2.1739014186e-314,2.173901387e-314,2.173905371e-314,2.173905877e-314,2.1739058455e-314,2.173901071e-314,2.1739011024e-314,2.1738996795e-314,2.173899648e-314,2.173899711e-314,2.1739074265e-314,2.1739024305e-314,2.173902399e-314,2.1739033475e-314,2.1739066043e-314,2.1739048336e-314,2.1739018297e-314,2.173905782e-314
8.3,2.1739055293e-314,2.17390515e-314,2.1739034423e-314,2.173903885e-314,2.173904549e-314,2.1739043277e-314,2.173904138e-314,2.1739046755e-314,2.1739047704e-314,2.1739049917e-314,2.173901229e-314,2.1739012605e-314,2.173901324e-314,2.1739013554e-314,2.1738996163e-314,2.1738995847e-314,2.1739032526e-314,2.173903284e-314,2.173903316e-314,2.173903379e-314,2.1739034107e-314
8.31,2.173903569e-314,2.173903474e-314,2.1739037585e-314,2.173903632e-314,2.173903727e-314,2.17390379e-314,2.1739035056e-314,2.1739068257e-314,2.173906636e-314,2.1739049285e-314,2.173906984e-314,2.1739070154e-314,2.173906889e-314,2.1739027783e-314,2.173904897e-314,2.173904865e-314,2.1739019246e-314,2.173901956e-314,2.173904802e-314,2.173902146e-314,2.1739021775e-314
8.32,2.173903221e-314,2.173903126e-314,2.1739030945e-314,2.1739022724e-314,2.173902241e-314,2.173902209e-314,2.173901292e-314,2.1737836966e-314,2.173780345e-314,2.173780187e-314,2.1737801235e-314,2.1737843923e-314,2.1737782263e-314,2.173778321e-314,2.173778669e-314,2.173778827e-314,2.1737838863e-314,2.173783918e-314,2.1737839496e-314,2.173783981e-314,2.173784013e-314
8.33,2.1737831275e-314,2.173783159e-314,2.1737831907e-314,2.1737832223e-314,2.173783254e-314,2.1737832856e-314,2.1737833804e-314,2.173783412e-314,2.1737834437e-314,2.1737808824e-314,2.173780914e-314,2.173786005e-314,2.173780408e-314,2.1737803765e-314,2.173780092e-314,2.1737800603e-314,2.1737800287e-314,2.173779997e-314,2.1737799654e-314,2.173779934e-314,2.173779902e-314
8.34,2.1737798706e-314,2.173784487e-314,2.1737845188e-314,2.173784582e-314,2.1737847717e-314,2.1737848033e-314,2.173784835e-314,2.1737848666e-314,2.173784898e-314,2.17378493e-314,2.1737850563e-314,2.1737852144e-314,2.173785151e-314,2.1737850247e-314,2.1737802184e-314,2.17378025e-314,2.17378259e-314,2.1737826215e-314,2.173782653e-314,2.173782685e-314,2.1737827164e-314
8.35,2.173782748e-314,2.1737827796e-314,2.1737828113e-314,2.173782843e-314,2.1737828745e-314,2.173782906e-314,2.1737829377e-314,2.1737829694e-314,2.1737834753e-314,2.173783507e-314,2.1737835385e-314,2.17378357e-314,2.173783602e-314,2.1737836334e-314,2.1737843607e-314,2.173784424e-314,2.1737844555e-314,2.1737825583e-314,2.173781104e-314,2.1737811354e-314,2.173781167e-314
8.36,2.1737811986e-314,2.1737812303e-314,2.173781262e-314,2.1737812935e-314,2.173782242e-314,2.1737822737e-314,2.1737823053e-314,2.173782337e-314,2.173779523e-314,2.173779681e-314,2.1737797125e-314,2.173779744e-314,2.1737797757e-314,2.1737856255e-314,2.173783823e-314,2.1737838547e-314,2.1737837915e-314,2.1737798073e-314,2.173779839e-314,2.1737860365e-314,2.173783317e-314
8.370000000000001,2.173783349e-314,2.17378376e-314,2.173785562e-314,2.1737837282e-314,2.173783665e-314,2.1737855306e-314,2.173785183e-314,2.173785499e-314,2.173784234e-314,2.173784266e-314,2.1737842974e-314,2.173784329e-314,2.1737845504e-314,2.1737846136e-314,2.173784645e-314,2.173784677e-314,2.173784076e-314,2.1737841393e-314,2.1737841077e-314,2.1737830326e-314,2.173783064e-314
8.38,2.173783096e-314,2.1737806295e-314,2.173780598e-314,2.173780661e-314,2.1737806927e-314,2.1737807243e-314,2.1737796176e-314,2.173779586e-314,2.173779649e-314,2.1737804397e-314,2.1737804714e-314,2.173780503e-314,2.173783001e-314,2.1737840444e-314,2.1737842026e-314,2.173784171e-314,2.17378474e-314,2.1737847085e-314,2.173780155e-314,2.173785088e-314,2.1737856887e-314
8.39,2.1737853093e-314,2.173785246e-314,2.173785341e-314,2.1737854357e-314,2.1737803133e-314,2.1737802816e-314,2.1737825267e-314,2.173782495e-314,2.1737824634e-314,2.173782432e-314,2.1737824e-314,2.1737823686e-314,2.173780851e-314,2.173780819e-314,2.1737807876e-314,2.173780566e-314,2.1737805346e-314,2.1737795544e-314,2.173779491e-314,2.1737794595e-314,2.1737792066e-314
8.4,2.17377908e-314,2.173778985e-314,2.173785404e-314,2.1737849614e-314,2.1737851195e-314,2.1737853725e-314,2.173785657e-314,2.1737809457e-314,2.1737809773e-314,2.173781009e-314,2.1737810405e-314,2.173781072e-314,2.165562476e-314,2.1655629186e-314,2.1655625075e-314,2.1655624443e-314,2.1655619384e-314,2.1655624127e-314,2.165562065e-314,2.165562128e-314,2.165562982e-314
8.41,2.1655621913e-314,2.1655626656e-314,2.1655620965e-314,2.165562729e-314,2.16556412e-314,2.165562318e-314,2.165561875e-314,2.165562887e-314,2.1655628553e-314,2.165562539e-314,2.16556295e-314,2.1655627605e-314,2.173224778e-314,2.173224841e-314,2.173220604e-314,2.1732206357e-314,2.1732206673e-314,2.1732230705e-314,2.1732197187e-314,2.1732268965e-314,2.1732217424e-314
8.42,2.173221774e-314,2.173223861e-314,2.173223924e-314,2.173224114e-314,2.1732241455e-314,2.1732255685e-314,2.1732195606e-314,2.1732267384e-314,2.173220699e-314,2.173226264e-314,2.1732262957e-314,2.1732265487e-314,2.1732265803e-314,2.173226612e-314,2.1732266435e-314,2.173226675e-314,2.173226707e-314,2.1732262325e-314,2.173224588e-314,2.1732274973e-314,2.1732245566e-314
8.43,2.1732256317e-314,2.17322462e-314,2.173226201e-314,2.173226169e-314,2.1732261376e-314,2.173226106e-314,2.1732246515e-314,2.1732248096e-314,2.1732247463e-314,2.1732247147e-314,2.1732219005e-314,2.1732218056e-314,2.173221711e-314,2.1732216475e-314,2.173221679e-314,2.173221616e-314,2.1732215843e-314,2.1732204776e-314,2.1732214894e-314,2.173221458e-314,2.173225758e-314
