t,ATbl,ADbl,CT_A,CD_A,ATl,ADl,ATif,ATst,ATp,ADp,CT_R,CD_R,CDT,CDD,CTT,CDD5a,CDDcd,CDDsec,CDDcp,CDT5a,CDTcd,CDTsec,CDTcp,CTT5a,CTTcd,CTTsec,CTTcp,ATb,ADb,ALH,AR,VPC1,VPL1
8.89,0.9383302457063802,-0.828705008968833,6.970265741965174,0.550324663806722,0.12292141218375073,-0.0042521923078461445,44.03777647212327,0.0,-2.4061271368919734,-3.2311714713223263,3.685338945476402,9.068144914947673,1.4401095455986168,3.4935540035828767,0.5937650735788834,0.04713267051166785,0.04652730615006689,0.042481107019651895,0.027043331691891624,0.007415903048400543,0.005799688025335695,0.0036104791898267153,0.0016381282452028554,0.002177820712622208,0.0016467413171280967,0.0010066272477000377,0.00045405546119195374,0.09877587341361352,0.339146983906137,0.0020799167719147737,0.0013460471772325001,0.0,0.0
8.9,0.9393280838204437,-0.8298137765329711,6.970265741965174,0.550324663806722,0.1229214122037014,-0.004252192307799428,44.0873127764716,0.0,-2.40784871591335,-3.233702529155496,3.6865329854724442,9.075246158631142,1.441820113950555,3.499329321831846,0.5941940867712574,0.04718898873675562,0.04658355230646109,0.04253255315363822,0.027078325911803418,0.007411202496076291,0.005795673544914361,0.003608961948567497,0.0016388612509235009,0.002174715709358295,0.0016444581986261532,0.001005661747711349,0.00045404018497299987,0.09888658646093296,0.3395284379570586,0.00207993029644477,0.0013473273019848316,0.0,0.0
8.91,0.9403258434977821,-0.8309229294680739,6.970265741965174,0.550324663806722,0.12292141222343989,-0.0042521923077588585,44.13684908081992,0.0,-2.4095688978697853,-3.2362318829894847,3.687723428048786,9.082340963659929,1.4435289503633537,3.5051042444424003,0.594621995775426,0.04724517766420699,0.0466396675493772,0.042583882142922996,0.027113271052510157,0.007406474200813812,0.005791640787603326,0.0036074370032004974,0.0016395909629164692,0.0021716074424216374,0.0016421735796342445,0.0010046954570868173,0.0004540240332877328,0.0989972995082524,0.3399098920079803,0.002079943713251501,0.001348606590528222,0.0,0.0
8.92,0.9413235248975333,-0.8320324675968692,6.970265741965174,0.550324663806722,0.12292141224255111,-0.004252192307726028,44.18638538516824,0.0,-2.41128768546729,-3.238759535548438,3.688910281314551,9.089429333566807,1.4452360538099698,3.5108787612697263,0.5950488019982274,0.04730123737733014,0.04669565193100234,0.042635094032336625,0.027148167116192983,0.007401718364550202,0.005787589913357646,0.0036059044284965035,0.0016403173911144757,0.002168495985731189,0.001639887510847798,0.0010037283974180702,0.00045400701029567634,0.09910801255557183,0.34029134605890193,0.0020799570232000984,0.001349885042353663,0.0,0.0
8.93,0.9423211281786118,-0.833142390741767,6.970265741965174,0.550324663806722,0.12292141226058523,-0.004252192307702637,44.23592168951657,0.0,-2.4130050814086537,-3.2412854895538197,3.690093553365369,9.096511271888176,1.4469414232773645,3.5166528621928306,0.5954745068499822,0.04735716796128818,0.04675150550561539,0.042686188868670386,0.027183014105625444,0.0073969351887682505,0.005783521081675552,0.0036043642989289945,0.0016410405454325915,0.0021653814127986577,0.0016376000426535247,0.0010027605901572634,0.0004539891201430924,0.09921872560289127,0.34067280010982354,0.0020799702271494225,0.0013511626569555901,0.0,0.0
8.94,0.9433186534997078,-0.8342526987248611,6.970265741965174,0.550324663806722,0.12292141227705662,-0.004252192307690501,44.285457993864895,0.0,-2.4147210883934336,-3.2438097477244043,3.6912732522833753,9.103586782164033,1.4486450577664425,3.522426537114521,0.5958991117444464,0.0474129695030824,0.04680722832957251,0.04273716670066423,0.027217812024168793,0.007392124874488293,0.005779434451592502,0.003602816688671806,0.0016417604357680073,0.002162263796726731,0.0016353112251284798,0.0010017920566168417,0.00045397036696293854,0.09932943865021071,0.3410542541607452,0.002079983325952147,0.0013524394338318769,0.0,0.0
8.950000000000001,0.944316101019288,-0.8353633913679309,6.970265741965174,0.550324663806722,0.122921412291443,-0.004252192307691552,44.33499429821323,0.0,-2.41643570911795,-3.2463323127762655,3.6924493861372087,9.110655867937957,1.450346956291992,3.5281997759613883,0.5963226180987667,0.047468642091535604,0.04686282046129273,0.04278802757899458,0.027252560875767298,0.007387287622260065,0.005775330181675229,0.003601261671596788,0.0016424770719997968,0.0021591432102072957,0.0016330211080391231,0.0010008228179692982,0.0004539507548748259,0.09944015169753016,0.34143570821166686,0.0020799963204548343,0.0013537153724838265,0.0,0.0
8.96,0.9453134708955939,-0.836474468492442,6.970265741965174,0.550324663806722,0.1229214123031845,-0.004252192307707841,44.384530602561554,0.0,-2.418148946275276,-3.2488531874227693,3.693621962982012,9.117718532757088,1.4520471178826233,3.533972568683787,0.5967450273334329,0.04752418581727534,0.04691828196124346,0.04283877155626209,0.02728726066494352,0.007382423632154551,0.005771208430015802,0.0035996993212714704,0.0016431904639886794,0.002156019725519665,0.0016307297408403815,0.0009998528952469353,0.0004539302879849767,0.0995508647448496,0.3418171622625885,0.0020800092114980208,0.0013549904724161638,0.0,0.0
8.97,0.9463107632876322,-0.8375859299185684,6.970265741965174,0.5503246638067221,0.12292141231854985,-0.004252192307710605,44.43406690690988,0.0,-2.4198608025737403,-3.251372374393064,3.694790990893287,9.12477478018435,1.4537455416188807,3.5397449052351644,0.5971663409281833,0.04757960077717413,0.04697361288965227,0.042889398681441204,0.02732191139944478,0.007377533122022342,0.005767069368937236,0.0035981297186569515,0.001643900622295566,0.002152893423539273,0.0016284371787582174,0.0009988823117770026,0.00045390897060953853,0.09966157779216904,0.3421986163135102,0.002080021999750368,0.0013562647331411327,0.0,0.0
8.98,0.9473079783548072,-0.8386977754655559,6.970265741965174,0.550324663806722,0.12292141234809446,-0.00425219230765172,44.483603211258206,0.0,-2.421571280730071,-3.253889876425226,3.695956477954368,9.1318246137939,1.455442226619056,3.545516775579681,0.5975865604012565,0.04763488707268368,0.04702881330733377,0.042939909001917125,0.027356513089257493,0.007372616320726761,0.005762913179544173,0.0035965529492564294,0.0016446075579153684,0.0021497643904019653,0.0016261434805377524,0.000997911092280352,0.00045388680719189863,0.09977229083948848,0.3425800703644318,0.002080034685770139,0.0013575381541769682,0.0,0.0
8.99,0.9483051162527646,-0.8398100049558449,6.970265741965174,0.550324663806722,0.12292141237780065,-0.004252192307593698,44.53313951560653,0.0,-2.4232803833915986,-3.2564056961885024,3.6971184321141393,9.138868037119645,1.4571371718787238,3.5512881697790073,0.598005687074212,0.04769004479108805,0.04708388328523081,0.04299030258674832,0.027391065735461167,0.007367673391370638,0.005758739989891516,0.003594969070752591,0.0016453112792560796,0.0021466326796356536,0.0016238486828763481,0.0009969392526365058,0.0004538638013639858,0.09988300388680792,0.34296152441535344,0.002080047270702582,0.0013588107350306527,0.0,0.0
9.0,0.9493021771389105,-0.8409226182095992,6.970265741965174,0.550324663806722,0.12292141240739775,-0.004252192307537071,44.58267581995485,0.0,-2.4249881132395417,-3.2589198363865397,3.698276861375967,9.145905053723562,1.45883037648368,3.55705907787703,0.5984237223841117,0.04774507403035821,0.04713882289171129,0.04304057949574837,0.027425569345018008,0.007362704533222684,0.005754549957074988,0.0035933781559757067,0.0016460117961496301,0.002143498362440656,0.0016215528343711248,0.0009959668134738213,0.0004538399571926469,0.09999371693412736,0.34334297846627504,0.002080059755354077,0.0013600824752207983,0.0,0.0
9.01,0.9502991611704285,-0.8420356150466741,6.970265741965174,0.550324663806722,0.12292141243659585,-0.0042521923074823964,44.63221212430318,0.0,-2.426694472951893,-3.2614322997202927,3.6994317737298292,9.152935667171121,1.4605218395333712,3.5628294899412407,0.5988406677713184,0.047799974890201276,0.04719363219711168,0.04309073979057557,0.02746002392545392,0.007357709945093273,0.005750343237735164,0.0035917802774658113,0.0016467091184108199,0.002140361509625994,0.0016192559833233396,0.0009949937952874182,0.00045381527873187665,0.1001044299814468,0.3437244325171967,0.0020800721405248236,0.0013613533742694174,0.0,0.0
9.02,0.9512960685042793,-0.843148995286617,6.970265741965174,0.550324663806722,0.12292141246508535,-0.004252192307430267,44.6817484286515,0.0,-2.428399465203415,-3.2639430888880154,3.700583177152322,9.159959881031275,1.4622115601408354,3.5685993960627185,0.5992565246794531,0.04785474747204415,0.04724831127372238,0.043140783534720284,0.027494429484854033,0.00735268982532765,0.005746119988052612,0.0035901755074709343,0.0016474032558371357,0.002137222191608289,0.0016169581777378994,0.0009940202184391198,0.0004537897700227917,0.10021514302876623,0.3441058865681183,0.0020800844270089072,0.0013626234317019154,0.0,0.0
9.03,0.9522928992972008,-0.8442627587486692,6.970265741965174,0.550324663806722,0.12292141249253652,-0.004252192307381301,44.731284732999825,0.0,-2.4301030926656315,-3.2664522065852526,3.7017310796066583,9.166977698876435,1.4638995374326453,3.5743687863561107,0.5996712945553538,0.04790939187901712,0.04730286019577312,0.04319071079349234,0.02752878603185818,0.007347644371799134,0.0057418803637430404,0.0035885639179453364,0.001648094218208567,0.002134080478410649,0.0016146594653228725,0.0009930461031573948,0.0004537634350936049,0.10032585607608567,0.34448734061903996,0.0020800966155943693,0.0013638926470470848,0.0,0.0
9.040000000000001,0.9532896537057081,-0.8453769052517673,6.970265741965174,0.550324663806722,0.12292141251859909,-0.004252192307336148,44.78082103734816,0.0,-2.431805358006822,-3.2689596555048333,3.70287548904267,9.17398912428245,1.465585770548852,3.5801376509596112,0.600084978849033,0.047963908215937504,0.047357279039418346,0.043240521634008426,0.027563093575656422,0.0073425737819023335,0.005737624520052441,0.0035869455805477395,0.0016487820152874233,0.002130936439661564,0.001612359893489001,0.000992071469537296,0.00045373627795959983,0.10043656912340514,0.3448687946699617,0.0020801087070632736,0.0013651610198370967,0.0,0.0
9.05,0.954286331886092,-0.8464914346145442,6.970265741965174,0.550324663806722,0.12292141254290183,-0.004252192307295489,44.830357341696484,0.0,-2.4335062638920144,-3.2714654383368593,3.704016413396811,9.18099416082859,1.467270258642925,3.58590598003494,0.6004975790136359,0.04801829658929322,0.04741156788272257,0.04329021612517943,0.027597352125984517,0.007337478252546345,0.005733352611752238,0.0035853205666395603,0.0016494666568181505,0.0021277901445937966,0.0016100595093492141,0.000991096337540404,0.0004537083026231051,0.10054728217072458,0.3452502487208833,0.002080120702191776,0.001366428549607495,0.0,0.0
9.06,0.9552829339944204,-0.8476063466553312,6.970265741965175,0.5503246638067218,0.1229214125650521,-0.004252192307260034,44.87989364604481,0.0,-2.4352058129829786,-3.2739695577687025,3.705153860592159,9.187992812097523,1.4689530008816973,3.5916737637673304,0.6009090965053987,0.04807255710722649,0.04746572680564582,0.043339794337697884,0.027631561693119457,0.007332357980147965,0.005729064793134428,0.0035836889472831432,0.0016501481525271477,0.002124641662043272,0.001607758359718139,0.0009901207269947658,0.0004536795130734684,0.10065799521804401,0.34563170277180494,0.0020801326017501924,0.0013676952358971889,0.0,0.0
9.07,0.9562794601865374,-0.848721641192159,6.970265741965175,0.5503246638067218,0.12292141258463547,-0.0042521923072305285,44.929429950393136,0.0,-2.43690400793822,-3.2764720164849934,3.706287838538416,9.194985081675304,1.470633996445307,3.597440992365501,0.6013195327836063,0.04812668987951741,0.04751975589002896,0.04338925634402532,0.027665722287874943,0.007327213160624896,0.005724761218006726,0.0035820507932399943,0.0016508265121225846,0.0021214910604479722,0.0016054564911116144,0.0009891446575948364,0.00045364991328703105,0.10076870826536345,0.34601315682272654,0.002080144406503065,0.0013689610782484467,0.0,0.0
9.08,0.9572759106180628,-0.8498373180427591,6.970265741965175,0.5503246638067218,0.12292141260121528,-0.004252192307207747,44.97896625474146,0.0,-2.438600851412972,-3.2789728171676145,3.707418355131912,9.20197097315134,1.4723132445271399,3.603207656061642,0.6017288893105507,0.04818069501756755,0.047573655219579104,0.043438602218379654,0.027699833921596903,0.007322043989388955,0.005720442039687712,0.0035804061749690115,0.0016515017452942168,0.0021183384078468266,0.0016031539497462016,0.00098816814890142,0.00045361950722710233,0.10087942131268289,0.3463946108736482,0.0020801561172092333,0.0013702260762068876,0.0,0.0
9.09,0.9582722854443924,-0.8509533770245652,6.970265741965175,0.5503246638067218,0.1229214126143322,-0.004252192307192497,45.02850255908979,0.0,-2.4402963460591907,-3.281471962495692,3.708545418255605,9.208950490118388,1.4739907443337714,3.6089737451113932,0.6021371675514887,0.048234572634383625,0.047627424879855024,0.04348783203672255,0.02773389660615897,0.00731685066133928,0.005716107411001977,0.003578755162624719,0.001652173861713204,0.0021151837718786036,0.0016008507815386981,0.0009871912203416105,0.00045358829884393364,0.10099013436000233,0.3467760649245698,0.0020801677346219006,0.0013714902293214765,0.0,0.0
9.1,0.9592685848206974,-0.852069817954715,6.970265741965175,0.5503246638067218,0.12292141262350381,-0.004252192307185622,45.07803886343811,0.0,-2.441990494525547,-3.2839694551455874,3.7096690357790845,9.215923636172521,1.4756664950849108,3.614739249793825,0.6025443689746001,0.04828832284456109,0.047681064958252466,0.04353694587674685,0.02776791035395802,0.007311633370855537,0.005711757484275262,0.0035770978260555018,0.0016528428710319266,0.0021120272197808036,0.001598547032105649,0.0009862138912087324,0.00045355629207469297,0.10110084740732177,0.34715751897549146,0.002080179259488701,0.0013727535371445153,0.0,0.0
9.11,0.9602648089019246,-0.8531866406500511,6.970265741965174,0.5503246638067218,0.1229214126282242,-0.004252192307187993,45.12757516778643,0.0,-2.44368329945742,-3.2864652977908917,3.7107892155585733,9.222890414913119,1.4773404960133418,3.620504160411419,0.6029504950509458,0.04834194576426777,0.04773457554398962,0.043585943817863924,0.02780187517790963,0.007306392311791127,0.0057073924113296105,0.003575434234801834,0.0016535087828838005,0.0021088688183885486,0.00159624274676286,0.0009852361806622816,0.000453523490843439,0.1012115604546412,0.34753897302641307,0.0020801906925517716,0.001374015999231637,0.0,0.0
9.120000000000001,0.9612609578427959,-0.8543038449271226,6.970265741965174,0.5503246638067218,0.12292141262796355,-0.0042521923072005195,45.17711147213477,0.0,-2.4453747634968916,-3.2889594931024155,3.7119059654369275,9.22985082994284,1.479012746364867,3.6262684672900503,0.6033555472544258,0.04839544151122748,0.047787956728092426,0.043634825941191065,0.027835791091443626,0.007301127677466393,0.005703012343478506,0.0035737644580945156,0.0016541716068830966,0.002105708634133475,0.0015939379705249084,0.0009842581077278666,0.00045348989906109565,0.10132227350196067,0.3479204270773348,0.0020802020345478153,0.0013752776151417989,0.0,0.0
9.13,0.9622570317978075,-0.8554214306021866,6.970265741965174,0.5503246638067218,0.12292141262216763,-0.0042521923072241456,45.22664777648309,0.0,-2.447064889282738,-3.2914520437481807,3.713019293243641,9.236804884867608,1.4806832453982486,3.6320321607789614,0.6037595270617371,0.04844881020470362,0.04784120860338001,0.043683592329538855,0.02786965810849952,0.007295839660661832,0.005698617431522027,0.003572088564852904,0.0016548313526247556,0.002102546733042627,0.0015916327481046587,0.000983279691297149,0.00045345552062542636,0.10143298654928011,0.34830188112825644,0.0020802132862081744,0.0013765383844372746,0.0,0.0
9.14,0.9632530309212312,-0.8565393974912094,6.970265741965174,0.5503246638067218,0.12292141261025749,-0.004252192307259846,45.27618408083142,0.0,-2.4487536794504234,-3.2939429523934147,3.7141292067948446,9.243752583296587,1.4823519923851527,3.637795231250752,0.604162435952332,0.048502051965482844,0.04789433126445005,0.0437322430673986,0.02790347624352208,0.007290528453611294,0.005694207825741977,0.003570406623683147,0.0016554880296842057,0.0020993831807373455,0.00158932712391277,0.0009823009501277844,0.0004534203594210082,0.10154369959659955,0.34868333517917804,0.0020802244482588934,0.001377798306683648,0.0,0.0
9.15,0.9642489553671129,-0.8576577454098684,6.970265741965174,0.5503246638067218,0.12292141259162896,-0.004252192307308635,45.32572038517974,0.0,-2.450441136632096,-3.296432221700541,3.7152357138933105,9.25069392884217,1.484018986610091,3.6435576691013534,0.6045642754083761,0.04855516691585864,0.04794732480766416,0.043780778240929644,0.027937245511456796,0.0072851942479951965,0.005689783675897044,0.0035687187028764144,0.001656141647617179,0.0020962180424321606,0.0015870211420572127,0.0009813219028433635,0.00045338441931920645,0.10165441264391899,0.3490647892300997,0.002080235521420792,0.0013790573814498066,0.0,0.0
9.16,0.9652448052892728,-0.8587764741735529,6.970265741965174,0.550324663806722,0.12292141256565227,-0.004252192307371561,45.37525668952807,0.0,-2.452127263456577,-3.298919854329172,3.716338822328453,9.257628925119947,1.4856842273703634,3.6493194647500107,0.6049650469147062,0.04860815517961499,0.04800018933113328,0.04382919793794682,0.027970965927745377,0.007279837234933727,0.005685345131217938,0.003567024870407132,0.0016567922159595279,0.002093051382933685,0.0015847148463427776,0.0009803425679333526,0.00045334770417814873,0.10176512569123843,0.3494462432810213,0.00208024650640953,0.0013803156083079336,0.0,0.0
9.17,0.9662405808413054,-0.859895583597366,6.970265741965174,0.550324663806722,0.12292141253167158,-0.004252192307449706,45.424792993876395,0.0,-2.4538120625493565,-3.301405852936101,3.717438539876329,9.264557575748702,1.4873477139760007,3.6550806086392633,0.6053647519587885,0.04866101688200995,0.04805292493470306,0.04387750224790778,0.02800463750832127,0.007274457604980054,0.005680892340402534,0.003565325193931215,0.0016574397442270425,0.002089883266639504,0.0015824082802705914,0.0009793629637530345,0.0004533102178426993,0.10187583873855788,0.34982769733194297,0.0020802574039356773,0.0013815729868335014,0.0,0.0
9.18,0.9672362821765785,-0.8610150734961255,6.970265741965174,0.550324663806722,0.12292141248900457,-0.004252192307544192,45.47432929822472,0.0,-2.455495536532587,-3.3038902201752927,3.718534874299644,9.271479884350375,1.4890094457497074,3.660841091234925,0.6057633920306764,0.048713752149759294,0.04810553171993924,0.04392569126190043,0.028038260269605143,0.007269055548113532,0.005676425451611025,0.0035636197407842986,0.001658084241915267,0.0020867137575370674,0.0015801014870376257,0.0009783831085234504,0.00045327196414443355,0.10198655178587732,0.35020915138286457,0.00208026821470478,0.0013828295166052652,0.0,0.0
9.19,0.9682319094519245,-0.8621349436803838,6.970265741965174,0.5503246638067218,0.12292141249332669,-0.0042521923075544196,45.52386560257304,0.0,-2.457177688095699,-3.3063729587687947,3.719627833470072,9.278395854601701,1.4906694221790184,3.6666009029410374,0.6061609688471608,0.048766361150055865,0.04815800980070322,0.043973765067767366,0.028071834242501585,0.007263631327862176,0.005671944671199031,0.003561908607242848,0.0016587257209379413,0.0020835429519927167,0.0015777945312106833,0.0009774030286648725,0.0004532329477344379,0.10209726483319674,0.35059060543378623,0.002080278938816131,0.001384085197215104,0.0,0.0
9.200000000000001,0.9692274628176021,-0.8632551939672604,6.970265741965174,0.5503246638067218,0.12292141250330706,-0.004252192307554845,45.573401906921376,0.0,-2.4588585198033024,-3.308854071313839,3.720717425035548,9.285305490093714,1.4923276425022254,3.6723600343311227,0.6065574837419361,0.04881884398437778,0.04821035927433264,0.044021723763320156,0.028105359434312024,0.007258185079667625,0.005667450103948128,0.0035601918389286977,0.0016593641889938685,0.0020803708895628967,0.0015754874397723294,0.0009764227361299125,0.00045319317181803583,0.10220797788051621,0.35097205948470794,0.0020802895773983448,0.0013853400282412265,0.0,0.0
9.21,0.9702229424260007,-0.8643758241710487,6.970265741965174,0.5503246638067218,0.12292141251361748,-0.0042521923075549365,45.6229382112697,0.0,-2.460538034261778,-3.311333560450122,3.721803656708823,9.292208794453552,1.4939841060673873,3.678118475947582,0.6069529381944193,0.048871200780556005,0.04826258024660859,0.04406956744485528,0.028138835861758502,0.007252716985746773,0.0056629418916218695,0.003558469499837411,0.0016599996553193653,0.0020771976303438624,0.001573180253249748,0.0009754422480619856,0.0004531526401193703,0.10231869092783565,0.35135351353562955,0.0020803001311909823,0.0013865940092713947,0.0,0.0
9.22,0.9712183484296407,-0.8654968341053776,6.970265741965174,0.5503246638067218,0.12292141252436294,-0.004252192307554346,45.67247451561803,0.0,-2.4622162340809814,-3.313811428821351,3.7228865362011487,9.299105771316446,1.495638812249751,3.68387621834778,0.6073473337081622,0.04892343167159465,0.04831467282599957,0.044117296209777994,0.02817226354338847,0.00724722723489558,0.005658420181115979,0.0035567416564715646,0.0016606321293659708,0.0020740232371933053,0.0015708730139633754,0.0009744615822772015,0.00045311135642985836,0.10242940397515508,0.3517349675865512,0.002080310600870612,0.0013878471398975805,0.0,0.0
9.23,0.9722136809808181,-0.8666182235835953,6.970265741965174,0.5503246638067218,0.12292141253565879,-0.004252192307552693,45.72201081996635,0.0,-2.4638931218674465,-3.3162876790684157,3.723966071210519,9.305996424320728,1.4972917604370546,3.6896332521122006,0.6077406717892488,0.048975536791900615,0.04836663712262842,0.04416491015705733,0.02820564249822376,0.007241716015353438,0.00565388511880479,0.003555008375024834,0.001661261620565747,0.0020708477725758893,0.0015685657639420284,0.0009734807564628883,0.0004530693245280753,0.10254011702247452,0.3521164216374728,0.002080320987108706,0.00138909941971501,0.0,0.0
9.24,0.9732089402316033,-0.8677399924187704,6.970265741965174,0.5503246638067218,0.12292141254763103,-0.004252192307549563,45.77154712431467,0.0,-2.4655687002243782,-3.318762313829381,3.725042269421669,9.312880757107811,1.4989429500294722,3.6953895678444235,0.6081329539462567,0.04902751627726772,0.04841847324825781,0.04421240938721342,0.028238972745756305,0.007236183514797338,0.005649336850537158,0.003553269721380606,0.0016618881383311263,0.0020676712985625723,0.0015662585449226986,0.0009724997881776418,0.0004530265481797394,0.10265083006979396,0.35249787568839447,0.0020803312905716994,0.0013903508483221567,0.0,0.0
9.25,0.9742041263338426,-0.8688621404236939,6.970265741965174,0.5503246638067218,0.12292141256041668,-0.004252192307544513,45.821083428663,0.0,-2.467242971751646,-3.321235335739481,3.726115138506082,9.319758773322176,1.5005923804395591,3.701145156171107,0.6085241816902176,0.04907937026486082,0.04847018131627579,0.044259794002304856,0.028272254305943812,0.007230629920336048,0.00564477552163237,0.003551525761110597,0.0016625116920547603,0.002064493876829924,0.0015639513983503467,0.000971518694851375,0.0004529830311376969,0.1027615431171134,0.35287932973931607,0.002080341511921051,0.0013916014253207351,0.0,0.0
9.26,0.9751992394391567,-0.8699846674108801,6.970265741965174,0.5503246638067218,0.12292141257416404,-0.004252192307537062,45.870619733011324,0.0,-2.46891593904578,-3.3237067474311095,3.7271846861219897,9.326630476611351,1.5022400510921947,3.7069000077419654,0.608914356534579,0.04913109889319995,0.04852176144168132,0.04430706410591596,0.02830548719920544,0.007225055418504286,0.005640201276876058,0.003549776559473464,0.0016631322911093685,0.002061315568659443,0.001561644365377698,0.0009705374937853677,0.00045293877714190774,0.10287225616443284,0.35326078379023773,0.0020803516518133037,0.001392851150315694,0.0,0.0
9.27,0.9761942796989408,-0.8711075731925678,6.970265741965174,0.5503246638067217,0.12292141258903304,-0.0042521923075266935,45.92015603735965,0.0,-2.4705876046999653,-3.326176551533817,3.7282509199143794,9.333495870625885,1.5038859614245295,3.7126541132297497,0.6093034799951647,0.04918270230214444,0.048573213741069765,0.04435421980314412,0.028338671446417493,0.007219460195256889,0.005635614260516103,0.0035480221814134195,0.001663749944847587,0.002058136434936881,0.001559337486865037,0.0009695562021523159,0.00045289378991943027,0.10298296921175228,0.35364223784115933,0.002080361710900144,0.0013941000229152087,0.0,0.0
9.28,0.9771892472643653,-0.8722308575807222,6.970265741965174,0.5503246638067217,0.12292141260519551,-0.0042521923075128564,45.969692341707976,0.0,-2.472257971304033,-3.3286447506743007,3.729313847514994,9.34035495901934,1.5055301108859271,3.718407463330225,0.6096915535901354,0.04923418063287708,0.04862453833261844,0.04440126120058714,0.02837180706890909,0.007213844435962994,0.005631014616258553,0.0035462626915588463,0.0016643646626018172,0.002054956536151557,0.0015570308033800028,0.0009685748369963813,0.0004528480731844066,0.10309368225907173,0.354023691892081,0.0020803716898284644,0.0013953480427306758,0.0,0.0
9.290000000000001,0.9781841422863746,-0.8733545203870362,6.970265741965174,0.5503246638067217,0.12292141262283553,-0.004252192307494962,46.019228646056305,0.0,-2.4739270414444596,-3.3311113474763987,3.730373476542338,9.347207745448266,1.5071724989379112,3.724160048762154,0.6100785788399506,0.04928553402788821,0.04867573533607213,0.04444818840633054,0.028404894088457876,0.007208208325400203,0.005626402487263528,0.003544498154220912,0.0016649764536840726,0.0020517759323956776,0.0015547243551973823,0.0009675934152332405,0.00045280163063804777,0.10320439530639118,0.3544051459430027,0.0020803815892404213,0.0013965952093767048,0.0,0.0
9.3,0.9791789649156871,-0.8744785614229309,6.970265741965174,0.5503246638067217,0.1229214126421497,-0.004252192307472385,46.068764950404635,0.0,-2.4755948177043554,-3.3335763445610818,3.731429814601679,9.35405423357218,1.5088131250541077,3.729911860267268,0.6104645572673288,0.04933676263095986,0.04872680487272859,0.04449500152993483,0.028437932527285662,0.007202552047748768,0.005621778016141136,0.0035427286333921826,0.00166558532738583,0.0020485946833636603,0.0015524181822989078,0.0009666119536501356,0.00045275446596861876,0.10331510835371062,0.3547865999939243,0.0020803914097734964,0.001397841522471112,0.0,0.0
9.31,0.9801737153027956,-0.8756029804995581,6.970265741965174,0.5503246638067217,0.12292141266334754,-0.004252192307444461,46.11830125475296,0.0,-2.4772613026634636,-3.336039744546449,3.7324828692850525,9.360894427053552,1.5104519887201915,3.7356628886102583,0.6108494903972089,0.049387866587149894,0.048777747065424086,0.04454170068242292,0.02847092240805416,0.007196875786585753,0.005617141344947379,0.0035409541927452367,0.001666191292977876,0.002045412848351447,0.0015501123243730492,0.0009656304689059221,0.000452706582851424,0.10342582140103006,0.35516805404484597,0.0020804011520605572,0.0013990869816349145,0.0,0.0
9.32,0.9811683935979667,-0.8767277774278012,6.970265741965174,0.5503246638067216,0.12292141268665169,-0.004252192307410483,46.16783755910128,0.0,-2.478926498898152,-3.3385015500477175,3.733532648171265,9.367728329557785,1.5120890894338297,3.741413124578745,0.6112333797567109,0.04943884604277613,0.04882856203851893,0.044588285976267385,0.028503863753860617,0.0071911797248792155,0.005612492615180063,0.00353917489563128,0.0016667943597101563,0.0020422304862558254,0.00154780682081481,0.0009646489775311194,0.00045265798494879215,0.1035365344483495,0.3555495080957676,0.002080410816729917,0.0014003315864923218,0.0,0.0
9.33,0.9821629999512406,-0.8778529520182764,6.970265741965174,0.5503246638067216,0.12292141271229826,-0.004252192307369708,46.21737386344961,0.0,-2.4805904089814086,-3.3409617636772198,3.7345791588258983,9.374555944753196,1.5137244267046268,3.7471625589832627,0.6116162268750969,0.04948970114540048,0.04887924991788299,0.044634757525377794,0.02853675658823354,0.0071854640449823745,0.005607831967774713,0.00353739080507876,0.0016673945368116242,0.00203904765557375,0.001545501710725523,0.0009636674959279605,0.00045260867591006166,0.10364724749566893,0.35593096214668923,0.0020804204044053962,0.0014015753366707299,0.0,0.0
9.34,0.9831575345124314,-0.878978504081334,6.970265741965174,0.5503246638067216,0.1229214127405372,-0.00425219230732135,46.26691016779793,0.0,-2.482253035482834,-3.3434203880443913,3.7356224088013104,9.38137727631099,1.5153580000540687,3.752911182657236,0.6119980332837323,0.04954043204381306,0.048929810830881194,0.044681115445088036,0.02856960093512836,0.007179728928627791,0.005603159543100482,0.0035356019837919795,0.001667991833490089,0.002035864414401658,0.0015431970329126434,0.0009626860403704403,0.00045255865937156547,0.10375796054298837,0.35631241619761084,0.0020804299157063805,0.0014028182318007146,0.0,0.0
9.35,0.9841519974311261,-0.8801044334270605,6.970265741965174,0.5503246638067215,0.12292141277163253,-0.004252192307264579,46.316446472146254,0.0,-2.4839143809686375,-3.345877425755768,3.7366624056366424,9.388192327905257,1.5169898090154679,3.758658986456963,0.6123788005160465,0.04959103888801635,0.04898024490635909,0.04472735985214365,0.028602396818923105,0.007173974556921533,0.005598475480956058,0.0035338084941497123,0.0016685862589320647,0.002032680820434791,0.0015408928258895448,0.0009617046270043667,0.00045250793895661666,0.10386867359030781,0.3566938702485325,0.0020804393512478827,0.0014040602715160245,0.0,0.0
