t,pM9,M3,M3_pM9,M3_T1,T1,pM9_T1,M3_pM9_T1,M9_T1_star,M9,M9_T1,M9_T1_M3,pM9_T1_M3,M3_pM9_T1_M3,Tr,Tr_pM9,Tr_pM9_T1,Tr_pM9_T1_M3
8.51,2.7354680502497224e-07,7.671287060080285e-10,2.700153598075717e-10,4.509192842866065e-08,2.3104415557042086e-07,1.9888089958501038e-08,4.324695908213723e-12,1.9981692707458477e-11,3.769052669301247e-12,1.873271620017326e-13,4.723101227536034e-14,3.850533051329025e-09,5.965515093106874e-13,9.758436271252699e-08,2.3154945616323862e-09,8.531330158501806e-11,1.4829424255603448e-11
8.52,2.735186188565992e-07,7.637377767429062e-10,2.700272575428888e-10,4.509084358850776e-08,2.310195328685774e-07,1.9909100301874792e-08,4.326062155661454e-12,2.0026970033984208e-11,3.7750630505853196e-12,1.8796693827965837e-13,4.737729542058098e-14,3.854958380761925e-09,5.968200354464411e-13,9.758167784799563e-08,2.3179552798924746e-09,8.550095518936087e-11,1.4865916922529635e-11
8.53,2.7349043824616233e-07,7.603589927316831e-10,2.7003908475130333e-10,4.508974806797921e-08,2.309949257592073e-07,1.9930106882172292e-08,4.327424268498242e-12,2.007230833005082e-11,3.781060791347686e-12,1.8860820798437448e-13,4.752388787496714e-14,3.8593822830251755e-09,5.970877736059958e-13,9.757899332584291e-08,2.320415435481514e-09,8.568879086653465e-11,1.4902447809028708e-11
8.540000000000001,2.7346226319366166e-07,7.569923539743588e-10,2.700508414328154e-10,4.508864186707499e-08,2.3097033424231059e-07,1.9951109699393546e-08,4.328782246724089e-12,2.0117707595658325e-11,3.787045891588346e-12,1.8925097111588103e-13,4.767078963851884e-14,3.863804758118778e-09,5.973547237893513e-13,9.757630914606884e-08,2.3228750283995045e-09,8.587680861653943e-11,1.4939016915100673e-11
8.55,2.7343409369909717e-07,7.536378604709345e-10,2.70062527587425e-10,4.508752498579511e-08,2.3094575831788723e-07,1.9972108753538546e-08,4.330136090338993e-12,2.0163167830806702e-11,3.793018351307299e-12,1.8989522767417778e-13,4.781800071123603e-14,3.8682258060427325e-09,5.976208859965077e-13,9.757362530867343e-08,2.3253340586464452e-09,8.606500843937514e-11,1.497562424074552e-11
8.56,2.7340592976246884e-07,7.502955122214095e-10,2.700741432151321e-10,4.5086397424139554e-08,2.3092119798593728e-07,1.9993104044607292e-08,4.3314857993429554e-12,2.0208689035495965e-11,3.7989781705045446e-12,1.9054097765926488e-13,4.7965521093118746e-14,3.8726454267970375e-09,5.97886260227465e-13,9.757094181365665e-08,2.3277925262223366e-09,8.62533903350418e-11,1.5012269785963252e-11
8.57,2.7337777138377675e-07,7.469653092257839e-10,2.7008568831593666e-10,4.5085259182108334e-08,2.308966532464607e-07,2.0014095572599785e-08,4.3328313737359766e-12,2.025427120972611e-11,3.804925349180083e-12,1.9118822107114226e-13,4.811335078416697e-14,3.877063620381695e-09,5.981508464822231e-13,9.756825866101852e-08,2.3302504311271787e-09,8.644195430353942e-11,1.5048953550753873e-11
8.58,2.733496185630208e-07,7.436472514840577e-10,2.700971628898387e-10,4.508411025970145e-08,2.308721240994575e-07,2.0035083337516028e-08,4.334172813518055e-12,2.0299914353497136e-11,3.8108598873339145e-12,1.9183695790980997e-13,4.826148978438071e-14,3.881480386796703e-09,5.984146447607822e-13,9.756557585075904e-08,2.3327077733609714e-09,8.663070034486802e-11,1.5085675535117376e-11
8.59,2.7332147130020103e-07,7.403413389962309e-10,2.7010856693683826e-10,4.5082950656918895e-08,2.3084761054492765e-07,2.005606733935602e-08,4.335510118689192e-12,2.0345618466809045e-11,3.81678178496604e-12,1.9248718817526803e-13,4.840993809375996e-14,3.8858957260420626e-09,5.986776550631422e-13,9.75628933828782e-08,2.335164552923715e-09,8.681962845902757e-11,1.5122435739053765e-11
8.6,2.7329332959531745e-07,7.370475717623034e-10,2.7011990045693536e-10,4.5081780373760675e-08,2.308231125828712e-07,2.007704757811976e-08,4.336843289249386e-12,2.0391383549661837e-11,3.822691042076458e-12,1.9313891186751642e-13,4.855869571230474e-14,3.890309638117774e-09,5.989398773893031e-13,9.7560211257376e-08,2.3376207698154092e-09,8.700873864601808e-11,1.515923416256304e-11
8.61,2.7326519344837005e-07,7.337659497822753e-10,2.7013116345012993e-10,4.5080599410226784e-08,2.3079863021328815e-07,2.0098024053807245e-08,4.338172325198639e-12,2.0437209602055516e-11,3.828587658665169e-12,1.937921289865551e-13,4.870776264001503e-14,3.894722123023836e-09,5.992013117392648e-13,9.755752947425245e-08,2.3400764240360543e-09,8.719803090583955e-11,1.5196070805645204e-11
8.620000000000001,2.732370628593588e-07,7.30496473056146e-10,2.70142355916422e-10,4.507940776631723e-08,2.3077416343617843e-07,2.0118996766418487e-08,4.33949722653695e-12,2.048309662399008e-11,3.834471634732174e-12,1.9444683953238427e-13,4.885713887689087e-14,3.899133180760251e-09,5.994619581130275e-13,9.755484803350754e-08,2.3425315155856505e-09,8.738750523849203e-11,1.5232945668300257e-11
8.63,2.732089378282838e-07,7.272391415839166e-10,2.7015347785581156e-10,4.507820544203201e-08,2.3074971225154212e-07,2.013996571595347e-08,4.340817993264319e-12,2.052904461546552e-11,3.840342970277472e-12,1.9510304350500362e-13,4.900682442293219e-14,3.903542811327016e-09,5.997218165105911e-13,9.75521669351413e-08,2.344986044464197e-09,8.757716164397542e-11,1.5269858750528194e-11
8.64,2.73180818355145e-07,7.239939553655866e-10,2.701645292682986e-10,4.507699243737112e-08,2.3072527665937917e-07,2.01609309024122e-08,4.3421346253807455e-12,2.057505357648185e-11,3.846201665301062e-12,1.9576074090441328e-13,4.915681927813903e-14,3.907951014724133e-09,5.999808869319555e-13,9.754948617915367e-08,2.347440010671694e-09,8.776700012228977e-11,1.5306810052329013e-11
8.65,2.731527044399423e-07,7.207609144011559e-10,2.7017551015388315e-10,4.507576875233456e-08,2.307008566596896e-07,2.0181892325794683e-08,4.3434471228862304e-12,2.0621123507039053e-11,3.8520477198029464e-12,1.964199317306133e-13,4.9307123442511387e-14,3.912357790951602e-09,6.002391693771208e-13,9.754680576554471e-08,2.3498934142081417e-09,8.79570206734351e-11,1.5343799573702718e-11
8.66,2.7312459608267586e-07,7.175400186906246e-10,2.701864205125652e-10,4.5074534386922336e-08,2.306764522524734e-07,2.020284998610091e-08,4.344755485780773e-12,2.0667254407137143e-11,3.857881133783123e-12,1.970806159836036e-13,4.945773691604926e-14,3.916763140009421e-09,6.004966638460871e-13,9.75441256943144e-08,2.3523462550735405e-09,8.814722329741139e-11,1.5380827314649313e-11
8.67,2.7309649328334556e-07,7.143312682339926e-10,2.701972603443448e-10,4.507328934113445e-08,2.3065206343773057e-07,2.022380388333089e-08,4.346059714064374e-12,2.0713446276776117e-11,3.8637019072415935e-12,1.9774279366338425e-13,4.9608659698752654e-14,3.921167061897592e-09,6.007533703388542e-13,9.754144596546271e-08,2.3547985332678896e-09,8.833760799421863e-11,1.5417893275168793e-11
8.68,2.730683960419514e-07,7.111346630312601e-10,2.7020802964922186e-10,4.507203361497089e-08,2.3062769021546115e-07,2.0244754017484614e-08,4.347359807737034e-12,2.0759699115955974e-11,3.8695100401783565e-12,1.9840646476995522e-13,4.975989179062156e-14,3.925569556616116e-09,6.010092888554222e-13,9.753876657898968e-08,2.3572502487911897e-09,8.852817476385683e-11,1.5454997455261156e-11
8.69,2.730403043584935e-07,7.079502030824269e-10,2.702187284271964e-10,4.507076720843167e-08,2.3060333258566508e-07,2.026570038856209e-08,4.348655766798751e-12,2.0806012924676713e-11,3.875305532593413e-12,1.9907162930331652e-13,4.991143319165598e-14,3.92997062416499e-09,6.012644193957911e-13,9.75360875348953e-08,2.3597014016434404e-09,8.871892360632601e-11,1.549213985492641e-11
8.700000000000001,2.730122182329718e-07,7.047778883874925e-10,2.7022935667826843e-10,4.506949012151678e-08,2.305789905483424e-07,2.0286642996563313e-08,4.349947591249526e-12,2.0852387702938342e-11,3.8810883844867634e-12,1.9973828726346829e-13,5.006328390185595e-14,3.934370264544215e-09,6.01518761959961e-13,9.753340883317957e-08,2.3621519918246423e-09,8.890985452162617e-11,1.5529320474164554e-11
8.71,2.7298413766538623e-07,7.01617718946458e-10,2.70239914402438e-10,4.5068202354226216e-08,2.305546641034931e-07,2.0307581841488284e-08,4.351235281089359e-12,2.0898823450740845e-11,3.886858595858407e-12,2.004064386504102e-13,5.021544392122141e-14,3.9387684777537926e-09,6.017723165479316e-13,9.753073047384246e-08,2.3646020193347944e-09,8.910096750975727e-11,1.5566539312975575e-11
8.72,2.7295606265573684e-07,6.984696947593229e-10,2.7025040159970505e-10,4.506690390655999e-08,2.3053035325111715e-07,2.0328516923337005e-08,4.35251883631825e-12,2.0945320168084234e-11,3.892616166708342e-12,2.010760834641425e-13,5.036791324975238e-14,3.943165263793721e-09,6.020250831597033e-13,9.752805245688401e-08,2.367051484173897e-09,8.929226257071932e-11,1.5603796371359486e-11
8.73,2.7292799320402363e-07,6.953338158260871e-10,2.702608182700696e-10,4.50655947785181e-08,2.3050605799121459e-07,2.034944824210947e-08,4.3537982569361995e-12,2.0991877854968506e-11,3.898361097036571e-12,2.017472217046651e-13,5.052069188744887e-14,3.9475606226640016e-09,6.022770617952757e-13,9.752537478230421e-08,2.3695003863419505e-09,8.948373970451234e-11,1.5641091649316282e-11
8.74,2.7289992931024664e-07,6.922100821467508e-10,2.7027116441353164e-10,4.506427497010054e-08,2.304817783237854e-07,2.0370375797805685e-08,4.355073542943207e-12,2.1038496511393657e-11,3.904093386843093e-12,2.02419853371978e-13,5.0673779834310875e-14,3.9519545543646326e-09,6.02528252454649e-13,9.752269745010306e-08,2.371948725838955e-09,8.967539891113632e-11,1.5678425146845962e-11
8.75,2.728718709744058e-07,6.890984937213138e-10,2.702814400300912e-10,4.5062944481307315e-08,2.304575142488296e-07,2.0391299590425646e-08,4.356344694339272e-12,2.1085176137359692e-11,3.9098130361279085e-12,2.0309397846608126e-13,5.0827177090338394e-14,3.956347058895615e-09,6.027786551378234e-13,9.752002046028054e-08,2.3743965026649097e-09,8.986724019059126e-11,1.571579686394853e-11
8.76,2.7284381819650114e-07,6.859990505497761e-10,2.7029164511974824e-10,4.506160331213842e-08,2.304332657663472e-07,2.041221961996936e-08,4.357611711124395e-12,2.1131916732866613e-11,3.9155200448910166e-12,2.0376959698697485e-13,5.0980883655531434e-14,3.96073813625695e-09,6.030282698447985e-13,9.751734381283668e-08,2.3768437168198155e-09,9.005926354287715e-11,1.5753206800623985e-11
8.77,2.728157709765327e-07,6.829117526321377e-10,2.7030177968250275e-10,4.506025146259386e-08,2.3040903287633814e-07,2.043313588643682e-08,4.358874593298577e-12,2.1178718297914414e-11,3.921214413132418e-12,2.0444670893465872e-13,5.1134899529889994e-14,3.9651277864486355e-09,6.032770965755745e-13,9.751466750777146e-08,2.379290368303672e-09,9.025146896799402e-11,1.5790654956872326e-11
8.78,2.727877293145004e-07,6.798365999683989e-10,2.703118437183548e-10,4.5058888932673634e-08,2.3038481557880247e-07,2.0454048389828026e-08,4.360133340861816e-12,2.1225580832503098e-11,3.926896140852113e-12,2.0512531430913293e-13,5.128922471341406e-14,3.969516009470673e-09,6.035251353301514e-13,9.751199154508488e-08,2.381736457116479e-09,9.044385646594185e-11,1.5828141332693553e-11
8.790000000000001,2.727596932104043e-07,6.767735925585588e-10,2.7032183722730437e-10,4.5057515722377735e-08,2.3036061387374017e-07,2.0474957130142985e-08,4.3613879538141135e-12,2.1272504336632672e-11,3.9325652280501014e-12,2.058054131103976e-13,5.144385920610368e-14,3.973902805323062e-09,6.037723861085294e-13,9.750931592477695e-08,2.384181983258237e-09,9.063642603672067e-11,1.5865665928087672e-11
8.8,2.727316626642444e-07,6.737227304026186e-10,2.703317602093514e-10,4.505613183170618e-08,2.3033642776115126e-07,2.049586210738169e-08,4.362638432155469e-12,2.1319488810303122e-11,3.9382216747263825e-12,2.0648700533845247e-13,5.159880300795878e-14,3.978288174005802e-09,6.040188489107081e-13,9.750664064684766e-08,2.3866269467289456e-09,9.082917768033042e-11,1.590322874305467e-11
8.81,2.7270363767602066e-07,6.706840135005778e-10,2.7034161266449595e-10,4.5054737260658945e-08,2.303122572410357e-07,2.0516763321544144e-08,4.363884775885883e-12,2.1366534253514455e-11,3.943865480880957e-12,2.071700909932977e-13,5.1754056118979405e-14,3.982672115518894e-09,6.042645237366877e-13,9.750396571129702e-08,2.3890713475286047e-09,9.102211139677114e-11,1.5940829777594552e-11
8.82,2.726756182457331e-07,6.676574418524363e-10,2.70351394592738e-10,4.5053332009236054e-08,2.3028810231339356e-07,2.0537660772630343e-08,4.3651269850053544e-12,2.141364066626667e-11,3.949496646513824e-12,2.078546700749332e-13,5.190961853916555e-14,3.987054629862337e-09,6.045094105864683e-13,9.750129111812502e-08,2.391515185657215e-09,9.121522718604281e-11,1.5978469031707327e-11
8.83,2.7264760437338175e-07,6.646430154581941e-10,2.7036110599407753e-10,4.505191607743749e-08,2.3026396297822477e-07,2.0558554460640292e-08,4.366365059513884e-12,2.146080804855977e-11,3.955115171624984e-12,2.0854074258335905e-13,5.2065490268517205e-14,3.991435717036131e-09,6.047535094600497e-13,9.749861686733168e-08,2.3939584611147752e-09,9.140852504814545e-11,1.601614650539298e-11
8.84,2.726195960589666e-07,6.616407343178514e-10,2.7037074686851454e-10,4.5050489465263263e-08,2.3023983923552934e-07,2.057944438557399e-08,4.367598999411472e-12,2.1508036400393753e-11,3.960721056214438e-12,2.0922830851857523e-13,5.2221671307034376e-14,3.9958153770402775e-09,6.04996820357432e-13,9.749594295891698e-08,2.3964011739012867e-09,9.160200498307904e-11,1.6053862198651526e-11
8.85,2.725915933024876e-07,6.586505984314081e-10,2.703803172160491e-10,4.5049052172713365e-08,2.3021573108530731e-07,2.0600330547431437e-08,4.368828804698117e-12,2.1555325721768616e-11,3.9663143002821845e-12,2.099173678805817e-13,5.237816165471706e-14,4.0001936098747745e-09,6.052393432786152e-13,9.749326939288091e-08,2.398843324016749e-09,9.17956669908436e-11,1.6091616111482952e-11
8.86,2.725635961039448e-07,6.55672607798864e-10,2.703898170366811e-10,4.50476041997878e-08,2.3019163852755865e-07,2.062121294621263e-08,4.370054475373821e-12,2.1602676012684364e-11,3.9718949038282245e-12,2.1060792066937854e-13,5.2534961311565267e-14,4.004570415539623e-09,6.054810782235993e-13,9.749059616922351e-08,2.4012849114611616e-09,9.198951107143912e-11,1.612940824388727e-11
8.870000000000001,2.7253560446333816e-07,6.527067624202189e-10,2.7039924633041064e-10,4.504614554648657e-08,2.301675615622834e-07,2.0642091581917577e-08,4.371276011438583e-12,2.1650087273141002e-11,3.977462866852558e-12,2.112999668849658e-13,5.269207027757902e-14,4.008945794034824e-09,6.057220251923842e-13,9.748792328794474e-08,2.4037259362345254e-09,9.218353722486564e-11,1.6167238595864478e-11
8.88,2.725076183806677e-07,6.497530622954736e-10,2.7040860509723766e-10,4.504467621280967e-08,2.3014350018948147e-07,2.0662966454546265e-08,4.372493412892402e-12,2.1697559503138517e-11,3.983018189355184e-12,2.1199350652734327e-13,5.284948855275826e-14,4.013319745360376e-09,6.059621841849701e-13,9.748525074904461e-08,2.4061663983368395e-09,9.237774545112309e-11,1.6205107167414565e-11
8.89,2.7247963785593343e-07,6.468115074246276e-10,2.704178933371622e-10,4.5043196198757106e-08,2.3011945440915294e-07,2.0683837564098703e-08,4.37370667973528e-12,2.1745092702676912e-11,3.988560871336103e-12,2.1268853959651106e-13,5.300721613710301e-14,4.017692269516279e-09,6.062015552013569e-13,9.748257855252314e-08,2.4086062977681047e-09,9.257213575021149e-11,1.6243013958537538e-11
8.9,2.724516628891354e-07,6.438820978076811e-10,2.7042711105018423e-10,4.504170550432887e-08,2.300954242212978e-07,2.070470491057489e-08,4.374915811967216e-12,2.179268687175619e-11,3.994090912795315e-12,2.1338506609246917e-13,5.3165253030613286e-14,4.0220633665025335e-09,6.064401382415446e-13,9.74799066983803e-08,2.41104563452832e-09,9.276670812213086e-11,1.6280958969233397e-11
8.91,2.7242369348027345e-07,6.40964833444634e-10,2.7043625823630373e-10,4.5040204129524973e-08,2.3007140962591603e-07,2.0725568493974826e-08,4.37612080958821e-12,2.184034201037635e-11,3.999608313732821e-12,2.1408308601521761e-13,5.332359923328907e-14,4.02643303631914e-09,6.066779333055331e-13,9.747723518661613e-08,2.4134844086174865e-09,9.296146256688118e-11,1.6318942199502146e-11
8.92,2.7239572962934775e-07,6.380597143354861e-10,2.7044533489552076e-10,4.503869207434541e-08,2.3004741062300764e-07,2.074642831429851e-08,4.377321672598262e-12,2.1888058118537397e-11,4.00511307414862e-12,2.147825993647564e-13,5.3482254745130377e-14,4.0308012789660975e-09,6.069149403933226e-13,9.747456401723058e-08,2.4159226200356037e-09,9.315639908446248e-11,1.6356963649343777e-11
8.93,2.723677713363582e-07,6.351667404802376e-10,2.7045434102783527e-10,4.5037169338790176e-08,2.3002342721257261e-07,2.076728437154594e-08,4.378518400997372e-12,2.1935835196239324e-11,4.010605194042712e-12,2.154836061410855e-13,5.36412195661372e-14,4.035168094443406e-09,6.07151159504913e-13,9.747189319022369e-08,2.418360268782671e-09,9.335151767487474e-11,1.6395023318758294e-11
8.94,2.723398186013049e-07,6.322859118788885e-10,2.704632766332473e-10,4.503563592285928e-08,2.29999459394611e-07,2.0788136665717122e-08,4.37971099478554e-12,2.1983673243482134e-11,4.016084673415096e-12,2.1618610634420492e-13,5.380049369630953e-14,4.039533482751067e-09,6.073865906403041e-13,9.746922270559543e-08,2.4207973548586895e-09,9.354681833811795e-11,1.6433121207745697e-11
8.950000000000001,2.7231187142418774e-07,6.294172285314383e-10,2.704721417117568e-10,4.503409182655271e-08,2.299755071691227e-07,2.0808985196812052e-08,4.380899453962766e-12,2.2031572260265837e-11,4.021551512265776e-12,2.1689009997411476e-13,5.396007713564742e-14,4.043897443889079e-09,6.076212337994964e-13,9.746655256334584e-08,2.4232338782636594e-09,9.374230107419216e-11,1.6471257316305996e-11
8.96,2.7228392980500673e-07,6.265606904378879e-10,2.704809362633638e-10,4.503253704987048e-08,2.2995157053610782e-07,2.082982996483073e-08,4.38208377852905e-12,2.2079532246590413e-11,4.027005710594746e-12,2.1759558703081485e-13,5.4119969884150784e-14,4.048259977857442e-09,6.078550889824894e-13,9.746388276347488e-08,2.425669838997579e-09,9.393796588309731e-11,1.650943164443917e-11
8.97,2.7225599374376195e-07,6.23716297598237e-10,2.7048966028806834e-10,4.5030971592812574e-08,2.299276494955663e-07,2.0850670969773153e-08,4.383263968484393e-12,2.212755320245587e-11,4.032447268402011e-12,2.1830256751430521e-13,5.428017194181967e-14,4.052621084656157e-09,6.080881561892832e-13,9.746121330598256e-08,2.4281052370604496e-09,9.41338127648334e-11,1.6547644192145233e-11
8.98,2.7222806324045334e-07,6.208840500124853e-10,2.704983137858704e-10,4.502939545537901e-08,2.2990374404749818e-07,2.0871508211639327e-08,4.3844400238287925e-12,2.2175635127862214e-11,4.0378761856875685e-12,2.1901104142458597e-13,5.4440683308654075e-14,4.056980764285224e-09,6.083204354198781e-13,9.74585441908689e-08,2.430540072452271e-09,9.432984171940047e-11,1.6585894959424183e-11
8.99,2.722001382950809e-07,6.18063947680633e-10,2.7050689675676986e-10,4.5027808637569776e-08,2.298798541919034e-07,2.089234169042925e-08,4.385611944562251e-12,2.2223778022809436e-11,4.043292462451419e-12,2.19721008761657e-13,5.4601503984654e-14,4.061339016744642e-09,6.085519266742738e-13,9.745587541813388e-08,2.432974345173043e-09,9.452605274679849e-11,1.6624183946276017e-11
9.0,2.721722189076447e-07,6.152559906026802e-10,2.7051540920076686e-10,4.502621113938487e-08,2.2985597992878205e-07,2.0913171406142916e-08,4.3867797306847675e-12,2.2271981887297544e-11,4.048696098693563e-12,2.2043246952551834e-13,5.4762633969819435e-14,4.065695842034411e-09,6.087826299524703e-13,9.74532069877775e-08,2.4354080552227656e-09,9.472244584702749e-11,1.666251115270074e-11
9.01,2.721443050781446e-07,6.124601787786266e-10,2.705238511178614e-10,4.50246029608243e-08,2.2983212125813404e-07,2.0933997358780336e-08,4.387943382196341e-12,2.2320246721326536e-11,4.054087094414e-12,2.2114542371617006e-13,5.492407326415039e-14,4.070051240154531e-09,6.090125452544679e-13,9.745053889979977e-08,2.437841202601439e-09,9.491902102008743e-11,1.6700876578698345e-11
9.02,2.7211639680658075e-07,6.096765122084724e-10,2.705322225080534e-10,4.5022984101888065e-08,2.298082781799594e-07,2.0954819548341502e-08,4.389102899096974e-12,2.2368572524896407e-11,4.05946544961273e-12,2.2185987133361206e-13,5.508582186764686e-14,4.074405211105003e-09,6.092416725802663e-13,9.744787115420069e-08,2.440273787309063e-09,9.511577826597835e-11,1.673928022426884e-11
9.03,2.7208849409295306e-07,6.069049908922176e-10,2.705405233713429e-10,4.502135456257616e-08,2.2978445069425815e-07,2.0975637974826415e-08,4.390258281386664e-12,2.2416959298007165e-11,4.064831164289753e-12,2.225758123778444e-13,5.5247879780308847e-14,4.078757754885826e-09,6.094700119298655e-13,9.744520375098024e-08,2.442705809345638e-09,9.531271758470022e-11,1.6777722089412217e-11
9.040000000000001,2.720605969372615e-07,6.041456148298616e-10,2.705487537077299e-10,4.501971434288859e-08,2.2976063880103027e-07,2.099645263823508e-08,4.3914095290654125e-12,2.2465407040658812e-11,4.07018423844507e-12,2.232932468488672e-13,5.5410247002136375e-14,4.083108871497002e-09,6.096975633032657e-13,9.744253669013844e-08,2.4451372687111642e-09,9.550983897625308e-11,1.681620217412849e-11
9.05,2.720327053395062e-07,6.013983840214056e-10,2.705569135172144e-10,4.5018063442825354e-08,2.297368425002758e-07,2.1017263538567493e-08,4.392556642133219e-12,2.2513915752851332e-11,4.07552467207868e-12,2.240121747466802e-13,5.55729235331294e-14,4.087458560938528e-09,6.099243267004668e-13,9.74398699716753e-08,2.4475681654056403e-09,9.570714244063688e-11,1.6854720478417643e-11
9.06,2.7200481929968704e-07,5.986632984668489e-10,2.705650027997964e-10,4.501640186238645e-08,2.2971306179199465e-07,2.1038070675823652e-08,4.393699620590084e-12,2.2562485434584736e-11,4.080852465190583e-12,2.247325960712835e-13,5.573590937328793e-14,4.091806823210406e-09,6.101503021214687e-13,9.743720359559079e-08,2.4499984994290675e-09,9.590462797785164e-11,1.6893277002279678e-11
9.07,2.719769388178041e-07,5.959403581661915e-10,2.705730215554759e-10,4.501472960157188e-08,2.296892966761869e-07,2.1058874050003557e-08,4.394838464436006e-12,2.2611116085859026e-11,4.086167617780778e-12,2.2545451082267714e-13,5.589920452261198e-14,4.096153658312636e-09,6.103754895662716e-13,9.743453756188493e-08,2.452428270781445e-09,9.610229558789736e-11,1.6931871745714603e-11
9.08,2.719490638938573e-07,5.932295631194335e-10,2.7058096978425293e-10,4.501304666038164e-08,2.2966554715285256e-07,2.1079673661107213e-08,4.395973173670987e-12,2.2659807706674195e-11,4.091470129849267e-12,2.261779190008611e-13,5.606280898110155e-14,4.1004990662452165e-09,6.105998890348753e-13,9.743187187055773e-08,2.4548574794627734e-09,9.630014527077404e-11,1.697050470872241e-11
9.09,2.719211945278467e-07,5.905309133265749e-10,2.7058884748612743e-10,4.5011353038815737e-08,2.2964181322199156e-07,2.1100469509134618e-08,4.397103748295025e-12,2.2708560297030248e-11,4.0967600013960494e-12,2.269028206058354e-13,5.622672274875664e-14,4.104843047008149e-09,6.1082350052728e-13,9.742920652160916e-08,2.4572861254730525e-09,9.649817702648169e-11,1.7009175891303108e-11
9.1,2.718933307197723e-07,5.878444087876157e-10,2.705966546610994e-10,4.5009648736874166e-08,2.2961809488360395e-07,2.112126159408577e-08,4.398230188308122e-12,2.2757373856927184e-11,4.102037232421124e-12,2.2762921563760003e-13,5.6390945825577244e-14,4.109185600601432e-09,6.110463240434855e-13,9.742654151503924e-08,2.4597142088122823e-09,9.669639085502029e-11,1.704788529345669e-11
9.11,2.718654724696341e-07,5.851700495025558e-10,2.706043913091689e-10,4.5007933754556924e-08,2.295943921376897e-07,2.1142049915960668e-08,4.399352493710276e-12,2.2806248386365003e-11,4.107301822924492e-12,2.2835710409615496e-13,5.6555478211563364e-14,4.113526727025067e-09,6.11268359583492e-13,9.742387685084796e-08,2.462141729480463e-09,9.689478675638986e-11,1.708663291518316e-11
9.120000000000001,2.71837619777432e-07,5.825078354713948e-10,2.706120574303359e-10,4.500620809186402e-08,2.2957070498424884e-07,2.1162834474759322e-08,4.400470664501489e-12,2.2855183885343714e-11,4.112553772906155e-12,2.2908648598150034e-13,5.6720319906715023e-14,4.1178664262790546e-09,6.114896071472992e-13,9.742121252903532e-08,2.4645686874775947e-09,9.709336473059042e-11,1.712541875648252e-11
9.13,2.7180977264316616e-07,5.798577666941336e-10,2.7061965302460037e-10,4.500447174879545e-08,2.2954703342328137e-07,2.1183615270481717e-08,4.40158470068176e-12,2.29041803538633e-11,4.11779308236611e-12,2.2981736129363595e-13,5.688547091103218e-14,4.122204698363392e-09,6.117100667349075e-13,9.741854854960135e-08,2.4669950828036764e-09,9.729212477762191e-11,1.7164242817354762e-11
9.14,2.717819310668365e-07,5.772198431707718e-10,2.7062717809196236e-10,4.5002724725351206e-08,2.2952337745478726e-07,2.120439230312786e-08,4.402694602251089e-12,2.2953237791923764e-11,4.123019751304357e-12,2.3054973003256185e-13,5.705093122451485e-14,4.126541543278082e-09,6.119297383463166e-13,9.7415884912546e-08,2.4694209154587093e-09,9.749106689748437e-11,1.7203105097799886e-11
9.15,2.71754095048443e-07,5.745940649013094e-10,2.706346326324219e-10,4.50009670215313e-08,2.2949973707876653e-07,2.1225165572697755e-08,4.403800369209476e-12,2.3002356199525116e-11,4.1282337797208985e-12,2.312835921982781e-13,5.721670084716304e-14,4.1308769610231225e-09,6.121486219815265e-13,9.74132216178693e-08,2.4718461854426928e-09,9.769019109017778e-11,1.72420055978179e-11
9.16,2.7172626458798567e-07,5.719804318857463e-10,2.706420166459789e-10,4.499919863733572e-08,2.294761122952192e-07,2.1245935079191396e-08,4.404902001556921e-12,2.305153557666735e-11,4.133435167615732e-12,2.3201894779078466e-13,5.738277977897673e-14,4.135210951598515e-09,6.123667176405375e-13,9.741055866557126e-08,2.474270892755627e-09,9.788949735570216e-11,1.7280944317408798e-11
9.17,2.7169843968546457e-07,5.693789441240825e-10,2.7064933013263335e-10,4.499741957276448e-08,2.2945250310414522e-07,2.1266700822608787e-08,4.405999499293424e-12,2.3100775923350464e-11,4.1386239149888595e-12,2.3275579681008153e-13,5.754916801995595e-14,4.139543515004258e-09,6.125840253233493e-13,9.740789605565185e-08,2.4766950373975117e-09,9.80889856940575e-11,1.7319921256572583e-11
9.18,2.716706203408796e-07,5.667896016163182e-10,2.7065657309238535e-10,4.4995629827817574e-08,2.2942890950554462e-07,2.1287462802949924e-08,4.407092862418985e-12,2.3150077239574464e-11,4.14380002184028e-12,2.334941392561687e-13,5.771586557010069e-14,4.1438746512403535e-09,6.128005450299619e-13,9.740523378811109e-08,2.479118619368347e-09,9.82886561052438e-11,1.7358936415309254e-11
9.19,2.7164280655423084e-07,5.642124043624533e-10,2.7066374552523483e-10,4.4993829402494996e-08,2.294053314994174e-07,2.130822102021481e-08,4.408182090933604e-12,2.3199439525339344e-11,4.148963488169993e-12,2.3423397512904626e-13,5.788287242941093e-14,4.1482043603068e-09,6.130162767603755e-13,9.740257186294898e-08,2.4815416386681333e-09,9.848850858926106e-11,1.739798979361881e-11
9.200000000000001,2.7161499832551826e-07,5.616473523624872e-10,2.706708474311818e-10,4.4992018296796754e-08,2.2938176908576353e-07,2.1328975474403448e-08,4.4092671848372804e-12,2.3248862780645117e-11,4.154114313978001e-12,2.349753044287143e-13,5.805018859788674e-14,4.152532642203599e-09,6.1323122051459e-13,9.739991028016551e-08,2.4839640952968705e-09,9.868854314610932e-11,1.743708139150126e-11
