t,V,Na_c,Na_i,m,h1,h2,Ca_d,d_L,f_L1,f_L2,K_c,K_i,r,s,a_ur,i_ur,n,pa,Ca_c,Ca_i,O_C,O_TC,O_TMgC,O_TMgMg,O,Ca_rel,Ca_up,O_Calse,F1,F2
8.540000000000001,2.1219957905e-314,0.0,1.0609978955e-313,7.2572256051e-312,4.24399159883e-313,nan,0.0,0.0,2.121995833e-314,7.25722560679e-312,8.48798316554e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.257225605383e-312,8.70018275985e-313,nan,0.0,0.0,2.5e-323,7.25722560679e-312,9.33678148193e-313,2.1219957905e-314,0.0,9.54898105934e-313,7.257225605126e-312,4.24399159883e-313,nan,0.0,0.0
8.55,2.121995833e-314,7.25722560679e-312,1.10343781153e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.25722560515e-312,1.1246577709e-312,nan,0.0,0.0,2.5e-323,7.25722560679e-312,1.16709768526e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.25722560512e-312,1.18831764463e-312,nan,0.0,0.0,2.31297541256e-312,7.25722560679e-312,1.44295713818e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.2572256051e-312,1.18831764463e-312
8.56,nan,0.0,0.0,2.1219957932e-313,7.25722560679e-312,1.464177095993e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.257225605126e-312,4.24399159883e-313,nan,0.0,0.0,8.487983206e-314,7.25722560679e-312,2.75859452845e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.257225605615e-312,2.97079412425e-313,nan,0.0,0.0,1.93e-322,7.25722560679e-312,3.60739284484e-313,2.1219957905e-314,0.0
8.57,1.93101616978e-312,7.278445563055e-312,4.2439915989e-313,nan,0.0,0.0,2.121995833e-314,7.278445564706e-312,6.79038653237e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.278445563194e-312,7.00258612713e-313,nan,0.0,0.0,2.5e-323,7.278445564706e-312,7.42698526966e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.27844556357e-312,7.8513844435e-313,nan,0.0,0.0,4.243991608e-314,7.278445564706e-312
8.58,9.54898106033e-313,2.1219957905e-314,0.0,1.80369642232e-312,7.27844556303e-312,8.4879833333e-314,nan,0.0,0.0,2.52517499166e-312,7.278445564706e-312,3.39519326624e-313,2.1219957905e-314,0.0,8.27578358476e-313,7.27844556301e-312,8.4879833333e-314,nan,0.0,0.0,4.243991624e-314,7.29966552262e-312,7.2147856905e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.299665521034e-312,7.42698528537e-313,nan,0.0
8.59,0.0,2.5e-323,7.29966552262e-312,8.0635840069e-313,2.1219957905e-314,0.0,1.80369642232e-312,7.299665520925e-312,8.27578360176e-313,nan,0.0,0.0,1.86735629646e-312,7.29966552262e-312,1.01855797989e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.29966552092e-312,8.27578360176e-313,nan,0.0,0.0,1.0609978977e-313,7.29966552262e-312,1.039777937696e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.299665520925e-312
8.6,1.103437813e-312,nan,0.0,0.0,1.86735629646e-312,7.29966552262e-312,1.29441743278e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.29966552092e-312,1.103437813e-312,nan,0.0,0.0,4.243991624e-314,7.29966552262e-312,1.527836969806e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.299665521296e-312,1.549056929104e-312,nan,0.0,0.0,2.5e-323,7.29966552262e-312,1.612716801445e-312,2.1219957905e-314
8.61,0.0,9.54898105934e-313,7.29966552092e-312,1.103437813e-312,nan,0.0,0.0,2.3341953723e-313,7.29966552262e-312,1.63393675916e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.29966552094e-312,1.67637667656e-312,nan,0.0,0.0,2.52517499166e-312,7.29966552262e-312,1.93101617022e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.29966552092e-312,1.67637667656e-312,nan,0.0,0.0,1.0609978977e-313
8.620000000000001,7.29966552262e-312,1.9522361278e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.29966552094e-312,2.015896003117e-312,nan,0.0,0.0,2.52517499166e-312,7.29966552262e-312,2.27053549685e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.29966552092e-312,2.015896003117e-312,nan,0.0,0.0,4.243991624e-314,7.29966552262e-312,2.50395503388e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.299665521074e-312,2.52517499295e-312,nan
8.63,0.0,0.0,2.5e-323,7.29966552262e-312,2.588834865516e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.29966552092e-312,2.015896003117e-312,nan,0.0,0.0,2.3341953723e-313,7.29966552262e-312,2.610054822996e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.299665520925e-312,2.673714698316e-312,nan,0.0,0.0,2.12199579507e-313,7.29966552262e-312,2.84347436055e-312,2.1219957905e-314,0.0,1.0609978955e-313
8.64,7.29966552092e-312,2.673714698316e-312,nan,0.0,0.0,2.54639494957e-312,7.29966552262e-312,3.03445398175e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.29966552092e-312,2.673714698316e-312,nan,0.0,0.0,1.0609978977e-313,7.29966552262e-312,3.055673939094e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.299665520925e-312,3.11933381442e-312,nan,0.0,0.0,2.12199579507e-313,7.29966552262e-312,3.289093476757e-312
8.65,2.1219957905e-314,0.0,1.0609978955e-313,7.29966552092e-312,3.11933381442e-312,nan,0.0,0.0,2.56761490748e-312,7.29966552262e-312,3.48007309796e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.29966552092e-312,3.11933381442e-312,nan,0.0,0.0,2.3341953723e-313,7.29966552262e-312,3.50129305519e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.29966552094e-312,8.487983334e-314,nan,0.0,0.0
8.66,2.58883486539e-312,7.29966552262e-312,3.39519326624e-313,2.1219957905e-314,0.0,8.27578358476e-313,7.29966552092e-312,8.487983334e-314,nan,0.0,0.0,2.33419537456e-313,7.320885480535e-312,5.09278989926e-313,2.1219957905e-314,0.0,1.86735629605e-312,7.32088547884e-312,5.30498949446e-313,nan,0.0,0.0,1.12465776962e-312,7.320885480535e-312,8.4879831658e-313,2.1219957905e-314,0.0,1.0609978955e-313,7.32088547883e-312,6.15378781084e-313
8.67,nan,0.0,0.0,2.3341953723e-313,7.320885480535e-312,8.7001827442e-313,2.1219957905e-314,0.0,1.12465776921e-312,7.320885478835e-312,4.0317920199e-313,nan,0.0,0.0,4.243991624e-314,7.320885480535e-312,1.103437811514e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.32088547909e-312,1.124657770916e-312,nan,0.0,0.0,2.5e-323,7.320885480535e-312,1.167097685243e-312,2.1219957905e-314,0.0
8.68,9.54898105934e-313,7.320885478855e-312,4.0317920199e-313,nan,0.0,0.0,8.487983206e-314,7.320885480535e-312,2.75859452845e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.320885479364e-312,2.9707941244e-313,nan,0.0,0.0,1.93e-322,7.320885480535e-312,3.39519326574e-313,2.1219957905e-314,0.0,1.93101616978e-312,7.342105436804e-312,4.24399159903e-313,nan,0.0,0.0,3.18299369094e-313,7.34210543845e-312
8.69,1.08221785358e-312,2.1219957905e-314,0.0,1.86735629605e-312,7.34210543676e-312,1.10343781301e-312,nan,0.0,0.0,2.291755454653e-312,7.34210543845e-312,1.421737180273e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.34210543674e-312,1.18831764465e-312,nan,0.0,0.0,2.1219957932e-313,7.34210543845e-312,1.442957138113e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.34210543675e-312,1.506617013295e-312,nan,0.0
8.700000000000001,0.0,1.039777937983e-312,7.34210543845e-312,1.74003654899e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.34210543674e-312,1.506617013295e-312,nan,0.0,0.0,4.243991608e-314,7.34210543845e-312,1.7824764646e-312,2.1219957905e-314,0.0,1.93101616978e-312,7.342105436824e-312,1.84613633985e-312,nan,0.0,0.0,8.4879832073e-314,7.34210543845e-312,2.14321574936e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.342105437273e-312
8.71,2.37663528759e-312,nan,0.0,0.0,2.5e-323,7.34210543845e-312,2.419075202204e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.34210543679e-312,2.079555876855e-312,nan,0.0,0.0,4.243991624e-314,7.34210543845e-312,2.673714697194e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.34210543698e-312,2.694934656235e-312,nan,0.0,0.0,2.5e-323,7.34210543845e-312,2.737374570923e-312,2.1219957905e-314
8.72,0.0,1.80369642232e-312,7.34210543675e-312,2.758594529964e-312,nan,0.0,0.0,3.18299369055e-313,7.34210543845e-312,2.992014065953e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.34210543674e-312,2.758594529964e-312,nan,0.0,0.0,2.2e-322,7.34210543845e-312,3.01323402375e-312,2.1219957905e-314,0.0,1.12465776921e-312,7.34210543675e-312,1.84613633985e-312,nan,0.0,0.0,2.121995813e-314
8.73,7.34210543845e-312,3.03445398127e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.34210543675e-312,3.07689389861e-312,nan,0.0,0.0,1.2944174329e-312,7.34210543845e-312,3.31031343467e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.34210543674e-312,3.07689389861e-312,nan,0.0,0.0,2.610054823297e-312,7.34210543845e-312,3.480073097974e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.342105436745e-312,3.52251301471e-312,nan
8.74,0.0,0.0,8.487983187e-314,7.34210543845e-312,3.69227267646e-312,2.1219957905e-314,0.0,1.12465776921e-312,7.342105436745e-312,4.24399159903e-313,nan,0.0,0.0,8.487983206e-314,7.34210543845e-312,2.75859452845e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.342105437352e-312,2.97079412445e-313,nan,0.0,0.0,1.93e-322,7.34210543845e-312,3.60739284484e-313,2.1219957905e-314,0.0,1.80369642232e-312
8.75,7.36332539467e-312,4.24399159907e-313,nan,0.0,0.0,2.33419537047e-312,7.363325396364e-312,6.79038653257e-313,2.1219957905e-314,0.0,1.0609978955e-313,7.36332539465e-312,4.24399159907e-313,nan,0.0,0.0,8.487983206e-314,7.363325396364e-312,9.12458190283e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.3633253952e-312,9.3367814974e-313,nan,0.0,0.0,2.5e-323,7.363325396364e-312,9.9733802192e-313
8.76,2.1219957905e-314,0.0,9.54898105934e-313,7.36332539465e-312,4.24399159907e-313,nan,0.0,0.0,8.487983206e-314,7.363325396364e-312,1.209537601087e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.36332539522e-312,1.230757560474e-312,nan,0.0,0.0,2.5e-323,7.363325396364e-312,1.294417432726e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.36332539465e-312,4.24399159907e-313,nan,0.0,0.0
8.77,8.487983206e-314,7.363325396364e-312,1.50661701189e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.363325395163e-312,1.52783697121e-312,nan,0.0,0.0,2.5e-323,7.363325396364e-312,1.59149684353e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.36332539465e-312,4.24399159907e-313,nan,0.0,0.0,8.487983206e-314,7.363325396364e-312,1.803696422696e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.36332539514e-312,1.824916381945e-312
8.78,nan,0.0,0.0,2.5e-323,7.363325396364e-312,1.888576254335e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.36332539465e-312,4.24399159907e-313,nan,0.0,0.0,2.652494739117e-312,7.363325396364e-312,2.079555875596e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.36332539467e-312,2.10077583477e-312,nan,0.0,0.0,2.58883486539e-312,7.363325396364e-312,2.35541532851e-312,2.1219957905e-314,0.0
8.790000000000001,1.0609978955e-313,7.36332539465e-312,2.10077583477e-312,nan,0.0,0.0,1.0609978977e-313,7.363325396364e-312,2.37663528633e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.3633253947e-312,4.03179202e-313,nan,0.0,0.0,8.487983206e-314,7.363325396364e-312,2.61005482345e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.36332539526e-312,2.63127478251e-312,nan,0.0,0.0,2.5e-323,7.363325396364e-312
8.8,2.69493465509e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.36332539466e-312,2.71615461415e-312,nan,0.0,0.0,8.70018274706e-313,7.363325396364e-312,2.949574150124e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.36332539465e-312,2.71615461415e-312,nan,0.0,0.0,1.0609978977e-313,7.363325396364e-312,2.970794107915e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.36332539465e-312,3.8195924409e-313,nan,0.0
8.81,0.0,2.08e-322,7.363325396364e-312,2.99201406534e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.36332539466e-312,3.034453982795e-312,nan,0.0,0.0,1.27319747499e-312,7.363325396364e-312,3.28909347675e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.36332539465e-312,3.034453982795e-312,nan,0.0,0.0,4.243991624e-314,7.363325396364e-312,3.52251301378e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.36332539483e-312
8.82,3.543732972626e-312,nan,0.0,0.0,2.5e-323,7.363325396364e-312,3.586172887507e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.363325394674e-312,3.034453982795e-312,nan,0.0,0.0,2.3341953723e-313,7.363325396364e-312,3.60739284472e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.363325394664e-312,8.4879833353e-314,nan,0.0,0.0,2.037115959737e-312,7.363325396364e-312,2.54639494965e-313,2.1219957905e-314
8.83,0.0,8.27578358476e-313,7.36332539465e-312,8.4879833353e-314,nan,0.0,0.0,4.243991624e-314,7.38454535428e-312,5.51718905735e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.38454535318e-312,5.7293886528e-313,nan,0.0,0.0,2.5e-323,7.38454535428e-312,6.36598737374e-313,2.1219957905e-314,0.0,1.80369642232e-312,7.384545352564e-312,6.5781869692e-313,nan,0.0,0.0,1.86735629646e-312
8.84,7.38454535428e-312,8.48798316574e-313,2.1219957905e-314,0.0,1.0609978955e-313,7.38454535256e-312,6.5781869692e-313,nan,0.0,0.0,2.1219957932e-313,7.38454535428e-312,8.7001827438e-313,2.1219957905e-314,0.0,1.80369642232e-312,7.38454535257e-312,9.12458191834e-313,nan,0.0,0.0,2.694934654936e-312,7.38454535428e-312,1.167097685293e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.38454535256e-312,9.12458191834e-313,nan
8.85,0.0,0.0,2.3341953723e-313,7.38454535428e-312,1.18831764302e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.38454535258e-312,1.25197751839e-312,nan,0.0,0.0,2.33419537047e-312,7.38454535428e-312,1.506617011926e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.38454535256e-312,1.25197751839e-312,nan,0.0,0.0,8.487983206e-314,7.38454535428e-312,1.74003654895e-312,2.1219957905e-314,0.0,1.7612565065e-312
8.86,7.38454535311e-312,1.76125650822e-312,nan,0.0,0.0,2.5e-323,7.38454535428e-312,1.82491638059e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.38454535256e-312,1.25197751839e-312,nan,0.0,0.0,8.487983206e-314,7.38454535428e-312,2.037115959756e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.384545353127e-312,2.058335918956e-312,nan,0.0,0.0,2.5e-323,7.38454535428e-312,2.121995791395e-312
8.870000000000001,2.1219957905e-314,0.0,9.54898105934e-313,7.38454535256e-312,1.25197751839e-312,nan,0.0,0.0,8.487983206e-314,7.38454535428e-312,2.33419537056e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.384545353073e-312,2.35541532969e-312,nan,0.0,0.0,2.5e-323,7.38454535428e-312,2.4190752022e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.38454535256e-312,1.25197751839e-312,nan,0.0,0.0
8.88,8.487983206e-314,7.38454535428e-312,2.631274781365e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.38454535305e-312,2.652494740426e-312,nan,0.0,0.0,2.5e-323,7.38454535428e-312,2.716154613004e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.38454535256e-312,1.25197751839e-312,nan,0.0,0.0,2.652494739117e-312,7.38454535428e-312,2.907134234265e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.38454535258e-312,2.92835419325e-312
8.89,nan,0.0,0.0,2.58883486539e-312,7.38454535428e-312,3.18299368718e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.38454535256e-312,2.92835419325e-312,nan,0.0,0.0,1.0609978977e-313,7.38454535428e-312,3.204213645e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.38454535261e-312,1.23075756048e-312,nan,0.0,0.0,4.243991624e-314,7.38454535428e-312,3.458853140034e-312,2.1219957905e-314,0.0
8.9,1.7612565065e-312,7.38454535298e-312,3.4800730989e-312,nan,0.0,0.0,2.5e-323,7.38454535428e-312,3.543732971673e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.38454535257e-312,3.56495293054e-312,nan,0.0,0.0,7.85138443067e-313,7.38454535428e-312,3.798372466707e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.38454535256e-312,3.56495293054e-312,nan,0.0,0.0,1.0609978977e-313,7.38454535428e-312
8.91,3.8195924245e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.384545352613e-312,1.20953760257e-312,nan,0.0,0.0,2.2e-322,7.38454535428e-312,3.840812381726e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.384545352574e-312,8.487983336e-314,nan,0.0,0.0,1.86735629646e-312,7.38454535428e-312,2.54639494965e-313,2.1219957905e-314,0.0,8.27578358476e-313,7.38454535256e-312,8.487983336e-314,nan,0.0
8.92,0.0,4.243991624e-314,7.405765312193e-312,6.5781869531e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.40576531052e-312,6.79038654833e-313,nan,0.0,0.0,2.5e-323,7.405765312193e-312,7.21478569037e-313,2.1219957905e-314,0.0,1.80369642232e-312,7.40576531048e-312,7.4269852856e-313,nan,0.0,0.0,2.291755454653e-312,7.405765312193e-312,9.76118064066e-313,2.1219957905e-314,0.0,1.0609978955e-313,7.40576531047e-312
8.93,7.4269852856e-313,nan,0.0,0.0,1.0609978977e-313,7.405765312193e-312,9.9733802186e-313,2.1219957905e-314,0.0,1.80369642232e-312,7.40576531048e-312,1.039777939297e-312,nan,0.0,0.0,7.85138443067e-313,7.405765312193e-312,1.27319747487e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.40576531047e-312,1.039777939297e-312,nan,0.0,0.0,2.3341953723e-313,7.405765312193e-312,1.294417432593e-312,2.1219957905e-314
8.94,0.0,1.93101616978e-312,7.405765310503e-312,1.33685735003e-312,nan,0.0,0.0,2.121995833e-314,7.405765312193e-312,1.549056927736e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.405765311e-312,1.57027688704e-312,nan,0.0,0.0,2.5e-323,7.405765312193e-312,1.612716801465e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.405765310474e-312,1.63393676077e-312,nan,0.0,0.0,7.85138443067e-313
8.950000000000001,7.405765312193e-312,1.803696422735e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.40576531047e-312,1.63393676077e-312,nan,0.0,0.0,2.3341953723e-313,7.405765312193e-312,1.82491638056e-312,2.1219957905e-314,0.0,1.12465776921e-312,7.405765310474e-312,1.33685735003e-312,nan,0.0,0.0,1.0609978977e-313,7.405765312193e-312,1.84613633824e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.40576531049e-312,8.4879833363e-314,nan
8.96,0.0,0.0,2.694934654936e-312,7.405765312193e-312,3.39519326624e-313,2.1219957905e-314,0.0,8.27578358476e-313,7.40576531047e-312,8.4879833363e-314,nan,0.0,0.0,4.243991624e-314,7.42698527011e-312,6.79038653223e-313,2.1219957905e-314,0.0,1.7612565065e-312,7.426985268467e-312,7.0025861275e-313,nan,0.0,0.0,2.5e-323,7.42698527011e-312,7.4269852695e-313,2.1219957905e-314,0.0,1.80369642232e-312
8.97,7.426985268383e-312,7.63918486477e-313,nan,0.0,0.0,8.70018274706e-313,7.42698527011e-312,9.33678148237e-313,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,7.63918486477e-313,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,9.5489810605e-313,2.1219957905e-314,0.0,1.80369642232e-312,7.426985268383e-312,9.76118065573e-313,nan,0.0,0.0,8.70018274706e-313,7.42698527011e-312,1.145877727383e-312
8.98,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,9.76118065573e-313,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,1.167097685145e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.426985268383e-312,1.18831764467e-312,nan,0.0,0.0,8.70018274706e-313,7.42698527011e-312,1.35807730653e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,1.18831764467e-312,nan,0.0,0.0
8.99,1.0609978977e-313,7.42698527011e-312,1.37929726424e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.42698526901e-312,1.421737181676e-312,nan,0.0,0.0,2.121995833e-314,7.42698527011e-312,1.740036548967e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.42698526862e-312,1.76125650823e-312,nan,0.0,0.0,2.5e-323,7.42698527011e-312,1.803696422696e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.426985268403e-312,1.421737181676e-312
9.0,nan,0.0,0.0,2.737374570755e-312,7.42698527011e-312,1.99467604393e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.426985268383e-312,2.015896003146e-312,nan,0.0,0.0,1.12465776962e-312,7.42698527011e-312,2.1856556652e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,2.015896003146e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,2.20687562303e-312,2.1219957905e-314,0.0
9.01,9.54898105934e-313,7.42698526838e-312,1.421737181676e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,2.228095580627e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.426985268383e-312,2.24931554015e-312,nan,0.0,0.0,2.291755454653e-312,7.42698527011e-312,2.41907520226e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,2.24931554015e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312
9.02,2.440295159724e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.426985268383e-312,2.46151511925e-312,nan,0.0,0.0,2.12199579507e-313,7.42698527011e-312,2.631274781405e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,2.46151511925e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,2.65249473882e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.42698526839e-312,2.673714698345e-312,nan,0.0
9.03,0.0,7.85138443067e-313,7.42698527011e-312,2.907134234294e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,2.673714698345e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,2.928354191646e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.42698526839e-312,2.94957415117e-312,nan,0.0,0.0,7.85138443067e-313,7.42698527011e-312,3.182993687184e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312
9.040000000000001,2.94957415117e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,3.20421364447e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.42698526839e-312,3.267873519816e-312,nan,0.0,0.0,2.12199579507e-313,7.42698527011e-312,3.501293055903e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,3.267873519816e-312,nan,0.0,0.0,4.243991624e-314,7.42698527011e-312,3.734712592924e-312,2.1219957905e-314
9.05,0.0,1.7612565065e-312,7.42698526891e-312,3.75593255174e-312,nan,0.0,0.0,2.5e-323,7.42698527011e-312,3.798372466653e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.426985268403e-312,3.267873519816e-312,nan,0.0,0.0,2.3341953723e-313,7.42698527011e-312,3.819592423846e-312,2.1219957905e-314,0.0,1.93101616978e-312,7.426985268403e-312,3.883252299196e-312,nan,0.0,0.0,2.121995833e-314
9.06,7.42698527011e-312,4.137891793316e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.42698526843e-312,4.15911175202e-312,nan,0.0,0.0,2.5e-323,7.42698527011e-312,4.201551667045e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.4269852684e-312,4.22277162575e-312,nan,0.0,0.0,2.694934654936e-312,7.42698527011e-312,4.47741111997e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,4.22277162575e-312,nan
9.07,0.0,0.0,2.1219957932e-313,7.42698527011e-312,4.49863107778e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.42698526839e-312,4.541070994395e-312,nan,0.0,0.0,7.85138443067e-313,7.42698527011e-312,4.77449053078e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,4.541070994395e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,4.79571048851e-312,2.1219957905e-314,0.0,1.80369642232e-312
9.08,7.42698526839e-312,4.85937036304e-312,nan,0.0,0.0,2.12199579507e-313,7.42698527011e-312,5.092789899497e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,4.85937036304e-312,nan,0.0,0.0,4.243991624e-314,7.42698527011e-312,5.32620943652e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.42698526891e-312,5.34742939496e-312,nan,0.0,0.0,2.5e-323,7.42698527011e-312,5.389869310247e-312
9.09,2.1219957905e-314,0.0,9.54898105934e-313,7.426985268403e-312,4.85937036304e-312,nan,0.0,0.0,2.3341953723e-313,7.42698527011e-312,5.411089267885e-312,2.1219957905e-314,0.0,1.12465776921e-312,7.426985268383e-312,3.883252299196e-312,nan,0.0,0.0,8.487983205e-314,7.42698527011e-312,5.60206888942e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.42698526843e-312,3.883252299196e-312,nan,0.0,0.0
9.1,1.0609978977e-313,7.42698527011e-312,5.62328884616e-312,2.1219957905e-314,0.0,1.93101616978e-312,7.426985268403e-312,5.686948721516e-312,nan,0.0,0.0,2.121995833e-314,7.42698527011e-312,5.92036825814e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.42698526843e-312,5.94158821643e-312,nan,0.0,0.0,2.5e-323,7.42698527011e-312,5.98402813187e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.42698526839e-312,6.00524809016e-312
9.11,nan,0.0,0.0,7.85138443067e-313,7.42698527011e-312,6.238667626886e-312,2.1219957905e-314,0.0,1.0609978955e-313,7.42698526838e-312,6.00524809016e-312,nan,0.0,0.0,1.0609978977e-313,7.42698527011e-312,6.259887584696e-312,2.1219957905e-314,0.0,1.80369642232e-312,7.42698526839e-312,6.323547458806e-312,nan,0.0,0.0,2.12199579507e-313,7.42698527011e-312,6.556966995604e-312,2.1219957905e-314,0.0
9.120000000000001,1.0609978955e-313,7.42698526838e-312,6.323547458806e-312,nan,0.0,0.0,4.243991624e-314,7.42698527011e-312,6.790386532625e-312,2.1219957905e-314,0.0,1.7612565065e-312,7.42698526891e-312,6.81160649073e-312,nan,0.0,0.0,2.5e-323,7.42698527011e-312,6.854046406354e-312,2.1219957905e-314,0.0,9.54898105934e-313,7.426985268403e-312,6.323547458806e-312,nan,0.0,0.0,2.3341953723e-313,7.42698527011e-312
