t,EGF,R,Ra,R2,RP,R_PL,R_PLP,R_G,R_G_S,R_Sh,R_ShP,R_Sh_G,R_Sh_G_S,G_S,ShP,Sh_G,Sh_G_S,PLC_gamma,PLC_gamma_P,PLC_gamma_P_I,Grb,Shc,SOS
7.38,580.4089753928355,0.40897539283533685,11.16360989846506,7.489490571192765,0.7539521559238854,3.5048093412644947,9.030125321146123,0.5086306354209958,0.4789850969501875,1.1624616202408309,13.601357501033823,4.199216814186817,3.484678296989837,1.9034804333640476,13.96349251843723,4.739429790058361,8.434617569421706,81.83132313648312,2.6611537638572473,7.972588437249039,61.25096136360802,100.4147458896313,19.69823860327421
7.390000000000001,580.4085531967731,0.4085531967729729,11.154104081110711,7.486504724944059,0.7541126264487557,3.504286071182846,9.033679584875403,0.5090473474554151,0.479619876360873,1.1620375853764335,13.600603918301355,4.1999144515845535,3.488865174528421,1.9067556612405838,13.98546082333619,4.75030964015339,8.458541725528024,81.8015762183347,2.6636411185705784,7.996817007036499,61.20694612314871,100.35426668119155,19.666217562342084
7.4,580.4081326497484,0.40813264974822555,11.144633002281134,7.48354447818155,0.7542737992220873,3.5037652732206648,9.037216357001085,0.5094643411148646,0.48025340010393275,1.1616145371080133,13.59984576432338,4.200603029829165,3.4930361938805334,1.910031504102287,14.007420207800633,4.761199187023316,8.48246862184333,81.77183405688733,2.6661211702020995,8.021063142688854,61.16294372210254,100.29381245819154,19.634210280069905
7.41,580.4077137438594,0.40771374385916676,11.13519653030073,7.480609706465708,0.7544356720257668,3.503246939876399,9.040735723084245,0.50988161806916,0.4808856680260826,1.161192470472919,13.599083100419627,4.201282597052879,3.497191367427223,1.913307933319691,14.029370711498727,4.772098458657681,8.506398131197486,81.74209662556136,2.6685939454045315,8.045326766073499,61.11895422624977,100.23338316327337,19.602216900029504
7.42,580.4072964713339,0.40729647133365665,11.125794534443497,7.477700286063878,0.7545982426525514,3.5027310635222233,9.044237768366784,0.5102991799679448,0.4815166799868719,1.1607713805222166,13.598315987071926,4.201953201146035,3.501330707810949,1.916584920226576,14.051312374193772,4.7830074830669025,8.530330126750457,81.71236389795297,2.6710594708654063,8.06960779929264,61.074977701044226,100.17297873943765,19.570237565225135
7.43,580.4068808249459,0.40688082494570205,11.116426886546659,7.474816094095286,0.7547615089064761,3.5022176358060504,9.047722578088093,0.5107170284145207,0.48214643588166567,1.1603512622745984,13.59754448248511,4.202614889963691,3.5054542283382855,1.9198624359428422,14.07324523630334,4.793926288579046,8.554264481755899,81.68263584801745,2.673517773726664,8.093906164361757,61.03101421112402,100.11259913029994,19.538272418081295
7.44,580.4064667965511,0.4064667965508672,11.107093455324936,7.471957008006497,0.7549254686013208,3.5017066497549516,9.051190236378137,0.511135165058171,0.4827749355606607,1.1599321108778775,13.596768647661653,4.203267710605108,3.509561941557678,1.923140452000362,14.09516933693237,4.8048549027942995,8.578201070387678,81.65291244942202,2.6759688801084116,8.1182217843365,60.987063822036006,100.05224427918324,19.506321600493607
7.45,580.4060543784981,0.4060543784978573,11.097794111846321,7.469122906070697,0.7550901195620444,3.50119809774782,9.054640827327345,0.5115535915052957,0.4834021789068768,1.1595139214530654,13.595988541516084,4.203911710110899,3.51365386062774,1.926418939740989,14.117084715768852,4.815793353591965,8.602139766941049,81.62319367616848,2.678412816531624,8.142554582224754,60.94312659857515,99.99191412999025,19.474385253783332
7.46,580.4056435631894,0.4056435631892136,11.088528727825148,7.466313667228102,0.7552554596243097,3.5006919721462815,9.058074434655673,0.5119723093471453,0.484028165811844,1.159096689142715,13.595204222399067,4.204546935247868,3.5177299988897692,1.9296978705047163,14.138991412493837,4.82674166881661,8.626080446079783,81.59347950239875,2.680849609475306,8.16690448132401,60.89920260530223,99.93160862693026,19.442463518713875
7.47,580.4052343430808,0.4052343430805399,11.079297175616963,7.463529171082495,0.7554214866344601,3.500188265295784,9.061491141713564,0.5123913201599302,0.4846528961755278,1.158680409110866,13.594415748102818,4.205173432510021,3.521790369865739,1.9329772156306229,14.160889466780384,4.837699876277161,8.650022982835482,81.56376990239399,2.6832792853756566,8.191271405221027,60.85529190654548,99.87132771451743,19.410556535492617
7.48,580.40482671068,0.4048267106797305,11.070099328213395,7.460769297897746,0.7555881984494965,3.4996869695266883,9.064891031482905,0.5128106255049275,0.485276369906256,1.158265076542992,13.593623175866544,4.20579124811955,3.5258349872562893,1.9362569464578216,14.182778918292506,4.848668003745999,8.673967252606884,81.53406485057369,2.685701870625231,8.215655277791512,60.811394566402235,99.81107133756915,19.378664443772735
7.49,580.4044206585464,0.40442065854619647,11.060935059237043,7.458033928594336,0.7557555929370551,3.4991880771553565,9.06827418657799,0.5132302269285904,0.4858985869206436,1.1578506866459457,13.592826562381857,4.206400428027846,3.529863864938717,1.9395370343264042,14.204659806684107,4.859646078958052,8.697913131159169,81.5043643214948,2.688117391572104,8.240056023199774,60.76751064874054,99.7508394412042,19.34678738265505
7.5,580.4040161792904,0.4040161792900934,11.051804242936328,7.455322944745883,0.7559236679753838,3.4986915804852434,9.071640689246484,0.5136501259626565,0.48651954714351936,1.157437234647905,13.592025963798216,4.207001017916488,3.5338770169649676,1.9428174505783902,14.226532171597935,4.8706341296099,8.721860494623275,81.47466828985085,2.6905258745190386,8.264473565898404,60.72364021720077,99.69063197084122,19.314925490689834
7.51,580.4036132655718,0.40361326557154814,11.042706754180383,7.452636228575669,0.7560924214533196,3.498197471807987,9.074990621370384,0.5140703241242552,0.4871392505078517,1.1570247157983193,13.591221435728338,4.207593063198241,3.5378744575596275,1.9460981665586727,14.248396052664527,4.881632183358859,8.745809219495209,81.44497673047107,2.6929273457226452,8.288907830627945,60.67978333519724,99.63044887219678,19.283078905878625
7.5200000000000005,580.4032119101001,0.40321191009988594,11.033642468453918,7.449973662953161,0.7562618512702652,3.497705743404496,9.078324064466967,0.5144908229160171,0.4877576969546743,1.1566131253678562,13.590413033253641,4.208176609018063,3.5418562011179135,1.9493791536159668,14.270251489501144,4.892640267822091,8.769759182635351,81.41528961831945,2.6953218313925476,8.31335874241656,60.63594006591989,99.57029009128385,19.25124776567608
7.53,580.4028121056331,0.4028121056328577,11.024611261852096,7.447335131390538,0.756431955336167,3.4972163875460427,9.081641099689769,0.5149116238261814,0.488374886433012,1.1562024586483464,13.589600810929666,4.208751700254094,3.545822262203665,1.9526603831037543,14.292098521710722,4.903658410575681,8.79371026126776,81.38560692849398,2.697709357690547,8.337826226579688,60.59211047233582,99.51015557440996,19.219432206991794
7.54,580.4024138449902,0.4024138449898664,11.01561301113258,7.444720518048172,0.756602731570996,3.49672939647449,9.084941807839382,0.5153327283277283,0.4889908189006554,1.1557927109517319,13.588784822738026,4.209318381524565,3.5497726555629883,1.9559418263741841,14.313937188900454,4.914686639164074,8.817662332972693,81.35592863623245,2.7000899507450167,8.362310208708692,60.54829461717308,99.45004526818538,19.187632366189465
7.55,580.4020171216698,0.40201712166949594,11.00664759623573,7.4421297081266475,0.7567741778828561,3.496244761482052,9.088226269799542,0.5157541378353491,0.4896054943615498,1.1553838775659249,13.587965119730228,4.209876697449521,3.553707396813675,1.9592234544677165,14.335767531547768,4.925724981555064,8.84161527538519,81.32625471721283,2.7024636373227233,8.386810614182883,60.50449256213191,99.38995911995254,19.155848378971854
7.5600000000000005,580.4016219281416,0.40162192814128,10.99771489330573,7.4395625867711095,0.7569462922283535,3.4957624754566647,9.091494565336497,0.5161758538246803,0.49021891276226487,1.154975953876503,13.587141756554766,4.21042669193181,3.557626500533804,1.962505238973741,14.357589588604908,4.9367734648798995,8.8655689670248,81.29658514672063,2.704830442970426,8.41132736951581,60.46070437006897,99.32989707659341,19.124080380705376
7.57,580.4012282573881,0.40122825738778706,10.98881478098693,7.437019040054682,0.7571190725580035,3.495282530584068,9.094746774185719,0.5165978777247705,0.49083107408540344,1.1545689352566422,13.586314785569574,4.210968408808685,3.5615299819850534,1.9657871512547236,14.379403399661424,4.947832116570006,8.889523286544529,81.26691990039959,2.7071903936925343,8.43586040113812,60.4169301030268,99.269859085604,19.092328506130276
7.58,580.4008361024398,0.400836102439606,10.979947138522624,7.434498954678035,0.7572925168326272,3.4948049190406563,9.097982975726174,0.5170202109505772,0.4914419783213989,1.1541628171001657,13.585484258620625,4.211501891657037,3.5654178565915475,1.9690691626808936,14.401209004292117,4.958900964013773,8.913478112955943,81.23725895402461,2.7095435154452194,8.460409635763368,60.3731698228288,99.2098450947687,19.060592889450202
7.59,580.400445456375,0.4004454563747056,10.971111845750464,7.432002217966,0.7574666230233243,3.4943296329943756,9.101203248981362,0.5174428549030662,0.49205162546844916,1.1537575948214813,13.58465022704687,4.212027183794447,3.5692901399379973,1.9723512446311207,14.423006442056165,4.969980034555744,8.9374333256284,81.20760228350099,2.711889834135722,8.484975000387577,60.32942359108075,99.1498550521588,19.028873664334018
7.6000000000000005,580.400056312318,0.40005631231779304,10.962308783097875,7.429528717864174,0.7576413891114455,3.4938566646056155,9.104407672620383,0.5178658109693106,0.49266001553245026,1.1533532638555168,13.583812741685145,4.212544328280245,3.573146847767837,1.9756333684937977,14.444795752496258,4.981069355495815,8.9613888042883,81.17794986486356,2.7142293756216587,8.509556422288808,60.285691469172214,99.08988890613078,18.9971709639176
7.61,580.3996686634399,0.39966866343967355,10.953537831577462,7.427078342935533,0.7578168130885644,3.4933860060281035,9.107596324958983,0.5182890805225904,0.4932671485269303,1.1529498196576573,13.582971852875106,4.213053367916558,3.576987995981364,1.9789155056677192,14.466576975137716,4.992168954088422,8.98534442901833,81.1483016742759,2.7165621657103283,8.534153829026716,60.24197351827806,99.02994660532475,18.965484920805643
7.62,580.3992825029569,0.3992825029566087,10.944798872782423,7.424650982357037,0.7579928929564502,3.4929176494097964,9.11076928396061,0.5187126649224906,0.4938730244729838,1.1525472577036822,13.582127610464145,4.21355434524937,3.580813600633877,1.9821976275629647,14.488350149487628,5.003278857541741,9.009300080256711,81.11865768802947,2.7188882301580235,8.558767148442122,60.198269799359835,98.97002809866275,18.93381566707345
7.63,580.3988978241299,0.3988978241296759,10.936091788881958,7.422246525916245,0.7581696267270407,3.4924515868937767,9.113926627237467,0.5191365655150013,0.49447764339920486,1.1521455734897008,13.581280063812319,4.214047302569572,3.5846236779338145,1.9854797056017766,14.510115315033982,5.014399093016871,9.033255638796446,81.08901788254288,2.721207594669334,8.583396308656582,60.154580373167285,98.9101333353472,18.902163334268742
7.640000000000001,580.3985146202645,0.39851462026412715,10.92741646261669,7.4198648640079155,0.7583470124224133,3.491987810619143,9.117068432051564,0.5195607836326163,0.49508100534162175,1.1517447625320902,13.58042926179727,4.214532281914019,3.588418244240896,1.9887617112194431,14.531872511244787,5.025529687627039,9.057210985784561,81.05938223436092,2.723520284896457,8.608041238071944,60.11090530023977,98.85026226485924,18.870528053413462
7.65,580.3981328847091,0.3981328847087482,10.918772777294064,7.417505887630626,0.758525048074759,3.491526312721905,9.120194775315776,0.5199853205944319,0.49568311034363033,1.1513448203674315,13.579575252819152,4.215009325066583,3.592197316064255,1.9920436158651762,14.553621777567205,5.036670668436784,9.081166002721346,81.02975072015394,2.7258263264385025,8.632701865369912,60.06724464090776,98.79041483695714,18.838909955005576
7.66,580.3977526108555,0.3977526108552175,10.910160616783768,7.415169488383376,0.7587037317263533,3.491067085335879,9.123305733594892,0.5204101777062472,0.49628395845592815,1.1509457425524459,13.578718084805555,4.215478473559206,3.5959609100605845,1.995325391002995,14.57536315342669,5.047822062461152,9.105120571459617,81.00012331671684,2.728125744840803,8.65737811951162,60.02359845529424,98.73059100167465,18.80730916902086
7.67,580.3973737925861,0.397373792585939,10.901579867558054,7.412855558991667,0.758883061382467,3.4906101198855755,9.126401383366371,0.5208353562230995,0.4968835497683599,1.1505475246568617,13.57785780319341,4.215939768797753,3.5997090436623984,1.998607007820599,14.597096678903394,5.05898389701883,9.129074574053828,80.97050000122674,2.7304185661468465,8.68206992937451,59.979966802655106,98.67079070971343,18.775725824694803
7.68,580.3969964231276,0.39699642312735867,10.893030413461519,7.410563991951089,0.7590630351316034,3.4901554088963422,9.129481800357746,0.521260857445352,0.49748188432830365,1.1501501622814185,13.57699445610358,4.216393251744158,3.6034417334659263,2.001888437976449,14.61882239300054,5.070156198826875,9.153027893142934,80.94088075058185,2.7327048154853855,8.706777224678707,59.936349743069975,98.61101391143447,18.744160051086375
7.69,580.3966204959927,0.39662049599247223,10.884512140007015,7.408294680637418,0.7592436510464975,3.4897029445063157,9.13254706009384,0.5216866826397981,0.49807896220771536,1.149753651042935,13.576128090091352,4.216838963179923,3.6071589965544226,2.0051696529865524,14.6405403350679,5.081338994744244,9.176980411633945,80.9112655419441,2.7349845182319323,8.73149993522385,59.89274733605337,98.55126055768518,18.71261197661735
7.7,580.3962460047692,0.39624600476898497,10.876024933408047,7.40604751905388,0.7594249072062508,3.489252718800735,9.135597237775508,0.5221128330574504,0.4986747834880345,1.1493579865775743,13.575258751104048,4.217276943648405,3.610860850199558,2.00845062436286,14.662250544481964,5.0925323116043035,9.200932012771858,80.88165435261652,2.737257699747814,8.756237991059463,59.849159640867505,98.49153059961219,18.681081729177677
7.71,580.3958729430872,0.39587294308692267,10.867568680429422,7.403822401790278,0.7596068016996356,3.488804723862953,9.13863240826232,0.5225393099362984,0.49926934825785924,1.1489631645412826,13.574386484629171,4.217707233447038,3.6145473118149534,2.011731323634817,14.683953060597139,5.103736176188978,9.224882580149531,80.85204716002421,2.7395243853403617,8.780991322510191,59.805586716570495,98.4318239886318,18.649569436142826
7.72,580.3955013046183,0.3955013046180879,10.859143268383104,7.401619224019718,0.7597893326250577,3.48835895177518,9.141652646073654,0.5229661145013994,0.4998626566128869,1.1485691806097236,13.573511335698884,4.218129872628409,3.6182183989544527,2.0150117223501804,14.70564792274501,5.1149506152280075,9.248831997706901,80.82244394171357,2.741784600262337,8.80575986017529,59.76202862201774,98.37214067642851,18.618075224375566
7.73,580.3951310830757,0.3951310830755161,10.850748585124073,7.399437881495331,0.759972498090518,3.4879153946192187,9.144658025389822,0.5233932479649699,0.5004547086558552,1.1481760304782131,13.572633348894493,4.218544901001344,3.6218741293104006,2.0182917920758365,14.727335170233628,5.126175655398227,9.272780149730192,80.79284467535153,2.7440383697113613,8.830543534928108,59.71848541586315,98.3124806149534,18.5865992202277
7.74,580.3947622722131,0.39476227221293153,10.84238451904617,7.397278270546999,0.7601562962135748,3.4874740444772097,9.14764862005317,0.5238207115264759,0.5010455044964823,1.1477837098616555,13.57175256835094,4.218952358131989,3.625514520711914,2.021571504398618,14.749014842346774,5.137411323322828,9.296726920851123,80.76324933872475,2.746285718829338,8.855342277915572,59.67495715656054,98.25284375642268,18.555141549541847
7.75,580.3943948658244,0.3943948658242034,10.834050959077967,7.3951402880780766,0.7603407251213065,3.4870348934323676,9.15062450356919,0.5242485063727248,0.5016350442514087,1.1473922144944766,13.570869037761282,4.219352283344883,3.6291395911231596,2.0248508309261215,14.770686978343244,5.148657645570635,9.320672196046138,80.73365790973891,2.7485266727018853,8.880156020557683,59.6314439023649,98.19323005331609,18.52370233765316
7.76,580.394028857743,0.394028857742802,10.825747794678596,7.393023831562116,0.760525782950273,3.4865979335697235,9.153585749107629,0.5246766336779556,0.5022233280441369,1.147001540130562,13.569982800381181,4.219744715724054,3.6327493586416293,2.0281297432875247,14.792351617456124,5.159914648655372,9.3446158606356,80.70407036641794,2.750761256357759,8.904984694546993,59.5879457113337,98.13363945837538,18.492281709391094
7.7700000000000005,580.3936642418414,0.3936642418412545,10.817474915833632,7.3909287990395915,0.7607114678464785,3.4861631569768656,9.156532429503601,0.5251050946039301,0.5028103560049735,1.146611682543189,13.569093899033392,4.220129694114084,3.6363438414964135,2.031408213134405,14.814008798892063,5.17118235903493,9.36855780028302,80.6744866869032,2.7529894947682814,8.929828231848099,59.54446264132822,98.0740719246028,18.460879789081172
7.78,580.3933010120309,0.3933010120306014,10.809232213050928,7.388855089114621,0.7608977779653339,3.4857305557446767,9.15946461725869,0.5255338903000237,0.5033961282709682,1.146222637524964,13.56820237611224,4.220507257121201,3.639923058046477,2.0346862121415548,14.835658561830545,5.182460803110639,9.392497900994254,80.64490684945278,2.7552114128467693,8.954686564697118,59.500994750014854,98.01452740525957,18.429496700546732
7.79,580.3929391625414,0.3929391625411842,10.801019578795845,7.386802601451531,0.7610847114771072,3.4853001214905994,9.162382384650648,0.5259630218745797,0.5039806450093307,1.145834400871261,13.567308272099597,4.220877443134191,3.6434870272725988,2.037963711772126,14.857300945875076,5.193750007460609,9.41643604908778,80.61533083264487,2.7574270358367503,8.979559625377174,59.45754209438876,97.95500585419879,18.39813256685815
7.8,580.3925786872486,0.3925786872483268,10.792836904039893,7.384771235574491,0.7612722665537407,3.4848718465029087,9.165285803474463,0.5263924904638235,0.5045639063611509,1.1454469684196633,13.566411629134285,4.221240290277978,3.647035767593346,2.041240683842876,14.878935989970179,5.205049998278412,9.440372131263237,80.58575861488804,2.759636388380257,9.004447346754379,59.414104731919146,97.8955072250628,18.366787510939375
7.8100000000000005,580.3922195801438,0.39221958014346736,10.784684080669805,7.382760891702264,0.7614604413780153,3.4844457229409223,9.168174945225497,0.5268222971837748,0.5051459124806966,1.1450603360222413,13.565512488520934,4.221595836447958,3.65056929769102,2.044517100129854,14.900563733158316,5.216360801764794,9.46430603455211,80.55619017476278,2.761839495169096,9.029349661901744,59.37068271974976,97.83603147184253,18.335461655146304
7.82,580.3918618353084,0.3918618353082121,10.776561001353427,7.38077147069979,0.7616492341430176,3.484021742878852,9.17104988109081,0.5272524431329316,0.5057266635332345,1.1446744995469786,13.564610890868883,4.22194411930929,3.654087636465354,2.0477929323905006,14.922184214538357,5.227682444105802,9.48823764631954,80.52662549100232,2.7640363809091664,9.054266504118887,59.32727611474331,97.77657854884569,18.304155121291355
7.83,580.3915054468621,0.39150544686184197,10.768467559269787,7.3788028739826155,0.7618386430510882,3.4835998983947163,9.173910681930202,0.5276829293976686,0.5063061596906364,1.144289454880752,13.56370687637152,4.2222851762943145,3.6575908029406325,2.0510681524079857,14.943797473181418,5.239014951428837,9.512166854268903,80.49706454245413,2.7662270702480964,9.079197806972893,59.28388497357099,97.71714841063353,18.272868030691825
7.84,580.391150408961,0.39115040896083875,10.760403648105303,7.376855003513745,0.7620286663137853,3.483180181570957,9.17675741827737,0.5281137570523208,0.5068844011313262,1.1439051979292634,13.562800484810394,4.222619044603638,3.6610788162640895,2.0543427319919623,14.965403548130247,5.2503583498019815,9.536093546441005,80.4675073080792,2.768411587774769,9.104143504297738,59.240509352713644,97.65774101201927,18.2416005041716
7.8500000000000005,580.3907967157986,0.3907967157984108,10.752369162049995,7.374927761800482,0.7622193021518489,3.4827625844950654,9.179590160341027,0.5285449271592675,0.5074613880402258,1.1435217246169698,13.561891755559344,4.222945761207223,3.664551695704304,2.05761664297933,14.987002478398614,5.2617126652333255,9.560017611213286,80.43795376695137,2.7705899580188413,9.129103530193731,59.197149308463004,97.59835630806683,18.21035266206284
7.86,580.3904443616043,0.3904443616040185,10.7443639957937,7.373021051891284,0.762410548795163,3.4823470992602017,9.182408978006045,0.528976440769016,0.5080371206087024,1.1431390308870157,13.560980727588605,4.22326536284547,3.6680094606495977,2.060889857234992,15.008594302970682,5.273077923670292,9.583938937299026,80.4084038982566,2.7727622054502707,9.154077819026925,59.15380489692287,97.5389942540892,18.179124624207667
7.87,580.3900933406431,0.3900933406429003,10.736388044522279,7.371134777372603,0.7626024044827207,3.481933717965819,9.185213940834592,0.5294082989202853,0.5086115990345149,1.1427571127011626,13.560067439468936,4.223577886030303,3.6714521306064336,2.0641623466526138,15.030179060800425,5.284454150998971,9.607857413746562,80.37885768129222,2.7749283544788392,9.17906630542857,59.11047617401028,97.4796548056471,18.14791650995986
7.88,580.3897436472158,0.3897436472155979,10.728441203913821,7.36926884236574,0.7627948674625868,3.481522432718283,9.188005118067268,0.5298405026400906,0.5091848235217604,1.1423759660397217,13.559151929375725,4.223883367046263,3.6748797251978114,2.0674340831553844,15.05175679081099,5.295841373043441,9.631772929938482,80.34931509546628,2.7770884294536726,9.20406892429453,59.067163195456736,97.42033791854746,18.116728438186545
7.890000000000001,580.3893952756578,0.38939527565748244,10.720523370134867,7.367423151523683,0.7629879359918617,3.481113235631497,9.190782578624246,0.5302730529438265,0.5097567942808209,1.1419955869014828,13.558234235093115,4.2241818419515855,3.6782922641616658,2.070705038696773,15.0733275318941,5.3072396155651,9.655685375590837,80.3197761202968,2.779242454662769,9.229085610784725,59.02386601680936,97.361043548842,18.085560527269887
7.9,580.3890482203385,0.38904822033827996,10.71263443983661,7.365597610027967,0.7631816083366448,3.480706118827521,9.193546391106397,0.5307059508353511,0.5103275115283098,1.1416159713036482,13.557314394018123,4.22447334657929,3.6816897673492632,2.0739751852612893,15.094891322909428,5.31864890426199,9.679594640752338,80.29024073541106,2.7813904543325174,9.254116300322549,58.980584693432135,97.30177165282582,18.054412895108783
7.91,580.3887024758741,0.3887024758738635,10.70477431128248,7.363792124039924,0.7633758827729994,3.4803010740766607,9.19629662384776,0.5311391972836648,0.5108969755058446,1.1412371152717986,13.556392441967974,4.224757916523836,3.6850722551313284,2.0772444946662536,15.11644820302562,5.330069264942745,9.703500615819072,80.26070892071041,2.7835324529290064,9.279160928436202,58.93731928012723,97.24252218731753,18.023285658877484
7.92,580.3883580366613,0.38835803666111296,10.6969428818677,7.362006599702795,0.7635707575847245,3.4798980935873254,9.199033344804324,0.5315727932742296,0.5114651864387821,1.1408590148616335,13.555468415804048,4.225035587173797,3.688439747503896,2.080512938998156,15.137998210971846,5.34150072314367,9.72740319149978,80.23118065600723,2.785668474496926,9.304219431104237,58.894069831967656,97.18329510904124,17.99217893555937
7.930000000000001,580.3880148971175,0.3880148971172161,10.689140049393506,7.360240943651877,0.7637662310644497,3.479497169599389,9.201756621613143,0.5320067397826144,0.5120321445574314,1.1404816661476505,13.554542352084125,4.225306393696648,3.6917922645472725,2.083780490388638,15.159541385423081,5.352943304325312,9.751302258832562,80.20165592121116,2.787798542999979,9.329291744576377,58.850836403869486,97.12409037494325,17.96109284167408
7.94,580.3876730517638,0.3876730517636508,10.681365712513482,7.358495063192174,0.7639623015139966,3.4790982942413655,9.204466521613888,0.5324410377652666,0.5125978501044895,1.1401050652191094,13.55361428659033,4.22557037103411,3.695129826586665,2.087047120936079,15.181077765135415,5.364397033941265,9.77519770919025,80.17213469639427,2.789922682440481,9.354377805310046,58.80761905044184,97.06490794230277,17.9300274931825
7.95,580.3873324951558,0.38733249515552115,10.673619770355684,7.356768866144987,0.7641589672440113,3.4787014596502464,9.207163111833019,0.5328756881673355,0.5131623033287644,1.1397292081832604,13.552684254728977,4.225827553908005,3.698452454055754,2.090312802772153,15.20260738883248,5.37586193737976,9.799089434274494,80.1426169617356,2.792040916759092,9.379477550022083,58.7644178261137,97.00574776863718,17.89898300556882
7.96,580.3869932218814,0.38699322188114427,10.665902122519162,7.355062260844889,0.7643562265739289,3.4783066579720185,9.209846458984925,0.533310691922749,0.5137255044851261,1.1393540911652698,13.551752291534354,4.226077976821338,3.701760167495208,2.0935775080625323,15.224130295204937,5.387338039963041,9.822977326114977,80.11310269752055,2.794153269834429,9.404590915688127,58.721232785134994,96.94660981170078,17.86795949384214
7.97,580.3866552265619,0.386655226561637,10.658212669070508,7.353375156136706,0.7645540778319366,3.477913881362184,9.212516629473091,0.5337460499542912,0.514287453834459,1.13897971030815,13.550818431672488,4.226321674059384,3.7050529875511993,2.0968412090075876,15.245646522909958,5.398825366946742,9.846861277068612,80.08359188414009,2.796259765482676,9.429717839542002,58.678063981577694,96.88749402948338,17.836957072538127
7.98,580.3863185038507,0.3863185038505026,10.65055131054038,7.351707461372493,0.7647525193549379,3.4775231219862777,9.215173689391234,0.5341817631736787,0.514848151643614,1.138606061772687,13.549882709444915,4.226558679690766,3.708330934973916,2.100103877843091,15.267156110570724,5.410323943519268,9.870741179818763,80.05408450209023,2.79836042745719,9.454858259075104,58.63491146933687,96.82840038020886,17.8059758557206
7.99,580.3859830484334,0.3859830484332176,10.642917947920047,7.350059086408513,0.7649515494885166,3.4771343720203847,9.217817704524464,0.534617832481639,0.51540759818536,1.1382331417373681,13.54894515879247,4.226789027568533,3.711594030616079,2.103365486840916,15.28865909677589,5.4218337948011674,9.894616927374447,80.0245805319713,2.800455279448116,9.480012112035778,58.59177530213183,96.76932882233395,17.775015956983182
8.0,580.3856488550271,0.38564885502681845,10.635312482657922,7.348429941602217,0.7651511665869004,3.4767476236516606,9.220448740350431,0.5350542587679862,0.515965793738337,1.1378609463983114,13.548005813299042,4.2270127513312525,3.714842295431454,2.106626008309743,15.310155520079093,5.433354945844516,9.918488413069554,79.99507995448724,2.802544345081995,9.505179336428723,58.54865553350712,96.71027931454668,17.744077489450895
8.01,580.3853159183797,0.385315918379488,10.627734816656092,7.346819937809217,0.7653513690129247,3.476362869078849,9.22306686204048,0.5354910429116995,0.5165227385870067,1.1374894719691924,13.547064706195352,4.227229884404082,3.718075750473368,2.1098854145957575,15.331645418998423,5.4448874216322904,9.942355530562052,79.96558275044498,2.8046276479213748,9.530359870514355,58.50555221683371,96.65125181576515,17.713160565781802
8.02,580.3849842332704,0.3849842332701425,10.620184852266862,7.345228986380272,0.7655521551379969,3.475980100512799,9.225672134460796,0.5359281857809993,0.517078433021606,1.1371187146811734,13.546121870362734,4.227440459999857,3.721294416893223,2.113143678083353,15.353128832015921,5.456431247077747,9.966218173833196,79.93608890075382,2.806705211464419,9.555553652808209,58.462465405309985,96.59224628513606,17.682265298168605
8.03,580.3846537947404,0.38465379474011724,10.612662493548966,7.343656999691174,0.7657535233515134,3.4755993097861673,9.228264622205506,0.5363656882070266,0.5176328773591601,1.136748670772679,13.54517733699504,4.227644511082929,3.724498316404221,2.1164007709658783,15.374605797945467,5.467986447210924,9.99007623723189,79.90659838661337,2.808777059474072,9.58076062192092,58.41939515153794,96.53326268235675,17.651391798038837
8.040000000000001,580.3843245976323,0.384324597632025,10.605167643763574,7.342103890081867,0.7659554720420579,3.4752204891297294,9.230844389534417,0.5368035510363216,0.5181860719016255,1.1363793365094768,13.544231138266078,4.227842070444174,3.7276874703564125,2.119656665702814,15.39607635520096,5.479553046806574,10.013929615384276,79.87711118913836,2.8108432153234895,9.605980716874031,58.37634150836777,96.47430096703195,17.620540176654856
8.05,580.383996636706,0.383996636705788,10.597700206002823,7.34056957012079,0.766157999602108,3.474843630976821,9.233411500390194,0.5372417751176575,0.5187380169464088,1.136010708179512,13.543283306660165,4.228033170683392,3.730861899968606,2.1229113349050985,15.417540541980616,5.491131070477405,10.037778203215586,79.84762728945266,2.8129037021609813,9.63121387701938,58.333304528685815,96.41536109883462,17.589710544964287
8.06,580.383669906877,0.3836699068766885,10.590260084480564,7.339053953149385,0.7663611044377113,3.474468727562324,9.235966018432329,0.5376803612749945,0.5192887128079589,1.1356427820824064,13.542333873597245,4.228217844172122,3.734021626804855,2.126164751099575,15.438998396644998,5.502720542865737,10.061621895995755,79.8181466688824,2.8149585432482196,9.656460041874757,58.29028426497897,96.35644303783678,17.55890301329184
8.07,580.3833444030903,0.383344403089986,10.582847183850657,7.337556952992135,0.7665647849633608,3.4740957711336105,9.238508007021098,0.5381193103217715,0.5198381598063783,1.1352755545348507,13.541382870159163,4.2283961230747815,3.737166672522488,2.129416886853506,15.460449957518119,5.514321488542112,10.08546058931431,79.78866930885384,2.817007761782404,9.681719151209085,58.24728076956462,96.29754674433408,17.5281176915033
