t,MT1,MT1cat,MT1T2,MT1T2M2P,M2P,M2,M2T2,M2T2star,M2C1,C1,C1dmt1,C1dm2,T2
8.15,6.072056222512218e-08,1.1342836702236757e-10,3.7569126213935486e-08,1.5954930170727663e-09,4.8403116804927665e-08,1.1585235178010786e-12,4.815322571326197e-16,2.1629612230231702e-13,1.4562539524619576e-14,9.996154166756726e-07,3.845684080735904e-10,3.5339824909753622e-16,1.0833773823376518e-08
8.16,6.071174677269205e-08,1.1352084247045933e-10,3.757531819813098e-08,1.5980199135606114e-09,4.840058581214281e-08,1.161614011822534e-12,4.87784019006e-16,2.172359378320002e-13,1.4620631430649766e-14,9.996150270095138e-07,3.849580144955311e-10,3.5504305640878734e-16,1.0825049900229331e-08
8.17,6.070293132026191e-08,1.1361331791855109e-10,3.758151018232647e-08,1.6005468100484567e-09,4.839805481935796e-08,1.1647045058439893e-12,4.940357808793795e-16,2.1817575336168327e-13,1.4678723336679952e-14,9.99614637343355e-07,3.853476209174719e-10,3.5668786372003835e-16,1.0816325977082144e-08
8.18,6.069411586783178e-08,1.1370579336664286e-10,3.758770216652196e-08,1.6030737065363019e-09,4.83955238265731e-08,1.1677949998654447e-12,5.002875427527598e-16,2.191155688913664e-13,1.4736815242710142e-14,9.996142476771961e-07,3.857372273394126e-10,3.5833267103128946e-16,1.0807602053934957e-08
8.19,6.068530041540164e-08,1.1379826881473463e-10,3.7593894150717454e-08,1.6056006030241472e-09,4.839299283378825e-08,1.1708854938869e-12,5.065393046261394e-16,2.2005538442104947e-13,1.479490714874033e-14,9.996138580110373e-07,3.8612683376135334e-10,3.5997747834254047e-16,1.079887813078777e-08
8.2,6.067648496297151e-08,1.138907442628264e-10,3.7600086134912946e-08,1.6081274995119925e-09,4.839046184100339e-08,1.1739759879083553e-12,5.127910664995197e-16,2.2099519995073264e-13,1.485299905477052e-14,9.996134683448784e-07,3.865164401832941e-10,3.616222856537916e-16,1.0790154207640583e-08
8.21,6.066766951054137e-08,1.1398321971091817e-10,3.760627811910844e-08,1.610654395999838e-09,4.838793084821854e-08,1.1770664819298111e-12,5.190428283729004e-16,2.2193501548041587e-13,1.4911090960800718e-14,9.996130786787196e-07,3.869060466052349e-10,3.63267092965043e-16,1.0781430284493395e-08
8.22,6.065885405811124e-08,1.1407569515900995e-10,3.761247010330393e-08,1.6131812924876834e-09,4.8385399855433685e-08,1.1801569759512664e-12,5.252945902462807e-16,2.2287483101009904e-13,1.4969182866830908e-14,9.996126890125608e-07,3.872956530271756e-10,3.649119002762941e-16,1.0772706361346208e-08
8.23,6.06500386056811e-08,1.1416817060710171e-10,3.761866208749942e-08,1.6157081889755285e-09,4.8382868862648835e-08,1.1832474699727216e-12,5.315463521196606e-16,2.2381464653978212e-13,1.5027274772861094e-14,9.99612299346402e-07,3.8768525944911633e-10,3.665567075875451e-16,1.0763982438199021e-08
8.24,6.064122315325097e-08,1.1426064605519347e-10,3.7624854071694914e-08,1.6182350854633739e-09,4.838033786986398e-08,1.186337963994177e-12,5.377981139930405e-16,2.2475446206946524e-13,1.5085366678891284e-14,9.99611909680243e-07,3.880748658710571e-10,3.682015148987962e-16,1.0755258515051834e-08
8.25,6.063240770082082e-08,1.1435312150328523e-10,3.7631046055890406e-08,1.620761981951219e-09,4.837780687707913e-08,1.1894284580156322e-12,5.440498758664204e-16,2.2569427759914832e-13,1.514345858492147e-14,9.996115200140842e-07,3.884644722929978e-10,3.6984632221004723e-16,1.0746534591904647e-08
8.26,6.06235922483907e-08,1.14445596951377e-10,3.76372380400859e-08,1.6232888784390643e-09,4.837527588429427e-08,1.1925189520370876e-12,5.503016377398003e-16,2.266340931288315e-13,1.520155049095166e-14,9.996111303479254e-07,3.8885407871493856e-10,3.7149112952129834e-16,1.073781066875746e-08
8.27,6.061477679596055e-08,1.1453807239946877e-10,3.764343002428139e-08,1.6258157749269095e-09,4.837274489150942e-08,1.1956094460585428e-12,5.565533996131802e-16,2.2757390865851456e-13,1.5259642396981847e-14,9.996107406817666e-07,3.892436851368793e-10,3.7313593683254935e-16,1.0729086745610273e-08
8.28,6.060596134353042e-08,1.1463054784756054e-10,3.764962200847688e-08,1.6283426714147548e-09,4.837021389872456e-08,1.1986999400799982e-12,5.628051614865605e-16,2.285137241881977e-13,1.5317734303012037e-14,9.996103510156075e-07,3.8963329155882e-10,3.7478074414380056e-16,1.0720362822463086e-08
8.290000000000001,6.059714589110028e-08,1.1472302329565232e-10,3.7655813992672374e-08,1.6308695679026006e-09,4.836768290593971e-08,1.201790434101454e-12,5.690569233599412e-16,2.2945353971788096e-13,1.5375826209042236e-14,9.996099613494487e-07,3.9002289798076083e-10,3.7642555145505187e-16,1.0711638899315898e-08
8.3,6.058833043867015e-08,1.1481549874374409e-10,3.7662005976867866e-08,1.6333964643904457e-09,4.8365151913154856e-08,1.2048809281229095e-12,5.753086852333215e-16,2.303933552475641e-13,1.5433918115072426e-14,9.996095716832899e-07,3.9041250440270156e-10,3.78070358766303e-16,1.070291497616871e-08
8.31,6.057951498624001e-08,1.1490797419183585e-10,3.766819796106336e-08,1.6359233608782908e-09,4.8362620920370005e-08,1.2079714221443645e-12,5.81560447106701e-16,2.3133317077724716e-13,1.5492010021102613e-14,9.99609182017131e-07,3.9080211082464233e-10,3.79715166077554e-16,1.0694191053021524e-08
8.32,6.057069953380986e-08,1.1500044963992761e-10,3.767438994525885e-08,1.6384502573661364e-09,4.836008992758515e-08,1.21106191616582e-12,5.878122089800813e-16,2.3227298630693034e-13,1.5550101927132803e-14,9.996087923509722e-07,3.91191717246583e-10,3.813599733888051e-16,1.0685467129874337e-08
8.33,6.056188408137974e-08,1.1509292508801937e-10,3.768058192945434e-08,1.6409771538539815e-09,4.83575589348003e-08,1.2141524101872751e-12,5.940639708534608e-16,2.332128018366134e-13,1.560819383316299e-14,9.996084026848133e-07,3.915813236685238e-10,3.830047807000561e-16,1.067674320672715e-08
8.34,6.055306862894959e-08,1.1518540053611115e-10,3.7686773913649834e-08,1.6435040503418266e-09,4.835502794201544e-08,1.2172429042087305e-12,6.003157327268411e-16,2.3415261736629654e-13,1.566628573919318e-14,9.996080130186545e-07,3.919709300904645e-10,3.846495880113072e-16,1.0668019283579963e-08
8.35,6.054425317651946e-08,1.1527787598420291e-10,3.7692965897845326e-08,1.6460309468296717e-09,4.835249694923059e-08,1.2203333982301857e-12,6.06567494600221e-16,2.350924328959796e-13,1.5724377645223366e-14,9.996076233524957e-07,3.9236053651240523e-10,3.8629439532255833e-16,1.0659295360432776e-08
8.36,6.053543772408932e-08,1.1537035143229468e-10,3.769915788204082e-08,1.6485578433175173e-09,4.834996595644573e-08,1.2234238922516412e-12,6.1281925647360095e-16,2.360322484256628e-13,1.5782469551253556e-14,9.996072336863368e-07,3.92750142934346e-10,3.8793920263380944e-16,1.065057143728559e-08
8.370000000000001,6.052662227165919e-08,1.1546282688038646e-10,3.770534986623631e-08,1.6510847398053628e-09,4.834743496366088e-08,1.226514386273097e-12,6.19071018346982e-16,2.36972063955346e-13,1.5840561457283752e-14,9.99606844020178e-07,3.931397493562868e-10,3.8958400994506075e-16,1.06418475141384e-08
8.38,6.051780681922905e-08,1.1555530232847823e-10,3.77115418504318e-08,1.6536116362932082e-09,4.8344903970876026e-08,1.2296048802945524e-12,6.253227802203619e-16,2.379118794850292e-13,1.5898653363313945e-14,9.996064543540192e-07,3.9352935577822755e-10,3.9122881725631186e-16,1.0633123590991212e-08
8.39,6.050899136679892e-08,1.1564777777656999e-10,3.7717733834627294e-08,1.6561385327810533e-09,4.8342372978091175e-08,1.2326953743160074e-12,6.315745420937419e-16,2.3885169501471226e-13,1.5956745269344128e-14,9.996060646878603e-07,3.939189622001682e-10,3.9287362456756287e-16,1.0624399667844027e-08
8.4,6.050017591436878e-08,1.1574025322466175e-10,3.7723925818822786e-08,1.6586654292688986e-09,4.833984198530632e-08,1.2357858683374628e-12,6.378263039671222e-16,2.397915105443954e-13,1.601483717537432e-14,9.996056750217015e-07,3.94308568622109e-10,3.94518431878814e-16,1.0615675744696838e-08
8.41,6.049136046193865e-08,1.1583272867275351e-10,3.773011780301828e-08,1.6611923257567437e-09,4.833731099252147e-08,1.238876362358918e-12,6.440780658405017e-16,2.4073132607407846e-13,1.6072929081404505e-14,9.996052853555426e-07,3.946981750440497e-10,3.961632391900651e-16,1.0606951821549651e-08
8.42,6.04825450095085e-08,1.1592520412084528e-10,3.773630978721377e-08,1.663719222244589e-09,4.833477999973661e-08,1.2419668563803734e-12,6.50329827713882e-16,2.416711416037616e-13,1.6131020987434697e-14,9.996048956893838e-07,3.9508778146599045e-10,3.978080465013162e-16,1.0598227898402464e-08
8.43,6.047372955707837e-08,1.1601767956893705e-10,3.774250177140926e-08,1.6662461187324342e-09,4.833224900695176e-08,1.2450573504018287e-12,6.565815895872615e-16,2.426109571334447e-13,1.6189112893464884e-14,9.996045060232248e-07,3.9547738788793117e-10,3.994528538125672e-16,1.0589503975255277e-08
8.44,6.046491410464823e-08,1.1611015501702882e-10,3.7748693755604754e-08,1.6687730152202795e-09,4.8329718014166903e-08,1.248147844423284e-12,6.628333514606418e-16,2.4355077266312783e-13,1.6247204799495074e-14,9.99604116357066e-07,3.958669943098719e-10,4.010976611238183e-16,1.058078005210809e-08
8.45,6.04560986522181e-08,1.1620263046512059e-10,3.7754885739800246e-08,1.6712999117081247e-09,4.832718702138205e-08,1.2512383384447393e-12,6.690851133340213e-16,2.444905881928109e-13,1.630529670552526e-14,9.99603726690907e-07,3.9625660073181267e-10,4.0274246843506933e-16,1.0572056128960903e-08
8.46,6.044728319978796e-08,1.1629510591321237e-10,3.776107772399574e-08,1.6738268081959706e-09,4.8324656028597196e-08,1.2543288324661953e-12,6.753368752074028e-16,2.4543040372249423e-13,1.636338861155546e-14,9.996033370247483e-07,3.9664620715375345e-10,4.0438727574632074e-16,1.0563332205813715e-08
8.47,6.043846774735783e-08,1.1638758136130413e-10,3.776726970819123e-08,1.6763537046838158e-09,4.8322125035812346e-08,1.2574193264876505e-12,6.815886370807827e-16,2.463702192521773e-13,1.6421480517585646e-14,9.996029473585894e-07,3.970358135756942e-10,4.0603208305757185e-16,1.055460828266653e-08
8.48,6.042965229492769e-08,1.164800568093959e-10,3.777346169238672e-08,1.6788806011716609e-09,4.831959404302749e-08,1.2605098205091057e-12,6.878403989541626e-16,2.4731003478186043e-13,1.6479572423615836e-14,9.996025576924306e-07,3.9742541999763495e-10,4.0767689036882296e-16,1.0545884359519341e-08
8.49,6.042083684249756e-08,1.1657253225748766e-10,3.7779653676582214e-08,1.681407497659506e-09,4.831706305024264e-08,1.263600314530561e-12,6.940921608275425e-16,2.4824985031154355e-13,1.6537664329646023e-14,9.996021680262717e-07,3.9781502641957567e-10,4.0932169768007397e-16,1.0537160436372156e-08
8.5,6.041202139006742e-08,1.1666500770557942e-10,3.7785845660777706e-08,1.6839343941473516e-09,4.831453205745778e-08,1.2666908085520164e-12,7.003439227009224e-16,2.491896658412267e-13,1.6595756235676213e-14,9.99601778360113e-07,3.9820463284151644e-10,4.109665049913251e-16,1.0528436513224967e-08
8.51,6.040320593763727e-08,1.1675748315367118e-10,3.77920376449732e-08,1.6864612906351967e-09,4.831200106467293e-08,1.2697813025734718e-12,7.065956845743027e-16,2.501294813709098e-13,1.6653848141706403e-14,9.99601388693954e-07,3.9859423926345717e-10,4.126113123025762e-16,1.051971259007778e-08
8.52,6.039439048520714e-08,1.1684995860176297e-10,3.779822962916869e-08,1.6889881871230418e-09,4.8309470071888074e-08,1.272871796594927e-12,7.128474464476826e-16,2.510692969005929e-13,1.671194004773659e-14,9.996009990277952e-07,3.989838456853979e-10,4.142561196138272e-16,1.0510988666930593e-08
8.53,6.0385575032777e-08,1.1694243404985473e-10,3.780442161336418e-08,1.6915150836108874e-09,4.830693907910322e-08,1.2759622906163824e-12,7.190992083210625e-16,2.5200911243027605e-13,1.677003195376678e-14,9.996006093616364e-07,3.993734521073386e-10,4.159009269250783e-16,1.0502264743783406e-08
8.540000000000001,6.037675958034687e-08,1.1703490949794651e-10,3.7810613597559674e-08,1.694041980098733e-09,4.8304408086318366e-08,1.2790527846378382e-12,7.253509701944436e-16,2.529489279599593e-13,1.6828123859796978e-14,9.996002196954776e-07,3.9976305852927944e-10,4.175457342363297e-16,1.0493540820636218e-08
8.55,6.036794412791673e-08,1.1712738494603827e-10,3.7816805581755166e-08,1.696568876586578e-09,4.8301877093533516e-08,1.2821432786592934e-12,7.316027320678231e-16,2.538887434896424e-13,1.6886215765827165e-14,9.995998300293187e-07,4.001526649512201e-10,4.1919054154758073e-16,1.0484816897489031e-08
8.56,6.03591286754866e-08,1.1721986039413004e-10,3.782299756595066e-08,1.6990957730744234e-09,4.829934610074866e-08,1.2852337726807489e-12,7.378544939412034e-16,2.5482855901932553e-13,1.6944307671857355e-14,9.995994403631599e-07,4.005422713731609e-10,4.2083534885883184e-16,1.0476092974341844e-08
8.57,6.035031322305646e-08,1.173123358422218e-10,3.782918955014615e-08,1.7016226695622687e-09,4.829681510796381e-08,1.288324266702204e-12,7.441062558145834e-16,2.5576837454900865e-13,1.7002399577887545e-14,9.99599050697001e-07,4.0093187779510167e-10,4.2248015617008295e-16,1.0467369051194657e-08
8.58,6.034149777062633e-08,1.1740481129031356e-10,3.783538153434164e-08,1.7041495660501138e-09,4.829428411517895e-08,1.2914147607236593e-12,7.503580176879633e-16,2.567081900786917e-13,1.706049148391773e-14,9.99598661030842e-07,4.0132148421704234e-10,4.2412496348133396e-16,1.045864512804747e-08
8.59,6.033268231819618e-08,1.1749728673840532e-10,3.7841573518537134e-08,1.7066764625379592e-09,4.82917531223941e-08,1.2945052547451147e-12,7.566097795613436e-16,2.576480056083749e-13,1.711858338994792e-14,9.995982713646832e-07,4.017110906389831e-10,4.2576977079258507e-16,1.0449921204900283e-08
8.6,6.032386686576606e-08,1.1758976218649708e-10,3.7847765502732626e-08,1.7092033590258043e-09,4.8289222129609244e-08,1.29759574876657e-12,7.628615414347231e-16,2.5858782113805797e-13,1.7176675295978108e-14,9.995978816985243e-07,4.0210069706092384e-10,4.274145781038361e-16,1.0441197281753096e-08
8.61,6.031505141333591e-08,1.1768223763458887e-10,3.785395748692812e-08,1.7117302555136496e-09,4.8286691136824393e-08,1.3006862427880253e-12,7.691133033081034e-16,2.595276366677411e-13,1.7234767202008297e-14,9.995974920323655e-07,4.0249030348286456e-10,4.290593854150873e-16,1.043247335860591e-08
8.620000000000001,6.030623596090578e-08,1.1777471308268065e-10,3.786014947112361e-08,1.7142571520014952e-09,4.8284160144039536e-08,1.3037767368094812e-12,7.753650651814841e-16,2.6046745219742437e-13,1.7292859108038497e-14,9.995971023662066e-07,4.028799099048054e-10,4.307041927263386e-16,1.042374943545872e-08
8.63,6.029742050847564e-08,1.1786718853077242e-10,3.78663414553191e-08,1.7167840484893405e-09,4.8281629151254686e-08,1.3068672308309366e-12,7.816168270548644e-16,2.614072677271075e-13,1.7350951014068686e-14,9.995967127000478e-07,4.032695163267461e-10,4.323490000375897e-16,1.0415025512311534e-08
8.64,6.028860505604551e-08,1.1795966397886418e-10,3.7872533439514594e-08,1.7193109449771858e-09,4.827909815846983e-08,1.3099577248523918e-12,7.878685889282443e-16,2.6234708325679057e-13,1.7409042920098873e-14,9.99596323033889e-07,4.0365912274868684e-10,4.339938073488407e-16,1.0406301589164347e-08
8.65,6.027978960361537e-08,1.1805213942695594e-10,3.7878725423710086e-08,1.721837841465031e-09,4.827656716568498e-08,1.313048218873847e-12,7.941203508016242e-16,2.6328689878647375e-13,1.7467134826129063e-14,9.995959333677301e-07,4.0404872917062756e-10,4.3563861466009183e-16,1.039757766601716e-08
8.66,6.027097415118524e-08,1.181446148750477e-10,3.788491740790558e-08,1.724364737952876e-09,4.827403617290012e-08,1.3161387128953022e-12,8.003721126750041e-16,2.642267143161568e-13,1.752522673215925e-14,9.995955437015713e-07,4.0443833559256833e-10,4.3728342197134285e-16,1.0388853742869973e-08
8.67,6.02621586987551e-08,1.1823709032313946e-10,3.789110939210107e-08,1.7268916344407214e-09,4.827150518011527e-08,1.3192292069167576e-12,8.06623874548384e-16,2.6516652984583994e-13,1.758331863818944e-14,9.995951540354125e-07,4.0482794201450906e-10,4.3892822928259405e-16,1.0380129819722786e-08
8.68,6.025334324632497e-08,1.1832956577123122e-10,3.789730137629656e-08,1.7294185309285668e-09,4.8268974187330414e-08,1.3223197009382128e-12,8.128756364217639e-16,2.66106345375523e-13,1.7641410544219626e-14,9.995947643692536e-07,4.052175484364498e-10,4.4057303659384507e-16,1.0371405896575599e-08
8.69,6.024452779389482e-08,1.18422041219323e-10,3.7903493360492054e-08,1.731945427416412e-09,4.8266443194545564e-08,1.3254101949596683e-12,8.191273982951438e-16,2.670461609052062e-13,1.7699502450249816e-14,9.995943747030948e-07,4.0560715485839056e-10,4.422178439050962e-16,1.0362681973428412e-08
8.700000000000001,6.023571234146468e-08,1.185145166674148e-10,3.7909685344687546e-08,1.7344723239042574e-09,4.8263912201760707e-08,1.328500688981124e-12,8.253791601685249e-16,2.679859764348894e-13,1.7757594356280012e-14,9.99593985036936e-07,4.0599676128033133e-10,4.438626512163475e-16,1.0353958050281224e-08
8.71,6.022689688903455e-08,1.1860699211550656e-10,3.791587732888304e-08,1.736999220392103e-09,4.8261381208975856e-08,1.3315911830025795e-12,8.316309220419052e-16,2.689257919645726e-13,1.7815686262310205e-14,9.995935953707771e-07,4.063863677022721e-10,4.455074585275986e-16,1.0345234127134037e-08
8.72,6.021808143660441e-08,1.1869946756359832e-10,3.792206931307853e-08,1.7395261168799481e-09,4.8258850216191e-08,1.3346816770240347e-12,8.378826839152847e-16,2.6986560749425567e-13,1.7873778168340388e-14,9.995932057046183e-07,4.067759741242128e-10,4.471522658388496e-16,1.033651020398685e-08
8.73,6.020926598417428e-08,1.1879194301169008e-10,3.792826129727402e-08,1.7420530133677932e-09,4.825631922340615e-08,1.3377721710454901e-12,8.44134445788665e-16,2.708054230239388e-13,1.793187007437058e-14,9.995928160384592e-07,4.0716558054615356e-10,4.487970731501008e-16,1.0327786280839663e-08
8.74,6.020045053174414e-08,1.1888441845978184e-10,3.7934453281469514e-08,1.7445799098556386e-09,4.825378823062129e-08,1.3408626650669451e-12,8.503862076620445e-16,2.7174523855362187e-13,1.7989961980400765e-14,9.995924263723004e-07,4.0755518696809423e-10,4.504418804613518e-16,1.0319062357692476e-08
8.75,6.019163507931401e-08,1.189768939078736e-10,3.7940645265665006e-08,1.747106806343484e-09,4.825125723783644e-08,1.3439531590884005e-12,8.566379695354248e-16,2.7268505408330504e-13,1.8048053886430958e-14,9.995920367061416e-07,4.07944793390035e-10,4.520866877726029e-16,1.0310338434545289e-08
8.76,6.018281962688387e-08,1.1906936935596536e-10,3.79468372498605e-08,1.749633702831329e-09,4.8248726245051584e-08,1.3470436531098558e-12,8.628897314088048e-16,2.736248696129881e-13,1.8106145792461144e-14,9.995916470399827e-07,4.0833439981197573e-10,4.537314950838539e-16,1.0301614511398102e-08
8.77,6.017400417445374e-08,1.1916184480405715e-10,3.795302923405599e-08,1.7521605993191742e-09,4.8246195252266734e-08,1.3501341471313112e-12,8.691414932821847e-16,2.7456468514267124e-13,1.8164237698491334e-14,9.995912573738239e-07,4.0872400623391645e-10,4.553763023951051e-16,1.0292890588250915e-08
8.78,6.016518872202359e-08,1.192543202521489e-10,3.795922121825148e-08,1.7546874958070195e-09,4.824366425948188e-08,1.3532246411527664e-12,8.753932551555646e-16,2.755045006723543e-13,1.822232960452152e-14,9.99590867707665e-07,4.0911361265585723e-10,4.570211097063561e-16,1.0284166665103728e-08
8.790000000000001,6.015637326959346e-08,1.193467957002407e-10,3.7965413202446974e-08,1.7572143922948653e-09,4.8241133266697026e-08,1.3563151351742224e-12,8.816450170289457e-16,2.7644431620203764e-13,1.828042151055172e-14,9.995904780415062e-07,4.09503219077798e-10,4.586659170176076e-16,1.027544274195654e-08
8.8,6.014755781716332e-08,1.1943927114833246e-10,3.7971605186642466e-08,1.7597412887827104e-09,4.823860227391217e-08,1.3594056291956776e-12,8.878967789023256e-16,2.773841317317207e-13,1.8338513416581907e-14,9.995900883753474e-07,4.098928254997388e-10,4.603107243288586e-16,1.0266718818809353e-08
8.81,6.013874236473319e-08,1.1953174659642422e-10,3.797779717083796e-08,1.7622681852705557e-09,4.823607128112732e-08,1.362496123217133e-12,8.941485407757055e-16,2.783239472614039e-13,1.8396605322612097e-14,9.995896987091885e-07,4.102824319216795e-10,4.619555316401097e-16,1.0257994895662166e-08
8.82,6.012992691230305e-08,1.1962422204451598e-10,3.798398915503345e-08,1.764795081758401e-09,4.823354028834246e-08,1.365586617238588e-12,9.004003026490854e-16,2.7926376279108696e-13,1.8454697228642283e-14,9.995893090430297e-07,4.106720383436202e-10,4.636003389513607e-16,1.0249270972514979e-08
8.83,6.012111145987292e-08,1.1971669749260774e-10,3.799018113922894e-08,1.7673219782462462e-09,4.823100929555761e-08,1.3686771112600435e-12,9.066520645224657e-16,2.802035783207701e-13,1.8512789134672473e-14,9.995889193768709e-07,4.1106164476556095e-10,4.652451462626118e-16,1.024054704936779e-08
8.84,6.011229600744278e-08,1.198091729406995e-10,3.7996373123424434e-08,1.7698488747340913e-09,4.8228478302772754e-08,1.3717676052814987e-12,9.129038263958452e-16,2.8114339385045316e-13,1.857088104070266e-14,9.99588529710712e-07,4.1145125118750167e-10,4.668899535738628e-16,1.0231823126220605e-08
8.85,6.010348055501265e-08,1.199016483887913e-10,3.8002565107619926e-08,1.7723757712219366e-09,4.8225947309987904e-08,1.374858099302954e-12,9.191555882692255e-16,2.820832093801363e-13,1.862897294673285e-14,9.995881400445532e-07,4.1184085760944245e-10,4.685347608851139e-16,1.0223099203073416e-08
8.86,6.00946651025825e-08,1.1999412383688305e-10,3.800875709181542e-08,1.774902667709782e-09,4.822341631720305e-08,1.3779485933244093e-12,9.25407350142605e-16,2.830230249098194e-13,1.8687064852763036e-14,9.995877503783944e-07,4.122304640313831e-10,4.70179568196365e-16,1.0214375279926231e-08
8.870000000000001,6.008584965015236e-08,1.2008659928497484e-10,3.801494907601091e-08,1.7774295641976275e-09,4.8220885324418197e-08,1.3810390873458653e-12,9.316591120159865e-16,2.8396284043950274e-13,1.874515675879324e-14,9.995873607122355e-07,4.12620070453324e-10,4.718243755076165e-16,1.0205651356779042e-08
8.88,6.007703419772223e-08,1.201790747330666e-10,3.80211410602064e-08,1.7799564606854727e-09,4.821835433163334e-08,1.3841295813673205e-12,9.379108738893664e-16,2.849026559691858e-13,1.8803248664823425e-14,9.995869710460767e-07,4.1300967687526467e-10,4.734691828188675e-16,1.0196927433631855e-08
8.89,6.006821874529209e-08,1.2027155018115836e-10,3.8027333044401895e-08,1.7824833571733182e-09,4.821582333884849e-08,1.387220075388776e-12,9.441626357627463e-16,2.8584247149886893e-13,1.8861340570853615e-14,9.995865813799176e-07,4.1339928329720545e-10,4.751139901301186e-16,1.0188203510484668e-08
8.9,6.005940329286196e-08,1.2036402562925012e-10,3.8033525028597387e-08,1.7850102536611633e-09,4.821329234606363e-08,1.3903105694102312e-12,9.504143976361262e-16,2.86782287028552e-13,1.8919432476883802e-14,9.995861917137588e-07,4.1378888971914617e-10,4.767587974413696e-16,1.0179479587337482e-08
8.91,6.005058784043182e-08,1.2045650107734188e-10,3.803971701279288e-08,1.7875371501490085e-09,4.821076135327878e-08,1.3934010634316864e-12,9.566661595095061e-16,2.8772210255823513e-13,1.897752438291399e-14,9.995858020476e-07,4.141784961410869e-10,4.784036047526207e-16,1.0170755664190295e-08
8.92,6.004177238800169e-08,1.2054897652543367e-10,3.804590899698837e-08,1.790064046636854e-09,4.8208230360493925e-08,1.3964915574531418e-12,9.629179213828864e-16,2.886619180879183e-13,1.903561628894418e-14,9.995854123814411e-07,4.1456810256302767e-10,4.800484120638718e-16,1.0162031741043106e-08
8.93,6.003295693557155e-08,1.2064145197352543e-10,3.805210098118386e-08,1.7925909431246991e-09,4.8205699367709074e-08,1.399582051474597e-12,9.69169683256266e-16,2.896017336176014e-13,1.9093708194974368e-14,9.995850227152823e-07,4.149577089849684e-10,4.816932193751229e-16,1.015330781789592e-08
8.94,6.002414148314142e-08,1.207339274216172e-10,3.8058292965379355e-08,1.7951178396125443e-09,4.820316837492422e-08,1.4026725454960524e-12,9.754214451296463e-16,2.905415491472845e-13,1.9151800101004558e-14,9.995846330491234e-07,4.153473154069091e-10,4.83338026686374e-16,1.0144583894748732e-08
8.950000000000001,6.001532603071127e-08,1.2082640286970898e-10,3.8064484949574847e-08,1.79764473610039e-09,4.820063738213937e-08,1.4057630395175083e-12,9.816732070030273e-16,2.914813646769678e-13,1.9209892007034757e-14,9.995842433829646e-07,4.1573692182884994e-10,4.849828339976253e-16,1.0135859971601544e-08
8.96,6.000651057828114e-08,1.2091887831780074e-10,3.807067693377034e-08,1.8001716325882351e-09,4.819810638935451e-08,1.4088535335389635e-12,9.879249688764069e-16,2.9242118020665086e-13,1.9267983913064944e-14,9.995838537168058e-07,4.1612652825079067e-10,4.8662764130887635e-16,1.0127136048454357e-08
8.97,5.9997695125851e-08,1.210113537658925e-10,3.807686891796583e-08,1.8026985290760805e-09,4.819557539656966e-08,1.4119440275604189e-12,9.941767307497872e-16,2.93360995736334e-13,1.9326075819095133e-14,9.99583464050647e-07,4.165161346727314e-10,4.882724486201275e-16,1.011841212530717e-08
8.98,5.998887967342087e-08,1.2110382921398426e-10,3.808306090216132e-08,1.8052254255639258e-09,4.81930444037848e-08,1.4150345215818743e-12,1.000428492623167e-15,2.9430081126601715e-13,1.9384167725125323e-14,9.99583074384488e-07,4.169057410946721e-10,4.899172559313786e-16,1.0109688202159983e-08
8.99,5.998006422099073e-08,1.2119630466207603e-10,3.8089252886356815e-08,1.807752322051771e-09,4.819051341099995e-08,1.4181250156033295e-12,1.006680254496547e-15,2.9524062679570023e-13,1.944225963115551e-14,9.995826847183293e-07,4.172953475166129e-10,4.915620632426296e-16,1.0100964279012796e-08
9.0,5.99712487685606e-08,1.212887801101678e-10,3.8095444870552307e-08,1.8102792185396163e-09,4.8187982418215095e-08,1.421215509624785e-12,1.0129320163699273e-15,2.9618044232538335e-13,1.95003515371857e-14,9.995822950521704e-07,4.176849539385536e-10,4.932068705538808e-16,1.0092240355865609e-08
9.01,5.996243331613046e-08,1.2138125555825957e-10,3.81016368547478e-08,1.8128061150274614e-09,4.8185451425430244e-08,1.4243060036462401e-12,1.0191837782433068e-15,2.9712025785506643e-13,1.9558443443215886e-14,9.995819053860116e-07,4.1807456036049434e-10,4.948516778651318e-16,1.0083516432718422e-08
9.02,5.995361786370033e-08,1.2147373100635134e-10,3.810782883894329e-08,1.8153330115153067e-09,4.818292043264539e-08,1.4273964976676954e-12,1.025435540116687e-15,2.980600733847496e-13,1.9616535349246076e-14,9.995815157198527e-07,4.1846416678243506e-10,4.964964851763829e-16,1.0074792509571235e-08
9.03,5.994480241127019e-08,1.215662064544431e-10,3.811402082313878e-08,1.8178599080031519e-09,4.818038943986054e-08,1.4304869916891506e-12,1.0316873019900666e-15,2.989998889144327e-13,1.9674627255276263e-14,9.99581126053694e-07,4.188537732043758e-10,4.981412924876339e-16,1.0066068586424048e-08
9.040000000000001,5.993598695884004e-08,1.2165868190253488e-10,3.8120212807334275e-08,1.8203868044909976e-09,4.817785844707568e-08,1.4335774857106066e-12,1.037939063863448e-15,2.99939704444116e-13,1.9732719161306465e-14,9.995807363875349e-07,4.192433796263166e-10,4.997860997988853e-16,1.005734466327686e-08
